control_value,treatment_value,incremental_value,targeting_policy,retry_all_policy,no_intervention_policy,targeting_selected_value
9261969.157809157,9262227.36219954,258.2043903823942,0,1,0,9261969.157809157
1865216.675180399,1865305.5283286804,88.85314828134142,0,1,0,1865216.675180399
25692355.381078765,25692719.660773676,364.2796949110925,0,1,0,25692355.381078765
500201.74121300003,500233.3746075805,31.63339458045084,1,1,0,500233.3746075805
358617.4844571371,358649.6648322019,32.1803750647814,1,1,0,358649.6648322019
1984059.5019844382,1984121.2709245668,61.76894012861885,1,1,0,1984121.2709245668
209369.91814784834,209395.47410896327,25.55596111493651,0,1,0,209369.91814784834
6660725.076820481,6660864.933280938,139.8564604576677,1,1,0,6660864.933280938
15166325.820369095,15166681.98351343,356.1631443351507,0,1,0,15166325.820369095
26760882.45029559,26760937.194372423,54.74407683312893,1,1,0,26760937.194372423
28001689.605240937,28001978.556982417,288.9517414793372,0,1,0,28001689.605240937
190441.1155331657,190441.87711058755,0.7615774218575098,1,1,0,190441.87711058755
1457967.4212666776,1458057.6014153054,90.18014862784185,1,1,0,1458057.6014153054
2491099.527741081,2491198.503406308,98.97566522704437,1,1,0,2491198.503406308
4282582.57650045,4282761.619540711,179.04304026067257,0,1,0,4282582.57650045
352060.38665947603,352080.61632658244,20.22966710641049,0,1,0,352060.38665947603
1541966.7414974757,1542042.9538422124,76.21234473679215,1,1,0,1542042.9538422124
3468995.0762537047,3469083.321808138,88.24555443320423,1,1,0,3469083.321808138
5204027.1388665065,5204028.000962354,0.8620958477258682,0,1,0,5204027.1388665065
26963577.599322863,26964032.255741175,454.656418312341,0,1,0,26963577.599322863
814630.8183530117,814688.9989078456,58.180554833845235,0,1,0,814630.8183530117
866177.023232418,866256.5409743444,79.51774192636367,1,1,0,866256.5409743444
765840.2459430216,765831.3266223174,-8.91932070418261,1,1,0,765831.3266223174
18261271.01981089,18261620.410710044,349.39089915528893,0,1,0,18261271.01981089
228383.38374819365,228408.52695384377,25.143205650121672,0,1,0,228383.38374819365
1023162.4888987541,1023159.0400321722,-3.448866581893526,0,1,0,1023162.4888987541
1023162.4888987541,1023164.0499955155,1.5610967613756657,1,1,0,1023164.0499955155
1915519.9963258626,1915578.2184780906,58.222152228001505,0,1,0,1915519.9963258626
1351533.5000633334,1351631.173682733,97.67361939954571,1,1,0,1351631.173682733
399072.6379498997,399133.49902348284,60.861073583131656,1,1,0,399133.49902348284
2480242.3376656794,2480392.6345914053,150.296925725881,0,1,0,2480242.3376656794
15995590.380903285,15995956.827093313,366.44619002752006,0,1,0,15995590.380903285
2950735.829942017,2950852.3302226127,116.5002805958502,0,1,0,2950735.829942017
26730890.61411587,26731347.55473892,456.94062304869294,1,1,0,26731347.55473892
7635916.430636806,7636168.612300777,252.18166397046298,0,1,0,7635916.430636806
8821145.12749818,8821408.7931475,263.66564932093024,0,1,0,8821145.12749818
378441.4424409296,378456.49468504824,15.05224411864765,0,1,0,378441.4424409296
89289.63735968676,89299.59942254261,9.962062855847762,0,1,0,89289.63735968676
3901496.3747172593,3901624.583323889,128.2086066296324,0,1,0,3901496.3747172593
5370582.517845528,5370777.500549766,194.98270423803478,1,1,0,5370777.500549766
278731.0403933141,278766.4903965499,35.45000323583372,1,1,0,278766.4903965499
940814.7458863003,940884.3864887356,69.64060243521817,0,1,0,940814.7458863003
2268718.843122812,2268834.59621818,115.75309536792338,1,1,0,2268834.59621818
2666777.8768750248,2666890.8081525015,112.93127747671679,1,1,0,2666890.8081525015
37795.38352000409,37805.97739971304,10.593879708947497,1,1,0,37805.97739971304
5762139.825437719,5762263.967835415,124.14239769615233,1,1,0,5762263.967835415
3768977.678170482,3768939.2240124,-38.45415808213875,1,1,0,3768939.2240124
8631952.552181922,8632219.765427152,267.2132452297956,0,1,0,8631952.552181922
603340.1087191155,603375.7060366736,35.59731755813118,0,1,0,603340.1087191155
1840959.8609375819,1840994.5647836966,34.70384611468762,0,1,0,1840959.8609375819
4444553.441807679,4444734.618134613,181.1763269342482,0,1,0,4444553.441807679
1399779.3856301678,1399878.122102854,98.73647268628702,1,1,0,1399878.122102854
16038089.777960837,16038424.309318373,334.5313575360924,1,1,0,16038424.309318373
85179.0353196006,85188.81471555968,9.779395959078101,1,1,0,85188.81471555968
208489.41734393156,208524.85983794284,35.44249401128036,1,1,0,208524.85983794284
385295.7926314155,385349.4160458877,53.62341447221115,0,1,0,385295.7926314155
5452030.376131189,5452257.857679058,227.4815478688106,1,1,0,5452257.857679058
252013.05452287509,252055.49273816906,42.43821529397974,1,1,0,252055.49273816906
4556696.424357577,4556731.700224158,35.27586658112705,1,1,0,4556731.700224158
26963577.599322863,26964094.21670529,516.6173824258149,0,1,0,26963577.599322863
8660190.869514309,8660393.065813703,202.19629939459264,1,1,0,8660393.065813703
2285308.1498761126,2285370.849271896,62.69939578324556,1,1,0,2285370.849271896
1307863.152382908,1307944.3604356465,81.20805273856968,0,1,0,1307863.152382908
126040497.34316106,126041322.77746627,825.4343052059412,1,1,0,126041322.77746627
210527.60844440912,210550.80799203896,23.199547629832523,1,1,0,210550.80799203896
200327.36719258642,200358.9546936135,31.587501027068356,1,1,0,200358.9546936135
2431938.739161191,2432096.5677355067,157.8285743156448,0,1,0,2431938.739161191
6545801.794917186,6546033.016517825,231.22160063963383,0,1,0,6545801.794917186
914801.2580343555,914844.1692605846,42.91122622916009,0,1,0,914801.2580343555
2529364.595708025,2529542.83474677,178.23903874494135,1,1,0,2529542.83474677
897267.1000342931,897294.8281262624,27.72809196927119,0,1,0,897267.1000342931
4444553.441807679,4444725.934147308,172.4923396287486,0,1,0,4444553.441807679
3764700.7099296222,3764866.857685039,166.14775541657582,0,1,0,3764700.7099296222
18261271.01981089,18261623.800848488,352.78103759884834,1,1,0,18261623.800848488
729193.054336941,729259.528858876,66.47452193498611,0,1,0,729193.054336941
194734.60515268476,194733.07245927423,-1.5326934105250984,1,1,0,194733.07245927423
317168.26630533405,317155.18014083826,-13.086164495791309,0,1,0,317168.26630533405
1203907.0240311718,1203958.9170423297,51.89301115786657,1,1,0,1203958.9170423297
7211805.783904289,7212048.665624937,242.88172064814717,0,1,0,7211805.783904289
1661193.151901767,1661276.6513803818,83.49947861488909,1,1,0,1661276.6513803818
1688815.3479957532,1688940.3761955313,125.02819977817126,1,1,0,1688940.3761955313
336499.631565286,336527.1159044233,27.48433913727058,1,1,0,336527.1159044233
6688005.365227348,6688143.094956427,137.72972907871008,1,1,0,6688143.094956427
1912309.9256228476,1912306.3173667218,-3.6082561258226633,0,1,0,1912309.9256228476
3768977.678170482,3768945.7089386005,-31.96923188166693,1,1,0,3768945.7089386005
218516.57951305184,218538.07241479566,21.492901743826224,1,1,0,218538.07241479566
111840.89129113163,111863.2032293305,22.31193819886539,0,1,0,111840.89129113163
675412.6365760632,675418.0966466075,5.46007054427173,1,1,0,675418.0966466075
3847982.6834347625,3848165.3177011223,182.63426635973155,0,1,0,3847982.6834347625
65432610.961475864,65432946.07977072,335.1182948574424,1,1,0,65432946.07977072
1185063.0723443073,1185146.6591698104,83.58682550303638,1,1,0,1185146.6591698104
1912309.9256228476,1912341.4609574385,31.53533459082246,0,1,0,1912309.9256228476
106347.35517988839,106371.77378247805,24.41860258966335,0,1,0,106347.35517988839
43564058.15127581,43564237.16784971,179.01657389849424,1,1,0,43564237.16784971
956834.1005823506,956903.7074498783,69.60686752770562,1,1,0,956903.7074498783
3441310.012507437,3441429.731541945,119.71903450833634,1,1,0,3441429.731541945
1943651.7492579352,1943733.4872068337,81.73794889845885,1,1,0,1943733.4872068337
2536371.36190086,2536495.708821841,124.34692098107189,0,1,0,2536371.36190086
11023186.761196494,11023346.752341181,159.99114468693733,1,1,0,11023346.752341181
399072.6379498997,399137.4274461574,64.78949625766836,1,1,0,399137.4274461574
87082154.59149055,87082997.25246646,842.6609759032726,1,1,0,87082997.25246646
12547179.64335476,12547195.04455604,15.401201279833913,1,1,0,12547195.04455604
689843.9208080533,689910.5143272699,66.59351921651978,1,1,0,689910.5143272699
1036435.5005440813,1036533.5168696354,98.01632555411197,1,1,0,1036533.5168696354
1203907.0240311718,1203945.9165030865,38.892471914645284,1,1,0,1203945.9165030865
1351533.5000633334,1351634.8606475545,101.36058422108181,0,1,0,1351533.5000633334
2331084.3004983966,2331141.048751204,56.748252807185054,0,1,0,2331084.3004983966
221592.883482504,221621.7045235268,28.82104102280573,1,1,0,221621.7045235268
949446.97900551,949509.5992437925,62.620238282484934,0,1,0,949446.97900551
325957.7981311924,326004.90864748036,47.110516287968494,0,1,0,325957.7981311924
1351533.5000633334,1351627.652937853,94.15287451958284,0,1,0,1351533.5000633334
26963577.599322863,26964052.56504802,474.9657251574099,0,1,0,26963577.599322863
1477879.2613400389,1478005.7737482942,126.51240825536661,1,1,0,1478005.7737482942
244271.18646336923,244301.05382167216,29.86735830293037,1,1,0,244301.05382167216
708463.4910896679,708503.2869791158,39.79588944790885,1,1,0,708503.2869791158
7926732.763656111,7926939.202913643,206.43925753142685,1,1,0,7926939.202913643
892404.197864787,892477.7030565836,73.50519179669209,0,1,0,892404.197864787
977831.881083325,977909.8418270542,77.96074372914154,0,1,0,977831.881083325
14963045.83630955,14963360.668028833,314.83171928301454,1,1,0,14963360.668028833
26963577.599322863,26964132.587363563,554.9880407005548,0,1,0,26963577.599322863
3949608.8918481655,3949584.50178309,-24.390065075363964,0,1,0,3949608.8918481655
10615232.162147047,10615498.986766877,266.8246198296547,0,1,0,10615232.162147047
74293.52958226226,74310.20958578217,16.680003519912134,0,1,0,74293.52958226226
64231.42592242637,64245.218581206376,13.792658780002967,0,1,0,64231.42592242637
4102174.2322281725,4102327.3198303916,153.0876022190787,0,1,0,4102174.2322281725
168473.11384030466,168506.00898686328,32.895146558614215,0,1,0,168473.11384030466
4996969.950179521,4997148.063029137,178.1128496164456,0,1,0,4996969.950179521
1541966.7414974757,1542068.040172768,101.29867529240437,0,1,0,1541966.7414974757
9157139.395737441,9157301.768238792,162.37250135093927,1,1,0,9157301.768238792
5925319.265898995,5925438.215395004,118.94949600845575,1,1,0,5925438.215395004
752209.8151967054,752285.7154092513,75.90021254587919,0,1,0,752209.8151967054
6166314.530225852,6166551.280143003,236.7499171514064,1,1,0,6166551.280143003
5580716.816691661,5580906.316883986,189.50019232463092,1,1,0,5580906.316883986
5411385.311234373,5411565.20442752,179.8931931471452,1,1,0,5411565.20442752
5871384.695678936,5871383.360318366,-1.3353605698794127,0,1,0,5871384.695678936
2735603.9828590783,2735616.688895007,12.706035928800702,1,1,0,2735616.688895007
3311313.074514458,3311293.449690373,-19.624824084807187,1,1,0,3311293.449690373
13464290.526900984,13464545.44374484,254.91684385575354,1,1,0,13464545.44374484
114258.11541712612,114276.81799237964,18.702575253526447,1,1,0,114276.81799237964
5406473.40790688,5406674.107584626,200.69967774674296,1,1,0,5406674.107584626
1688815.3479957532,1688913.3708355308,98.02283977763727,1,1,0,1688913.3708355308
15166325.820369095,15166696.194076383,370.3737072888762,0,1,0,15166325.820369095
1773178.1788168591,1773265.9033891943,87.72457233513705,1,1,0,1773265.9033891943
18832226.203856435,18832416.849917226,190.6460607908666,0,1,0,18832226.203856435
3696291.842546434,3696406.3221504395,114.47960400534794,0,1,0,3696291.842546434
188776.47087672603,188806.1747625353,29.703885809256462,1,1,0,188806.1747625353
8821145.12749818,8821398.79180889,253.66431071050465,0,1,0,8821145.12749818
750712.3814536578,750764.713345731,52.331892073270865,0,1,0,750712.3814536578
485658.0759866033,485706.358135874,48.28214927070076,0,1,0,485658.0759866033
463297.2274929145,463371.68073899153,74.45324607705697,1,1,0,463371.68073899153
18640829.15079593,18641156.150201537,326.99940560758114,1,1,0,18641156.150201537
488387.15635510045,488445.6435887038,58.48723360337317,0,1,0,488387.15635510045
96939.27838771572,96934.7862348719,-4.492152843813528,1,1,0,96934.7862348719
5230498.624478682,5230705.939789009,207.3153103273362,1,1,0,5230705.939789009
271261.56384734716,271303.0932781963,41.5294308491284,0,1,0,271261.56384734716
958344.2751426427,958385.8258051295,41.55066248681396,0,1,0,958344.2751426427
184720.2824123917,184723.88671421385,3.6043018221389502,0,1,0,184720.2824123917
141877.76570612966,141898.89568596284,21.12997983317473,1,1,0,141898.89568596284
7847206.078700541,7847481.687042349,275.60834180843085,0,1,0,7847206.078700541
125632.45175601031,125649.12808368358,16.676327673267224,1,1,0,125649.12808368358
1495724.9919334848,1495815.7596855257,90.76775204087608,0,1,0,1495724.9919334848
2276694.8265848635,2276813.3054792546,118.47889439109713,1,1,0,2276813.3054792546
62389292.437461406,62390047.450517125,755.0130557194352,1,1,0,62390047.450517125
231523.73750709067,231570.9074294127,47.169922322034836,0,1,0,231523.73750709067
18378690.41092002,18378845.457977895,155.04705787450075,0,1,0,18378690.41092002
622920.6365021671,622957.0172463978,36.38074423070066,0,1,0,622920.6365021671
94122.05293571614,94151.38961062756,29.33667491142114,0,1,0,94122.05293571614
4661292.878378823,4661483.6559153525,190.77753652911633,1,1,0,4661483.6559153525
56996981.189219184,56997816.73140487,835.5421856865287,0,1,0,56996981.189219184
827922.5463209351,827954.6890476253,32.14272669015918,1,1,0,827954.6890476253
257622.0217765094,257658.18075623453,36.15897972512175,0,1,0,257622.0217765094
5952628.736709481,5952778.774423247,150.03771376609802,0,1,0,5952628.736709481
2422591.3953044866,2422591.6014936436,0.20618915697559714,0,1,0,2422591.3953044866
5925319.265898995,5925457.491307899,138.22540890425444,1,1,0,5925457.491307899
4880653.444225869,4880823.403883999,169.95965813007206,0,1,0,4880653.444225869
2680034.264666479,2680067.3565914235,33.091924944426864,1,1,0,2680067.3565914235
2311697.886006038,2311691.598073619,-6.287932419218123,0,1,0,2311697.886006038
1316327.981716723,1316429.649370786,101.66765406308696,1,1,0,1316429.649370786
15995590.380903285,15996008.090493456,417.70959017053246,0,1,0,15995590.380903285
25692355.381078765,25692720.483139515,365.10206075012684,0,1,0,25692355.381078765
3085735.0125213237,3085918.157555674,183.1450343504548,0,1,0,3085735.0125213237
6070995.203750776,6071077.879612622,82.67586184572428,0,1,0,6070995.203750776
371351.76096132013,371368.7011403244,16.940179004275706,0,1,0,371351.76096132013
3441310.012507437,3441434.645580357,124.6330729201436,1,1,0,3441434.645580357
272025.46842776664,272061.26651112334,35.798083356698044,0,1,0,272025.46842776664
6950417.938389312,6950661.466395849,243.52800653781742,0,1,0,6950417.938389312
73557585.94548212,73558367.47425742,781.5287753045559,0,1,0,73557585.94548212
745720.2629841297,745794.417411354,74.15442722430453,1,1,0,745794.417411354
1295858.0874203388,1295899.9409713254,41.853550986619666,1,1,0,1295899.9409713254
6166314.530225852,6166515.051370339,200.52114448696375,1,1,0,6166515.051370339
670039.1966505141,670085.6956454968,46.49899498268496,1,1,0,670085.6956454968
940814.7458863003,940881.7788455487,67.03295924840495,0,1,0,940814.7458863003
2660122.6119231414,2660178.797593345,56.1856702035293,0,1,0,2660122.6119231414
385295.7926314155,385345.49582266196,49.70319124648813,0,1,0,385295.7926314155
345978.3799052984,345971.35093313607,-7.028972162341233,0,1,0,345978.3799052984
125632.45175601031,125646.04662138781,13.594865377497626,1,1,0,125646.04662138781
2223204.995950113,2223335.3880993146,130.3921492015943,1,1,0,2223335.3880993146
6315424.572603809,6315594.131045891,169.55844208225608,1,1,0,6315594.131045891
1656708.0884794807,1656759.883076355,51.794596874387935,1,1,0,1656759.883076355
6950417.938389312,6950683.9619394075,266.02355009596795,0,1,0,6950417.938389312
1266628.4062894674,1266721.634066417,93.22777694975957,0,1,0,1266628.4062894674
3792467.647795351,3792643.658496497,176.01070114597678,0,1,0,3792467.647795351
106347.35517988839,106373.99206309032,26.636883201936143,0,1,0,106347.35517988839
4274019.019492431,4274137.785731246,118.76623881515115,1,1,0,4274137.785731246
1441571.662447081,1441656.654123648,84.99167656712234,0,1,0,1441571.662447081
5952628.736709481,5952798.801138213,170.06442873179913,0,1,0,5952628.736709481
12547179.64335476,12547176.9287383,-2.714616460725665,1,1,0,12547176.9287383
716912.0076669466,716976.4795395075,64.47187256091274,1,1,0,716976.4795395075
3894903.960935407,3895086.22121381,182.26027840329334,1,1,0,3895086.22121381
1438682.1837841508,1438769.6741524185,87.49036826775409,1,1,0,1438769.6741524185
188776.47087672603,188802.45749553418,25.986618808150524,1,1,0,188802.45749553418
17614417.70099561,17614836.35254049,418.65154488012195,0,1,0,17614417.70099561
6881966.102418847,6882191.193932331,225.0915134837851,0,1,0,6881966.102418847
8703792.266600942,8704088.862765234,296.59616429172456,0,1,0,8703792.266600942
8075314.9467557175,8075478.087537674,163.14078195672482,0,1,0,8075314.9467557175
5032931.654638072,5033064.577167915,132.92252984363586,0,1,0,5032931.654638072
56418645.68427123,56418628.908727854,-16.775543376803398,0,1,0,56418645.68427123
284389.25547435007,284406.41255830595,17.157083955884445,0,1,0,284389.25547435007
727558.0228634931,727575.5299334258,17.507069932762533,0,1,0,727558.0228634931
8533076.474076575,8533347.732474392,271.2583978176117,1,1,0,8533347.732474392
406030.7043884612,406087.0121689362,56.30778047500644,1,1,0,406087.0121689362
18640829.15079593,18641130.477515962,301.32672003284097,1,1,0,18641130.477515962
5539966.703701163,5540085.986010417,119.2823092546314,1,1,0,5540085.986010417
830884.2326671011,830895.3681833798,11.135516278678551,1,1,0,830895.3681833798
267303.5556422124,267340.49740816746,36.94176595506724,1,1,0,267340.49740816746
10160483.823229413,10160642.11231278,158.2890833672136,0,1,0,10160483.823229413
126040497.34316106,126041282.23587482,784.8927137553692,1,1,0,126041282.23587482
716912.0076669466,716972.1597340173,60.15206707071047,1,1,0,716972.1597340173
358617.4844571371,358652.7131797707,35.22872263356112,1,1,0,358652.7131797707
11092492.727641108,11092775.919825844,283.1921847369522,0,1,0,11092492.727641108
941397.4118645004,941458.2877243932,60.875859892810695,0,1,0,941397.4118645004
918396.4697902963,918486.6630604331,90.19327013683505,1,1,0,918486.6630604331
49049533.51043717,49049585.08702567,51.5765885040164,1,1,0,49049585.08702567
3901496.3747172593,3901614.8162440783,118.44152681902051,0,1,0,3901496.3747172593
71354362.37914456,71355140.90181193,778.522667363286,1,1,0,71355140.90181193
13437013.420561148,13437246.369395006,232.9488338585943,0,1,0,13437013.420561148
4630434.0091187805,4630574.734303286,140.72518450580537,0,1,0,4630434.0091187805
688068.9480252689,688132.4653734023,63.517348133493215,1,1,0,688132.4653734023
949446.97900551,949536.8153151553,89.83630964532495,1,1,0,949536.8153151553
126040497.34316106,126041407.1193089,909.7761478424072,1,1,0,126041407.1193089
32231.878649484108,32235.91552122102,4.036871736912872,0,1,0,32231.878649484108
591274.0227204594,591260.262654657,-13.760065802372992,0,1,0,591274.0227204594
87082154.59149055,87083013.72061417,859.1291236132383,1,1,0,87083013.72061417
127187.43128642272,127213.56854437671,26.13725795398932,1,1,0,127213.56854437671
363382.5418187947,363369.80253895797,-12.739279836707283,0,1,0,363382.5418187947
5925319.265898995,5925452.284476667,133.01857767160982,0,1,0,5925319.265898995
2529364.595708025,2529531.491766737,166.89605871168897,0,1,0,2529364.595708025
1563225.6622291547,1563275.4259291969,49.76370004215278,1,1,0,1563275.4259291969
857953.4482020778,857975.515358289,22.067156211240217,1,1,0,857975.515358289
752209.8151967054,752286.7433118058,76.928115100367,0,1,0,752209.8151967054
658591.290558868,658664.4300681436,73.13950927567203,1,1,0,658664.4300681436
2911166.6700741975,2911302.412683422,135.74260922474787,1,1,0,2911302.412683422
6070995.203750776,6071105.478384398,110.27463362179697,0,1,0,6070995.203750776
1007463.4510234176,1007531.9117156933,68.46069227566477,0,1,0,1007463.4510234176
5408579.412974305,5408701.436159163,122.02318485733122,1,1,0,5408701.436159163
29222551.020591423,29222938.961529974,387.9409385509789,1,1,0,29222938.961529974
3311313.074514458,3311284.179337752,-28.895176705904305,1,1,0,3311284.179337752
3918474.65856107,3918641.414796696,166.75623562606052,1,1,0,3918641.414796696
378441.4424409296,378464.59319414943,23.150753219844773,0,1,0,378441.4424409296
3333185.540455103,3333318.182397299,132.64194219605997,0,1,0,3333185.540455103
123886.63063740215,123877.9413646481,-8.6892727540544,0,1,0,123886.63063740215
696512.6474617493,696584.0138887914,71.36642704217229,1,1,0,696584.0138887914
503992.76184165524,504025.91723971895,33.15539806371089,0,1,0,503992.76184165524
699939.25124975,700017.8069648762,78.55571512621827,0,1,0,699939.25124975
91302.64300771947,91315.20009630024,12.557088580768323,1,1,0,91315.20009630024
837258.492534493,837340.5330765912,82.04054209822789,1,1,0,837340.5330765912
83695.71604461971,83707.53783333591,11.821788716202718,1,1,0,83707.53783333591
228383.38374819365,228410.48870906842,27.104960874770768,0,1,0,228383.38374819365
485968.6566888086,486004.295752293,35.639063484442886,1,1,0,486004.295752293
106347.35517988839,106373.87125828325,26.51607839486678,0,1,0,106347.35517988839
55464697.173974074,55465050.557521336,353.3835472613573,0,1,0,55464697.173974074
15995590.380903285,15995978.77671517,388.3958118855953,0,1,0,15995590.380903285
909122.3095161726,909133.4640459148,11.154529742198065,1,1,0,909133.4640459148
956834.1005823506,956901.7193533238,67.61877097317483,1,1,0,956901.7193533238
18136105.88351695,18136193.461877465,87.57836051657796,0,1,0,18136105.88351695
4880653.444225869,4880781.277653506,127.83342763688415,0,1,0,4880653.444225869
612765.4293915267,612807.4307733785,42.00138185173273,0,1,0,612765.4293915267
3039313.474256449,3039441.772332607,128.2980761579238,0,1,0,3039313.474256449
317168.26630533405,317154.03069889673,-14.235606437316164,0,1,0,317168.26630533405
221592.883482504,221620.0885440847,27.205061580694746,1,1,0,221620.0885440847
5267397.917790059,5267625.193548274,227.27575821522623,0,1,0,5267397.917790059
1275862.984669952,1275956.6960155482,93.71134559623897,0,1,0,1275862.984669952
1773178.1788168591,1773299.1878352093,121.00901835015975,1,1,0,1773299.1878352093
1973503.8758253946,1973630.196250919,126.32042552437633,1,1,0,1973630.196250919
788281.9966175453,788365.6668582655,83.67024072026834,0,1,0,788281.9966175453
6660725.076820481,6660883.162160501,158.0853400202468,1,1,0,6660883.162160501
2276694.8265848635,2276824.7614392666,129.93485440313816,1,1,0,2276824.7614392666
371351.76096132013,371371.8419223913,20.08096107118763,0,1,0,371351.76096132013
3764700.7099296222,3764874.6957663274,173.98583670519292,0,1,0,3764700.7099296222
188776.47087672603,188803.2559699417,26.785093215672532,0,1,0,188776.47087672603
17258126.75767763,17258435.076941594,308.31926396489143,0,1,0,17258126.75767763
894801.3075319069,894803.6141311812,2.306599274277687,1,1,0,894803.6141311812
696512.6474617493,696587.3467937306,74.69933198136277,0,1,0,696512.6474617493
585368.5946708199,585435.2834878461,66.68881702621002,0,1,0,585368.5946708199
918396.4697902963,918477.4553728533,80.9855825570412,0,1,0,918396.4697902963
8715341.999473402,8715624.10801127,282.1085378676653,0,1,0,8715341.999473402
5230498.624478682,5230728.687798087,230.0633194046095,1,1,0,5230728.687798087
5230498.624478682,5230699.369222824,200.74474414251745,1,1,0,5230699.369222824
6267293.101332681,6267459.986569516,166.8852368351072,0,1,0,6267293.101332681
1773178.1788168591,1773284.320490932,106.14167407294735,1,1,0,1773284.320490932
3588419.880042036,3588544.9875244354,125.10748239932582,0,1,0,3588419.880042036
456554.533892592,456590.449602475,35.915709882974625,0,1,0,456554.533892592
11308933.182431117,11309094.50567342,161.323242302984,1,1,0,11309094.50567342
15745495.695766272,15745830.68541556,334.9896492883563,0,1,0,15745495.695766272
1887502.0735500637,1887607.0007722988,104.92722223512828,0,1,0,1887502.0735500637
4996969.950179521,4997182.586725147,212.6365456264466,0,1,0,4996969.950179521
8723.458862928584,8726.174066659687,2.7152037311025197,1,1,0,8726.174066659687
94122.05293571614,94150.15656934532,28.10363362917269,0,1,0,94122.05293571614
1203907.0240311718,1203949.0053351773,41.98130400548689,1,1,0,1203949.0053351773
6974419.406856188,6974547.236084432,127.82922824472189,0,1,0,6974419.406856188
252013.05452287509,252054.29455047467,41.240027599589666,1,1,0,252054.29455047467
523660.91779600066,523667.44667621667,6.528880216006655,0,1,0,523660.91779600066
1102547.2567188914,1102610.6762600415,63.41954115009867,1,1,0,1102610.6762600415
2276694.8265848635,2276821.382515055,126.55593019165099,1,1,0,2276821.382515055
688068.9480252689,688132.3081038086,63.360078539699316,1,1,0,688132.3081038086
184720.2824123917,184727.32233855847,7.039926166762598,0,1,0,184720.2824123917
7953926.320246267,7953976.642810306,50.322564038448036,0,1,0,7953926.320246267
13464290.526900984,13464500.346869482,209.81996849738061,1,1,0,13464500.346869482
2331084.3004983966,2331151.5138152814,67.21331688482314,0,1,0,2331084.3004983966
640849.8815272612,640922.1987486848,72.31722142361104,1,1,0,640922.1987486848
1438682.1837841508,1438751.3759874813,69.19220333057456,1,1,0,1438751.3759874813
64889.22133754609,64902.848684381584,13.627346835492062,1,1,0,64902.848684381584
2712093.821702228,2712069.1105588786,-24.711143349297345,0,1,0,2712093.821702228
772484.1382946647,772511.4683958258,27.330101161147468,1,1,0,772511.4683958258
837258.492534493,837356.2013543635,97.70881987048779,1,1,0,837356.2013543635
3894903.960935407,3895095.516168223,191.5552328163758,1,1,0,3895095.516168223
1023162.4888987541,1023156.5562823497,-5.93261640437413,0,1,0,1023162.4888987541
41415.660086455835,41430.76480367562,15.104717219786835,1,1,0,41430.76480367562
385295.7926314155,385353.7932422463,58.00061083084438,0,1,0,385295.7926314155
246477.5002228199,246501.1206022927,23.620379472820787,1,1,0,246501.1206022927
1704614.2016440798,1704621.8824458488,7.680801769020036,1,1,0,1704621.8824458488
750712.3814536578,750780.9478092472,68.56635558942799,0,1,0,750712.3814536578
868505.3979378896,868592.7578232475,87.35988535790239,0,1,0,868505.3979378896
7803938.902313549,7804219.515305418,280.6129918685183,0,1,0,7803938.902313549
345978.3799052984,345964.53980990575,-13.84009539266117,0,1,0,345978.3799052984
591274.0227204594,591274.6581873556,0.6354668962303549,0,1,0,591274.0227204594
1438682.1837841508,1438765.9340692956,83.75028514489532,1,1,0,1438765.9340692956
217130.62985087992,217126.39064492483,-4.239205955091165,1,1,0,217126.39064492483
839734.2204658395,839785.6981978173,51.47773197782226,1,1,0,839785.6981978173
857953.4482020778,857985.1467332905,31.698531212750822,1,1,0,857985.1467332905
2911166.6700741975,2911296.4394911765,129.7694169790484,1,1,0,2911296.4394911765
4083794.525655386,4083792.1076133456,-2.4180420404300094,0,1,0,4083794.525655386
114258.11541712612,114284.08652347665,25.97110635053832,1,1,0,114284.08652347665
117464.93800014911,117453.18346453871,-11.754535610394669,1,1,0,117453.18346453871
1887502.0735500637,1887628.2219769824,126.14842691877857,0,1,0,1887502.0735500637
14963045.83630955,14963372.334063934,326.4977543838322,1,1,0,14963372.334063934
3744182.7553873705,3744276.9542228775,94.19883550703526,0,1,0,3744182.7553873705
3918474.65856107,3918652.8949948363,178.23643376631662,1,1,0,3918652.8949948363
848335.1267673018,848392.1298315666,57.003064264776185,0,1,0,848335.1267673018
78215.11988881922,78232.03435561,16.91446679078217,0,1,0,78215.11988881922
8484448.072901974,8484691.211913405,243.13901143148541,1,1,0,8484691.211913405
1194718.1911450252,1194780.1741958333,61.98305080807768,1,1,0,1194780.1741958333
1366738.4142475734,1366748.5326825723,10.118434998905286,1,1,0,1366748.5326825723
18136105.88351695,18136287.681463443,181.79794649407268,1,1,0,18136287.681463443
164717.0409722319,164742.6017402495,25.56076801760355,0,1,0,164717.0409722319
877596.8530442578,877650.172342015,53.319297757116146,1,1,0,877650.172342015
3744182.7553873705,3744330.2598663336,147.50447896309197,0,1,0,3744182.7553873705
8723.458862928584,8725.89910076415,2.440237835566222,1,1,0,8725.89910076415
87082154.59149055,87083045.2810232,890.6895326524973,1,1,0,87083045.2810232
91302.64300771947,91318.04698980636,15.403982086892938,1,1,0,91318.04698980636
7635916.430636806,7636186.307324948,269.8766881413758,0,1,0,7635916.430636806
