transaction_id,customer_id,timestamp,amount,payment_method
T0026991,C00592,2026-01-02 22:08:36,525.6,CARD
T0007826,C00170,2026-01-02 22:09:33,851.29,UPI
T0039978,C00871,2026-01-02 22:09:36,8794.35,CARD
T0032808,C00714,2026-01-02 22:10:20,1774.83,NETBANKING
T0004068,C00089,2026-01-02 22:11:16,142.18,UPI
T0025678,C00565,2026-01-02 22:11:22,2944.19,UPI
T0001901,C00043,2026-01-02 22:11:45,851.74,NETBANKING
T0014518,C00320,2026-01-02 22:12:10,5031.31,NETBANKING
T0043558,C00950,2026-01-02 22:12:47,11241.32,UPI
T0003416,C00078,2026-01-02 22:13:43,3388.29,UPI
T0025293,C00556,2026-01-02 22:14:49,3042.15,NETBANKING
T0003764,C00084,2026-01-02 22:15:23,2668.05,UPI
T0044883,C00979,2026-01-02 22:16:05,705.44,UPI
T0015415,C00341,2026-01-02 22:17:30,1120.57,CARD
T0014203,C00313,2026-01-02 22:17:46,851.79,UPI
T0044472,C00970,2026-01-02 22:17:53,3541.89,CARD
T0020480,C00451,2026-01-02 22:18:26,4962.61,UPI
T0012753,C00280,2026-01-02 22:19:23,2493.65,NETBANKING
T0020405,C00450,2026-01-02 22:19:50,4125.35,CARD
T0040636,C00886,2026-01-02 22:20:07,3685.41,UPI
T0036170,C00787,2026-01-02 22:20:12,1404.18,NETBANKING
T0027076,C00593,2026-01-02 22:21:24,4155.19,NETBANKING
T0042280,C00924,2026-01-02 22:21:47,564.4,NETBANKING
T0037013,C00803,2026-01-02 22:21:55,1993.19,UPI
T0037127,C00806,2026-01-02 22:22:06,1359.83,UPI
T0028608,C00626,2026-01-02 22:22:54,758.64,UPI
T0010886,C00236,2026-01-02 22:23:45,427.02,CARD
T0018548,C00409,2026-01-02 22:26:16,885.87,CARD
T0034462,C00749,2026-01-02 22:27:43,692.99,CARD
T0017938,C00394,2026-01-02 22:28:02,297.74,NETBANKING
T0018583,C00409,2026-01-02 22:29:06,12401.75,CARD
T0026941,C00591,2026-01-02 22:29:11,2114.17,UPI
T0004849,C00108,2026-01-02 22:29:26,2137.01,CARD
T0000378,C00009,2026-01-02 22:29:35,2495.87,UPI
T0017640,C00387,2026-01-02 22:30:35,2242.41,CARD
T0006949,C00153,2026-01-02 22:30:37,496.35,UPI
T0027807,C00609,2026-01-02 22:31:41,2487.45,UPI
T0026677,C00587,2026-01-02 22:32:32,2171.91,UPI
T0001800,C00041,2026-01-02 22:33:11,721.2,UPI
T0032962,C00717,2026-01-02 22:33:53,960.98,UPI
T0041700,C00909,2026-01-02 22:34:09,2197.67,CARD
T0012353,C00271,2026-01-02 22:36:25,738.1,CARD
T0011660,C00255,2026-01-02 22:36:37,2311.6,CARD
T0038908,C00847,2026-01-02 22:40:59,12006.63,CARD
T0036722,C00798,2026-01-02 22:41:09,851.06,UPI
T0041114,C00896,2026-01-02 22:43:06,2111.38,UPI
T0011031,C00239,2026-01-02 22:43:14,1333.6,UPI
T0004864,C00108,2026-01-02 22:44:05,431.49,CARD
T0034660,C00753,2026-01-02 22:44:29,2112.23,CARD
T0041001,C00893,2026-01-02 22:44:33,1363.4,UPI
T0033320,C00724,2026-01-02 22:47:11,786.92,UPI
T0040250,C00876,2026-01-02 22:49:11,1234.96,UPI
T0044672,C00975,2026-01-02 22:49:12,890.57,UPI
T0018559,C00409,2026-01-02 22:49:48,6765.26,CARD
T0000223,C00005,2026-01-02 22:50:15,947.25,NETBANKING
T0023011,C00506,2026-01-02 22:50:19,3363.2,UPI
T0017291,C00378,2026-01-02 22:52:25,843.51,UPI
T0041437,C00904,2026-01-02 22:53:47,471.35,CARD
T0007371,C00161,2026-01-02 22:54:36,2279.42,CARD
T0012876,C00283,2026-01-02 22:55:50,1188.03,UPI
T0041458,C00905,2026-01-02 22:57:53,7006.83,CARD
T0018861,C00415,2026-01-02 22:58:40,1271.78,UPI
T0001648,C00038,2026-01-02 22:58:55,5770.87,CARD
T0004234,C00094,2026-01-02 22:59:00,1309.73,CARD
T0034006,C00738,2026-01-02 23:00:13,2932.8,CARD
T0022347,C00492,2026-01-02 23:01:29,546.16,CARD
T0042491,C00929,2026-01-02 23:02:30,3556.82,UPI
T0041661,C00908,2026-01-02 23:07:38,1467.51,CARD
T0005811,C00128,2026-01-02 23:08:04,6047.83,NETBANKING
T0008135,C00176,2026-01-02 23:08:23,495.08,CARD
T0024497,C00539,2026-01-02 23:10:18,3218.21,UPI
T0022514,C00495,2026-01-02 23:10:20,335.53,CARD
T0020003,C00440,2026-01-02 23:11:02,2050.22,CARD
T0031442,C00683,2026-01-02 23:11:35,1162.08,UPI
T0036486,C00793,2026-01-02 23:13:48,974.35,NETBANKING
T0005575,C00122,2026-01-02 23:14:00,4329.35,NETBANKING
T0019523,C00430,2026-01-02 23:14:06,2064.81,UPI
T0023787,C00523,2026-01-02 23:14:31,3289.57,UPI
T0018809,C00414,2026-01-02 23:14:49,6395.36,NETBANKING
T0010473,C00227,2026-01-02 23:15:25,6357.92,NETBANKING
T0026872,C00590,2026-01-02 23:16:00,1127.62,UPI
T0002289,C00053,2026-01-02 23:16:13,519.14,UPI
T0016792,C00368,2026-01-02 23:18:00,2650.54,UPI
T0006763,C00147,2026-01-02 23:18:42,737.94,UPI
T0040417,C00881,2026-01-02 23:19:09,480.98,CARD
T0036577,C00796,2026-01-02 23:21:17,1640.91,UPI
T0037117,C00806,2026-01-02 23:21:35,3524.8,UPI
T0007842,C00170,2026-01-02 23:22:46,8481.82,UPI
T0026016,C00572,2026-01-02 23:23:14,1722.68,NETBANKING
T0015842,C00348,2026-01-02 23:23:29,697.29,NETBANKING
T0006562,C00143,2026-01-02 23:23:43,1213.46,CARD
T0041419,C00903,2026-01-02 23:23:51,1158.9,UPI
T0008193,C00178,2026-01-02 23:23:59,481.37,UPI
T0008666,C00187,2026-01-02 23:24:40,12174.04,UPI
T0009854,C00215,2026-01-02 23:25:45,1786.96,CARD
T0025358,C00557,2026-01-02 23:27:07,1014.79,CARD
T0038329,C00834,2026-01-02 23:30:51,4862.69,UPI
T0013104,C00288,2026-01-02 23:31:44,442.19,UPI
T0037583,C00816,2026-01-02 23:32:13,7914.33,UPI
T0007758,C00168,2026-01-02 23:32:28,5460.39,UPI
T0013496,C00296,2026-01-02 23:32:38,882.52,CARD
T0036419,C00792,2026-01-02 23:32:40,519.0,UPI
T0032069,C00696,2026-01-02 23:33:04,1717.1,UPI
T0030569,C00666,2026-01-02 23:33:58,1044.12,WALLET
T0030270,C00659,2026-01-02 23:34:14,1345.7,UPI
T0032902,C00716,2026-01-02 23:34:37,740.55,NETBANKING
T0008100,C00175,2026-01-02 23:37:44,11363.27,UPI
T0028330,C00620,2026-01-02 23:38:55,304.79,CARD
T0025452,C00559,2026-01-02 23:39:10,1424.61,CARD
T0032463,C00706,2026-01-02 23:39:23,1098.4,UPI
T0019026,C00418,2026-01-02 23:39:41,1678.02,NETBANKING
T0039378,C00857,2026-01-02 23:41:46,2684.27,CARD
T0012423,C00272,2026-01-02 23:43:52,940.32,UPI
T0024266,C00534,2026-01-02 23:46:10,4315.83,CARD
T0001572,C00035,2026-01-02 23:47:34,853.11,UPI
T0017697,C00388,2026-01-02 23:48:29,549.43,NETBANKING
T0023978,C00526,2026-01-02 23:49:12,885.76,UPI
T0012983,C00285,2026-01-02 23:49:20,176.31,UPI
T0009961,C00217,2026-01-02 23:50:31,418.46,UPI
T0021369,C00471,2026-01-02 23:50:38,3823.67,NETBANKING
T0003121,C00072,2026-01-02 23:51:36,1969.19,UPI
T0031273,C00680,2026-01-02 23:51:40,362.79,UPI
T0036122,C00785,2026-01-02 23:52:14,7378.43,UPI
T0018496,C00407,2026-01-02 23:53:06,1478.19,CARD
T0014862,C00327,2026-01-02 23:54:03,1802.45,CARD
T0032216,C00699,2026-01-02 23:54:55,744.25,UPI
T0011506,C00252,2026-01-02 23:55:03,2098.11,UPI
T0005150,C00115,2026-01-02 23:56:35,1648.3,WALLET
T0014241,C00313,2026-01-02 23:56:54,1929.97,UPI
T0019074,C00419,2026-01-02 23:57:21,1918.48,CARD
T0011564,C00254,2026-01-03 00:00:38,8100.85,CARD
T0007035,C00154,2026-01-03 00:04:07,2771.5,WALLET
T0007956,C00173,2026-01-03 00:04:35,3733.09,UPI
T0037059,C00804,2026-01-03 00:05:04,645.32,CARD
T0026312,C00577,2026-01-03 00:05:34,1552.88,CARD
T0011902,C00262,2026-01-03 00:06:16,488.9,CARD
T0000266,C00006,2026-01-03 00:06:30,711.1,UPI
T0023758,C00523,2026-01-03 00:07:05,2813.7,UPI
T0017750,C00389,2026-01-03 00:07:38,2039.43,CARD
T0013974,C00306,2026-01-03 00:08:14,1392.32,UPI
T0041685,C00909,2026-01-03 00:10:38,1876.47,CARD
T0006017,C00132,2026-01-03 00:11:20,2007.68,UPI
T0037128,C00806,2026-01-03 00:11:39,7634.31,UPI
T0039700,C00865,2026-01-03 00:13:47,770.58,UPI
T0012076,C00265,2026-01-03 00:15:31,1649.95,UPI
T0033828,C00734,2026-01-03 00:17:08,1389.64,WALLET
T0016879,C00370,2026-01-03 00:17:25,1026.24,UPI
T0002364,C00055,2026-01-03 00:20:01,2096.13,WALLET
T0041629,C00908,2026-01-03 00:21:04,292.8,CARD
T0017124,C00375,2026-01-03 00:21:09,5327.9,CARD
T0003284,C00076,2026-01-03 00:24:30,5490.69,UPI
T0043369,C00945,2026-01-03 00:25:27,1892.18,CARD
T0020636,C00454,2026-01-03 00:26:31,370.91,UPI
T0040732,C00888,2026-01-03 00:28:23,6204.28,CARD
T0033856,C00735,2026-01-03 00:29:35,4829.96,UPI
T0004476,C00098,2026-01-03 00:30:32,889.7,UPI
T0027680,C00606,2026-01-03 00:30:41,797.82,UPI
T0037989,C00826,2026-01-03 00:31:15,3589.31,UPI
T0028329,C00620,2026-01-03 00:33:27,2681.03,CARD
T0044074,C00960,2026-01-03 00:33:53,2341.44,CARD
T0027833,C00610,2026-01-03 00:34:49,2226.52,UPI
T0043267,C00944,2026-01-03 00:35:00,1044.65,UPI
T0001611,C00036,2026-01-03 00:36:22,1028.2,UPI
T0032438,C00705,2026-01-03 00:38:49,2729.69,UPI
T0032583,C00708,2026-01-03 00:39:14,2495.82,UPI
T0019119,C00420,2026-01-03 00:39:48,2502.85,UPI
T0011077,C00240,2026-01-03 00:39:57,2780.62,CARD
T0028214,C00618,2026-01-03 00:41:08,869.47,UPI
T0024348,C00535,2026-01-03 00:42:05,409.79,UPI
T0025965,C00571,2026-01-03 00:42:58,1455.74,UPI
T0043947,C00957,2026-01-03 00:43:59,1673.87,CARD
T0010337,C00224,2026-01-03 00:45:21,3038.61,WALLET
T0029403,C00640,2026-01-03 00:49:28,2283.8,UPI
T0010372,C00225,2026-01-03 00:49:29,524.62,UPI
T0013857,C00303,2026-01-03 00:51:31,1151.62,UPI
T0004861,C00108,2026-01-03 00:51:32,2189.16,CARD
T0018168,C00400,2026-01-03 00:51:38,1227.2,WALLET
T0029632,C00644,2026-01-03 00:53:35,2820.42,UPI
T0024880,C00547,2026-01-03 00:53:59,858.78,CARD
T0028950,C00632,2026-01-03 00:54:28,1595.33,UPI
T0002588,C00059,2026-01-03 00:55:59,992.88,UPI
T0041444,C00904,2026-01-03 00:56:22,9175.15,CARD
T0002896,C00068,2026-01-03 00:56:42,3368.7,CARD
T0022260,C00490,2026-01-03 00:56:57,886.37,UPI
T0030874,C00671,2026-01-03 00:57:58,534.8,UPI
T0039877,C00869,2026-01-03 00:59:21,5565.5,CARD
T0035189,C00765,2026-01-03 00:59:38,2744.72,CARD
T0001446,C00033,2026-01-03 00:59:56,1158.69,UPI
T0007432,C00162,2026-01-03 00:59:59,2599.68,UPI
T0035702,C00776,2026-01-03 01:00:17,343.54,UPI
T0041429,C00903,2026-01-03 01:00:40,690.8,UPI
T0039377,C00857,2026-01-03 01:00:48,1985.36,CARD
T0035708,C00776,2026-01-03 01:00:48,2236.08,UPI
T0020536,C00452,2026-01-03 01:03:00,760.61,WALLET
T0012189,C00268,2026-01-03 01:03:24,3308.8,WALLET
T0034821,C00756,2026-01-03 01:04:07,732.18,UPI
T0035402,C00770,2026-01-03 01:04:51,759.36,CARD
T0005828,C00128,2026-01-03 01:06:04,444.43,NETBANKING
T0020469,C00451,2026-01-03 01:07:38,861.76,UPI
T0022782,C00501,2026-01-03 01:07:59,2502.65,CARD
T0012529,C00275,2026-01-03 01:11:09,2896.76,UPI
T0000802,C00018,2026-01-03 01:13:23,1345.95,NETBANKING
T0042314,C00925,2026-01-03 01:14:19,619.44,UPI
T0031820,C00691,2026-01-03 01:14:20,296.45,CARD
T0012386,C00272,2026-01-03 01:15:03,536.38,UPI
T0033052,C00719,2026-01-03 01:16:28,3740.42,UPI
T0028239,C00618,2026-01-03 01:19:03,2592.6,UPI
T0042504,C00929,2026-01-03 01:21:54,2216.01,UPI
T0040046,C00872,2026-01-03 01:24:18,4418.02,CARD
T0024354,C00535,2026-01-03 01:27:00,1071.84,UPI
T0033395,C00726,2026-01-03 01:27:21,3527.64,CARD
T0001163,C00026,2026-01-03 01:30:04,1479.11,CARD
T0027869,C00611,2026-01-03 01:30:21,204.94,UPI
T0013057,C00287,2026-01-03 01:31:00,1723.62,UPI
T0029460,C00641,2026-01-03 01:31:07,9607.0,CARD
T0040573,C00885,2026-01-03 01:31:42,880.85,WALLET
T0010433,C00227,2026-01-03 01:32:10,2376.68,NETBANKING
T0015804,C00347,2026-01-03 01:32:42,1236.3,WALLET
T0021700,C00478,2026-01-03 01:36:09,702.07,WALLET
T0009618,C00210,2026-01-03 01:37:14,3165.66,CARD
T0020273,C00447,2026-01-03 01:38:46,295.54,CARD
T0022951,C00504,2026-01-03 01:38:56,1569.04,UPI
T0023135,C00509,2026-01-03 01:40:48,4199.53,UPI
T0036570,C00795,2026-01-03 01:41:15,2108.41,WALLET
T0023037,C00506,2026-01-03 01:43:41,623.6,UPI
T0010263,C00223,2026-01-03 01:44:18,569.36,UPI
T0027251,C00596,2026-01-03 01:46:06,3961.35,UPI
T0008483,C00184,2026-01-03 01:46:09,2276.71,CARD
T0023089,C00507,2026-01-03 01:46:34,1294.09,NETBANKING
T0037287,C00810,2026-01-03 01:47:08,4187.63,UPI
T0030513,C00665,2026-01-03 01:47:49,1396.98,UPI
T0028549,C00625,2026-01-03 01:47:52,400.64,WALLET
T0012036,C00265,2026-01-03 01:47:53,2080.48,UPI
T0031387,C00682,2026-01-03 01:48:50,6264.82,UPI
T0039735,C00866,2026-01-03 01:48:57,960.95,WALLET
T0025712,C00566,2026-01-03 01:49:23,355.38,UPI
T0045243,C00986,2026-01-03 01:49:51,788.0,UPI
T0016309,C00357,2026-01-03 01:50:00,1305.7,CARD
T0036015,C00782,2026-01-03 01:50:12,3214.15,NETBANKING
T0041546,C00906,2026-01-03 01:50:25,2891.66,CARD
T0018182,C00401,2026-01-03 01:51:18,1360.12,UPI
T0026836,C00589,2026-01-03 01:52:08,3737.24,UPI
T0035751,C00777,2026-01-03 01:54:50,2682.38,CARD
T0029888,C00651,2026-01-03 01:55:09,1791.21,CARD
T0041713,C00909,2026-01-03 01:55:17,1798.95,CARD
T0019174,C00422,2026-01-03 01:56:00,570.57,UPI
T0000148,C00004,2026-01-03 01:56:10,2434.77,CARD
T0040142,C00874,2026-01-03 01:56:26,1640.98,CARD
T0012122,C00266,2026-01-03 01:56:51,913.7,UPI
T0038365,C00835,2026-01-03 01:57:12,1983.81,CARD
T0011844,C00260,2026-01-03 01:59:45,3014.48,NETBANKING
T0007708,C00167,2026-01-03 02:00:14,1201.88,UPI
T0030977,C00674,2026-01-03 02:00:24,2579.33,CARD
T0030079,C00654,2026-01-03 02:00:55,1064.13,WALLET
T0000590,C00014,2026-01-03 02:01:28,425.14,CARD
T0000698,C00015,2026-01-03 02:02:43,1287.54,CARD
T0023179,C00510,2026-01-03 02:04:26,4931.08,UPI
T0043890,C00956,2026-01-03 02:05:37,1936.6,UPI
T0030973,C00674,2026-01-03 02:05:53,1333.26,CARD
T0037022,C00804,2026-01-03 02:07:15,1146.81,CARD
T0001535,C00034,2026-01-03 02:07:38,894.46,NETBANKING
T0015609,C00345,2026-01-03 02:10:02,3265.58,UPI
T0033271,C00723,2026-01-03 02:10:44,1109.86,CARD
T0020468,C00451,2026-01-03 02:10:58,1095.24,UPI
T0043578,C00950,2026-01-03 02:11:01,1532.67,UPI
T0006002,C00132,2026-01-03 02:12:20,4691.87,UPI
T0037735,C00819,2026-01-03 02:12:52,541.16,CARD
T0005286,C00117,2026-01-03 02:13:23,4528.73,UPI
T0020775,C00457,2026-01-03 02:14:35,789.88,UPI
T0020909,C00460,2026-01-03 02:15:31,668.22,UPI
T0031243,C00679,2026-01-03 02:16:11,870.57,CARD
T0006676,C00145,2026-01-03 02:16:35,1007.9,CARD
T0016611,C00363,2026-01-03 02:17:30,1561.38,UPI
T0039890,C00869,2026-01-03 02:17:46,1374.74,CARD
T0013143,C00288,2026-01-03 02:18:23,1899.1,UPI
T0038953,C00848,2026-01-03 02:19:17,3180.52,UPI
T0004856,C00108,2026-01-03 02:20:38,1757.21,CARD
T0004236,C00094,2026-01-03 02:20:59,2767.76,CARD
T0012180,C00268,2026-01-03 02:21:19,983.97,WALLET
T0004144,C00091,2026-01-03 02:21:26,528.37,UPI
T0004121,C00090,2026-01-03 02:22:28,6548.38,UPI
T0023069,C00507,2026-01-03 02:22:45,358.16,NETBANKING
T0039266,C00855,2026-01-03 02:22:59,997.04,NETBANKING
T0034615,C00752,2026-01-03 02:24:50,5516.68,UPI
T0018465,C00406,2026-01-03 02:25:57,2022.47,CARD
T0035876,C00779,2026-01-03 02:27:12,100.0,UPI
T0015860,C00348,2026-01-03 02:27:14,3513.67,NETBANKING
T0041041,C00894,2026-01-03 02:28:04,882.66,CARD
T0000531,C00013,2026-01-03 02:30:34,420.0,CARD
T0017137,C00375,2026-01-03 02:30:53,950.14,CARD
T0022485,C00494,2026-01-03 02:31:47,498.14,WALLET
T0010968,C00238,2026-01-03 02:33:17,2790.78,NETBANKING
T0028383,C00621,2026-01-03 02:33:20,2443.31,CARD
T0043254,C00944,2026-01-03 02:35:04,964.93,UPI
T0034997,C00760,2026-01-03 02:35:37,1029.45,NETBANKING
T0015203,C00335,2026-01-03 02:35:51,2042.55,WALLET
T0027522,C00603,2026-01-03 02:38:42,3811.8,CARD
T0006243,C00137,2026-01-03 02:39:01,604.05,CARD
T0003373,C00077,2026-01-03 02:40:23,2687.27,CARD
T0040146,C00874,2026-01-03 02:40:56,3174.41,CARD
T0015039,C00332,2026-01-03 02:41:21,2700.76,UPI
T0004986,C00111,2026-01-03 02:41:35,2053.48,CARD
T0012859,C00282,2026-01-03 02:42:26,552.48,WALLET
T0027099,C00594,2026-01-03 02:45:52,175.59,UPI
T0031089,C00676,2026-01-03 02:46:28,3614.31,UPI
T0034623,C00752,2026-01-03 02:47:25,3809.25,UPI
T0020251,C00446,2026-01-03 02:48:02,2438.64,WALLET
T0028880,C00631,2026-01-03 02:48:46,718.24,UPI
T0002228,C00051,2026-01-03 02:49:04,775.38,UPI
T0003929,C00087,2026-01-03 02:49:10,437.77,WALLET
T0033147,C00721,2026-01-03 02:50:49,1994.6,NETBANKING
T0034649,C00753,2026-01-03 02:51:29,540.72,CARD
T0014255,C00314,2026-01-03 02:52:13,1502.1,CARD
T0031148,C00677,2026-01-03 02:52:27,2308.58,CARD
T0009969,C00217,2026-01-03 02:52:59,2917.8,UPI
T0028883,C00631,2026-01-03 02:57:21,4478.77,UPI
T0026619,C00586,2026-01-03 02:57:40,840.39,UPI
T0006920,C00151,2026-01-03 02:57:48,2110.18,UPI
T0039499,C00860,2026-01-03 02:58:11,3242.35,UPI
T0041399,C00902,2026-01-03 02:58:13,4080.49,NETBANKING
T0017200,C00377,2026-01-03 02:59:26,1641.54,UPI
T0037934,C00825,2026-01-03 02:59:33,745.1,CARD
T0007815,C00170,2026-01-03 02:59:45,1452.6,UPI
T0044722,C00976,2026-01-03 03:00:11,918.55,UPI
T0044739,C00976,2026-01-03 03:02:45,1279.33,UPI
T0006371,C00139,2026-01-03 03:05:46,1923.38,CARD
T0009625,C00210,2026-01-03 03:07:12,1107.52,CARD
T0045041,C00983,2026-01-03 03:07:40,2506.69,CARD
T0022627,C00498,2026-01-03 03:09:59,1335.57,CARD
T0040131,C00874,2026-01-03 03:10:01,451.06,CARD
T0022285,C00490,2026-01-03 03:10:41,3429.01,UPI
T0043339,C00945,2026-01-03 03:12:35,2636.64,CARD
T0003883,C00086,2026-01-03 03:13:11,2969.87,UPI
T0038353,C00834,2026-01-03 03:16:05,1247.67,UPI
T0020455,C00450,2026-01-03 03:16:45,1174.75,CARD
T0025624,C00563,2026-01-03 03:17:32,1886.03,CARD
T0026851,C00589,2026-01-03 03:17:43,2379.35,UPI
T0008989,C00194,2026-01-03 03:18:06,1737.55,UPI
T0008954,C00194,2026-01-03 03:19:03,2873.21,UPI
T0018221,C00401,2026-01-03 03:19:10,2288.23,UPI
T0037980,C00826,2026-01-03 03:19:26,350.67,UPI
T0020472,C00451,2026-01-03 03:20:24,5304.72,UPI
T0036778,C00799,2026-01-03 03:21:18,2348.4,CARD
T0036737,C00798,2026-01-03 03:21:47,224.34,UPI
T0043466,C00948,2026-01-03 03:23:47,3729.05,UPI
T0035721,C00776,2026-01-03 03:23:54,765.66,UPI
T0024375,C00536,2026-01-03 03:24:07,371.85,UPI
T0041532,C00906,2026-01-03 03:24:09,783.76,CARD
T0021800,C00480,2026-01-03 03:24:54,5052.67,CARD
T0015325,C00339,2026-01-03 03:25:29,7442.93,UPI
T0016462,C00360,2026-01-03 03:30:55,575.4,UPI
T0031764,C00689,2026-01-03 03:32:46,539.28,UPI
T0013577,C00297,2026-01-03 03:35:49,9625.42,WALLET
T0037201,C00808,2026-01-03 03:38:00,1079.01,UPI
T0000246,C00006,2026-01-03 03:39:37,1914.94,UPI
T0002964,C00069,2026-01-03 03:40:47,1658.67,UPI
T0037033,C00804,2026-01-03 03:41:58,3586.41,CARD
T0021025,C00463,2026-01-03 03:42:26,558.96,CARD
T0036458,C00793,2026-01-03 03:43:03,3390.23,NETBANKING
T0006930,C00152,2026-01-03 03:45:55,1803.11,UPI
T0029288,C00639,2026-01-03 03:46:04,7776.06,UPI
T0019138,C00421,2026-01-03 03:47:25,3275.02,UPI
T0041288,C00900,2026-01-03 03:47:36,1821.62,WALLET
T0017142,C00376,2026-01-03 03:47:39,2063.49,CARD
T0028738,C00629,2026-01-03 03:49:35,176.68,CARD
T0033688,C00731,2026-01-03 03:49:36,1633.27,UPI
T0007954,C00173,2026-01-03 03:49:58,1073.58,UPI
T0007716,C00168,2026-01-03 03:51:16,582.89,UPI
T0016156,C00353,2026-01-03 03:51:54,1250.98,CARD
T0009075,C00197,2026-01-03 03:52:33,6629.38,CARD
T0039705,C00865,2026-01-03 03:53:02,1710.35,UPI
T0030784,C00670,2026-01-03 03:53:38,2865.01,CARD
T0004033,C00089,2026-01-03 03:53:40,1040.84,UPI
T0011560,C00254,2026-01-03 03:54:17,869.26,CARD
T0001362,C00031,2026-01-03 03:54:39,5149.1,UPI
T0009147,C00198,2026-01-03 03:54:50,3314.01,UPI
T0006236,C00137,2026-01-03 03:58:50,5761.23,CARD
T0005864,C00129,2026-01-03 04:00:43,2480.87,UPI
T0023365,C00514,2026-01-03 04:02:05,2454.06,UPI
T0016369,C00358,2026-01-03 04:02:56,859.44,CARD
T0028339,C00620,2026-01-03 04:03:16,1094.87,CARD
T0044229,C00964,2026-01-03 04:03:42,1223.45,UPI
T0042869,C00937,2026-01-03 04:05:30,750.56,CARD
T0004073,C00089,2026-01-03 04:05:31,424.03,UPI
T0005003,C00111,2026-01-03 04:05:37,438.38,CARD
T0003281,C00076,2026-01-03 04:05:54,1214.51,UPI
T0023444,C00515,2026-01-03 04:06:01,620.73,UPI
T0019445,C00427,2026-01-03 04:07:07,471.14,UPI
T0035155,C00764,2026-01-03 04:08:14,2397.5,UPI
T0037756,C00820,2026-01-03 04:08:25,430.01,UPI
T0015480,C00342,2026-01-03 04:09:16,4735.35,UPI
T0045615,C00995,2026-01-03 04:11:15,5861.16,UPI
T0033679,C00731,2026-01-03 04:11:39,264.83,UPI
T0022657,C00498,2026-01-03 04:13:32,547.37,CARD
T0029028,C00634,2026-01-03 04:14:27,1709.78,CARD
T0032493,C00707,2026-01-03 04:14:43,2352.07,NETBANKING
T0008975,C00194,2026-01-03 04:14:49,3463.1,UPI
T0029797,C00649,2026-01-03 04:15:59,3381.82,UPI
T0024667,C00543,2026-01-03 04:16:26,4094.99,CARD
T0018538,C00408,2026-01-03 04:16:41,1405.01,NETBANKING
T0043719,C00953,2026-01-03 04:16:58,2908.56,UPI
T0036615,C00796,2026-01-03 04:17:54,1244.97,UPI
T0013424,C00294,2026-01-03 04:18:52,1778.66,CARD
T0041027,C00894,2026-01-03 04:19:51,1819.76,CARD
T0023390,C00514,2026-01-03 04:20:17,1592.79,UPI
T0004388,C00096,2026-01-03 04:20:38,4962.85,UPI
T0024862,C00547,2026-01-03 04:21:02,1955.52,CARD
T0041178,C00898,2026-01-03 04:21:10,2911.43,UPI
T0032387,C00704,2026-01-03 04:21:22,1383.65,CARD
T0000863,C00019,2026-01-03 04:22:12,768.73,CARD
T0025092,C00551,2026-01-03 04:22:18,3312.79,CARD
T0022587,C00497,2026-01-03 04:22:59,923.54,NETBANKING
T0045268,C00987,2026-01-03 04:28:15,4784.37,NETBANKING
T0045315,C00988,2026-01-03 04:29:44,1099.71,WALLET
T0007538,C00164,2026-01-03 04:30:21,6267.84,CARD
T0006851,C00150,2026-01-03 04:31:57,2183.08,CARD
T0013414,C00294,2026-01-03 04:32:54,1413.66,CARD
T0034205,C00743,2026-01-03 04:35:10,3022.38,CARD
T0007373,C00161,2026-01-03 04:38:22,686.52,CARD
T0035593,C00774,2026-01-03 04:40:35,3089.59,CARD
T0028401,C00622,2026-01-03 04:41:22,2853.96,UPI
T0016348,C00358,2026-01-03 04:43:14,1081.92,CARD
T0015595,C00344,2026-01-03 04:44:05,1205.9,UPI
T0014773,C00325,2026-01-03 04:44:19,5496.27,NETBANKING
T0004836,C00107,2026-01-03 04:44:41,6370.18,WALLET
T0018701,C00412,2026-01-03 04:47:06,1465.53,NETBANKING
T0032864,C00716,2026-01-03 04:47:18,4814.98,NETBANKING
T0022340,C00492,2026-01-03 04:48:00,3115.8,CARD
T0030815,C00670,2026-01-03 04:48:21,7378.04,CARD
T0040349,C00879,2026-01-03 04:49:43,2243.81,CARD
T0003137,C00072,2026-01-03 04:50:30,4168.67,UPI
T0007375,C00161,2026-01-03 04:50:35,1775.79,CARD
T0012664,C00278,2026-01-03 04:51:14,15418.76,NETBANKING
T0026634,C00586,2026-01-03 04:52:52,2450.74,UPI
T0026074,C00573,2026-01-03 04:53:45,3791.4,UPI
T0024219,C00533,2026-01-03 04:54:17,1860.65,UPI
T0008851,C00192,2026-01-03 04:55:55,1247.37,CARD
T0010580,C00230,2026-01-03 04:56:14,3105.97,CARD
T0030722,C00669,2026-01-03 04:57:42,791.28,CARD
T0035539,C00773,2026-01-03 04:58:24,5747.26,UPI
T0006153,C00135,2026-01-03 04:58:25,979.21,UPI
T0012277,C00270,2026-01-03 04:59:24,1746.04,WALLET
T0012683,C00278,2026-01-03 05:00:22,2203.28,NETBANKING
T0021807,C00480,2026-01-03 05:01:06,3427.14,CARD
T0032483,C00707,2026-01-03 05:02:48,221.67,NETBANKING
T0010340,C00224,2026-01-03 05:06:02,3439.94,WALLET
T0025968,C00572,2026-01-03 05:06:17,1330.81,NETBANKING
T0035433,C00771,2026-01-03 05:06:38,1466.62,NETBANKING
T0013356,C00293,2026-01-03 05:07:00,970.74,CARD
