transaction_id,amount,recovery_probability,confidence,expected_recovery,expected_net_recovery,recommended_action,policy_selected,recovery_flag,recovered_amount,actual_recovered,actual_recovered_amount
T0030765,2435.2,0.4873343983604192,0.0253312032791614,1186.7567268872926,606.6593513894935,INTERVENE,RETRY_ALL,1,2435.2,1,2435.2
T0013620,1978.42,0.5991486562141602,0.1982973124283205,1185.367684427219,708.461455244259,INTERVENE,RETRY_ALL,1,1978.42,1,1978.42
T0007071,2026.14,0.5737498302858229,0.1474996605716458,1162.4974811353172,665.232732509085,INTERVENE,RETRY_ALL,1,2026.14,1,2026.14
T0010540,3025.42,0.3841233398368964,0.2317533203262072,1162.134434809343,713.9814743709143,INTERVENE,RETRY_ALL,1,3025.42,1,3025.42
T0028430,3107.28,0.3723579501371539,0.2552840997256921,1157.0204113021757,724.4446626828508,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0030295,2618.72,0.4395699339410505,0.1208601321178989,1151.1105774101077,643.366976939102,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0010295,1697.93,0.675915146568629,0.3518302931372581,1147.6566048132725,773.9684822528183,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0014296,2042.47,0.5615522398143921,0.1231044796287841,1146.9536032537014,642.3243648703035,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0018963,2822.68,0.4043174405014778,0.1913651189970444,1141.2587529547113,678.0779350101541,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0020202,2268.19,0.500818355262217,0.0016367105244339,1135.9511852222079,567.1552042411521,INTERVENE,RETRY_ALL,1,2268.19,1,2268.19
T0026495,1857.06,0.61080829524033,0.2216165904806599,1134.3076527590072,691.0945236597894,INTERVENE,RETRY_ALL,1,1857.06,1,1857.06
T0038623,2860.12,0.3926366957087462,0.2147266085825074,1122.9880661304992,680.311742524665,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0039647,2625.56,0.4263832531201484,0.1472334937597031,1119.4948140621368,640.4109733911872,INTERVENE,RETRY_ALL,1,2625.56,1,2625.56
T0007247,2223.9,0.5000847831235314,0.0001695662470628,1112.1385491884216,554.4135651742108,INTERVENE,RETRY_ALL,1,2223.9,1,2223.9
T0019003,2211.47,0.5025424308918424,0.0050848617836847,1111.3575096443826,556.7543044865921,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0008028,2138.02,0.5139536124317455,0.027907224863491,1098.8431024513206,563.0043820005628,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0007152,2501.85,0.4312329865472477,0.1375340269055046,1078.8802473932315,611.8814961830149,INTERVENE,RETRY_ALL,1,2501.85,1,2501.85
T0031087,2035.08,0.523702647433724,0.0474052948674479,1065.7767837394229,556.4001232177353,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0012678,2000.63,0.5227910707415013,0.0455821414830026,1045.9114998575699,545.0431929113886,INTERVENE,RETRY_ALL,1,2000.63,1,2000.63
T0022600,2531.67,0.4124529709905423,0.1750940580189153,1044.1948130676262,611.7635601249698,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0037693,1874.26,0.5565756011388489,0.1131512022776977,1043.1673861904987,578.8515150574186,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0028023,2019.19,0.5145292684628252,0.0290585369256504,1038.932353587452,532.8111038737129,INTERVENE,RETRY_ALL,1,2019.19,1,2019.19
T0019795,2261.81,0.4587200702927284,0.0825598594145431,1037.5376421887959,559.8483020325997,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0001406,1775.79,0.5819483834377346,0.1638967668754691,1033.4181198248946,599.6460042473606,INTERVENE,RETRY_ALL,1,1775.79,1,1775.79
T0023526,1889.73,0.5461423769369994,0.0922847538739988,1032.061633969156,561.9025939213983,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0009042,2534.22,0.4067507730943365,0.1864984538113269,1030.7959441911294,609.7688969888809,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0032545,2317.59,0.4445805483332788,0.1108389033334422,1030.3554330117238,570.5294496251986,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0017280,1892.78,0.5418480360492955,0.083696072098591,1025.5991256733855,553.9688720199987,INTERVENE,RETRY_ALL,1,1892.78,1,1892.78
T0027780,1916.91,0.5336439058280504,0.0672878116561008,1022.9473395208482,544.1396137183183,INTERVENE,RETRY_ALL,1,1916.91,1,1916.91
T0004263,2094.96,0.4875758865408905,0.0248482269182188,1021.451979267704,521.6666249173059,INTERVENE,RETRY_ALL,1,2094.96,1,2094.96
T0008505,1958.08,0.5199650732238434,0.0399301464476868,1018.1332105781433,527.6437093898911,INTERVENE,RETRY_ALL,1,1958.08,1,1958.08
T0009240,1893.97,0.5355363727272787,0.0710727454545574,1014.2898238542841,541.4390931611138,INTERVENE,RETRY_ALL,1,1893.97,1,1893.97
T0011407,2414.38,0.4199565921879835,0.1600868156240329,1013.9347970468236,586.3761949782248,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0016479,1580.83,0.6369759272105047,0.2739518544210093,1006.9506550121821,639.6533271316097,INTERVENE,RETRY_ALL,1,1580.83,1,1580.83
T0044094,2674.62,0.3755057848545375,0.248988430290925,1004.335282287643,625.4515738551181,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0017693,1697.98,0.5875631018194497,0.1751262036388994,997.6703956273892,584.4443122482663,INTERVENE,RETRY_ALL,1,1697.98,1,1697.98
T0037966,2641.52,0.3764582170966278,0.2470835658067444,994.4219096250843,618.3136104858012,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0045458,1863.01,0.5330984039579014,0.0661968079158028,993.1676575576099,527.7060931065694,INTERVENE,RETRY_ALL,1,1863.01,1,1863.01
T0045601,2366.89,0.4180548723324556,0.1638902553350887,989.4898967749657,574.0788243044527,INTERVENE,RETRY_ALL,1,2366.89,1,2366.89
T0034486,1712.88,0.5742882288162094,0.1485764576324189,983.6868213747089,563.1697623571285,INTERVENE,RETRY_ALL,1,1712.88,1,1712.88
T0033004,2007.06,0.4892490237490782,0.0215019525018435,981.9521456058249,499.78301699986224,INTERVENE,RETRY_ALL,1,2007.06,1,2007.06
T0019048,1620.69,0.5988755798699305,0.1977511597398609,970.5916635393976,579.5136453190771,INTERVENE,RETRY_ALL,1,1620.69,1,1620.69
T0033768,1844.95,0.5249709777981436,0.0499419555962872,968.545205488685,506.7081235670989,INTERVENE,RETRY_ALL,1,1844.95,1,1844.95
T0017990,2350.94,0.411469855426661,0.177060289146678,967.3409419167543,567.5593043979774,INTERVENE,RETRY_ALL,1,2350.94,1,2350.94
T0027139,3160.42,0.3056151550860932,0.3887696898278135,965.8722484371907,668.9370514377051,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0004376,2866.24,0.3356347670024368,0.3287304659951263,962.0097945730643,637.3758613174717,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0003869,1444.36,0.6584454377500342,0.3168908755000683,951.0322524686393,624.4528477911142,INTERVENE,RETRY_ALL,1,1444.36,1,1444.36
T0014501,1483.74,0.6406104273509348,0.2812208547018695,950.499315477676,607.149772684925,INTERVENE,RETRY_ALL,1,1483.74,1,1483.74
T0019722,2024.57,0.4694022770671688,0.0611954458656622,950.3377680818779,502.4970557613134,INTERVENE,RETRY_ALL,1,2024.57,1,2024.57
T0026121,2162.16,0.4382321926569045,0.1235356146861909,947.5281176750526,530.5407930622448,INTERVENE,RETRY_ALL,1,2162.16,1,2162.16
T0002943,1617.79,0.5849102456791809,0.1698204913583618,946.2619463573221,551.7283075207212,INTERVENE,RETRY_ALL,1,1617.79,1,1617.79
T0001000,2656.77,0.3555031148749227,0.2889937702501545,944.4900105062484,606.9708698030286,INTERVENE,RETRY_ALL,1,2656.77,1,2656.77
T0016958,1831.75,0.5149749845653574,0.0299499691307147,943.3054279775935,484.02869821317904,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0022723,1914.79,0.4912315165965422,0.0175369668069156,940.605195663893,476.80027887933153,INTERVENE,RETRY_ALL,1,1914.79,1,1914.79
T0028584,1563.76,0.6000205961714636,0.2000411923429272,938.288207469088,561.2422496262561,INTERVENE,RETRY_ALL,1,1563.76,1,1563.76
T0009806,2059.37,0.4551500647830432,0.0896998704339134,937.3223889122556,508.95004287624556,INTERVENE,RETRY_ALL,1,2059.37,1,2059.37
T0003177,2150.05,0.4328371776203982,0.1343256447592035,930.6215737427373,526.0639583312775,INTERVENE,RETRY_ALL,1,2150.05,1,2150.05
T0000486,1604.18,0.579569785073949,0.1591395701478979,929.7342578199275,537.0958839805828,INTERVENE,RETRY_ALL,1,1604.18,1,1604.18
T0044966,2134.77,0.4350231131837372,0.1299537736325254,928.6742913312466,522.9295099826267,INTERVENE,RETRY_ALL,1,2134.77,1,2134.77
T0025016,1991.77,0.462739310426184,0.074521379147632,921.6702763275605,493.4272082194347,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0043089,1648.54,0.5574247308059954,0.1148494616119908,918.9369657229157,510.48819074577443,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0006656,1789.21,0.5130667503313235,0.026133500662647,917.9841603603074,469.2371500116915,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0020248,1373.02,0.6617864521361967,0.3235729042723934,908.6460345120407,599.5796354273475,INTERVENE,RETRY_ALL,1,1373.02,1,1373.02
T0005074,1988.54,0.4553848668595919,0.0892302662808162,905.5510231449729,491.4267910355322,INTERVENE,RETRY_ALL,1,1988.54,1,1988.54
T0030852,1695.1,0.5340395975641132,0.0680791951282264,905.2505218309283,481.6896243732924,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0037557,1526.22,0.5915041123067784,0.1830082246135567,902.7654062848512,532.2394502657891,INTERVENE,RETRY_ALL,1,1526.22,1,1526.22
T0005549,2446.22,0.3685961863757491,0.2628076272485018,901.6673630360849,567.5662116415059,INTERVENE,RETRY_ALL,1,2446.22,1,2446.22
T0045689,2374.4,0.3794003770978752,0.2411992458042495,900.8482553811949,557.3160875816066,INTERVENE,RETRY_ALL,1,2374.4,1,2374.4
T0033444,2238.62,0.4022431991875388,0.1955136016249223,900.469670565208,536.5118695057097,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0039628,1642.36,0.5482545908907704,0.0965091817815408,900.4314098953657,491.9156542573833,INTERVENE,RETRY_ALL,1,1642.36,1,1642.36
T0011585,1638.4,0.548566784762439,0.097133569524878,898.7718201547801,491.28636761739284,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0018726,1699.38,0.5226341813465406,0.0452683626930812,888.1540750966842,462.4296779477495,INTERVENE,RETRY_ALL,1,1699.38,1,1699.38
T0025241,2056.96,0.4317296978938668,0.1365406042122664,888.0507193797682,502.90285058750976,INTERVENE,RETRY_ALL,1,2056.96,1,2056.96
T0036337,1637.58,0.5421951193560791,0.0843902387121582,887.887883555128,479.6584769989891,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0023888,1481.81,0.5964029493511976,0.1928058987023952,883.7558543780981,525.3245980574853,INTERVENE,RETRY_ALL,1,1481.81,1,1481.81
T0022413,1599.45,0.5490242971340473,0.0980485942680946,878.136912051052,480.3685009262915,INTERVENE,RETRY_ALL,1,1599.45,1,1599.45
T0024654,1878.39,0.4674585079447897,0.0650829841104204,878.0693867384136,465.8583813416782,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0028036,2116.02,0.4132939415023412,0.1734121169953175,874.538246097784,511.3468873734864,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0002531,1617.0,0.5324251250404809,0.0648502500809617,860.9314271904576,456.6315227731591,INTERVENE,RETRY_ALL,1,1617.0,1,1617.0
T0042084,1459.62,0.5893411697765688,0.1786823395531376,860.2141582292753,505.20961826920757,INTERVENE,RETRY_ALL,1,1459.62,1,1459.62
T0036541,1539.43,0.55105876958997,0.10211753917994,848.3164016698876,465.72219252719907,INTERVENE,RETRY_ALL,1,1539.43,1,1539.43
T0015813,2413.19,0.3511958162865857,0.2976083674268285,847.5022319046258,548.1129937661774,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0011112,2129.3,0.3975859210771437,0.2048281578457125,846.5797017495621,508.24153126424886,INTERVENE,RETRY_ALL,1,2129.3,1,2129.3
T0020380,1378.31,0.6121680194705881,0.2243360389411761,843.7573029165062,514.7712370402427,INTERVENE,RETRY_ALL,1,1378.31,1,1378.31
T0001779,1350.33,0.6200035319750996,0.2400070639501992,837.2093693319362,517.3227659884461,INTERVENE,RETRY_ALL,1,1350.33,1,1350.33
T0044447,2152.95,0.3865591867571589,0.2268816264856822,832.2426011288252,508.7815780518039,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0028736,1620.58,0.509677219710424,0.019354439420848,825.9727087183189,419.22947373624066,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0021796,1638.01,0.5024779626477297,0.0049559252954594,823.0639275966078,411.8214854675819,INTERVENE,RETRY_ALL,1,1638.01,1,1638.01
T0024586,1414.13,0.581916555454314,0.1638331109086279,822.9056585646091,477.1124262957811,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0025056,1518.16,0.5401635966874907,0.0803271933749814,820.0547659470809,441.2137318546936,INTERVENE,RETRY_ALL,1,1518.16,1,1518.16
T0012549,1303.25,0.6281778578198304,0.2563557156396607,818.6727932036939,512.5221214900735,INTERVENE,RETRY_ALL,1,1303.25,1,1303.25
T0023681,1900.6,0.4303904917699983,0.1392190164600033,818.0001686580587,464.1906738013752,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0007500,1453.5,0.5626435421297222,0.1252870842594444,817.8023884855512,458.3812326196577,INTERVENE,RETRY_ALL,1,1453.5,1,1453.5
T0041788,2130.1,0.3814422952797546,0.2371154094404907,812.5102331754052,500.83446489469,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0037764,1501.11,0.5392697190473108,0.0785394380946216,809.5031679591086,434.79054595321657,INTERVENE,RETRY_ALL,1,1501.11,1,1501.11
T0032053,1662.26,0.480536428526474,0.038927142947052,798.7764836824166,413.1852850227328,INTERVENE,RETRY_ALL,1,1662.26,1,1662.26
T0041502,1949.37,0.4094433966103289,0.1811132067793421,798.1566740502768,469.6066943999283,INTERVENE,RETRY_ALL,1,1949.37,1,1949.37
T0022341,1736.04,0.4589589893055036,0.0820820213889927,796.7711637939265,429.3358757512961,INTERVENE,RETRY_ALL,1,1736.04,1,1736.04
T0042581,1724.42,0.4605305176789821,0.0789389646420357,794.1480352959903,426.66862948738134,INTERVENE,RETRY_ALL,1,1724.42,1,1724.42
T0035407,1593.55,0.4963006727657658,0.0073986544684683,790.879937085886,396.61569223321425,INTERVENE,RETRY_ALL,1,1593.55,1,1593.55
T0013432,1806.14,0.4373559425080586,0.1252881149838828,789.926062001505,442.69720464315765,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0015759,2677.85,0.2932059672373309,0.4135880655253382,785.1615993664865,553.1975331866262,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0027356,1340.14,0.5855185521708502,0.1710371043417005,784.6768325062433,457.69284289106434,INTERVENE,RETRY_ALL,1,1340.14,1,1340.14
T0002729,2156.79,0.36355091288276,0.27289817423448,784.1029733964078,497.2916216240573,INTERVENE,RETRY_ALL,1,2156.79,1,2156.79
T0024417,2294.54,0.3401663652613571,0.3196672694772858,780.5253317467942,513.2668666520723,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0010221,1680.46,0.4634694156647212,0.0730611686705575,778.8418142479375,416.12245370319454,INTERVENE,RETRY_ALL,1,1680.46,1,1680.46
T0017889,1445.13,0.5336771764870839,0.0673543529741678,771.2328980567796,409.8393954488932,INTERVENE,RETRY_ALL,1,1445.13,1,1445.13
T0027843,1270.66,0.6033235371989398,0.2066470743978796,766.619085777205,460.7693385153207,INTERVENE,RETRY_ALL,1,1270.66,1,1270.66
T0030090,1519.27,0.5015324102269495,0.0030648204538989,761.9631448854975,380.39921255852994,INTERVENE,RETRY_ALL,1,1519.27,1,1519.27
T0008515,1970.38,0.3865310774432121,0.2269378451135757,761.6131043725562,465.47597054456253,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0045197,1154.57,0.6588689137333545,0.3177378274667091,760.7102817291191,499.4583569886588,INTERVENE,RETRY_ALL,1,1154.57,1,1154.57
T0011091,1931.07,0.3931167805627741,0.2137664388744516,759.1360214413562,458.95691268309713,INTERVENE,RETRY_ALL,1,1931.07,1,1931.07
T0004938,1409.4,0.5376673211132645,0.075334642226529,757.7883223770351,405.6880172633754,INTERVENE,RETRY_ALL,1,1409.4,1,1409.4
T0018803,1769.54,0.4274373315176208,0.1451253369647583,756.3674556136907,431.3177687394022,INTERVENE,RETRY_ALL,1,1769.54,1,1769.54
T0005609,1364.02,0.5543031495983599,0.1086062991967198,756.0805821151549,417.34784801659174,INTERVENE,RETRY_ALL,1,1364.02,1,1364.02
T0007277,1643.87,0.4575864158690341,0.0848271682619318,752.212581454629,406.2603223352114,INTERVENE,RETRY_ALL,1,1643.87,1,1643.87
T0045773,1550.87,0.4845464415472117,0.0309071169055765,751.4685398023241,385.5971329064288,INTERVENE,RETRY_ALL,1,1550.87,1,1550.87
T0027893,1701.9,0.4400942824665066,0.1198114350669866,748.9964593297476,417.6173999910683,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0013964,1216.47,0.6154973173922286,0.2309946347844571,748.7340216881244,459.0937817893352,INTERVENE,RETRY_ALL,1,1216.47,1,1216.47
T0022061,1842.33,0.4048269406776884,0.1903461186446231,745.8248176187255,442.144838420642,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0044352,1272.63,0.5794251310021218,0.1588502620042435,737.3938044672303,425.5145017535779,INTERVENE,RETRY_ALL,1,1272.63,1,1272.63
T0008251,1354.17,0.5425424137223679,0.0850848274447357,734.694660390419,396.85301439715323,INTERVENE,RETRY_ALL,1,1354.17,1,1354.17
T0009157,1427.3,0.5146817678918026,0.0293635357836052,734.6052873119698,376.3379479763903,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0007755,1417.61,0.5174439955755802,0.0348879911511603,733.5337825678981,377.8126513416021,INTERVENE,RETRY_ALL,1,1417.61,1,1417.61
T0025270,1411.02,0.5154518974149729,0.0309037948299457,727.312936290475,373.14483302538065,INTERVENE,RETRY_ALL,1,1411.02,1,1411.02
T0005343,1729.87,0.4159704169986287,0.1680591660027426,719.5747452534177,418.5029384086716,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0021145,1308.32,0.5484169116308142,0.0968338232616283,717.5048138248268,391.7417740780538,INTERVENE,RETRY_ALL,1,1308.32,1,1308.32
T0006204,1155.21,0.6183107057957692,0.2366214115915383,714.2787104423305,439.8961735884892,INTERVENE,RETRY_ALL,1,1155.21,1,1155.21
T0003123,1156.41,0.6171265539837092,0.2342531079674183,713.6513182923012,438.66317880365904,INTERVENE,RETRY_ALL,1,1156.41,1,1156.41
T0040524,1266.75,0.5633252155167723,0.1266504310335445,713.5922167558713,400.2344892950925,INTERVENE,RETRY_ALL,1,1266.75,1,1266.75
T0034040,1492.29,0.4780610862307295,0.0438778275385409,713.4057783712553,370.60423703981394,INTERVENE,RETRY_ALL,1,1492.29,1,1492.29
T0038703,1318.42,0.5410927030937097,0.0821854061874194,713.3874416128089,384.2587391353807,INTERVENE,RETRY_ALL,1,1318.42,1,1318.42
T0019587,1216.68,0.5855231756158759,0.1710463512317517,712.3943373083239,415.37339467153726,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0031676,1096.94,0.6461816494682109,0.2923632989364217,708.8224985676593,456.2780913046286,INTERVENE,RETRY_ALL,1,1096.94,1,1096.94
T0018040,1275.45,0.5546110144807865,0.109222028961573,707.3786184195192,390.5699731836667,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0038915,1699.39,0.4110918759407172,0.1778162481185655,698.6054230548955,409.66440914890006,INTERVENE,RETRY_ALL,1,1699.39,1,1699.39
T0004943,1381.58,0.5043316473617896,0.0086632947235791,696.7745173621013,349.65544018094437,INTERVENE,RETRY_ALL,1,1381.58,1,1381.58
T0013482,1069.44,0.64954411693185,0.2990882338637,694.6484604115977,449.4548207961204,INTERVENE,RETRY_ALL,1,1069.44,1,1069.44
T0006027,1558.3,0.445007122359893,0.109985755280214,693.4545987734213,383.11236328602683,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0009778,1261.28,0.5495183587790343,0.0990367175580686,693.0965155608204,379.1192597064494,INTERVENE,RETRY_ALL,1,1261.28,1,1261.28
T0042807,1080.42,0.6392660474904288,0.2785320949808576,690.6758230296091,439.7756034853371,INTERVENE,RETRY_ALL,1,1080.42,1,1080.42
T0045755,1041.16,0.6616567251912197,0.3233134503824393,688.8905160000903,454.05904283190927,INTERVENE,RETRY_ALL,1,1041.16,1,1041.16
T0023062,1156.07,0.5957125481440105,0.191425096288021,688.6854055328462,408.50853779956304,INTERVENE,RETRY_ALL,1,1156.07,1,1156.07
T0011105,1332.24,0.5146192290441967,0.0292384580883933,685.5963217018406,351.0710505097382,INTERVENE,RETRY_ALL,1,1332.24,1,1332.24
T0023790,999.41,0.680785164234242,0.3615703284684839,680.3835009873437,461.4449934619374,INTERVENE,RETRY_ALL,1,999.41,1,999.41
T0005712,1056.42,0.6404127521468485,0.2808255042936969,676.5448396229737,431.5179426936968,INTERVENE,RETRY_ALL,1,1056.42,1,1056.42
T0035884,1130.98,0.5979146947458716,0.1958293894917431,676.2295614636859,402.5775918206943,INTERVENE,RETRY_ALL,1,1130.98,1,1130.98
T0008039,1126.75,0.5957542324760734,0.1915084649521468,671.2660814424157,398.1596091369477,INTERVENE,RETRY_ALL,1,1126.75,1,1126.75
T0014749,1494.04,0.4452337709629341,0.1095324580741318,665.197063169462,367.27886630105337,INTERVENE,RETRY_ALL,1,1494.04,1,1494.04
T0028245,1069.29,0.6205922551334779,0.2411845102669558,663.5930924916765,410.07073376040813,INTERVENE,RETRY_ALL,1,1069.29,1,1069.29
T0008724,1121.91,0.5903076658435694,0.1806153316871388,662.272073386559,389.1942817942007,INTERVENE,RETRY_ALL,1,1121.91,1,1121.91
T0022596,1042.99,0.6338422755362394,0.2676845510724788,661.0911549615423,417.27752199770464,INTERVENE,RETRY_ALL,1,1042.99,1,1042.99
T0012101,1542.26,0.4283280146839702,0.1433439706320595,660.5931639264999,375.8926055080596,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0015765,1432.74,0.4609891464737249,0.0780217070525501,660.4775897187646,354.2545893692882,INTERVENE,RETRY_ALL,1,1432.74,1,1432.74
T0031689,1222.29,0.5390026210364623,0.0780052420729247,658.8175136666575,353.3543666510538,INTERVENE,RETRY_ALL,1,1222.29,1,1222.29
T0019297,1224.52,0.5351837157466375,0.0703674314932749,655.3431636060725,348.9789893878544,INTERVENE,RETRY_ALL,1,1224.52,1,1224.52
T0017328,1149.3,0.5697918123751486,0.1395836247502972,654.8617299627583,371.38485197060527,INTERVENE,RETRY_ALL,1,1149.3,1,1149.3
T0023298,1053.26,0.6208633631984984,0.2417267263969968,653.9305459224505,404.25151803964275,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0027976,1094.02,0.5934938258402683,0.1869876516805366,649.2941153457704,383.60204861213373,INTERVENE,RETRY_ALL,1,1094.02,1,1094.02
T0015778,1788.51,0.3626860916023407,0.2746278167953185,648.6677016917024,411.6549482164658,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0026255,1162.47,0.5537337884304391,0.1074675768608781,643.6989170367325,354.68783993932084,INTERVENE,RETRY_ALL,1,1162.47,1,1162.47
T0002418,1210.33,0.529599633300161,0.059199266600322,640.9903241721838,337.7182406305399,INTERVENE,RETRY_ALL,1,1210.33,1,1210.33
T0010150,1710.16,0.3730233213914702,0.2539533572170596,637.9295633108367,398.21695879081824,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0024454,1283.41,0.4959893645793879,0.008021270841224,636.5577103948323,319.0818560979893,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0031150,1307.58,0.4860425478214525,0.0279149043570948,635.5395146803749,324.89026972391594,INTERVENE,RETRY_ALL,1,1307.58,1,1307.58
T0017469,1455.3,0.4338047390407227,0.1323905219185546,631.3160367259637,355.6981481618337,INTERVENE,RETRY_ALL,1,1455.3,1,1455.3
T0007945,1623.52,0.3878557712755597,0.2242884574488804,629.6916017812966,383.7120799066692,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0038114,1357.13,0.4610332502593173,0.0779334994813653,625.6820549244273,335.4718235136899,INTERVENE,RETRY_ALL,1,1357.13,1,1357.13
T0044954,988.27,0.629730751609993,0.259461503219986,622.3440098936078,390.1591611102786,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0030471,1148.73,0.5384792970469614,0.0769585940939228,618.567322896756,331.33569720966597,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0020946,1153.86,0.5311080637570084,0.0622161275140167,612.8243504466616,323.7259541888728,INTERVENE,RETRY_ALL,1,1153.86,1,1153.86
T0038580,1312.56,0.4562540294543635,0.087491941091273,598.8607889006194,323.8781408824928,INTERVENE,RETRY_ALL,1,1312.56,1,1312.56
T0008294,974.15,0.6094428808252563,0.2188857616505126,593.6887823559234,360.0694018326326,INTERVENE,RETRY_ALL,1,974.15,1,974.15
T0006532,1387.59,0.427114650552562,0.145770698894876,592.6600179602294,337.7762414926709,INTERVENE,RETRY_ALL,1,1387.59,1,1387.59
T0009472,1318.74,0.446956432073917,0.106087135852166,589.4193252331573,324.2245666315296,INTERVENE,RETRY_ALL,1,1318.74,1,1318.74
T0010518,1385.67,0.4242259504637402,0.1515480990725196,587.8371727790909,336.7113894389631,INTERVENE,RETRY_ALL,1,1385.67,1,1385.67
T0021304,1486.23,0.3924184185502073,0.2151631628995852,583.2240262018746,352.6061761792502,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0013361,982.62,0.5913349259862811,0.1826698519725622,581.0575249726396,341.8496085234675,INTERVENE,RETRY_ALL,1,982.62,1,982.62
T0031997,1487.07,0.3906600277625786,0.2186799444748427,580.9388074848977,352.2392368244882,INTERVENE,RETRY_ALL,1,1487.07,1,1487.07
T0030009,1281.48,0.4529534491269549,0.09409310174609,580.4507859872102,315.7836004258513,INTERVENE,RETRY_ALL,1,1281.48,1,1281.48
T0028280,1390.62,0.4173589057614039,0.1652821884771921,580.3876415299234,336.4076905435526,INTERVENE,RETRY_ALL,1,1390.62,1,1390.62
T0013528,1175.18,0.4938523864822071,0.0122952270355858,580.3654475461601,292.0005862436748,INTERVENE,RETRY_ALL,1,1175.18,1,1175.18
T0036030,1101.5,0.5249275858387936,0.0498551716775872,578.2077358014312,301.7671908675603,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0016981,1267.85,0.4511695882497816,0.0976608235004368,572.0153624624855,312.18942690773633,INTERVENE,RETRY_ALL,1,1267.85,1,1267.85
T0033036,1216.4,0.4659105042464753,0.0681789915070493,566.7335373654125,300.9364291981045,INTERVENE,RETRY_ALL,1,1216.4,1,1216.4
T0025688,1133.12,0.4988197924777667,0.0023604150444664,565.2226832524069,281.52842168871484,INTERVENE,RETRY_ALL,1,1133.12,1,1133.12
T0012181,1167.93,0.4827779974143267,0.0344440051713464,563.8509065201146,289.8860950300809,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0016455,854.81,0.6592705106225041,0.3185410212450081,563.5510251852227,369.7825721356974,INTERVENE,RETRY_ALL,1,854.81,1,854.81
T0023557,909.83,0.6182519921586848,0.2365039843173695,562.5042100257361,346.0193484460586,INTERVENE,RETRY_ALL,1,909.83,1,909.83
T0031278,965.67,0.5803845231832166,0.1607690463664333,560.4599225023368,323.5322648848213,INTERVENE,RETRY_ALL,1,965.67,1,965.67
