transaction_id,amount,recovery_probability,recovery_flag,recovered_amount,expected_recovery,intervention_cost,friction_cost,expected_action_cost,expected_net_recovery,incremental_economic_value,should_intervene,action,economic_priority,economic_rank
T0030948,2821.82,0.4495508719803415,0,0.0,1268.5516415715674,1.5,0.25,1.75,1266.8016415715674,1266.8016415715674,True,RETRY,HIGH,178
T0034422,2357.39,0.5371366329431235,1,2357.39,1266.24052713379,1.5,0.25,1.75,1264.49052713379,1264.49052713379,True,RETRY,HIGH,179
T0044879,2116.81,0.5976931431956479,1,2116.81,1265.2028224479795,1.5,0.25,1.75,1263.4528224479795,1263.4528224479795,True,RETRY,HIGH,180
T0041136,3184.36,0.3956023231181614,1,3184.36,1259.7402136445485,1.5,0.25,1.75,1257.9902136445485,1257.9902136445485,True,RETRY,HIGH,181
T0007597,2249.89,0.5497523808806503,0,0.0,1236.8823842195661,1.5,0.25,1.75,1235.1323842195661,1235.1323842195661,True,RETRY,HIGH,182
T0041259,2486.33,0.4971156084468758,0,0.0,1235.9934507497208,1.5,0.25,1.75,1234.2434507497208,1234.2434507497208,True,RETRY,HIGH,183
T0008774,2931.32,0.4099981030836214,1,2931.32,1201.8356395310811,1.5,0.25,1.75,1200.0856395310811,1200.0856395310811,True,RETRY,HIGH,184
T0026707,2053.36,0.5843484457270177,0,0.0,1199.8777245180293,1.5,0.25,1.75,1198.1277245180293,1198.1277245180293,True,RETRY,HIGH,185
T0014041,3019.33,0.3946585318833049,0,0.0,1191.604345071219,1.5,0.25,1.75,1189.854345071219,1189.854345071219,True,RETRY,HIGH,186
T0030765,2435.2,0.4873343983604192,1,2435.2,1186.7567268872926,1.5,0.25,1.75,1185.0067268872926,1185.0067268872926,True,RETRY,HIGH,187
T0013620,1978.42,0.5991486562141602,1,1978.42,1185.367684427219,1.5,0.25,1.75,1183.617684427219,1183.617684427219,True,RETRY,HIGH,188
T0007071,2026.14,0.5737498302858229,1,2026.14,1162.4974811353172,1.5,0.25,1.75,1160.7474811353172,1160.7474811353172,True,RETRY,HIGH,189
T0010540,3025.42,0.3841233398368964,1,3025.42,1162.134434809343,1.5,0.25,1.75,1160.384434809343,1160.384434809343,True,RETRY,HIGH,190
T0028430,3107.28,0.3723579501371539,0,0.0,1157.0204113021757,1.5,0.25,1.75,1155.2704113021757,1155.2704113021757,True,RETRY,HIGH,191
T0030295,2618.72,0.4395699339410505,0,0.0,1151.1105774101077,1.5,0.25,1.75,1149.3605774101077,1149.3605774101077,True,RETRY,HIGH,192
T0010295,1697.93,0.675915146568629,0,0.0,1147.6566048132725,1.5,0.25,1.75,1145.9066048132725,1145.9066048132725,True,RETRY,HIGH,193
T0014296,2042.47,0.5615522398143921,0,0.0,1146.9536032537014,1.5,0.25,1.75,1145.2036032537014,1145.2036032537014,True,RETRY,HIGH,194
T0018963,2822.68,0.4043174405014778,0,0.0,1141.2587529547113,1.5,0.25,1.75,1139.5087529547113,1139.5087529547113,True,RETRY,HIGH,195
T0020202,2268.19,0.500818355262217,1,2268.19,1135.9511852222079,1.5,0.25,1.75,1134.2011852222079,1134.2011852222079,True,RETRY,HIGH,196
T0026495,1857.06,0.61080829524033,1,1857.06,1134.3076527590072,1.5,0.25,1.75,1132.5576527590072,1132.5576527590072,True,RETRY,HIGH,197
T0038623,2860.12,0.3926366957087462,0,0.0,1122.9880661304992,1.5,0.25,1.75,1121.2380661304992,1121.2380661304992,True,RETRY,HIGH,198
T0039647,2625.56,0.4263832531201484,1,2625.56,1119.4948140621368,1.5,0.25,1.75,1117.7448140621368,1117.7448140621368,True,RETRY,HIGH,199
T0007247,2223.9,0.5000847831235314,1,2223.9,1112.1385491884216,1.5,0.25,1.75,1110.3885491884216,1110.3885491884216,True,RETRY,HIGH,200
T0019003,2211.47,0.5025424308918424,0,0.0,1111.3575096443826,1.5,0.25,1.75,1109.6075096443826,1109.6075096443826,True,RETRY,HIGH,201
T0008028,2138.02,0.5139536124317455,0,0.0,1098.8431024513206,1.5,0.25,1.75,1097.0931024513206,1097.0931024513206,True,RETRY,HIGH,202
T0007152,2501.85,0.4312329865472477,1,2501.85,1078.8802473932315,1.5,0.25,1.75,1077.1302473932315,1077.1302473932315,True,RETRY,HIGH,203
T0031087,2035.08,0.523702647433724,0,0.0,1065.7767837394229,1.5,0.25,1.75,1064.0267837394229,1064.0267837394229,True,RETRY,HIGH,204
T0012678,2000.63,0.5227910707415013,1,2000.63,1045.9114998575699,1.5,0.25,1.75,1044.1614998575699,1044.1614998575699,True,RETRY,HIGH,205
T0022600,2531.67,0.4124529709905423,0,0.0,1044.1948130676262,1.5,0.25,1.75,1042.4448130676262,1042.4448130676262,True,RETRY,HIGH,206
T0037693,1874.26,0.5565756011388489,0,0.0,1043.1673861904987,1.5,0.25,1.75,1041.4173861904987,1041.4173861904987,True,RETRY,HIGH,207
T0028023,2019.19,0.5145292684628252,1,2019.19,1038.932353587452,1.5,0.25,1.75,1037.182353587452,1037.182353587452,True,RETRY,HIGH,208
T0019795,2261.81,0.4587200702927284,0,0.0,1037.5376421887959,1.5,0.25,1.75,1035.7876421887959,1035.7876421887959,True,RETRY,HIGH,209
T0001406,1775.79,0.5819483834377346,1,1775.79,1033.4181198248946,1.5,0.25,1.75,1031.6681198248946,1031.6681198248946,True,RETRY,HIGH,210
T0023526,1889.73,0.5461423769369994,0,0.0,1032.061633969156,1.5,0.25,1.75,1030.311633969156,1030.311633969156,True,RETRY,HIGH,211
T0009042,2534.22,0.4067507730943365,0,0.0,1030.7959441911294,1.5,0.25,1.75,1029.0459441911294,1029.0459441911294,True,RETRY,HIGH,212
T0032545,2317.59,0.4445805483332788,0,0.0,1030.3554330117238,1.5,0.25,1.75,1028.6054330117238,1028.6054330117238,True,RETRY,HIGH,213
T0017280,1892.78,0.5418480360492955,1,1892.78,1025.5991256733855,1.5,0.25,1.75,1023.8491256733855,1023.8491256733855,True,RETRY,HIGH,214
T0027780,1916.91,0.5336439058280504,1,1916.91,1022.9473395208482,1.5,0.25,1.75,1021.1973395208482,1021.1973395208482,True,RETRY,HIGH,215
T0004263,2094.96,0.4875758865408905,1,2094.96,1021.451979267704,1.5,0.25,1.75,1019.701979267704,1019.701979267704,True,RETRY,HIGH,216
T0008505,1958.08,0.5199650732238434,1,1958.08,1018.1332105781433,1.5,0.25,1.75,1016.3832105781433,1016.3832105781433,True,RETRY,HIGH,217
T0009240,1893.97,0.5355363727272787,1,1893.97,1014.2898238542841,1.5,0.25,1.75,1012.5398238542841,1012.5398238542841,True,RETRY,HIGH,218
T0011407,2414.38,0.4199565921879835,0,0.0,1013.9347970468236,1.5,0.25,1.75,1012.1847970468236,1012.1847970468236,True,RETRY,HIGH,219
T0016479,1580.83,0.6369759272105047,1,1580.83,1006.9506550121821,1.5,0.25,1.75,1005.2006550121821,1005.2006550121821,True,RETRY,HIGH,220
T0044094,2674.62,0.3755057848545375,0,0.0,1004.335282287643,1.5,0.25,1.75,1002.585282287643,1002.585282287643,True,RETRY,HIGH,221
T0017693,1697.98,0.5875631018194497,1,1697.98,997.6703956273892,1.5,0.25,1.75,995.9203956273892,995.9203956273892,True,RETRY,MEDIUM,222
T0037966,2641.52,0.3764582170966278,0,0.0,994.4219096250843,1.5,0.25,1.75,992.6719096250843,992.6719096250843,True,RETRY,MEDIUM,223
T0045458,1863.01,0.5330984039579014,1,1863.01,993.1676575576099,1.5,0.25,1.75,991.4176575576099,991.4176575576099,True,RETRY,MEDIUM,224
T0045601,2366.89,0.4180548723324556,1,2366.89,989.4898967749657,1.5,0.25,1.75,987.7398967749657,987.7398967749657,True,RETRY,MEDIUM,225
T0034486,1712.88,0.5742882288162094,1,1712.88,983.6868213747089,1.5,0.25,1.75,981.9368213747089,981.9368213747089,True,RETRY,MEDIUM,226
T0033004,2007.06,0.4892490237490782,1,2007.06,981.9521456058249,1.5,0.25,1.75,980.2021456058249,980.2021456058249,True,RETRY,MEDIUM,227
T0019048,1620.69,0.5988755798699305,1,1620.69,970.5916635393976,1.5,0.25,1.75,968.8416635393976,968.8416635393976,True,RETRY,MEDIUM,228
T0033768,1844.95,0.5249709777981436,1,1844.95,968.545205488685,1.5,0.25,1.75,966.795205488685,966.795205488685,True,RETRY,MEDIUM,229
T0017990,2350.94,0.411469855426661,1,2350.94,967.3409419167543,1.5,0.25,1.75,965.5909419167543,965.5909419167543,True,RETRY,MEDIUM,230
T0027139,3160.42,0.3056151550860932,0,0.0,965.8722484371907,1.5,0.25,1.75,964.1222484371907,964.1222484371907,True,RETRY,MEDIUM,231
T0004376,2866.24,0.3356347670024368,0,0.0,962.0097945730643,1.5,0.25,1.75,960.2597945730643,960.2597945730643,True,RETRY,MEDIUM,232
T0003869,1444.36,0.6584454377500342,1,1444.36,951.0322524686393,1.5,0.25,1.75,949.2822524686393,949.2822524686393,True,RETRY,MEDIUM,233
T0014501,1483.74,0.6406104273509348,1,1483.74,950.499315477676,1.5,0.25,1.75,948.749315477676,948.749315477676,True,RETRY,MEDIUM,234
T0019722,2024.57,0.4694022770671688,1,2024.57,950.3377680818779,1.5,0.25,1.75,948.5877680818779,948.5877680818779,True,RETRY,MEDIUM,235
T0026121,2162.16,0.4382321926569045,1,2162.16,947.5281176750526,1.5,0.25,1.75,945.7781176750526,945.7781176750526,True,RETRY,MEDIUM,236
T0002943,1617.79,0.5849102456791809,1,1617.79,946.2619463573221,1.5,0.25,1.75,944.5119463573221,944.5119463573221,True,RETRY,MEDIUM,237
T0001000,2656.77,0.3555031148749227,1,2656.77,944.4900105062484,1.5,0.25,1.75,942.7400105062484,942.7400105062484,True,RETRY,MEDIUM,238
T0016958,1831.75,0.5149749845653574,0,0.0,943.3054279775935,1.5,0.25,1.75,941.5554279775935,941.5554279775935,True,RETRY,MEDIUM,239
T0022723,1914.79,0.4912315165965422,1,1914.79,940.605195663893,1.5,0.25,1.75,938.855195663893,938.855195663893,True,RETRY,MEDIUM,240
T0028584,1563.76,0.6000205961714636,1,1563.76,938.288207469088,1.5,0.25,1.75,936.538207469088,936.538207469088,True,RETRY,MEDIUM,241
T0009806,2059.37,0.4551500647830432,1,2059.37,937.3223889122556,1.5,0.25,1.75,935.5723889122556,935.5723889122556,True,RETRY,MEDIUM,242
T0003177,2150.05,0.4328371776203982,1,2150.05,930.6215737427373,1.5,0.25,1.75,928.8715737427373,928.8715737427373,True,RETRY,MEDIUM,243
T0000486,1604.18,0.579569785073949,1,1604.18,929.7342578199275,1.5,0.25,1.75,927.9842578199275,927.9842578199275,True,RETRY,MEDIUM,244
T0044966,2134.77,0.4350231131837372,1,2134.77,928.6742913312466,1.5,0.25,1.75,926.9242913312466,926.9242913312466,True,RETRY,MEDIUM,245
T0025016,1991.77,0.462739310426184,0,0.0,921.6702763275605,1.5,0.25,1.75,919.9202763275605,919.9202763275605,True,RETRY,MEDIUM,246
T0043089,1648.54,0.5574247308059954,0,0.0,918.9369657229157,1.5,0.25,1.75,917.1869657229157,917.1869657229157,True,RETRY,MEDIUM,247
T0006656,1789.21,0.5130667503313235,0,0.0,917.9841603603074,1.5,0.25,1.75,916.2341603603074,916.2341603603074,True,RETRY,MEDIUM,248
T0020248,1373.02,0.6617864521361967,1,1373.02,908.6460345120407,1.5,0.25,1.75,906.8960345120407,906.8960345120407,True,RETRY,MEDIUM,249
T0005074,1988.54,0.4553848668595919,1,1988.54,905.5510231449729,1.5,0.25,1.75,903.8010231449729,903.8010231449729,True,RETRY,MEDIUM,250
T0030852,1695.1,0.5340395975641132,0,0.0,905.2505218309283,1.5,0.25,1.75,903.5005218309283,903.5005218309283,True,RETRY,MEDIUM,251
T0037557,1526.22,0.5915041123067784,1,1526.22,902.7654062848512,1.5,0.25,1.75,901.0154062848512,901.0154062848512,True,RETRY,MEDIUM,252
T0005549,2446.22,0.3685961863757491,1,2446.22,901.6673630360849,1.5,0.25,1.75,899.9173630360849,899.9173630360849,True,RETRY,MEDIUM,253
T0045689,2374.4,0.3794003770978752,1,2374.4,900.8482553811949,1.5,0.25,1.75,899.0982553811949,899.0982553811949,True,RETRY,MEDIUM,254
T0033444,2238.62,0.4022431991875388,0,0.0,900.469670565208,1.5,0.25,1.75,898.719670565208,898.719670565208,True,RETRY,MEDIUM,255
T0039628,1642.36,0.5482545908907704,1,1642.36,900.4314098953657,1.5,0.25,1.75,898.6814098953657,898.6814098953657,True,RETRY,MEDIUM,256
T0011585,1638.4,0.548566784762439,0,0.0,898.7718201547801,1.5,0.25,1.75,897.0218201547801,897.0218201547801,True,RETRY,MEDIUM,257
T0018726,1699.38,0.5226341813465406,1,1699.38,888.1540750966842,1.5,0.25,1.75,886.4040750966842,886.4040750966842,True,RETRY,MEDIUM,258
T0025241,2056.96,0.4317296978938668,1,2056.96,888.0507193797682,1.5,0.25,1.75,886.3007193797682,886.3007193797682,True,RETRY,MEDIUM,259
T0036337,1637.58,0.5421951193560791,0,0.0,887.887883555128,1.5,0.25,1.75,886.137883555128,886.137883555128,True,RETRY,MEDIUM,260
T0023888,1481.81,0.5964029493511976,1,1481.81,883.7558543780981,1.5,0.25,1.75,882.0058543780981,882.0058543780981,True,RETRY,MEDIUM,261
T0022413,1599.45,0.5490242971340473,1,1599.45,878.136912051052,1.5,0.25,1.75,876.386912051052,876.386912051052,True,RETRY,MEDIUM,262
T0024654,1878.39,0.4674585079447897,0,0.0,878.0693867384136,1.5,0.25,1.75,876.3193867384136,876.3193867384136,True,RETRY,MEDIUM,263
T0028036,2116.02,0.4132939415023412,0,0.0,874.538246097784,1.5,0.25,1.75,872.788246097784,872.788246097784,True,RETRY,MEDIUM,264
T0002531,1617.0,0.5324251250404809,1,1617.0,860.9314271904576,1.5,0.25,1.75,859.1814271904576,859.1814271904576,True,RETRY,MEDIUM,265
T0042084,1459.62,0.5893411697765688,1,1459.62,860.2141582292753,1.5,0.25,1.75,858.4641582292753,858.4641582292753,True,RETRY,MEDIUM,266
T0036541,1539.43,0.55105876958997,1,1539.43,848.3164016698876,1.5,0.25,1.75,846.5664016698876,846.5664016698876,True,RETRY,MEDIUM,267
T0015813,2413.19,0.3511958162865857,0,0.0,847.5022319046258,1.5,0.25,1.75,845.7522319046258,845.7522319046258,True,RETRY,MEDIUM,268
T0011112,2129.3,0.3975859210771437,1,2129.3,846.5797017495621,1.5,0.25,1.75,844.8297017495621,844.8297017495621,True,RETRY,MEDIUM,269
T0020380,1378.31,0.6121680194705881,1,1378.31,843.7573029165062,1.5,0.25,1.75,842.0073029165062,842.0073029165062,True,RETRY,MEDIUM,270
T0001779,1350.33,0.6200035319750996,1,1350.33,837.2093693319362,1.5,0.25,1.75,835.4593693319362,835.4593693319362,True,RETRY,MEDIUM,271
T0044447,2152.95,0.3865591867571589,0,0.0,832.2426011288252,1.5,0.25,1.75,830.4926011288252,830.4926011288252,True,RETRY,MEDIUM,272
T0028736,1620.58,0.509677219710424,0,0.0,825.9727087183189,1.5,0.25,1.75,824.2227087183189,824.2227087183189,True,RETRY,MEDIUM,273
T0021796,1638.01,0.5024779626477297,1,1638.01,823.0639275966078,1.5,0.25,1.75,821.3139275966078,821.3139275966078,True,RETRY,MEDIUM,274
T0024586,1414.13,0.581916555454314,0,0.0,822.9056585646091,1.5,0.25,1.75,821.1556585646091,821.1556585646091,True,RETRY,MEDIUM,275
T0025056,1518.16,0.5401635966874907,1,1518.16,820.0547659470809,1.5,0.25,1.75,818.3047659470809,818.3047659470809,True,RETRY,MEDIUM,276
T0012549,1303.25,0.6281778578198304,1,1303.25,818.6727932036939,1.5,0.25,1.75,816.9227932036939,816.9227932036939,True,RETRY,MEDIUM,277
T0023681,1900.6,0.4303904917699983,0,0.0,818.0001686580587,1.5,0.25,1.75,816.2501686580587,816.2501686580587,True,RETRY,MEDIUM,278
T0007500,1453.5,0.5626435421297222,1,1453.5,817.8023884855512,1.5,0.25,1.75,816.0523884855512,816.0523884855512,True,RETRY,MEDIUM,279
T0041788,2130.1,0.3814422952797546,0,0.0,812.5102331754052,1.5,0.25,1.75,810.7602331754052,810.7602331754052,True,RETRY,MEDIUM,280
T0037764,1501.11,0.5392697190473108,1,1501.11,809.5031679591086,1.5,0.25,1.75,807.7531679591086,807.7531679591086,True,RETRY,MEDIUM,281
T0032053,1662.26,0.480536428526474,1,1662.26,798.7764836824166,1.5,0.25,1.75,797.0264836824166,797.0264836824166,True,RETRY,MEDIUM,282
T0041502,1949.37,0.4094433966103289,1,1949.37,798.1566740502768,1.5,0.25,1.75,796.4066740502768,796.4066740502768,True,RETRY,MEDIUM,283
T0022341,1736.04,0.4589589893055036,1,1736.04,796.7711637939265,1.5,0.25,1.75,795.0211637939265,795.0211637939265,True,RETRY,MEDIUM,284
T0042581,1724.42,0.4605305176789821,1,1724.42,794.1480352959903,1.5,0.25,1.75,792.3980352959903,792.3980352959903,True,RETRY,MEDIUM,285
T0035407,1593.55,0.4963006727657658,1,1593.55,790.879937085886,1.5,0.25,1.75,789.129937085886,789.129937085886,True,RETRY,MEDIUM,286
T0013432,1806.14,0.4373559425080586,0,0.0,789.926062001505,1.5,0.25,1.75,788.176062001505,788.176062001505,True,RETRY,MEDIUM,287
T0015759,2677.85,0.2932059672373309,0,0.0,785.1615993664865,1.5,0.25,1.75,783.4115993664865,783.4115993664865,True,RETRY,MEDIUM,288
T0027356,1340.14,0.5855185521708502,1,1340.14,784.6768325062433,1.5,0.25,1.75,782.9268325062433,782.9268325062433,True,RETRY,MEDIUM,289
T0002729,2156.79,0.36355091288276,1,2156.79,784.1029733964078,1.5,0.25,1.75,782.3529733964078,782.3529733964078,True,RETRY,MEDIUM,290
T0024417,2294.54,0.3401663652613571,0,0.0,780.5253317467942,1.5,0.25,1.75,778.7753317467942,778.7753317467942,True,RETRY,MEDIUM,291
T0010221,1680.46,0.4634694156647212,1,1680.46,778.8418142479375,1.5,0.25,1.75,777.0918142479375,777.0918142479375,True,RETRY,MEDIUM,292
T0017889,1445.13,0.5336771764870839,1,1445.13,771.2328980567796,1.5,0.25,1.75,769.4828980567796,769.4828980567796,True,RETRY,MEDIUM,293
T0027843,1270.66,0.6033235371989398,1,1270.66,766.619085777205,1.5,0.25,1.75,764.869085777205,764.869085777205,True,RETRY,MEDIUM,294
T0030090,1519.27,0.5015324102269495,1,1519.27,761.9631448854975,1.5,0.25,1.75,760.2131448854975,760.2131448854975,True,RETRY,MEDIUM,295
T0008515,1970.38,0.3865310774432121,0,0.0,761.6131043725562,1.5,0.25,1.75,759.8631043725562,759.8631043725562,True,RETRY,MEDIUM,296
T0045197,1154.57,0.6588689137333545,1,1154.57,760.7102817291191,1.5,0.25,1.75,758.9602817291191,758.9602817291191,True,RETRY,MEDIUM,297
T0011091,1931.07,0.3931167805627741,1,1931.07,759.1360214413562,1.5,0.25,1.75,757.3860214413562,757.3860214413562,True,RETRY,MEDIUM,298
T0004938,1409.4,0.5376673211132645,1,1409.4,757.7883223770351,1.5,0.25,1.75,756.0383223770351,756.0383223770351,True,RETRY,MEDIUM,299
T0018803,1769.54,0.4274373315176208,1,1769.54,756.3674556136907,1.5,0.25,1.75,754.6174556136907,754.6174556136907,True,RETRY,MEDIUM,300
T0005609,1364.02,0.5543031495983599,1,1364.02,756.0805821151549,1.5,0.25,1.75,754.3305821151549,754.3305821151549,True,RETRY,MEDIUM,301
T0007277,1643.87,0.4575864158690341,1,1643.87,752.212581454629,1.5,0.25,1.75,750.462581454629,750.462581454629,True,RETRY,MEDIUM,302
T0045773,1550.87,0.4845464415472117,1,1550.87,751.4685398023241,1.5,0.25,1.75,749.7185398023241,749.7185398023241,True,RETRY,MEDIUM,303
T0027893,1701.9,0.4400942824665066,0,0.0,748.9964593297476,1.5,0.25,1.75,747.2464593297476,747.2464593297476,True,RETRY,MEDIUM,304
T0013964,1216.47,0.6154973173922286,1,1216.47,748.7340216881244,1.5,0.25,1.75,746.9840216881244,746.9840216881244,True,RETRY,MEDIUM,305
T0022061,1842.33,0.4048269406776884,0,0.0,745.8248176187255,1.5,0.25,1.75,744.0748176187255,744.0748176187255,True,RETRY,MEDIUM,306
T0044352,1272.63,0.5794251310021218,1,1272.63,737.3938044672303,1.5,0.25,1.75,735.6438044672303,735.6438044672303,True,RETRY,MEDIUM,307
T0008251,1354.17,0.5425424137223679,1,1354.17,734.694660390419,1.5,0.25,1.75,732.944660390419,732.944660390419,True,RETRY,MEDIUM,308
T0009157,1427.3,0.5146817678918026,0,0.0,734.6052873119698,1.5,0.25,1.75,732.8552873119698,732.8552873119698,True,RETRY,MEDIUM,309
T0007755,1417.61,0.5174439955755802,1,1417.61,733.5337825678981,1.5,0.25,1.75,731.7837825678981,731.7837825678981,True,RETRY,MEDIUM,310
T0025270,1411.02,0.5154518974149729,1,1411.02,727.312936290475,1.5,0.25,1.75,725.562936290475,725.562936290475,True,RETRY,MEDIUM,311
T0005343,1729.87,0.4159704169986287,0,0.0,719.5747452534177,1.5,0.25,1.75,717.8247452534177,717.8247452534177,True,RETRY,MEDIUM,312
T0021145,1308.32,0.5484169116308142,1,1308.32,717.5048138248268,1.5,0.25,1.75,715.7548138248268,715.7548138248268,True,RETRY,MEDIUM,313
T0006204,1155.21,0.6183107057957692,1,1155.21,714.2787104423305,1.5,0.25,1.75,712.5287104423305,712.5287104423305,True,RETRY,MEDIUM,314
T0003123,1156.41,0.6171265539837092,1,1156.41,713.6513182923012,1.5,0.25,1.75,711.9013182923012,711.9013182923012,True,RETRY,MEDIUM,315
T0040524,1266.75,0.5633252155167723,1,1266.75,713.5922167558713,1.5,0.25,1.75,711.8422167558713,711.8422167558713,True,RETRY,MEDIUM,316
T0034040,1492.29,0.4780610862307295,1,1492.29,713.4057783712553,1.5,0.25,1.75,711.6557783712553,711.6557783712553,True,RETRY,MEDIUM,317
T0038703,1318.42,0.5410927030937097,1,1318.42,713.3874416128089,1.5,0.25,1.75,711.6374416128089,711.6374416128089,True,RETRY,MEDIUM,318
T0019587,1216.68,0.5855231756158759,0,0.0,712.3943373083239,1.5,0.25,1.75,710.6443373083239,710.6443373083239,True,RETRY,MEDIUM,319
T0031676,1096.94,0.6461816494682109,1,1096.94,708.8224985676593,1.5,0.25,1.75,707.0724985676593,707.0724985676593,True,RETRY,MEDIUM,320
T0018040,1275.45,0.5546110144807865,0,0.0,707.3786184195192,1.5,0.25,1.75,705.6286184195192,705.6286184195192,True,RETRY,MEDIUM,321
T0038915,1699.39,0.4110918759407172,1,1699.39,698.6054230548955,1.5,0.25,1.75,696.8554230548955,696.8554230548955,True,RETRY,MEDIUM,322
T0004943,1381.58,0.5043316473617896,1,1381.58,696.7745173621013,1.5,0.25,1.75,695.0245173621013,695.0245173621013,True,RETRY,MEDIUM,323
T0013482,1069.44,0.64954411693185,1,1069.44,694.6484604115977,1.5,0.25,1.75,692.8984604115977,692.8984604115977,True,RETRY,MEDIUM,324
T0006027,1558.3,0.445007122359893,0,0.0,693.4545987734213,1.5,0.25,1.75,691.7045987734213,691.7045987734213,True,RETRY,MEDIUM,325
T0009778,1261.28,0.5495183587790343,1,1261.28,693.0965155608204,1.5,0.25,1.75,691.3465155608204,691.3465155608204,True,RETRY,MEDIUM,326
T0042807,1080.42,0.6392660474904288,1,1080.42,690.6758230296091,1.5,0.25,1.75,688.9258230296091,688.9258230296091,True,RETRY,MEDIUM,327
T0045755,1041.16,0.6616567251912197,1,1041.16,688.8905160000903,1.5,0.25,1.75,687.1405160000903,687.1405160000903,True,RETRY,MEDIUM,328
T0023062,1156.07,0.5957125481440105,1,1156.07,688.6854055328462,1.5,0.25,1.75,686.9354055328462,686.9354055328462,True,RETRY,MEDIUM,329
T0011105,1332.24,0.5146192290441967,1,1332.24,685.5963217018406,1.5,0.25,1.75,683.8463217018406,683.8463217018406,True,RETRY,MEDIUM,330
T0023790,999.41,0.680785164234242,1,999.41,680.3835009873437,1.5,0.25,1.75,678.6335009873437,678.6335009873437,True,RETRY,MEDIUM,331
T0005712,1056.42,0.6404127521468485,1,1056.42,676.5448396229737,1.5,0.25,1.75,674.7948396229737,674.7948396229737,True,RETRY,MEDIUM,332
T0035884,1130.98,0.5979146947458716,1,1130.98,676.2295614636859,1.5,0.25,1.75,674.4795614636859,674.4795614636859,True,RETRY,MEDIUM,333
T0008039,1126.75,0.5957542324760734,1,1126.75,671.2660814424157,1.5,0.25,1.75,669.5160814424157,669.5160814424157,True,RETRY,MEDIUM,334
T0014749,1494.04,0.4452337709629341,1,1494.04,665.197063169462,1.5,0.25,1.75,663.447063169462,663.447063169462,True,RETRY,MEDIUM,335
T0028245,1069.29,0.6205922551334779,1,1069.29,663.5930924916765,1.5,0.25,1.75,661.8430924916765,661.8430924916765,True,RETRY,MEDIUM,336
T0008724,1121.91,0.5903076658435694,1,1121.91,662.272073386559,1.5,0.25,1.75,660.522073386559,660.522073386559,True,RETRY,MEDIUM,337
T0022596,1042.99,0.6338422755362394,1,1042.99,661.0911549615423,1.5,0.25,1.75,659.3411549615423,659.3411549615423,True,RETRY,MEDIUM,338
T0012101,1542.26,0.4283280146839702,0,0.0,660.5931639264999,1.5,0.25,1.75,658.8431639264999,658.8431639264999,True,RETRY,MEDIUM,339
T0015765,1432.74,0.4609891464737249,1,1432.74,660.4775897187646,1.5,0.25,1.75,658.7275897187646,658.7275897187646,True,RETRY,MEDIUM,340
T0031689,1222.29,0.5390026210364623,1,1222.29,658.8175136666575,1.5,0.25,1.75,657.0675136666575,657.0675136666575,True,RETRY,MEDIUM,341
T0019297,1224.52,0.5351837157466375,1,1224.52,655.3431636060725,1.5,0.25,1.75,653.5931636060725,653.5931636060725,True,RETRY,MEDIUM,342
T0017328,1149.3,0.5697918123751486,1,1149.3,654.8617299627583,1.5,0.25,1.75,653.1117299627583,653.1117299627583,True,RETRY,MEDIUM,343
T0023298,1053.26,0.6208633631984984,0,0.0,653.9305459224505,1.5,0.25,1.75,652.1805459224505,652.1805459224505,True,RETRY,MEDIUM,344
T0027976,1094.02,0.5934938258402683,1,1094.02,649.2941153457704,1.5,0.25,1.75,647.5441153457704,647.5441153457704,True,RETRY,MEDIUM,345
T0015778,1788.51,0.3626860916023407,0,0.0,648.6677016917024,1.5,0.25,1.75,646.9177016917024,646.9177016917024,True,RETRY,MEDIUM,346
T0026255,1162.47,0.5537337884304391,1,1162.47,643.6989170367325,1.5,0.25,1.75,641.9489170367325,641.9489170367325,True,RETRY,MEDIUM,347
T0002418,1210.33,0.529599633300161,1,1210.33,640.9903241721838,1.5,0.25,1.75,639.2403241721838,639.2403241721838,True,RETRY,MEDIUM,348
T0010150,1710.16,0.3730233213914702,0,0.0,637.9295633108367,1.5,0.25,1.75,636.1795633108367,636.1795633108367,True,RETRY,MEDIUM,349
T0024454,1283.41,0.4959893645793879,0,0.0,636.5577103948323,1.5,0.25,1.75,634.8077103948323,634.8077103948323,True,RETRY,MEDIUM,350
T0031150,1307.58,0.4860425478214525,1,1307.58,635.5395146803749,1.5,0.25,1.75,633.7895146803749,633.7895146803749,True,RETRY,MEDIUM,351
T0017469,1455.3,0.4338047390407227,1,1455.3,631.3160367259637,1.5,0.25,1.75,629.5660367259637,629.5660367259637,True,RETRY,MEDIUM,352
T0007945,1623.52,0.3878557712755597,0,0.0,629.6916017812966,1.5,0.25,1.75,627.9416017812966,627.9416017812966,True,RETRY,MEDIUM,353
T0038114,1357.13,0.4610332502593173,1,1357.13,625.6820549244273,1.5,0.25,1.75,623.9320549244273,623.9320549244273,True,RETRY,MEDIUM,354
T0044954,988.27,0.629730751609993,0,0.0,622.3440098936078,1.5,0.25,1.75,620.5940098936078,620.5940098936078,True,RETRY,MEDIUM,355
T0030471,1148.73,0.5384792970469614,0,0.0,618.567322896756,1.5,0.25,1.75,616.817322896756,616.817322896756,True,RETRY,MEDIUM,356
