transaction_id,customer_id,predicted_treatment_probability,predicted_control_probability,predicted_probability_uplift,selected_policy_type,selected_policy_parameter,selected_policy,intervention_selected,monitoring_missing_required_field,monitoring_duplicate_transaction_id,monitoring_positive_uplift,monitoring_selected,monitoring_status,monitoring_version,source_version,outcome_evaluated
RECLAIM-V2-003175,C00145,0.4648011159095237,0.5282171848719608,-0.063416068962437,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003176,C00841,0.3413658818989795,0.3696964180873906,-0.028330536188411,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003177,C00518,0.5185607491252787,0.5851519913221425,-0.0665912421968637,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003178,C00587,0.5569046821996703,0.6838167636667011,-0.1269120814670308,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003179,C00735,0.3172882032083626,0.4195749105347021,-0.1022867073263394,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003180,C00427,0.7226926713707533,0.5433830643756837,0.1793096069950696,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003181,C00519,0.6281715280075476,0.6783089467082526,-0.0501374187007049,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003182,C00179,0.6223019594505758,0.6924639682669881,-0.0701620088164123,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003183,C00629,0.6066861428609188,0.3815514932747585,0.2251346495861602,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003184,C00413,0.4721929226151247,0.6601653065970929,-0.1879723839819682,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003185,C00107,0.3882009465601709,0.3897937433806016,-0.0015927968204306,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003186,C00597,0.7340722647859739,0.655014555718579,0.0790577090673948,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003187,C00372,0.5735599947352609,0.4635107388717442,0.1100492558635166,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003188,C00124,0.5177772607235229,0.5346126058939125,-0.0168353451703895,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003189,C00595,0.7371741064068862,0.7512893529044647,-0.0141152464975785,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003190,C00326,0.5740872747342677,0.5550845998176956,0.019002674916572,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003191,C00433,0.6440088322139124,0.6638632243294027,-0.0198543921154903,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003192,C00764,0.401520447813265,0.3369914227493675,0.0645290250638974,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003193,C00416,0.5162051637025461,0.4858737008014193,0.0303314629011268,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003194,C00698,0.5367658636007325,0.5155218658765653,0.0212439977241671,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003195,C00296,0.4426611094990105,0.3529012152970922,0.0897598942019183,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003196,C00901,0.428548224641984,0.7540632921620871,-0.325515067520103,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003197,C00190,0.7539422894239072,0.6129136199289357,0.1410286694949715,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003198,C00190,0.7651260036175243,0.6088944443443731,0.1562315592731511,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003199,C00894,0.6107097950644746,0.585500435888442,0.0252093591760326,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003200,C00629,0.6008098245135268,0.3756726731016171,0.2251371514119096,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003201,C00249,0.294693566180128,0.373703956627357,-0.079010390447229,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003202,C00795,0.5467707588029465,0.5356776995059173,0.0110930592970291,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003203,C00834,0.5249807687056073,0.4837890363373439,0.0411917323682633,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003204,C00343,0.5084530906402341,0.6454947708327476,-0.1370416801925135,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003205,C00069,0.490531003037923,0.6831451509039299,-0.1926141478660069,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003206,C00906,0.4670975638183159,0.7672433545285519,-0.3001457907102359,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003207,C00991,0.5314601502966483,0.4044061513680221,0.1270539989286261,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003208,C00977,0.626643982370737,0.6494753376391661,-0.022831355268429,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003209,C00241,0.5369970786021417,0.4152484966409692,0.1217485819611725,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003210,C00228,0.4586910435542599,0.533929715583935,-0.075238672029675,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003211,C00663,0.7899220339569433,0.495846710294338,0.2940753236626052,TOP_RATE,0.05,TARGET,1,False,False,True,1,PASS,V21,V10.2,False
RECLAIM-V2-003212,C00551,0.4711843138514545,0.6998863739618709,-0.2287020601104163,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003213,C00206,0.3982645707575901,0.3700915937161829,0.0281729770414072,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003214,C00372,0.5685744232721658,0.4620689371010265,0.1065054861711392,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003215,C00882,0.510709606699796,0.4861564372413834,0.0245531694584126,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003216,C00392,0.2457220476524176,0.6295498286640004,-0.3838277810115829,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003217,C00432,0.4599389289431451,0.6503540857815431,-0.1904151568383979,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003218,C00643,0.6651892824913561,0.7008435255279252,-0.035654243036569,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003219,C00733,0.2892103694929488,0.5308745336243595,-0.2416641641314107,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003220,C00528,0.5255841794908933,0.4377407402514341,0.0878434392394592,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003221,C00542,0.7424082477752225,0.656730908459128,0.0856773393160945,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003222,C00005,0.689078806868339,0.3043122113492529,0.384766595519086,TOP_RATE,0.05,TARGET,1,False,False,True,1,PASS,V21,V10.2,False
RECLAIM-V2-003223,C00214,0.4259533795820395,0.508938181706534,-0.0829848021244945,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003224,C00516,0.3674419755653894,0.3984207143203579,-0.0309787387549685,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003225,C00318,0.535172303965566,0.3831934243318562,0.1519788796337098,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003226,C00196,0.5703115096875616,0.4584802822230071,0.1118312274645544,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003227,C00517,0.2368622072726403,0.235278408034393,0.0015837992382472,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003228,C00851,0.7004468788117467,0.5537451427204452,0.1467017360913015,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003229,C00841,0.4614099577928107,0.4861593849151242,-0.0247494271223135,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003230,C00789,0.6528129472295485,0.5446273773071799,0.1081855699223686,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003231,C00221,0.4972677127156327,0.4604435889736827,0.0368241237419499,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003232,C00681,0.4596010508719386,0.4380327508431215,0.0215683000288171,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003233,C00736,0.4618458404014989,0.5443871524976001,-0.0825413120961011,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003234,C00429,0.3445290571687924,0.3512401337823441,-0.0067110766135517,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003235,C00683,0.3615280558109773,0.511818148374138,-0.1502900925631606,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003236,C00193,0.4267687842822239,0.5516259717460313,-0.1248571874638074,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003237,C00542,0.7476123919763515,0.6561208318279359,0.0914915601484156,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003238,C00429,0.5749867890934622,0.4368634719163208,0.1381233171771414,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003239,C00126,0.7206574445777436,0.563108348412639,0.1575490961651046,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003240,C00565,0.4666194684397466,0.2923052971570284,0.1743141712827182,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003241,C00291,0.7785330151619305,0.5097613574143697,0.2687716577475608,TOP_RATE,0.05,TARGET,1,False,False,True,1,PASS,V21,V10.2,False
RECLAIM-V2-003242,C00826,0.3325696613347569,0.4885156555713345,-0.1559459942365775,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003243,C00187,0.7856241663113918,0.3559620080815605,0.4296621582298312,TOP_RATE,0.05,TARGET,1,False,False,True,1,PASS,V21,V10.2,False
RECLAIM-V2-003244,C00361,0.2416705938210462,0.2232326057162993,0.0184379881047469,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003245,C00069,0.4889743402598301,0.6836296609548551,-0.1946553206950249,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003246,C00265,0.7534928443946836,0.67892692985688,0.0745659145378035,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003247,C00457,0.6606534735171038,0.6806052833533904,-0.0199518098362866,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003248,C00669,0.5936341160656715,0.3836330707958932,0.2100010452697783,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003249,C00450,0.4634078602205034,0.5930091674739512,-0.1296013072534477,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003250,C00907,0.2642857526628738,0.5943774068791917,-0.3300916542163178,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003251,C00080,0.8345078541034789,0.4771887620572056,0.3573190920462733,TOP_RATE,0.05,TARGET,1,False,False,True,1,PASS,V21,V10.2,False
RECLAIM-V2-003252,C00142,0.4979963572580789,0.4428734883445281,0.0551228689135507,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003253,C00168,0.378951762731689,0.4234759816550284,-0.0445242189233393,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003254,C00145,0.4650749814792614,0.5331116019824591,-0.0680366205031976,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003255,C00270,0.6696693952647037,0.797792146257068,-0.1281227509923642,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003256,C00935,0.800470626036055,0.4859961353485363,0.3144744906875187,TOP_RATE,0.05,TARGET,1,False,False,True,1,PASS,V21,V10.2,False
RECLAIM-V2-003257,C00457,0.6504640713748929,0.680023926727917,-0.029559855353024,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003258,C00991,0.5263644308667562,0.4092123087899784,0.1171521220767777,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003259,C00437,0.4719208214606031,0.3364363111823963,0.1354845102782067,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003260,C00779,0.6563159056206557,0.4680093615228619,0.1883065440977938,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003261,C00874,0.7004792607457248,0.6071955816499567,0.093283679095768,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003262,C00979,0.6303967744398057,0.6591728707012012,-0.0287760962613955,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003263,C00919,0.7263703765018725,0.6908064468894268,0.0355639296124457,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003264,C00945,0.5098418895469592,0.6530878266571994,-0.1432459371102402,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003265,C00979,0.62798914722444,0.6570120185286809,-0.0290228713042408,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003266,C00452,0.3819317078112746,0.7045969414119764,-0.3226652336007017,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003267,C00550,0.7499521933048805,0.4240509587969804,0.3259012345079001,TOP_RATE,0.05,TARGET,1,False,False,True,1,PASS,V21,V10.2,False
RECLAIM-V2-003268,C00627,0.7022170179172945,0.4892575051494995,0.2129595127677949,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003269,C00764,0.7084264280346275,0.425729644132884,0.2826967839017434,TOP_RATE,0.05,TARGET,1,False,False,True,1,PASS,V21,V10.2,False
RECLAIM-V2-003270,C00524,0.708821745923941,0.7152186548207051,-0.0063969088967641,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003271,C00816,0.5201450107800337,0.6544962495730751,-0.1343512387930413,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003272,C00218,0.7249193672526121,0.5082187260856201,0.2167006411669919,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003273,C00323,0.761190845761442,0.5078025980058927,0.2533882477555493,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003274,C00441,0.7553665573355196,0.7894571604098554,-0.0340906030743357,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003275,C00005,0.6270401438591935,0.6794010578075054,-0.0523609139483118,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003276,C00966,0.5584556693342744,0.630380215950917,-0.0719245466166426,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003277,C00384,0.4526176280526362,0.4972264663855324,-0.0446088383328961,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003278,C00567,0.6159134160682377,0.3344190060560294,0.2814944100122082,TOP_RATE,0.05,TARGET,1,False,False,True,1,PASS,V21,V10.2,False
RECLAIM-V2-003279,C00025,0.5363317887447766,0.4178005590129209,0.1185312297318557,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003280,C00244,0.7249350807879443,0.4980065168782683,0.2269285639096759,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003281,C00999,0.7499536150049297,0.5477138450160871,0.2022397699888426,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003282,C00997,0.4568328840557795,0.3307944466792651,0.1260384373765143,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003283,C00401,0.5586401090593431,0.4793005635845902,0.0793395454747529,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003284,C00461,0.7109250681700505,0.4294149917655272,0.2815100764045233,TOP_RATE,0.05,TARGET,1,False,False,True,1,PASS,V21,V10.2,False
RECLAIM-V2-003285,C00619,0.5321014161145792,0.2873106473118119,0.2447907688027672,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003286,C00695,0.5124557557913939,0.3957577538643868,0.116698001927007,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003287,C00551,0.6426438125150382,0.5821585717918322,0.060485240723206,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003288,C00988,0.5840006806790652,0.587917841697796,-0.0039171610187308,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003289,C00458,0.5255035185809883,0.3619654227552232,0.163538095825765,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003290,C00680,0.5302043416682369,0.3681575710938633,0.1620467705743736,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003291,C00599,0.6465748037691174,0.4812409636951217,0.1653338400739956,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003292,C00795,0.5430225599643796,0.525369152162559,0.0176534078018206,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003293,C00347,0.3252604478952045,0.49965310559406,-0.1743926576988555,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003294,C00747,0.5298464228483671,0.5548903417272871,-0.0250439188789199,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003295,C00182,0.7600706029752996,0.6990013576670936,0.061069245308206,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003296,C00206,0.3959729947635153,0.3731575488778448,0.0228154458856704,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003297,C00240,0.4853816023564264,0.4900405763240334,-0.004658973967607,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003298,C00554,0.6794838514457765,0.4564327084104228,0.2230511430353536,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003299,C00416,0.52150987182366,0.4904774205357864,0.0310324512878735,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003300,C00174,0.5963933617761193,0.4183962214185924,0.1779971403575269,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003301,C00669,0.5980377610731881,0.3919473044770412,0.2060904565961468,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003302,C00049,0.4140519001032907,0.4539952852884942,-0.0399433851852034,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003303,C00735,0.315641794755992,0.427821788813516,-0.112179994057524,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003304,C00816,0.5609707121774246,0.5845551147207474,-0.0235844025433228,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003305,C00449,0.6559244135500453,0.4820267134612705,0.1738977000887747,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003306,C00736,0.4619324205251758,0.5516945035842866,-0.0897620830591107,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003307,C00072,0.617148988634387,0.6996580801235219,-0.0825090914891348,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003308,C00991,0.5280495370839212,0.4102105054091859,0.1178390316747353,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003309,C00999,0.5857244605732688,0.4350019146725325,0.1507225459007362,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003310,C00517,0.3057072084635691,0.3155516936577975,-0.0098444851942284,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003311,C00275,0.6467552590788143,0.710493685847217,-0.0637384267684026,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003312,C00451,0.3420425709484239,0.5616658762250705,-0.2196233052766465,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003313,C00354,0.5135417538505481,0.6561342936831509,-0.1425925398326027,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003314,C00238,0.4245795487995208,0.6386353961658344,-0.2140558473663136,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003315,C00458,0.510664095873412,0.3594790467760146,0.1511850490973973,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003316,C00886,0.5244840909078073,0.4976172948211924,0.0268667960866149,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003317,C00749,0.3055969798464965,0.3941991209941724,-0.0886021411476759,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003318,C00008,0.5900487674450767,0.4188057291806338,0.1712430382644429,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003319,C00803,0.4733985730753353,0.549600007946237,-0.0762014348709017,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003320,C00945,0.5089075340127648,0.6613627627856192,-0.1524552287728544,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003321,C00429,0.344665138498255,0.35365476730348,-0.008989628805225,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003322,C00884,0.8189080592498235,0.5009004095931621,0.3180076496566614,TOP_RATE,0.05,TARGET,1,False,False,True,1,PASS,V21,V10.2,False
RECLAIM-V2-003323,C00677,0.3372326048658972,0.4664043556577951,-0.1291717507918979,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003324,C00497,0.4803677309384079,0.5444838011220547,-0.0641160701836467,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-003325,C00440,0.5661107473563459,0.4020998100132632,0.1640109373430827,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003326,C00739,0.7772287059728927,0.4769721522189004,0.3002565537539923,TOP_RATE,0.05,TARGET,1,False,False,True,1,PASS,V21,V10.2,False
RECLAIM-V2-003327,C00931,0.3991931522936756,0.3245181583638339,0.0746749939298416,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003328,C00908,0.7577046204720084,0.6653224964193654,0.092382124052643,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003329,C00642,0.4252739107128183,0.3920168858772423,0.0332570248355759,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-003330,C00155,0.8212446266756812,0.553723233658961,0.2675213930167202,TOP_RATE,0.05,TARGET,1,False,False,True,1,PASS,V21,V10.2,False
