transaction_id,amount,failure_reason,treatment,control,treatment_group,recovery_probability,confidence,control_recovery_probability,treatment_recovery_probability,incremental_recovery_probability,observed_recovery_probability,recovered,recovery_flag,recovered_amount,intervention_cost,customer_friction_cost,net_recovered_value,expected_control_recovery,expected_treatment_recovery,expected_incremental_recovery,expected_incremental_net_value,treatment_effect,calibrated_probability,recommended_policy,policy_threshold,expected_recovery,expected_intervention_cost,expected_friction_cost,expected_net_recovery,recovery_status
T0022824,2879.41,NETWORK_ERROR,1,0,RECLAIM,0.6949871513126583,0.0825836629053711,0.6949871513126583,0.7193788658474569,0.024391714534798603,0.7193788658474569,0,0,0.0,1.5,0.25,-1.75,1700.980010357004,1760.6786950933517,59.698684736347786,57.948684736347786,0.024391714534798655,0.6949871513126583,INTERVENE,0.475,2001.1529533611813,1.5,0.25,1999.4029533611813,NOT_RECOVERED
T0028677,2525.76,PAYMENT_TIMEOUT,1,0,RECLAIM,0.7385454057434572,0.2304452108263324,0.7385454057434572,0.7680663510296212,0.029520945286164002,0.7680663510296212,0,0,0.0,1.5,0.25,-1.75,1585.5801774090053,1648.9585767600897,63.378399351084454,61.628399351084454,0.029520945286163953,0.7385454057434572,INTERVENE,0.475,1865.3884440105944,1.5,0.25,1863.6384440105944,NOT_RECOVERED
T0000153,3532.84,LIMIT_EXCEEDED,1,0,RECLAIM,0.6287342514862939,0.1216104957285209,0.6287342514862939,0.657201024992057,0.0284667735057631,0.657201024992057,1,1,3074.9142299880987,1.5,0.25,3073.1642299880987,1888.034886067713,1973.518158762998,85.483272695285,83.733272695285,0.028466773505763154,0.6287342514862939,INTERVENE,0.475,2221.217513020839,1.5,0.25,2219.467513020839,RECOVERED
T0006332,2823.82,INSUFFICIENT_FUNDS,1,0,RECLAIM,0.6998677246852617,0.0984985509261484,0.6998677246852617,0.7248047891129542,0.0249370644276925,0.7248047891129542,1,1,2367.901196413008,1.5,0.25,2366.151196413008,1679.8554065726255,1739.7105206540011,59.85511408137563,58.10511408137563,0.02493706442769252,0.6998677246852617,INTERVENE,0.475,1976.300478320736,1.5,0.25,1974.550478320736,RECOVERED
T0032309,3379.59,BANK_DECLINE,0,1,CONTROL,0.638990376433944,0.0912002717324517,0.638990376433944,0.6657297254867163,0.02673934905277231,0.638990376433944,0,0,0.0,0.0,0.0,0.0,1835.5966633485336,1912.4094945140037,76.81283116547002,75.06283116547002,0.026739349052772293,0.638990376433944,INTERVENE,0.475,2159.525486292393,1.5,0.25,2157.775486292393,NOT_RECOVERED
T0025752,3027.33,INSUFFICIENT_FUNDS,1,0,RECLAIM,0.6728312341506902,0.0120384873477468,0.6728312341506902,0.6948238728860647,0.021992638735374492,0.6948238728860647,1,1,2622.635638634478,1.5,0.25,2620.885638634478,1731.3498530691975,1787.9419818385445,56.59212876934703,54.84212876934703,0.021992638735374447,0.6728312341506902,INTERVENE,0.475,2036.882180081409,1.5,0.25,2035.132180081409,RECOVERED
T0036346,2934.57,NETWORK_ERROR,0,1,CONTROL,0.6817915110841443,0.0402498822373518,0.6817915110841443,0.70474005289688,0.022948541812735757,0.6817915110841443,0,0,0.0,0.0,0.0,0.0,1700.6501774798678,1757.8926644751577,57.24248699528994,55.49248699528994,0.022948541812735784,0.6817915110841443,INTERVENE,0.475,2000.7649146821973,1.5,0.25,1999.0149146821973,NOT_RECOVERED
T0015341,3284.72,BANK_DECLINE,0,1,CONTROL,0.6441903435838698,0.0756397900398725,0.6441903435838698,0.6700474721102286,0.025857128526358797,0.6441903435838698,0,0,0.0,0.0,0.0,0.0,1798.5871695702874,1870.7805827014236,72.19341313113614,70.44341313113614,0.025857128526358818,0.6441903435838698,INTERVENE,0.475,2115.984905376809,1.5,0.25,2114.234905376809,NOT_RECOVERED
T0029503,4813.1,BANK_DECLINE,1,0,RECLAIM,0.5416220618530418,0.3692703072206573,0.5416220618530418,0.5842824535131149,0.04266039166007307,0.5842824535131149,0,0,0.0,1.5,0.25,-1.75,2215.8489740191444,2390.3783954533774,174.52942143423297,172.77942143423297,0.04266039166007312,0.5416220618530418,INTERVENE,0.475,2606.881145904876,1.5,0.25,2605.131145904876,NOT_RECOVERED
T0004616,3696.79,LIMIT_EXCEEDED,0,1,CONTROL,0.607545598002709,0.183391030457114,0.607545598002709,0.6395340984431843,0.0319885004404753,0.607545598002709,1,1,2692.712004659997,0.0,0.0,2692.712004659997,1909.0732175543694,2009.5897708162124,100.516553261843,98.766553261843,0.03198850044047531,0.607545598002709,INTERVENE,0.475,2245.9684912404346,1.5,0.25,2244.2184912404346,RECOVERED
T0039921,2792.35,INSUFFICIENT_FUNDS,1,0,RECLAIM,0.6936549741894585,0.0782645869286211,0.6936549741894585,0.7178989565046154,0.024243982315156898,0.7178989565046154,1,1,2093.756497486347,1.5,0.25,2092.006497486347,1646.3883471012443,1703.9313785163135,57.54303141506921,55.79303141506921,0.024243982315156905,0.6936549741894585,INTERVENE,0.475,1936.9274671779344,1.5,0.25,1935.1774671779344,RECOVERED
T0018720,3034.85,BANK_DECLINE,0,1,CONTROL,0.6663984067437478,0.0079703007653566,0.6663984067437478,0.6884331260421577,0.022034719298409833,0.6663984067437478,1,1,2782.7575767322774,0.0,0.0,2782.7575767322774,1719.0563240003237,1775.8975816836858,56.84125768336207,55.09125768336207,0.02203471929840987,0.6663984067437478,INTERVENE,0.475,2022.4192047062631,1.5,0.25,2020.6692047062631,RECOVERED
T0019010,2455.74,NETWORK_ERROR,1,0,RECLAIM,0.7369930019963179,0.2249237289240315,0.7369930019963179,0.7663198147280282,0.02932681273171034,0.7663198147280282,1,1,2005.6741075059695,1.5,0.25,2003.9241075059695,1538.383715514072,1599.5998885471768,61.216173033104724,59.466173033104724,0.029326812731710294,0.7369930019963179,INTERVENE,0.475,1809.8631947224376,1.5,0.25,1808.1131947224376,RECOVERED
T0024595,2549.18,INSUFFICIENT_FUNDS,0,1,CONTROL,0.7189939440724954,0.1623605778729129,0.7189939440724954,0.7461353820342391,0.02714143796174373,0.7189939440724954,0,0,0.0,0.0,0.0,0.0,1557.9182349981152,1616.7283841979354,58.810149199820216,57.060149199820216,0.027141437961743745,0.7189939440724954,INTERVENE,0.475,1832.844982350724,1.5,0.25,1831.094982350724,NOT_RECOVERED
T0011198,2470.25,INSUFFICIENT_FUNDS,1,0,RECLAIM,0.7288944159304951,0.1964518876864669,0.7288944159304951,0.7572234463188188,0.028329030388323684,0.7572234463188188,1,1,2146.1574566667623,1.5,0.25,2144.4074566667623,1530.4687163094598,1589.9515355287028,59.48281921924308,57.73281921924308,0.028329030388323677,0.7288944159304951,INTERVENE,0.475,1800.5514309523055,1.5,0.25,1798.8014309523055,RECOVERED
T0023604,2765.46,INSUFFICIENT_FUNDS,1,0,RECLAIM,0.6887496091736772,0.0624501702940534,0.6887496091736772,0.7124536305158309,0.02370402134215366,0.7124536305158309,1,1,2562.6463149385695,1.5,0.25,2560.8963149385695,1619.003070057622,1674.7227144893632,55.719644431741244,53.969644431741244,0.023704021342153703,0.6887496091736772,INTERVENE,0.475,1904.7094941854373,1.5,0.25,1902.9594941854373,RECOVERED
T0020058,2542.15,NETWORK_ERROR,1,0,RECLAIM,0.7165052122179911,0.1539072655981805,0.7165052122179911,0.7433533567422795,0.02684814452428841,0.7433533567422795,1,1,1975.826877530886,1.5,0.25,1974.076877530886,1548.244166453971,1606.258375466028,58.01420901205688,56.26420901205688,0.02684814452428843,0.7165052122179911,INTERVENE,0.475,1821.4637252399664,1.5,0.25,1819.7137252399664,RECOVERED
T0042583,3936.84,LIMIT_EXCEEDED,0,1,CONTROL,0.5812786131212323,0.2583823066280832,0.5812786131212323,0.6175610654602529,0.03628245233902061,0.5812786131212323,0,0,0.0,0.0,0.0,0.0,1945.1407609881633,2066.5532392045607,121.4124782163974,119.6624782163974,0.03628245233902062,0.5812786131212323,INTERVENE,0.475,2288.4008952801923,1.5,0.25,2286.6508952801923,NOT_RECOVERED
T0032496,2420.0,NETWORK_ERROR,0,1,CONTROL,0.731265380865455,0.2047308491740551,0.731265380865455,0.7598839807479966,0.028618599882541562,0.731265380865455,1,1,2367.368528087786,0.0,0.0,2367.368528087786,1504.212888440241,1563.081348398629,58.86845995838803,57.11845995838803,0.028618599882541562,0.731265380865455,INTERVENE,0.475,1769.662221694401,1.5,0.25,1767.912221694401,RECOVERED
T0043325,2691.95,INSUFFICIENT_FUNDS,1,0,RECLAIM,0.6945236751614376,0.0810798224845654,0.6945236751614376,0.7188639385425928,0.024340263381155136,0.7188639385425928,1,1,2366.8118607620977,1.5,0.25,2365.0618607620977,1589.179556248207,1644.8739124557726,55.694356207565534,53.944356207565534,0.02434026338115513,0.6945236751614376,INTERVENE,0.475,1869.623007350832,1.5,0.25,1867.873007350832,RECOVERED
T0020767,2221.85,PAYMENT_TIMEOUT,1,0,RECLAIM,0.758451067794361,0.3032358068404179,0.758451067794361,0.7905508917293772,0.0320998239350162,0.7905508917293772,1,1,2001.1854068391322,1.5,0.25,1999.4354068391322,1432.3898292320657,1493.012673970579,60.62284473851332,58.87284473851332,0.032099823935016175,0.758451067794361,INTERVENE,0.475,1685.1645049789008,1.5,0.25,1683.4145049789008,RECOVERED
T0021620,2242.72,PAYMENT_TIMEOUT,1,0,RECLAIM,0.7538302473239571,0.2859916695682662,0.7538302473239571,0.7853158137981906,0.031485566474233506,0.7853158137981906,1,1,1605.2779675051966,1.5,0.25,1603.5279675051966,1437.035646436627,1497.0569596332562,60.02131319662908,58.27131319662908,0.03148556647423348,0.7538302473239571,INTERVENE,0.475,1690.6301722783849,1.5,0.25,1688.8801722783849,RECOVERED
T0044611,3200.52,BANK_DECLINE,0,1,CONTROL,0.6353772989416883,0.1019545883424042,0.6353772989416883,0.6627270499541373,0.027349751012449075,0.6353772989416883,1,1,3148.2105964840293,0.0,0.0,3148.2105964840293,1728.5070898875242,1802.9105012313332,74.40341134380901,72.65341134380901,0.027349751012449096,0.6353772989416883,INTERVENE,0.475,2033.537752808852,1.5,0.25,2031.787752808852,RECOVERED
T0036983,3213.93,BANK_DECLINE,1,0,RECLAIM,0.6337092170659829,0.1069042433591929,0.6337092170659829,0.6613400854198372,0.02763086835385431,0.6613400854198372,1,1,2628.176538598839,1.5,0.25,2626.426538598839,1731.1925044041432,1806.6756296233707,75.48312521922753,73.73312521922753,0.027630868353854275,0.6337092170659829,INTERVENE,0.475,2036.6970640048744,1.5,0.25,2034.9470640048744,RECOVERED
T0010564,2648.1,INSUFFICIENT_FUNDS,1,0,RECLAIM,0.6952772935911719,0.08352573969915,0.6952772935911719,0.7197012466019426,0.024423953010770716,0.7197012466019426,1,1,2587.6441952053056,1.5,0.25,2585.8941952053056,1564.9892309849647,1619.9647404576133,54.97550947264858,53.22550947264858,0.024423953010770737,0.6952772935911719,INTERVENE,0.475,1841.163801158782,1.5,0.25,1839.413801158782,RECOVERED
T0016149,3282.18,BANK_DECLINE,0,1,CONTROL,0.6265747847533485,0.1279687062446071,0.6265747847533485,0.6554032590679886,0.028828474314640085,0.6265747847533485,1,1,2867.618535655425,0.0,0.0,2867.618535655425,1748.0515429684833,1828.4787485206048,80.42720555212145,78.67720555212145,0.02882847431464012,0.6265747847533485,INTERVENE,0.475,2056.531227021745,1.5,0.25,2054.781227021745,RECOVERED
T0041024,3138.11,LIMIT_EXCEEDED,0,1,CONTROL,0.6364197961196835,0.0988563196618552,0.6364197961196835,0.663593637640278,0.027173841520594544,0.6364197961196835,1,1,2201.0252896514703,0.0,0.0,2201.0252896514703,1697.582027440969,1770.065355683033,72.48332824206409,70.73332824206409,0.02717384152059456,0.6364197961196835,INTERVENE,0.475,1997.15532640114,1.5,0.25,1995.40532640114,RECOVERED
T0045776,4416.1,BANK_DECLINE,1,0,RECLAIM,0.54485072079253,0.3603167091471855,0.54485072079253,0.5869951974764148,0.04214447668388477,0.5869951974764148,1,1,3142.3315969636674,1.5,0.25,3140.5815969636674,2045.1979778781083,2203.3950678392566,158.19708996114832,156.44708996114832,0.04214447668388479,0.54485072079253,INTERVENE,0.475,2406.115268091892,1.5,0.25,2404.365268091892,RECOVERED
T0006383,3318.78,BANK_DECLINE,0,1,CONTROL,0.6190669684577538,0.1499608696382053,0.6190669684577538,0.6491478636954516,0.030080895237697858,0.6190669684577538,1,1,3000.594097164367,0.0,0.0,3000.594097164367,1746.3650125414906,1831.2221050139124,84.85709247242175,83.10709247242175,0.03008089523769786,0.6190669684577538,INTERVENE,0.475,2054.547073578224,1.5,0.25,2052.797073578224,RECOVERED
T0027169,2252.63,NETWORK_ERROR,1,0,RECLAIM,0.7419091522767429,0.2424823568581764,0.7419091522767429,0.7718540380056749,0.029944885728931947,0.7718540380056749,1,1,1957.0858543994684,1.5,0.25,1955.3358543994684,1420.5597916391855,1477.8963273878148,57.33653574862933,55.58653574862933,0.02994488572893193,0.7419091522767429,INTERVENE,0.475,1671.2468136931595,1.5,0.25,1669.4968136931595,RECOVERED
T0019493,3634.57,BANK_DECLINE,0,1,CONTROL,0.5907555160758753,0.2315014581031267,0.5907555160758753,0.6254966386278603,0.034741122551985026,0.5907555160758753,1,1,2573.1292000888247,0.0,0.0,2573.1292000888247,1825.07093465431,1932.399620179013,107.32868552470313,105.57868552470313,0.03474112255198507,0.5907555160758753,INTERVENE,0.475,2147.1422760638943,1.5,0.25,2145.3922760638943,RECOVERED
T0020525,2794.57,INSUFFICIENT_FUNDS,1,0,RECLAIM,0.6663609944385342,0.0080860970036839,0.6663609944385342,0.6884022339983513,0.022041239559817072,0.6884022339983513,1,1,2579.4942711499725,1.5,0.25,2577.7442711499725,1582.8635775938806,1635.219996405057,52.356418811176354,50.606418811176354,0.02204123955981708,0.6663609944385342,INTERVENE,0.475,1862.1924442280947,1.5,0.25,1860.4424442280947,RECOVERED
T0043797,2373.09,NETWORK_ERROR,0,1,CONTROL,0.7200622173153624,0.1660030801003189,0.7200622173153624,0.7473301783138391,0.027267960998476726,0.7200622173153624,1,1,2267.8282733836513,0.0,0.0,2267.8282733836513,1452.4565801955764,1507.4595069265702,55.00292673099375,53.25292673099375,0.02726796099847667,0.7200622173153624,INTERVENE,0.475,1708.772447288913,1.5,0.25,1707.022447288913,RECOVERED
T0030260,2282.33,INSUFFICIENT_FUNDS,0,1,CONTROL,0.7280563715592439,0.1935364926679159,0.7280563715592439,0.7562835407247266,0.028227169165482735,0.7280563715592439,1,1,1937.5275538087117,0.0,0.0,1937.5275538087117,1412.4151637256875,1467.1753214769253,54.760157751237784,53.010157751237784,0.028227169165482683,0.7280563715592439,INTERVENE,0.475,1661.664898500809,1.5,0.25,1659.914898500809,RECOVERED
T0036246,2871.05,BANK_DECLINE,0,1,CONTROL,0.6515381974782337,0.0534765909403369,0.6515381974782337,0.6761408071588106,0.024602609680576926,0.6515381974782337,1,1,2410.898869741309,0.0,0.0,2410.898869741309,1590.0089305894005,1650.0489547343077,60.04002414490719,58.29002414490719,0.024602609680576978,0.6515381974782337,INTERVENE,0.475,1870.598741869883,1.5,0.25,1868.848741869883,RECOVERED
T0044921,2588.01,NETWORK_ERROR,1,0,RECLAIM,0.6803277656662292,0.0356130038628155,0.6803277656662292,0.7031188790417379,0.022791113375508654,0.7031188790417379,1,1,1815.8563381185313,1.5,0.25,1814.1063381185313,1496.5908016985793,1546.726886626487,50.13608492790763,48.38608492790763,0.022791113375508674,0.6803277656662292,INTERVENE,0.475,1760.695060821858,1.5,0.25,1758.945060821858,RECOVERED
T0010403,3334.56,BANK_DECLINE,0,1,CONTROL,0.601477713818573,0.2008556736359248,0.601477713818573,0.6344644991485395,0.03298678532996657,0.601477713818573,0,0,0.0,0.0,0.0,0.0,1704.8139965822313,1798.3109492386407,93.49695265640935,91.74695265640935,0.032986785329966566,0.601477713818573,INTERVENE,0.475,2005.6635253908605,1.5,0.25,2003.9135253908605,NOT_RECOVERED
T0043353,2012.5,PAYMENT_TIMEOUT,1,0,RECLAIM,0.7618804860976224,0.3161795833079441,0.7618804860976224,0.7944427503330631,0.03256226423544073,0.7944427503330631,1,1,1608.419825297961,1.5,0.25,1606.669825297961,1303.2918065307454,1358.993629788496,55.701823257750675,53.951823257750675,0.0325622642354407,0.7618804860976224,INTERVENE,0.475,1533.284478271465,1.5,0.25,1531.534478271465,RECOVERED
T0038880,3097.95,LIMIT_EXCEEDED,1,0,RECLAIM,0.6202403105615831,0.1465351575726207,0.6202403105615831,0.6501259817826956,0.02988567122111252,0.6501259817826956,1,1,2985.2747267715954,1.5,0.25,2983.5247267715954,1633.2524495886178,1711.9491174741465,78.69666788552877,76.94666788552877,0.029885671221112523,0.6202403105615831,INTERVENE,0.475,1921.4734701042564,1.5,0.25,1919.7234701042564,RECOVERED
T0029558,2736.12,BANK_DECLINE,0,1,CONTROL,0.6567823352745428,0.0375260468275422,0.6567823352745428,0.6804836256471731,0.023701290372630357,0.6567823352745428,1,1,2221.505560448802,0.0,0.0,2221.505560448802,1527.4799907126746,1582.6021291348816,55.122138422206945,53.372138422206945,0.0237012903726304,0.6567823352745428,INTERVENE,0.475,1797.035283191382,1.5,0.25,1795.285283191382,RECOVERED
T0004062,2161.46,NETWORK_ERROR,1,0,RECLAIM,0.7350826516501265,0.218157808889575,0.7350826516501265,0.764171860242403,0.029089208592276483,0.764171860242403,1,1,1879.4399902135535,1.5,0.25,1877.6899902135535,1350.52398600033,1403.9678726836128,53.4438866832827,51.6938866832827,0.029089208592276445,0.7350826516501265,INTERVENE,0.475,1588.8517482356826,1.5,0.25,1587.1017482356826,RECOVERED
T0006303,2431.37,INSUFFICIENT_FUNDS,0,1,CONTROL,0.6939241382757524,0.0791364004215715,0.6939241382757524,0.7181979314550717,0.024273793179319325,0.6939241382757524,1,1,1899.1492740722595,0.0,0.0,1899.1492740722595,1434.1083822675885,1484.2741689116299,50.16578664404142,48.41578664404142,0.02427379317931938,0.6939241382757524,INTERVENE,0.475,1687.186332079516,1.5,0.25,1685.436332079516,RECOVERED
T0009029,2316.16,PAYMENT_TIMEOUT,0,1,CONTROL,0.7096181215285943,0.1307445120297574,0.7096181215285943,0.7356649903164325,0.02604686878783824,0.7096181215285943,0,0,0.0,0.0,0.0,0.0,1397.0507421057184,1448.330150375612,51.279408269893565,49.529408269893565,0.026046868787838278,0.7096181215285943,INTERVENE,0.475,1643.589108359669,1.5,0.25,1641.839108359669,NOT_RECOVERED
T0006447,2923.79,BANK_DECLINE,1,0,RECLAIM,0.6330180673910611,0.1089522801558311,0.6330180673910611,0.6607652876393864,0.02774722024832521,0.6607652876393864,0,0,0.0,1.5,0.25,-1.75,1573.1901109687142,1642.1480992950874,68.9579883263732,67.2079883263732,0.027747220248325256,0.6330180673910611,INTERVENE,0.475,1850.8118952573109,1.5,0.25,1849.0618952573109,NOT_RECOVERED
T0000307,2585.76,BANK_DECLINE,0,1,CONTROL,0.6690242247002246,0.0001732954090689,0.6690242247002246,0.6906161751291249,0.021591950428900275,0.6690242247002246,1,1,2195.2511389744686,0.0,0.0,2195.2511389744686,1470.445667371725,1517.9025288516032,47.45686147987817,45.70686147987817,0.02159195042890024,0.6690242247002246,INTERVENE,0.475,1729.936079260853,1.5,0.25,1728.186079260853,RECOVERED
T0016021,2132.52,PAYMENT_TIMEOUT,1,0,RECLAIM,0.7329481674214019,0.2106348741004227,0.7329481674214019,0.7617735508961718,0.028825383474769928,0.7617735508961718,1,1,1835.985368148045,1.5,0.25,1834.235368148045,1328.5726320910646,1380.8227328435385,52.25010075247383,50.50010075247383,0.02882538347476996,0.7329481674214019,INTERVENE,0.475,1563.026625989488,1.5,0.25,1561.276625989488,RECOVERED
T0020509,2852.75,BANK_DECLINE,0,1,CONTROL,0.6372556543294722,0.0963694246213766,0.6372556543294722,0.6642883305359026,0.02703267620643046,0.6372556543294722,1,1,2823.1521083885063,0.0,0.0,2823.1521083885063,1545.2414077051415,1610.7912546958519,65.54984699071042,63.79984699071042,0.02703267620643042,0.6372556543294722,INTERVENE,0.475,1817.9310678884017,1.5,0.25,1816.1810678884017,RECOVERED
T0037561,2283.32,INSUFFICIENT_FUNDS,1,0,RECLAIM,0.7089778912391269,0.1286079583444104,0.7089778912391269,0.7349510231712559,0.025973131932129023,0.7349510231712559,1,1,2258.3723855525263,1.5,0.25,2256.6223855525263,1375.999888830505,1426.4091146932833,50.409225862778385,48.659225862778385,0.025973131932129027,0.7089778912391269,INTERVENE,0.475,1618.8233986241237,1.5,0.25,1617.0733986241237,RECOVERED
T0037832,3137.03,LIMIT_EXCEEDED,0,1,CONTROL,0.6091572442338383,0.1787365274363603,0.6091572442338383,0.6408798844202902,0.03172264018645188,0.6091572442338383,0,0,0.0,0.0,0.0,0.0,1624.3028673970462,1708.8905102495355,84.58764285248935,82.83764285248935,0.03172264018645187,0.6091572442338383,INTERVENE,0.475,1910.944549878878,1.5,0.25,1909.194549878878,NOT_RECOVERED
T0013303,1956.09,PAYMENT_TIMEOUT,1,0,RECLAIM,0.7608331111105073,0.3122129718889435,0.7608331111105073,0.793253535956642,0.03242042484613472,0.793253535956642,1,1,1479.3571984454263,1.5,0.25,1477.6071984454263,1265.0193342653292,1318.9240127770136,53.904678511684324,52.154678511684324,0.03242042484613471,0.7608331111105073,INTERVENE,0.475,1488.2580403121522,1.5,0.25,1486.5080403121522,RECOVERED
T0005856,2777.65,BANK_DECLINE,1,0,RECLAIM,0.6411873965596181,0.0846380074451109,0.6411873965596181,0.6675545480150614,0.026367151455443327,0.6675545480150614,1,1,2439.559464798035,1.5,0.25,2437.809464798035,1513.8450462457497,1576.09795674993,62.25291050418036,60.50291050418036,0.02636715145544336,0.6411873965596181,INTERVENE,0.475,1780.9941720538231,1.5,0.25,1779.2441720538231,RECOVERED
T0010020,2236.15,INSUFFICIENT_FUNDS,1,0,RECLAIM,0.7111225067243886,0.1357758804935436,0.7111225067243886,0.7373431336112445,0.02622062688685589,0.7373431336112445,0,0,0.0,1.5,0.25,-1.75,1351.6501043999804,1401.4883709910666,49.83826659108627,48.08826659108627,0.02622062688685586,0.7111225067243886,INTERVENE,0.475,1590.1765934117416,1.5,0.25,1588.4265934117416,NOT_RECOVERED
T0030948,2821.82,LIMIT_EXCEEDED,0,1,CONTROL,0.6357328741046281,0.1008982560393169,0.6357328741046281,0.6630226450327353,0.02728977092810725,0.6357328741046281,1,1,2292.2749475451023,0.0,0.0,2292.2749475451023,1524.8351779850334,1590.2909761753322,65.45579819029876,63.705798190298765,0.027289770928107283,0.6357328741046281,INTERVENE,0.475,1793.9237388059216,1.5,0.25,1792.1737388059216,RECOVERED
T0034422,2357.39,NETWORK_ERROR,0,1,CONTROL,0.692421006797717,0.074273265886247,0.692421006797717,0.7165285685246781,0.024107561726961046,0.692421006797717,1,1,1721.6769993544665,0.0,0.0,1721.6769993544665,1387.4604036326396,1435.766689831232,48.30628619859249,46.55628619859249,0.024107561726961015,0.692421006797717,INTERVENE,0.475,1632.30635721487,1.5,0.25,1630.55635721487,RECOVERED
T0044879,2116.81,NETWORK_ERROR,0,1,CONTROL,0.7285882918454532,0.1953862863912958,0.7285882918454532,0.7568800845184707,0.028291792673017513,0.7285882918454532,1,1,1996.7633143271466,0.0,0.0,1996.7633143271466,1310.9405347521677,1361.8456319531122,50.90509720094451,49.15509720094451,0.028291792673017457,0.7285882918454532,INTERVENE,0.475,1542.2829820613736,1.5,0.25,1540.5329820613736,RECOVERED
T0041136,3184.36,BANK_DECLINE,0,1,CONTROL,0.5987087011726013,0.208795353763677,0.5987087011726013,0.6321496875509257,0.03344098637832438,0.5987087011726013,1,1,2689.2845747246934,0.0,0.0,2689.2845747246934,1620.5284337160872,1711.043352192216,90.51491847612874,88.76491847612874,0.03344098637832442,0.5987087011726013,INTERVENE,0.475,1906.504039665985,1.5,0.25,1904.754039665985,RECOVERED
T0007597,2249.89,INSUFFICIENT_FUNDS,0,1,CONTROL,0.7001747940276338,0.0995047617613005,0.7001747940276338,0.7251463905159252,0.024971596488291392,0.7001747940276338,1,1,1955.8694342839938,0.0,0.0,1955.8694342839938,1339.018827234608,1386.7746706741937,47.75584343958576,46.00584343958576,0.02497159648829134,0.7001747940276338,INTERVENE,0.475,1575.316267334833,1.5,0.25,1573.566267334833,RECOVERED
T0041259,2486.33,INSUFFICIENT_FUNDS,0,1,CONTROL,0.6671092903752072,0.0057687831062483,0.6671092903752072,0.689020060451856,0.021910770076648878,0.6671092903752072,1,1,2473.011448479184,0.0,0.0,2473.011448479184,1409.8557656478004,1456.1615598677736,46.30579421997322,44.55579421997322,0.02191077007664892,0.6671092903752072,INTERVENE,0.475,1658.6538419385888,1.5,0.25,1656.9038419385888,RECOVERED
T0008774,2931.32,BANK_DECLINE,1,0,RECLAIM,0.608718680835799,0.1800037938327572,0.608718680835799,0.6405136977290202,0.03179501689322117,0.6405136977290202,0,0,0.0,1.5,0.25,-1.75,1516.6968569814555,1595.918020562977,79.22116358152152,77.47116358152152,0.03179501689322112,0.608718680835799,INTERVENE,0.475,1784.3492435075946,1.5,0.25,1782.5992435075946,NOT_RECOVERED
T0026707,2053.36,INSUFFICIENT_FUNDS,0,1,CONTROL,0.7208506597150758,0.1686968914540354,0.7208506597150758,0.7482122467404797,0.027361587025403922,0.7208506597150758,1,1,1699.1427014054038,0.0,0.0,1699.1427014054038,1258.1410240376658,1305.8967341219766,47.75571008431075,46.00571008431075,0.027361587025403943,0.7208506597150758,INTERVENE,0.475,1480.165910632548,1.5,0.25,1478.415910632548,RECOVERED
T0014041,3019.33,BANK_DECLINE,0,1,CONTROL,0.5980494599163607,0.21068293623339,0.5980494599163607,0.6315984609497907,0.03354900103342995,0.5980494599163607,1,1,2448.662470411624,0.0,0.0,2448.662470411624,1534.8523744378756,1620.9535539346016,86.10117949672599,84.35117949672599,0.033549001033429934,0.5980494599163607,INTERVENE,0.475,1805.7086758092653,1.5,0.25,1803.9586758092653,RECOVERED
T0030765,2435.2,BANK_DECLINE,1,0,RECLAIM,0.6607661281063967,0.0253312032791614,0.6607661281063967,0.6837792177702351,0.023013089663838415,0.6837792177702351,1,1,2009.7359504413394,1.5,0.25,2007.9859504413394,1367.7330238899924,1415.3682784469647,47.63525455697231,45.88525455697231,0.023013089663838377,0.6607661281063967,INTERVENE,0.475,1609.097675164697,1.5,0.25,1607.347675164697,RECOVERED
T0013620,1978.42,INSUFFICIENT_FUNDS,1,0,RECLAIM,0.729424053076421,0.1982973124283205,0.729424053076421,0.7578175902780206,0.02839353720159965,0.7578175902780206,1,1,1455.1669342427026,1.5,0.25,1453.4169342427026,1226.6410648243348,1274.3892554141653,47.74819058983053,45.99819058983053,0.02839353720159969,0.729424053076421,INTERVENE,0.475,1443.107135087453,1.5,0.25,1441.357135087453,RECOVERED
T0007071,2026.14,INSUFFICIENT_FUNDS,0,1,CONTROL,0.714609906500628,0.1474996605716458,0.714609906500628,0.7412360444988301,0.026626137998202126,0.714609906500628,1,1,1901.3807689296536,0.0,0.0,1901.3807689296536,1230.714758563605,1276.5707993207307,45.856040757125584,44.106040757125584,0.02662613799820208,0.714609906500628,INTERVENE,0.475,1447.8997159571825,1.5,0.25,1446.1497159571825,RECOVERED
T0010540,3025.42,BANK_DECLINE,1,0,RECLAIM,0.5906670220679071,0.2317533203262072,0.5906670220679071,0.6254225757102096,0.03475555364230254,0.6254225757102096,1,1,2878.1276011288714,1.5,0.25,2876.3776011288714,1518.9634486189843,1608.3410736544051,89.3776250354208,87.6276250354208,0.03475555364230257,0.5906670220679071,INTERVENE,0.475,1787.0158219046875,1.5,0.25,1785.2658219046875,RECOVERED
