transaction_id,customer_id,amount,recovery_probability,expected_recovery,expected_net_recovery_if_action,recovery_flag,recovered_amount,recommended_action,intervention_flag,policy_name,policy_rank,actual_recovery_flag,actual_recovered_amount,actual_net_recovery
T0005856,C00129,2777.65,0.4576809962774445,1271.2776193100437,1269.5276193100437,1,2777.65,INTERVENE,1,RETRY_ALL,176,1,2777.65,2775.9
T0010020,C00218,2236.15,0.5678879402467718,1269.8826175828187,1268.1326175828187,1,2236.15,INTERVENE,1,RETRY_ALL,177,1,2236.15,2234.4
T0030948,C00673,2821.82,0.4495508719803415,1268.5516415715674,1266.8016415715674,0,0.0,INTERVENE,1,RETRY_ALL,178,0,0.0,-1.75
T0034422,C00747,2357.39,0.5371366329431235,1266.24052713379,1264.49052713379,1,2357.39,INTERVENE,1,RETRY_ALL,179,1,2357.39,2355.64
T0044879,C00979,2116.81,0.5976931431956479,1265.2028224479795,1263.4528224479795,1,2116.81,INTERVENE,1,RETRY_ALL,180,1,2116.81,2115.06
T0041136,C00897,3184.36,0.3956023231181614,1259.7402136445485,1257.9902136445485,1,3184.36,INTERVENE,1,RETRY_ALL,181,1,3184.36,3182.61
T0007597,C00166,2249.89,0.5497523808806503,1236.8823842195661,1235.1323842195661,0,0.0,INTERVENE,1,RETRY_ALL,182,0,0.0,-1.75
T0041259,C00899,2486.33,0.4971156084468758,1235.9934507497208,1234.2434507497208,0,0.0,INTERVENE,1,RETRY_ALL,183,0,0.0,-1.75
T0008774,C00190,2931.32,0.4099981030836214,1201.8356395310811,1200.0856395310811,1,2931.32,INTERVENE,1,RETRY_ALL,184,1,2931.32,2929.57
T0026707,C00587,2053.36,0.5843484457270177,1199.8777245180293,1198.1277245180293,0,0.0,INTERVENE,1,RETRY_ALL,185,0,0.0,-1.75
T0014041,C00307,3019.33,0.3946585318833049,1191.604345071219,1189.854345071219,0,0.0,INTERVENE,1,RETRY_ALL,186,0,0.0,-1.75
T0030765,C00669,2435.2,0.4873343983604192,1186.7567268872926,1185.0067268872926,1,2435.2,INTERVENE,1,RETRY_ALL,187,1,2435.2,2433.45
T0013620,C00298,1978.42,0.5991486562141602,1185.367684427219,1183.617684427219,1,1978.42,INTERVENE,1,RETRY_ALL,188,1,1978.42,1976.67
T0007071,C00155,2026.14,0.5737498302858229,1162.4974811353172,1160.7474811353172,1,2026.14,INTERVENE,1,RETRY_ALL,189,1,2026.14,2024.39
T0010540,C00229,3025.42,0.3841233398368964,1162.134434809343,1160.384434809343,1,3025.42,INTERVENE,1,RETRY_ALL,190,1,3025.42,3023.67
T0028430,C00622,3107.28,0.3723579501371539,1157.0204113021757,1155.2704113021757,0,0.0,INTERVENE,1,RETRY_ALL,191,0,0.0,-1.75
T0030295,C00659,2618.72,0.4395699339410505,1151.1105774101077,1149.3605774101077,0,0.0,INTERVENE,1,RETRY_ALL,192,0,0.0,-1.75
T0010295,C00223,1697.93,0.675915146568629,1147.6566048132725,1145.9066048132725,0,0.0,INTERVENE,1,RETRY_ALL,193,0,0.0,-1.75
T0014296,C00315,2042.47,0.5615522398143921,1146.9536032537014,1145.2036032537014,0,0.0,INTERVENE,1,RETRY_ALL,194,0,0.0,-1.75
T0018963,C00417,2822.68,0.4043174405014778,1141.2587529547113,1139.5087529547113,0,0.0,INTERVENE,1,RETRY_ALL,195,0,0.0,-1.75
T0020202,C00445,2268.19,0.500818355262217,1135.9511852222079,1134.2011852222079,1,2268.19,INTERVENE,1,RETRY_ALL,196,1,2268.19,2266.44
T0026495,C00584,1857.06,0.61080829524033,1134.3076527590072,1132.5576527590072,1,1857.06,INTERVENE,1,RETRY_ALL,197,1,1857.06,1855.31
T0038623,C00841,2860.12,0.3926366957087462,1122.9880661304992,1121.2380661304992,0,0.0,INTERVENE,1,RETRY_ALL,198,0,0.0,-1.75
T0039647,C00863,2625.56,0.4263832531201484,1119.4948140621368,1117.7448140621368,1,2625.56,INTERVENE,1,RETRY_ALL,199,1,2625.56,2623.81
T0007247,C00158,2223.9,0.5000847831235314,1112.1385491884216,1110.3885491884216,1,2223.9,INTERVENE,1,RETRY_ALL,200,1,2223.9,2222.15
T0019003,C00418,2211.47,0.5025424308918424,1111.3575096443826,1109.6075096443826,0,0.0,INTERVENE,1,RETRY_ALL,201,0,0.0,-1.75
T0008028,C00174,2138.02,0.5139536124317455,1098.8431024513206,1097.0931024513206,0,0.0,INTERVENE,1,RETRY_ALL,202,0,0.0,-1.75
T0007152,C00156,2501.85,0.4312329865472477,1078.8802473932315,1077.1302473932315,1,2501.85,INTERVENE,1,RETRY_ALL,203,1,2501.85,2500.1
T0031087,C00676,2035.08,0.523702647433724,1065.7767837394229,1064.0267837394229,0,0.0,INTERVENE,1,RETRY_ALL,204,0,0.0,-1.75
T0012678,C00278,2000.63,0.5227910707415013,1045.9114998575699,1044.1614998575699,1,2000.63,INTERVENE,1,RETRY_ALL,205,1,2000.63,1998.88
T0022600,C00497,2531.67,0.4124529709905423,1044.1948130676262,1042.4448130676262,0,0.0,INTERVENE,1,RETRY_ALL,206,0,0.0,-1.75
T0037693,C00819,1874.26,0.5565756011388489,1043.1673861904987,1041.4173861904987,0,0.0,INTERVENE,1,RETRY_ALL,207,0,0.0,-1.75
T0028023,C00614,2019.19,0.5145292684628252,1038.932353587452,1037.182353587452,1,2019.19,INTERVENE,1,RETRY_ALL,208,1,2019.19,2017.44
T0019795,C00435,2261.81,0.4587200702927284,1037.5376421887959,1035.7876421887959,0,0.0,INTERVENE,1,RETRY_ALL,209,0,0.0,-1.75
T0001406,C00032,1775.79,0.5819483834377346,1033.4181198248946,1031.6681198248946,1,1775.79,INTERVENE,1,RETRY_ALL,210,1,1775.79,1774.04
T0023526,C00517,1889.73,0.5461423769369994,1032.061633969156,1030.311633969156,0,0.0,INTERVENE,1,RETRY_ALL,211,0,0.0,-1.75
T0009042,C00196,2534.22,0.4067507730943365,1030.7959441911294,1029.0459441911294,0,0.0,INTERVENE,1,RETRY_ALL,212,0,0.0,-1.75
T0032545,C00708,2317.59,0.4445805483332788,1030.3554330117238,1028.6054330117238,0,0.0,INTERVENE,1,RETRY_ALL,213,0,0.0,-1.75
T0017280,C00378,1892.78,0.5418480360492955,1025.5991256733855,1023.8491256733855,1,1892.78,INTERVENE,1,RETRY_ALL,214,1,1892.78,1891.03
T0027780,C00608,1916.91,0.5336439058280504,1022.9473395208482,1021.1973395208482,1,1916.91,INTERVENE,1,RETRY_ALL,215,1,1916.91,1915.16
T0004263,C00094,2094.96,0.4875758865408905,1021.451979267704,1019.701979267704,1,2094.96,INTERVENE,1,RETRY_ALL,216,1,2094.96,2093.21
T0008505,C00185,1958.08,0.5199650732238434,1018.1332105781433,1016.3832105781433,1,1958.08,INTERVENE,1,RETRY_ALL,217,1,1958.08,1956.33
T0009240,C00201,1893.97,0.5355363727272787,1014.2898238542841,1012.5398238542841,1,1893.97,INTERVENE,1,RETRY_ALL,218,1,1893.97,1892.22
T0011407,C00249,2414.38,0.4199565921879835,1013.9347970468236,1012.1847970468236,0,0.0,INTERVENE,1,RETRY_ALL,219,0,0.0,-1.75
T0016479,C00360,1580.83,0.6369759272105047,1006.9506550121821,1005.2006550121821,1,1580.83,INTERVENE,1,RETRY_ALL,220,1,1580.83,1579.08
T0044094,C00961,2674.62,0.3755057848545375,1004.335282287643,1002.585282287643,0,0.0,INTERVENE,1,RETRY_ALL,221,0,0.0,-1.75
T0017693,C00388,1697.98,0.5875631018194497,997.6703956273892,995.9203956273892,1,1697.98,INTERVENE,1,RETRY_ALL,222,1,1697.98,1696.23
T0037966,C00826,2641.52,0.3764582170966278,994.4219096250843,992.6719096250843,0,0.0,INTERVENE,1,RETRY_ALL,223,0,0.0,-1.75
T0045458,C00991,1863.01,0.5330984039579014,993.1676575576099,991.4176575576099,1,1863.01,INTERVENE,1,RETRY_ALL,224,1,1863.01,1861.26
T0045601,C00994,2366.89,0.4180548723324556,989.4898967749657,987.7398967749657,1,2366.89,INTERVENE,1,RETRY_ALL,225,1,2366.89,2365.14
T0034486,C00749,1712.88,0.5742882288162094,983.6868213747089,981.9368213747089,1,1712.88,INTERVENE,1,RETRY_ALL,226,1,1712.88,1711.13
T0033004,C00718,2007.06,0.4892490237490782,981.9521456058249,980.2021456058249,1,2007.06,INTERVENE,1,RETRY_ALL,227,1,2007.06,2005.31
T0019048,C00418,1620.69,0.5988755798699305,970.5916635393976,968.8416635393976,1,1620.69,INTERVENE,1,RETRY_ALL,228,1,1620.69,1618.94
T0033768,C00733,1844.95,0.5249709777981436,968.545205488685,966.795205488685,1,1844.95,INTERVENE,1,RETRY_ALL,229,1,1844.95,1843.2
T0017990,C00395,2350.94,0.411469855426661,967.3409419167543,965.5909419167543,1,2350.94,INTERVENE,1,RETRY_ALL,230,1,2350.94,2349.19
T0027139,C00594,3160.42,0.3056151550860932,965.8722484371907,964.1222484371907,0,0.0,INTERVENE,1,RETRY_ALL,231,0,0.0,-1.75
T0004376,C00096,2866.24,0.3356347670024368,962.0097945730643,960.2597945730643,0,0.0,INTERVENE,1,RETRY_ALL,232,0,0.0,-1.75
T0003869,C00086,1444.36,0.6584454377500342,951.0322524686393,949.2822524686393,1,1444.36,INTERVENE,1,RETRY_ALL,233,1,1444.36,1442.61
T0014501,C00320,1483.74,0.6406104273509348,950.499315477676,948.749315477676,1,1483.74,INTERVENE,1,RETRY_ALL,234,1,1483.74,1481.99
T0019722,C00434,2024.57,0.4694022770671688,950.3377680818779,948.5877680818779,1,2024.57,INTERVENE,1,RETRY_ALL,235,1,2024.57,2022.82
T0026121,C00574,2162.16,0.4382321926569045,947.5281176750526,945.7781176750526,1,2162.16,INTERVENE,1,RETRY_ALL,236,1,2162.16,2160.41
T0002943,C00069,1617.79,0.5849102456791809,946.2619463573221,944.5119463573221,1,1617.79,INTERVENE,1,RETRY_ALL,237,1,1617.79,1616.04
T0001000,C00022,2656.77,0.3555031148749227,944.4900105062484,942.7400105062484,1,2656.77,INTERVENE,1,RETRY_ALL,238,1,2656.77,2655.02
T0016958,C00372,1831.75,0.5149749845653574,943.3054279775935,941.5554279775935,0,0.0,INTERVENE,1,RETRY_ALL,239,0,0.0,-1.75
T0022723,C00500,1914.79,0.4912315165965422,940.605195663893,938.855195663893,1,1914.79,INTERVENE,1,RETRY_ALL,240,1,1914.79,1913.04
T0028584,C00625,1563.76,0.6000205961714636,938.288207469088,936.538207469088,1,1563.76,INTERVENE,1,RETRY_ALL,241,1,1563.76,1562.01
T0009806,C00214,2059.37,0.4551500647830432,937.3223889122556,935.5723889122556,1,2059.37,INTERVENE,1,RETRY_ALL,242,1,2059.37,2057.62
T0003177,C00073,2150.05,0.4328371776203982,930.6215737427373,928.8715737427373,1,2150.05,INTERVENE,1,RETRY_ALL,243,1,2150.05,2148.3
T0000486,C00012,1604.18,0.579569785073949,929.7342578199275,927.9842578199275,1,1604.18,INTERVENE,1,RETRY_ALL,244,1,1604.18,1602.43
T0044966,C00981,2134.77,0.4350231131837372,928.6742913312466,926.9242913312466,1,2134.77,INTERVENE,1,RETRY_ALL,245,1,2134.77,2133.02
T0025016,C00550,1991.77,0.462739310426184,921.6702763275605,919.9202763275605,0,0.0,INTERVENE,1,RETRY_ALL,246,0,0.0,-1.75
T0043089,C00941,1648.54,0.5574247308059954,918.9369657229157,917.1869657229157,0,0.0,INTERVENE,1,RETRY_ALL,247,0,0.0,-1.75
T0006656,C00145,1789.21,0.5130667503313235,917.9841603603074,916.2341603603074,0,0.0,INTERVENE,1,RETRY_ALL,248,0,0.0,-1.75
T0020248,C00446,1373.02,0.6617864521361967,908.6460345120407,906.8960345120407,1,1373.02,INTERVENE,1,RETRY_ALL,249,1,1373.02,1371.27
T0005074,C00113,1988.54,0.4553848668595919,905.5510231449729,903.8010231449729,1,1988.54,INTERVENE,1,RETRY_ALL,250,1,1988.54,1986.79
T0030852,C00671,1695.1,0.5340395975641132,905.2505218309283,903.5005218309283,0,0.0,INTERVENE,1,RETRY_ALL,251,0,0.0,-1.75
T0037557,C00816,1526.22,0.5915041123067784,902.7654062848512,901.0154062848512,1,1526.22,INTERVENE,1,RETRY_ALL,252,1,1526.22,1524.47
T0005549,C00122,2446.22,0.3685961863757491,901.6673630360849,899.9173630360849,1,2446.22,INTERVENE,1,RETRY_ALL,253,1,2446.22,2444.47
T0045689,C00997,2374.4,0.3794003770978752,900.8482553811949,899.0982553811949,1,2374.4,INTERVENE,1,RETRY_ALL,254,1,2374.4,2372.65
T0033444,C00727,2238.62,0.4022431991875388,900.469670565208,898.719670565208,0,0.0,INTERVENE,1,RETRY_ALL,255,0,0.0,-1.75
T0039628,C00863,1642.36,0.5482545908907704,900.4314098953657,898.6814098953657,1,1642.36,INTERVENE,1,RETRY_ALL,256,1,1642.36,1640.61
T0011585,C00254,1638.4,0.548566784762439,898.7718201547801,897.0218201547801,0,0.0,INTERVENE,1,RETRY_ALL,257,0,0.0,-1.75
T0018726,C00413,1699.38,0.5226341813465406,888.1540750966842,886.4040750966842,1,1699.38,INTERVENE,1,RETRY_ALL,258,1,1699.38,1697.63
T0025241,C00554,2056.96,0.4317296978938668,888.0507193797682,886.3007193797682,1,2056.96,INTERVENE,1,RETRY_ALL,259,1,2056.96,2055.21
T0036337,C00790,1637.58,0.5421951193560791,887.887883555128,886.137883555128,0,0.0,INTERVENE,1,RETRY_ALL,260,0,0.0,-1.75
T0023888,C00525,1481.81,0.5964029493511976,883.7558543780981,882.0058543780981,1,1481.81,INTERVENE,1,RETRY_ALL,261,1,1481.81,1480.06
T0022413,C00493,1599.45,0.5490242971340473,878.136912051052,876.386912051052,1,1599.45,INTERVENE,1,RETRY_ALL,262,1,1599.45,1597.7
T0024654,C00542,1878.39,0.4674585079447897,878.0693867384136,876.3193867384136,0,0.0,INTERVENE,1,RETRY_ALL,263,0,0.0,-1.75
T0028036,C00614,2116.02,0.4132939415023412,874.538246097784,872.788246097784,0,0.0,INTERVENE,1,RETRY_ALL,264,0,0.0,-1.75
T0002531,C00058,1617.0,0.5324251250404809,860.9314271904576,859.1814271904576,1,1617.0,INTERVENE,1,RETRY_ALL,265,1,1617.0,1615.25
T0042084,C00919,1459.62,0.5893411697765688,860.2141582292753,858.4641582292753,1,1459.62,INTERVENE,1,RETRY_ALL,266,1,1459.62,1457.87
T0036541,C00795,1539.43,0.55105876958997,848.3164016698876,846.5664016698876,1,1539.43,INTERVENE,1,RETRY_ALL,267,1,1539.43,1537.68
T0015813,C00347,2413.19,0.3511958162865857,847.5022319046258,845.7522319046258,0,0.0,INTERVENE,1,RETRY_ALL,268,0,0.0,-1.75
T0011112,C00241,2129.3,0.3975859210771437,846.5797017495621,844.8297017495621,1,2129.3,INTERVENE,1,RETRY_ALL,269,1,2129.3,2127.55
T0020380,C00449,1378.31,0.6121680194705881,843.7573029165062,842.0073029165062,1,1378.31,INTERVENE,1,RETRY_ALL,270,1,1378.31,1376.56
T0001779,C00041,1350.33,0.6200035319750996,837.2093693319362,835.4593693319362,1,1350.33,INTERVENE,1,RETRY_ALL,271,1,1350.33,1348.58
T0044447,C00969,2152.95,0.3865591867571589,832.2426011288252,830.4926011288252,0,0.0,INTERVENE,1,RETRY_ALL,272,0,0.0,-1.75
T0028736,C00629,1620.58,0.509677219710424,825.9727087183189,824.2227087183189,0,0.0,INTERVENE,1,RETRY_ALL,273,0,0.0,-1.75
T0021796,C00480,1638.01,0.5024779626477297,823.0639275966078,821.3139275966078,1,1638.01,INTERVENE,1,RETRY_ALL,274,1,1638.01,1636.26
T0024586,C00542,1414.13,0.581916555454314,822.9056585646091,821.1556585646091,0,0.0,INTERVENE,1,RETRY_ALL,275,0,0.0,-1.75
T0025056,C00551,1518.16,0.5401635966874907,820.0547659470809,818.3047659470809,1,1518.16,INTERVENE,1,RETRY_ALL,276,1,1518.16,1516.41
T0012549,C00275,1303.25,0.6281778578198304,818.6727932036939,816.9227932036939,1,1303.25,INTERVENE,1,RETRY_ALL,277,1,1303.25,1301.5
T0023681,C00521,1900.6,0.4303904917699983,818.0001686580587,816.2501686580587,0,0.0,INTERVENE,1,RETRY_ALL,278,0,0.0,-1.75
T0007500,C00163,1453.5,0.5626435421297222,817.8023884855512,816.0523884855512,1,1453.5,INTERVENE,1,RETRY_ALL,279,1,1453.5,1451.75
T0041788,C00911,2130.1,0.3814422952797546,812.5102331754052,810.7602331754052,0,0.0,INTERVENE,1,RETRY_ALL,280,0,0.0,-1.75
T0037764,C00820,1501.11,0.5392697190473108,809.5031679591086,807.7531679591086,1,1501.11,INTERVENE,1,RETRY_ALL,281,1,1501.11,1499.36
T0032053,C00696,1662.26,0.480536428526474,798.7764836824166,797.0264836824166,1,1662.26,INTERVENE,1,RETRY_ALL,282,1,1662.26,1660.51
T0041502,C00906,1949.37,0.4094433966103289,798.1566740502768,796.4066740502768,1,1949.37,INTERVENE,1,RETRY_ALL,283,1,1949.37,1947.62
T0022341,C00492,1736.04,0.4589589893055036,796.7711637939265,795.0211637939265,1,1736.04,INTERVENE,1,RETRY_ALL,284,1,1736.04,1734.29
T0042581,C00931,1724.42,0.4605305176789821,794.1480352959903,792.3980352959903,1,1724.42,INTERVENE,1,RETRY_ALL,285,1,1724.42,1722.67
T0035407,C00770,1593.55,0.4963006727657658,790.879937085886,789.129937085886,1,1593.55,INTERVENE,1,RETRY_ALL,286,1,1593.55,1591.8
T0013432,C00294,1806.14,0.4373559425080586,789.926062001505,788.176062001505,0,0.0,INTERVENE,1,RETRY_ALL,287,0,0.0,-1.75
T0015759,C00347,2677.85,0.2932059672373309,785.1615993664865,783.4115993664865,0,0.0,INTERVENE,1,RETRY_ALL,288,0,0.0,-1.75
T0027356,C00599,1340.14,0.5855185521708502,784.6768325062433,782.9268325062433,1,1340.14,INTERVENE,1,RETRY_ALL,289,1,1340.14,1338.39
T0002729,C00064,2156.79,0.36355091288276,784.1029733964078,782.3529733964078,1,2156.79,INTERVENE,1,RETRY_ALL,290,1,2156.79,2155.04
T0024417,C00537,2294.54,0.3401663652613571,780.5253317467942,778.7753317467942,0,0.0,INTERVENE,1,RETRY_ALL,291,0,0.0,-1.75
T0010221,C00222,1680.46,0.4634694156647212,778.8418142479375,777.0918142479375,1,1680.46,INTERVENE,1,RETRY_ALL,292,1,1680.46,1678.71
T0017889,C00393,1445.13,0.5336771764870839,771.2328980567796,769.4828980567796,1,1445.13,INTERVENE,1,RETRY_ALL,293,1,1445.13,1443.38
T0027843,C00610,1270.66,0.6033235371989398,766.619085777205,764.869085777205,1,1270.66,INTERVENE,1,RETRY_ALL,294,1,1270.66,1268.91
T0030090,C00655,1519.27,0.5015324102269495,761.9631448854975,760.2131448854975,1,1519.27,INTERVENE,1,RETRY_ALL,295,1,1519.27,1517.52
T0008515,C00185,1970.38,0.3865310774432121,761.6131043725562,759.8631043725562,0,0.0,INTERVENE,1,RETRY_ALL,296,0,0.0,-1.75
T0045197,C00985,1154.57,0.6588689137333545,760.7102817291191,758.9602817291191,1,1154.57,INTERVENE,1,RETRY_ALL,297,1,1154.57,1152.82
T0011091,C00240,1931.07,0.3931167805627741,759.1360214413562,757.3860214413562,1,1931.07,INTERVENE,1,RETRY_ALL,298,1,1931.07,1929.32
T0004938,C00110,1409.4,0.5376673211132645,757.7883223770351,756.0383223770351,1,1409.4,INTERVENE,1,RETRY_ALL,299,1,1409.4,1407.65
T0018803,C00414,1769.54,0.4274373315176208,756.3674556136907,754.6174556136907,1,1769.54,INTERVENE,1,RETRY_ALL,300,1,1769.54,1767.79
T0005609,C00123,1364.02,0.5543031495983599,756.0805821151549,754.3305821151549,1,1364.02,INTERVENE,1,RETRY_ALL,301,1,1364.02,1362.27
T0007277,C00159,1643.87,0.4575864158690341,752.212581454629,750.462581454629,1,1643.87,INTERVENE,1,RETRY_ALL,302,1,1643.87,1642.12
T0045773,C00999,1550.87,0.4845464415472117,751.4685398023241,749.7185398023241,1,1550.87,INTERVENE,1,RETRY_ALL,303,1,1550.87,1549.12
T0027893,C00611,1701.9,0.4400942824665066,748.9964593297476,747.2464593297476,0,0.0,INTERVENE,1,RETRY_ALL,304,0,0.0,-1.75
T0013964,C00305,1216.47,0.6154973173922286,748.7340216881244,746.9840216881244,1,1216.47,INTERVENE,1,RETRY_ALL,305,1,1216.47,1214.72
T0022061,C00485,1842.33,0.4048269406776884,745.8248176187255,744.0748176187255,0,0.0,INTERVENE,1,RETRY_ALL,306,0,0.0,-1.75
T0044352,C00966,1272.63,0.5794251310021218,737.3938044672303,735.6438044672303,1,1272.63,INTERVENE,1,RETRY_ALL,307,1,1272.63,1270.88
T0008251,C00179,1354.17,0.5425424137223679,734.694660390419,732.944660390419,1,1354.17,INTERVENE,1,RETRY_ALL,308,1,1354.17,1352.42
T0009157,C00199,1427.3,0.5146817678918026,734.6052873119698,732.8552873119698,0,0.0,INTERVENE,1,RETRY_ALL,309,0,0.0,-1.75
T0007755,C00168,1417.61,0.5174439955755802,733.5337825678981,731.7837825678981,1,1417.61,INTERVENE,1,RETRY_ALL,310,1,1417.61,1415.86
T0025270,C00555,1411.02,0.5154518974149729,727.312936290475,725.562936290475,1,1411.02,INTERVENE,1,RETRY_ALL,311,1,1411.02,1409.27
T0005343,C00118,1729.87,0.4159704169986287,719.5747452534177,717.8247452534177,0,0.0,INTERVENE,1,RETRY_ALL,312,0,0.0,-1.75
T0021145,C00466,1308.32,0.5484169116308142,717.5048138248268,715.7548138248268,1,1308.32,INTERVENE,1,RETRY_ALL,313,1,1308.32,1306.57
T0006204,C00136,1155.21,0.6183107057957692,714.2787104423305,712.5287104423305,1,1155.21,INTERVENE,1,RETRY_ALL,314,1,1155.21,1153.46
T0003123,C00072,1156.41,0.6171265539837092,713.6513182923012,711.9013182923012,1,1156.41,INTERVENE,1,RETRY_ALL,315,1,1156.41,1154.66
T0040524,C00884,1266.75,0.5633252155167723,713.5922167558713,711.8422167558713,1,1266.75,INTERVENE,1,RETRY_ALL,316,1,1266.75,1265.0
T0034040,C00739,1492.29,0.4780610862307295,713.4057783712553,711.6557783712553,1,1492.29,INTERVENE,1,RETRY_ALL,317,1,1492.29,1490.54
T0038703,C00842,1318.42,0.5410927030937097,713.3874416128089,711.6374416128089,1,1318.42,INTERVENE,1,RETRY_ALL,318,1,1318.42,1316.67
T0019587,C00431,1216.68,0.5855231756158759,712.3943373083239,710.6443373083239,0,0.0,INTERVENE,1,RETRY_ALL,319,0,0.0,-1.75
T0031676,C00687,1096.94,0.6461816494682109,708.8224985676593,707.0724985676593,1,1096.94,INTERVENE,1,RETRY_ALL,320,1,1096.94,1095.19
T0018040,C00397,1275.45,0.5546110144807865,707.3786184195192,705.6286184195192,0,0.0,INTERVENE,1,RETRY_ALL,321,0,0.0,-1.75
T0038915,C00847,1699.39,0.4110918759407172,698.6054230548955,696.8554230548955,1,1699.39,INTERVENE,1,RETRY_ALL,322,1,1699.39,1697.64
T0004943,C00110,1381.58,0.5043316473617896,696.7745173621013,695.0245173621013,1,1381.58,INTERVENE,1,RETRY_ALL,323,1,1381.58,1379.83
T0013482,C00295,1069.44,0.64954411693185,694.6484604115977,692.8984604115977,1,1069.44,INTERVENE,1,RETRY_ALL,324,1,1069.44,1067.69
T0006027,C00132,1558.3,0.445007122359893,693.4545987734213,691.7045987734213,0,0.0,INTERVENE,1,RETRY_ALL,325,0,0.0,-1.75
T0009778,C00214,1261.28,0.5495183587790343,693.0965155608204,691.3465155608204,1,1261.28,INTERVENE,1,RETRY_ALL,326,1,1261.28,1259.53
T0042807,C00935,1080.42,0.6392660474904288,690.6758230296091,688.9258230296091,1,1080.42,INTERVENE,1,RETRY_ALL,327,1,1080.42,1078.67
T0045755,C00999,1041.16,0.6616567251912197,688.8905160000903,687.1405160000903,1,1041.16,INTERVENE,1,RETRY_ALL,328,1,1041.16,1039.41
T0023062,C00506,1156.07,0.5957125481440105,688.6854055328462,686.9354055328462,1,1156.07,INTERVENE,1,RETRY_ALL,329,1,1156.07,1154.32
T0011105,C00241,1332.24,0.5146192290441967,685.5963217018406,683.8463217018406,1,1332.24,INTERVENE,1,RETRY_ALL,330,1,1332.24,1330.49
T0023790,C00523,999.41,0.680785164234242,680.3835009873437,678.6335009873437,1,999.41,INTERVENE,1,RETRY_ALL,331,1,999.41,997.66
T0005712,C00126,1056.42,0.6404127521468485,676.5448396229737,674.7948396229737,1,1056.42,INTERVENE,1,RETRY_ALL,332,1,1056.42,1054.67
T0035884,C00779,1130.98,0.5979146947458716,676.2295614636859,674.4795614636859,1,1130.98,INTERVENE,1,RETRY_ALL,333,1,1130.98,1129.23
T0008039,C00174,1126.75,0.5957542324760734,671.2660814424157,669.5160814424157,1,1126.75,INTERVENE,1,RETRY_ALL,334,1,1126.75,1125.0
T0014749,C00325,1494.04,0.4452337709629341,665.197063169462,663.447063169462,1,1494.04,INTERVENE,1,RETRY_ALL,335,1,1494.04,1492.29
T0028245,C00619,1069.29,0.6205922551334779,663.5930924916765,661.8430924916765,1,1069.29,INTERVENE,1,RETRY_ALL,336,1,1069.29,1067.54
T0008724,C00189,1121.91,0.5903076658435694,662.272073386559,660.522073386559,1,1121.91,INTERVENE,1,RETRY_ALL,337,1,1121.91,1120.16
T0022596,C00497,1042.99,0.6338422755362394,661.0911549615423,659.3411549615423,1,1042.99,INTERVENE,1,RETRY_ALL,338,1,1042.99,1041.24
T0012101,C00266,1542.26,0.4283280146839702,660.5931639264999,658.8431639264999,0,0.0,INTERVENE,1,RETRY_ALL,339,0,0.0,-1.75
T0015765,C00347,1432.74,0.4609891464737249,660.4775897187646,658.7275897187646,1,1432.74,INTERVENE,1,RETRY_ALL,340,1,1432.74,1430.99
T0031689,C00687,1222.29,0.5390026210364623,658.8175136666575,657.0675136666575,1,1222.29,INTERVENE,1,RETRY_ALL,341,1,1222.29,1220.54
T0019297,C00425,1224.52,0.5351837157466375,655.3431636060725,653.5931636060725,1,1224.52,INTERVENE,1,RETRY_ALL,342,1,1224.52,1222.77
T0017328,C00380,1149.3,0.5697918123751486,654.8617299627583,653.1117299627583,1,1149.3,INTERVENE,1,RETRY_ALL,343,1,1149.3,1147.55
T0023298,C00512,1053.26,0.6208633631984984,653.9305459224505,652.1805459224505,0,0.0,INTERVENE,1,RETRY_ALL,344,0,0.0,-1.75
T0027976,C00613,1094.02,0.5934938258402683,649.2941153457704,647.5441153457704,1,1094.02,INTERVENE,1,RETRY_ALL,345,1,1094.02,1092.27
T0015778,C00347,1788.51,0.3626860916023407,648.6677016917024,646.9177016917024,0,0.0,INTERVENE,1,RETRY_ALL,346,0,0.0,-1.75
T0026255,C00577,1162.47,0.5537337884304391,643.6989170367325,641.9489170367325,1,1162.47,INTERVENE,1,RETRY_ALL,347,1,1162.47,1160.72
T0002418,C00056,1210.33,0.529599633300161,640.9903241721838,639.2403241721838,1,1210.33,INTERVENE,1,RETRY_ALL,348,1,1210.33,1208.58
T0010150,C00221,1710.16,0.3730233213914702,637.9295633108367,636.1795633108367,0,0.0,INTERVENE,1,RETRY_ALL,349,0,0.0,-1.75
T0024454,C00538,1283.41,0.4959893645793879,636.5577103948323,634.8077103948323,0,0.0,INTERVENE,1,RETRY_ALL,350,0,0.0,-1.75
T0031150,C00677,1307.58,0.4860425478214525,635.5395146803749,633.7895146803749,1,1307.58,INTERVENE,1,RETRY_ALL,351,1,1307.58,1305.83
T0017469,C00384,1455.3,0.4338047390407227,631.3160367259637,629.5660367259637,1,1455.3,INTERVENE,1,RETRY_ALL,352,1,1455.3,1453.55
T0007945,C00173,1623.52,0.3878557712755597,629.6916017812966,627.9416017812966,0,0.0,INTERVENE,1,RETRY_ALL,353,0,0.0,-1.75
T0038114,C00828,1357.13,0.4610332502593173,625.6820549244273,623.9320549244273,1,1357.13,INTERVENE,1,RETRY_ALL,354,1,1357.13,1355.38
