transaction_id,customer_id,predicted_treatment_probability,predicted_control_probability,predicted_probability_uplift,selected_policy_type,selected_policy_parameter,selected_policy,intervention_selected,oracle_control_value,oracle_treatment_value,oracle_incremental_value,production_rank,production_policy_type,production_target_rate,production_capacity,production_intervention_selected,production_decision,production_priority,expected_incremental_recovery_value,economic_opportunity_score,economic_value_band,economic_priority,economic_decision_reason,economic_operator_action,uplift_segment,treatment_control_probability_gap
RECLAIM-V2-000394,C00598,0.4757500166705176,0.3208558551488678,0.1548941615216498,TOP_RATE,0.05,RETRY_ALL,0,501.064593479917,426.4893,-74.57529347991698,1990,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,232.34124228247472,15.489416152164981,VERY_HIGH,HIGH_POTENTIAL_RETRY_ALL,Economic potential is notable but transaction is outside validated targeting capacity,Continue standard retry process,P80_P90,0.1548941615216498
RECLAIM-V2-000395,C00266,0.605936227980751,0.4448605303592967,0.1610756976214542,TOP_RATE,0.05,RETRY_ALL,0,1542.26,1521.4392812922554,-20.820718707744614,1879,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,241.61354643218132,16.10756976214542,VERY_HIGH,HIGH_POTENTIAL_RETRY_ALL,Economic potential is notable but transaction is outside validated targeting capacity,Continue standard retry process,P80_P90,0.1610756976214543
RECLAIM-V2-000396,C00512,0.3025565446023662,0.548133475013397,-0.2455769304110308,TOP_RATE,0.05,RETRY_ALL,0,4270.86,4216.602680242039,-54.25731975796043,9636,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,BOTTOM_10,-0.24557693041103085
RECLAIM-V2-000397,C00325,0.452436440657836,0.5396928177222675,-0.0872563770644314,TOP_RATE,0.05,RETRY_ALL,0,0.0,-44.7755172206951,-44.7755172206951,7643,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,P20_P30,-0.08725637706443151
RECLAIM-V2-000398,C00196,0.6511717347398683,0.4422846342134323,0.208887100526436,TOP_RATE,0.05,RETRY_ALL,0,2316.16,2133.948065003154,-182.21193499684568,1053,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,313.330650789654,20.8887100526436,VERY_HIGH,HIGH_POTENTIAL_RETRY_ALL,Economic potential is notable but transaction is outside validated targeting capacity,Continue standard retry process,P80_P90,0.20888710052643605
RECLAIM-V2-000399,C00101,0.1650850652706181,0.2051383827142884,-0.0400533174436703,TOP_RATE,0.05,RETRY_ALL,0,0.0,-127.97131918262724,-127.97131918262724,6441,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,P30_P40,-0.0400533174436703
RECLAIM-V2-000400,C00819,0.652320572880458,0.3536754839604449,0.298645088920013,TOP_RATE,0.05,TARGET,1,0.0,-47.12312238309725,-47.12312238309725,267,TOP_RATE,0.05,500,1,TARGET,TARGET,447.9676333800195,29.8645088920013,VERY_HIGH,TARGET_VALUE,Predicted uplift places transaction inside validated 5% targeting capacity,Queue for intervention,TOP_10,0.29864508892001307
RECLAIM-V2-000401,C00140,0.6954653283529889,0.4358808546173707,0.2595844737356182,TOP_RATE,0.05,RETRY_ALL,0,0.0,-77.61367362070087,-77.61367362070087,503,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,389.37671060342734,25.95844737356182,VERY_HIGH,HIGH_POTENTIAL_RETRY_ALL,Economic potential is notable but transaction is outside validated targeting capacity,Continue standard retry process,TOP_10,0.2595844737356182
RECLAIM-V2-000402,C00421,0.4951796455844319,0.4199617946366445,0.0752178509477873,TOP_RATE,0.05,RETRY_ALL,0,0.0,-14.468347070223524,-14.468347070223524,3672,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,112.82677642168095,7.521785094778729,HIGH,HIGH_POTENTIAL_RETRY_ALL,Economic potential is notable but transaction is outside validated targeting capacity,Continue standard retry process,P60_P70,0.07521785094778738
RECLAIM-V2-000403,C00625,0.3898433741189449,0.4753817076841061,-0.0855383335651612,TOP_RATE,0.05,RETRY_ALL,0,0.0,-145.3108065208545,-145.3108065208545,7602,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,P20_P30,-0.08553833356516122
RECLAIM-V2-000404,C00450,0.4676797386391715,0.5785090927142095,-0.1108293540750379,TOP_RATE,0.05,RETRY_ALL,0,1138.94,1083.5278632062302,-55.41213679376983,8051,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,P10_P20,-0.11082935407503797
RECLAIM-V2-000405,C00261,0.3847037856340108,0.3699086636396119,0.0147951219943989,TOP_RATE,0.05,RETRY_ALL,0,345.93783205834666,-26.0,-371.93783205834666,5068,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,22.19268299159835,1.4795121994398899,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,P40_P50,0.014795121994398919
RECLAIM-V2-000406,C00595,0.7680933754972452,0.5899528713089158,0.1781405041883293,TOP_RATE,0.05,RETRY_ALL,0,2712.423570948036,2663.8687,-48.55487094803584,1591,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,267.21075628249395,17.81405041883293,VERY_HIGH,HIGH_POTENTIAL_RETRY_ALL,Economic potential is notable but transaction is outside validated targeting capacity,Continue standard retry process,P80_P90,0.17814050418832938
RECLAIM-V2-000407,C00270,0.6640390708339773,0.7947912267597439,-0.1307521559257666,TOP_RATE,0.05,RETRY_ALL,0,477.65,434.8321512230724,-42.817848776927576,8378,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,P10_P20,-0.1307521559257666
RECLAIM-V2-000408,C00270,0.4145986422147998,0.4888557199779634,-0.0742570777631636,TOP_RATE,0.05,RETRY_ALL,0,1014.55,916.4233794527618,-98.1266205472382,7332,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,P20_P30,-0.07425707776316359
RECLAIM-V2-000409,C00241,0.5146176210371668,0.4550017032076606,0.0596159178295061,TOP_RATE,0.05,RETRY_ALL,0,2129.3,1921.5108278195896,-207.78917218041036,3956,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,89.42387674425915,5.96159178295061,MODERATE,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,P60_P70,0.059615917829506204
RECLAIM-V2-000410,C00673,0.584685687741558,0.6603607105545721,-0.075675022813014,TOP_RATE,0.05,RETRY_ALL,0,703.0485032747831,617.4322999999999,-85.61620327478317,7356,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,P20_P30,-0.07567502281301408
RECLAIM-V2-000411,C00886,0.6139160896982184,0.6916659855136076,-0.0777498958153891,TOP_RATE,0.05,RETRY_ALL,0,982.08,902.9049557386656,-79.17504426133439,7395,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,P20_P30,-0.07774989581538916
RECLAIM-V2-000412,C00426,0.3062615952803599,0.5388027375748352,-0.2325411422944753,TOP_RATE,0.05,RETRY_ALL,0,959.03,913.2549400747844,-45.7750599252156,9592,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,BOTTOM_10,-0.2325411422944753
RECLAIM-V2-000413,C00168,0.400572167538656,0.4105400541399203,-0.0099678866012642,TOP_RATE,0.05,RETRY_ALL,0,1553.310694026954,1409.0219499999998,-144.2887440269542,5627,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,P40_P50,-0.009967886601264297
RECLAIM-V2-000414,C00746,0.5857713536693953,0.4750658834185781,0.1107054702508171,TOP_RATE,0.05,RETRY_ALL,0,0.0,-227.50439384629576,-227.50439384629576,2939,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,166.05820537622566,11.07054702508171,HIGH,HIGH_POTENTIAL_RETRY_ALL,Economic potential is notable but transaction is outside validated targeting capacity,Continue standard retry process,P70_P80,0.11070547025081717
RECLAIM-V2-000415,C00022,0.5487554356076817,0.2947590996198972,0.2539963359877845,TOP_RATE,0.05,RETRY_ALL,0,2837.547665071427,2642.48615,-195.06151507142704,539,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,380.9945039816767,25.399633598778447,VERY_HIGH,HIGH_POTENTIAL_RETRY_ALL,Economic potential is notable but transaction is outside validated targeting capacity,Continue standard retry process,TOP_10,0.2539963359877845
RECLAIM-V2-000416,C00492,0.7320034809571355,0.8390615962796577,-0.1070581153225221,TOP_RATE,0.05,RETRY_ALL,0,2608.61,2592.1590242569687,-16.45097574303145,8002,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,P10_P20,-0.10705811532252218
RECLAIM-V2-000417,C00234,0.3557442140674998,0.6070746761150909,-0.2513304620475911,TOP_RATE,0.05,RETRY_ALL,0,650.0736967299426,609.81805,-40.25564672994267,9658,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,BOTTOM_10,-0.25133046204759113
RECLAIM-V2-000418,C00751,0.7243004109195534,0.5626117031480692,0.1616887077714842,TOP_RATE,0.05,RETRY_ALL,0,0.0,-34.25358349043959,-34.25358349043959,1868,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,242.53306165722628,16.16887077714842,VERY_HIGH,HIGH_POTENTIAL_RETRY_ALL,Economic potential is notable but transaction is outside validated targeting capacity,Continue standard retry process,P80_P90,0.16168870777148425
RECLAIM-V2-000419,C00573,0.4222053954940565,0.4263718038418633,-0.0041664083478067,TOP_RATE,0.05,RETRY_ALL,0,3723.21,3717.257490918063,-5.952509081937478,5486,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,P40_P50,-0.004166408347806794
RECLAIM-V2-000420,C00463,0.4224712309035199,0.5431812173231145,-0.1207099864195945,TOP_RATE,0.05,RETRY_ALL,0,653.2517835403073,596.4079499999999,-56.8438335403074,8207,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,P10_P20,-0.12070998641959463
RECLAIM-V2-000421,C00659,0.619479629119076,0.6266883955364282,-0.0072087664173522,TOP_RATE,0.05,RETRY_ALL,0,2615.1162063760366,2604.1264,-10.98980637603654,5561,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,P40_P50,-0.0072087664173522414
RECLAIM-V2-000422,C00595,0.7699850839555983,0.5804526887335182,0.1895323952220801,TOP_RATE,0.05,RETRY_ALL,0,2678.26,2634.5662042131694,-43.69379578683083,1384,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,284.29859283312015,18.95323952220801,VERY_HIGH,HIGH_POTENTIAL_RETRY_ALL,Economic potential is notable but transaction is outside validated targeting capacity,Continue standard retry process,P80_P90,0.1895323952220801
RECLAIM-V2-000423,C00659,0.7616523815883501,0.781886853353912,-0.0202344717655618,TOP_RATE,0.05,RETRY_ALL,0,2295.882205020015,2269.41835,-26.463855020015217,5894,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,P40_P50,-0.020234471765561812
RECLAIM-V2-000424,C00397,0.6551621126610648,0.6985751568968273,-0.0434130442357624,TOP_RATE,0.05,RETRY_ALL,0,1275.45,1259.471033247252,-15.978966752747963,6548,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,P30_P40,-0.04341304423576242
RECLAIM-V2-000425,C00243,0.8039833349432421,0.5832297580631369,0.2207535768801052,TOP_RATE,0.05,RETRY_ALL,0,2470.25,2452.514010256769,-17.73598974323113,881,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,331.1303653201578,22.07535768801052,VERY_HIGH,HIGH_POTENTIAL_RETRY_ALL,Economic potential is notable but transaction is outside validated targeting capacity,Continue standard retry process,TOP_10,0.22075357688010522
RECLAIM-V2-000426,C00999,0.3144838578043204,0.3574427305259958,-0.0429588727216753,TOP_RATE,0.05,RETRY_ALL,0,4742.503710713809,4392.5195,-349.98421071380835,6538,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,P30_P40,-0.04295887272167537
RECLAIM-V2-000427,C00146,0.6585953885827659,0.4173000888184479,0.2412952997643179,TOP_RATE,0.05,RETRY_ALL,0,0.0,-76.90646995878637,-76.90646995878637,657,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,361.94294964647685,24.12952997643179,VERY_HIGH,HIGH_POTENTIAL_RETRY_ALL,Economic potential is notable but transaction is outside validated targeting capacity,Continue standard retry process,TOP_10,0.24129529976431802
RECLAIM-V2-000428,C00214,0.4189179640323552,0.5110068476922155,-0.0920888836598602,TOP_RATE,0.05,RETRY_ALL,0,0.0,-197.7562986801784,-197.7562986801784,7750,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,P20_P30,-0.09208888365986029
RECLAIM-V2-000429,C00882,0.527526989094312,0.4730742799678654,0.0544527091264465,TOP_RATE,0.05,RETRY_ALL,0,1031.94,1005.036026722287,-26.90397327771302,4064,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,81.67906368966975,5.44527091264465,MODERATE,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,P50_P60,0.054452709126446563
RECLAIM-V2-000430,C00680,0.5384741943049478,0.3706227983781847,0.1678513959267631,TOP_RATE,0.05,RETRY_ALL,0,0.0,-107.98103602966364,-107.98103602966364,1753,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,251.77709389014464,16.78513959267631,VERY_HIGH,HIGH_POTENTIAL_RETRY_ALL,Economic potential is notable but transaction is outside validated targeting capacity,Continue standard retry process,P80_P90,0.16785139592676313
RECLAIM-V2-000431,C00145,0.4768461434993912,0.4956035691079417,-0.0187574256085504,TOP_RATE,0.05,RETRY_ALL,0,5738.020326379538,5431.07,-306.95032637953864,5860,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,P40_P50,-0.018757425608550482
RECLAIM-V2-000432,C00846,0.4858100734181578,0.5557041919206177,-0.0698941185024599,TOP_RATE,0.05,RETRY_ALL,0,3097.95,2899.5399052336543,-198.41009476634557,7238,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,P20_P30,-0.06989411850245991
RECLAIM-V2-000433,C00517,0.5681104154915088,0.3608732340953797,0.207237181396129,TOP_RATE,0.05,RETRY_ALL,0,1889.73,1716.8341850265426,-172.8958149734574,1087,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,310.8557720941935,20.723718139612902,VERY_HIGH,HIGH_POTENTIAL_RETRY_ALL,Economic potential is notable but transaction is outside validated targeting capacity,Continue standard retry process,P80_P90,0.20723718139612907
RECLAIM-V2-000434,C00955,0.7806323175266241,0.554283266448295,0.2263490510783291,TOP_RATE,0.05,RETRY_ALL,0,2516.516101215494,2359.724550000001,-156.7915512154932,805,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,339.52357661749363,22.63490510783291,VERY_HIGH,HIGH_POTENTIAL_RETRY_ALL,Economic potential is notable but transaction is outside validated targeting capacity,Continue standard retry process,TOP_10,0.22634905107832914
RECLAIM-V2-000435,C00395,0.5623293648290388,0.6032017387411056,-0.0408723739120667,TOP_RATE,0.05,RETRY_ALL,0,2354.6256591791616,2337.6853,-16.940359179161533,6464,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,P30_P40,-0.04087237391206677
RECLAIM-V2-000436,C00764,0.6149119656447029,0.4462621330344062,0.1686498326102966,TOP_RATE,0.05,RETRY_ALL,0,574.8285128202748,472.82645,-102.00206282027476,1743,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,252.97474891544488,16.86498326102966,VERY_HIGH,HIGH_POTENTIAL_RETRY_ALL,Economic potential is notable but transaction is outside validated targeting capacity,Continue standard retry process,P80_P90,0.16864983261029665
RECLAIM-V2-000437,C00347,0.2758155954550483,0.4287138013219344,-0.152898205866886,TOP_RATE,0.05,RETRY_ALL,0,212.6110995074381,-13.565949999999988,-226.17704950743808,8772,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,P10_P20,-0.15289820586688607
RECLAIM-V2-000438,C00425,0.5457091660111915,0.5489204504106132,-0.0032112843994217,TOP_RATE,0.05,RETRY_ALL,0,1224.52,1203.702812788102,-20.817187211898045,5468,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,P40_P50,-0.0032112843994217544
RECLAIM-V2-000439,C00551,0.433764923377196,0.6837584287562605,-0.2499935053790644,TOP_RATE,0.05,RETRY_ALL,0,732.93,646.092297364717,-86.837702635283,9650,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,BOTTOM_10,-0.24999350537906445
RECLAIM-V2-000440,C00512,0.3005414564266672,0.5560260571718006,-0.2554846007451334,TOP_RATE,0.05,RETRY_ALL,0,0.0,-17.584497023710142,-17.584497023710142,9673,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,BOTTOM_10,-0.25548460074513346
RECLAIM-V2-000441,C00228,0.4737608864959879,0.5338358595850461,-0.0600749730890581,TOP_RATE,0.05,RETRY_ALL,0,3178.445020568053,3027.6208,-150.82422056805308,6991,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,P30_P40,-0.06007497308905818
RECLAIM-V2-000442,C00446,0.8890151156722341,0.8119987471900709,0.0770163684821632,TOP_RATE,0.05,RETRY_ALL,0,1373.02,1354.064346793297,-18.955653206702664,3634,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,115.5245527232448,7.70163684821632,HIGH,HIGH_POTENTIAL_RETRY_ALL,Economic potential is notable but transaction is outside validated targeting capacity,Continue standard retry process,P60_P70,0.0770163684821632
RECLAIM-V2-000443,C00228,0.4630796997701515,0.5051573331087443,-0.0420776333385927,TOP_RATE,0.05,RETRY_ALL,0,1497.167469951365,1377.7416500000002,-119.42581995136516,6507,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,P30_P40,-0.042077633338592824
RECLAIM-V2-000444,C00294,0.4021486540264526,0.5619420406868261,-0.1597933866603734,TOP_RATE,0.05,RETRY_ALL,0,38.038585066305885,-10.530700000000005,-48.56928506630589,8906,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,P10_P20,-0.15979338666037346
RECLAIM-V2-000445,C00897,0.559807930694307,0.641332292638132,-0.0815243619438249,TOP_RATE,0.05,RETRY_ALL,0,4119.6964994276095,3943.64765,-176.04884942760964,7482,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,P20_P30,-0.08152436194382495
RECLAIM-V2-000446,C00718,0.8094938372557207,0.6710079767494707,0.13848586050625,TOP_RATE,0.05,RETRY_ALL,0,1216.4,1161.5568677877502,-54.84313221224989,2379,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,207.72879075937502,13.848586050625,VERY_HIGH,HIGH_POTENTIAL_RETRY_ALL,Economic potential is notable but transaction is outside validated targeting capacity,Continue standard retry process,P70_P80,0.13848586050625
RECLAIM-V2-000447,C00927,0.4605738671479117,0.4348752457784799,0.0256986213694317,TOP_RATE,0.05,RETRY_ALL,0,81.0977586165563,-4.398600000000002,-85.49635861655631,4748,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,38.547932054147545,2.56986213694317,LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,P50_P60,0.025698621369431796
RECLAIM-V2-000448,C00168,0.3956104573878848,0.4096366589096116,-0.0140262015217267,TOP_RATE,0.05,RETRY_ALL,0,0.0,-160.5675668422193,-160.5675668422193,5726,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,P40_P50,-0.014026201521726789
RECLAIM-V2-000449,C00415,0.4401689856287113,0.53591909477294,-0.0957501091442286,TOP_RATE,0.05,RETRY_ALL,0,553.95,507.1575579136722,-46.79244208632787,7801,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,P20_P30,-0.09575010914422866
RECLAIM-V2-000450,C00981,0.3651435236554299,0.4061648649462078,-0.0410213412907778,TOP_RATE,0.05,RETRY_ALL,0,2171.1018823437157,2123.09615,-48.00573234371541,6472,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,P30_P40,-0.04102134129077789
RECLAIM-V2-000451,C00086,0.7174242114492477,0.879508807596737,-0.1620845961474892,TOP_RATE,0.05,RETRY_ALL,0,1444.36,1397.3994711033167,-46.96052889668317,8942,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,P10_P20,-0.16208459614748927
RECLAIM-V2-000452,C00897,0.282354420599214,0.641325895521844,-0.35897147492263,TOP_RATE,0.05,RETRY_ALL,0,171.6491516526813,-17.42179999999999,-189.0709516526813,9955,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,BOTTOM_10,-0.35897147492263004
RECLAIM-V2-000453,C00999,0.5893458799889246,0.4440121699111444,0.1453337100777802,TOP_RATE,0.05,RETRY_ALL,0,1651.6815963131369,1542.11565,-109.56594631313692,2232,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,218.00056511667032,14.53337100777802,VERY_HIGH,HIGH_POTENTIAL_RETRY_ALL,Economic potential is notable but transaction is outside validated targeting capacity,Continue standard retry process,P70_P80,0.14533371007778023
RECLAIM-V2-000454,C00325,0.6981531900479439,0.4353369470117025,0.2628162430362413,TOP_RATE,0.05,TARGET,1,1588.2867456834213,1485.5698,-102.71694568342129,478,TOP_RATE,0.05,500,1,TARGET,TARGET,394.22436455436196,26.281624303624127,VERY_HIGH,TARGET_VALUE,Predicted uplift places transaction inside validated 5% targeting capacity,Queue for intervention,TOP_10,0.26281624303624135
RECLAIM-V2-000455,C00485,0.4629521400616661,0.6461876832040374,-0.1832355431423713,TOP_RATE,0.05,RETRY_ALL,0,4051.6215139342494,3853.54045,-198.0810639342494,9248,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,BOTTOM_10,-0.18323554314237134
RECLAIM-V2-000456,C00630,0.692374730375294,0.6115741860037014,0.0808005443715925,TOP_RATE,0.05,RETRY_ALL,0,289.6517804984626,255.3717,-34.28008049846258,3548,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,121.20081655738875,8.08005443715925,HIGH,HIGH_POTENTIAL_RETRY_ALL,Economic potential is notable but transaction is outside validated targeting capacity,Continue standard retry process,P60_P70,0.08080054437159256
RECLAIM-V2-000457,C00700,0.4731182387049049,0.4850448267094726,-0.0119265880045677,TOP_RATE,0.05,RETRY_ALL,0,4218.3350935517865,4154.12,-64.2150935517866,5681,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,P40_P50,-0.011926588004567695
RECLAIM-V2-000458,C00847,0.5163520608875357,0.5498675716637627,-0.0335155107762269,TOP_RATE,0.05,RETRY_ALL,0,1711.873640151121,1689.89305,-21.98059015112085,6274,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,P30_P40,-0.03351551077622694
RECLAIM-V2-000459,C00897,0.2788343105709102,0.6408425831537814,-0.3620082725828712,TOP_RATE,0.05,RETRY_ALL,0,3184.36,2998.4883626356327,-185.87163736436744,9958,TOP_RATE,0.05,500,0,RETRY_ALL,RETRY_ALL,0.0,0.0,VERY_LOW,STANDARD_RETRY_ALL,Expected incremental value is below the production targeting priority,Continue standard retry process,BOTTOM_10,-0.3620082725828712
