transaction_id,production_decision,recommended_action,expected_incremental_recovery_value,estimated_action_cost,estimated_net_action_value,reconciled_net_action_value,reconciliation_error,reconciliation_status
RECLAIM-V2-002252,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002253,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002254,RETRY_ALL,RETRY_ALL,238.49270038187308,25.0,213.49270038187308,213.49270038187308,0.0,PASS
RECLAIM-V2-002255,RETRY_ALL,RETRY_ALL,194.325888484622,25.0,169.32588848462197,169.325888484622,2.842170943040401e-14,PASS
RECLAIM-V2-002256,RETRY_ALL,RETRY_ALL,74.651066188818,25.0,49.65106618881801,49.65106618881801,0.0,PASS
RECLAIM-V2-002257,RETRY_ALL,RETRY_ALL,3.85341009233625,25.0,-21.14658990766375,-21.14658990766375,0.0,PASS
RECLAIM-V2-002258,RETRY_ALL,RETRY_ALL,5.11317093748725,25.0,-19.88682906251275,-19.88682906251275,0.0,PASS
RECLAIM-V2-002259,RETRY_ALL,RETRY_ALL,149.26597037298765,25.0,124.26597037298764,124.26597037298765,1.4210854715202004e-14,PASS
RECLAIM-V2-002260,RETRY_ALL,RETRY_ALL,331.23309382854825,25.0,306.23309382854825,306.23309382854825,0.0,PASS
RECLAIM-V2-002261,RETRY_ALL,RETRY_ALL,54.176495425814856,25.0,29.176495425814856,29.176495425814856,0.0,PASS
RECLAIM-V2-002262,RETRY_ALL,RETRY_ALL,26.75786816491755,25.0,1.75786816491755,1.75786816491755,0.0,PASS
RECLAIM-V2-002263,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002264,TARGET,HIGH_INTENSITY,567.5402787456075,120.0,447.54027874560745,447.54027874560745,0.0,PASS
RECLAIM-V2-002265,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002266,TARGET,LOW_INTENSITY,478.4808679857961,45.0,433.4808679857961,433.4808679857961,0.0,PASS
RECLAIM-V2-002267,RETRY_ALL,RETRY_ALL,331.86461126907494,25.0,306.86461126907494,306.86461126907494,0.0,PASS
RECLAIM-V2-002268,RETRY_ALL,RETRY_ALL,58.60099268473471,25.0,33.60099268473471,33.60099268473471,0.0,PASS
RECLAIM-V2-002269,RETRY_ALL,RETRY_ALL,93.40869894042466,25.0,68.40869894042466,68.40869894042466,0.0,PASS
RECLAIM-V2-002270,RETRY_ALL,RETRY_ALL,365.6094649352298,25.0,340.6094649352298,340.6094649352298,0.0,PASS
RECLAIM-V2-002271,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002272,RETRY_ALL,RETRY_ALL,236.1799360425649,25.0,211.1799360425649,211.1799360425649,0.0,PASS
RECLAIM-V2-002273,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002274,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002275,RETRY_ALL,RETRY_ALL,45.59128969270575,25.0,20.59128969270575,20.59128969270575,0.0,PASS
RECLAIM-V2-002276,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002277,RETRY_ALL,RETRY_ALL,189.98317232015896,25.0,164.98317232015896,164.98317232015896,0.0,PASS
RECLAIM-V2-002278,TARGET,LOW_INTENSITY,441.9851960370511,45.0,396.9851960370511,396.9851960370511,0.0,PASS
RECLAIM-V2-002279,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002280,RETRY_ALL,RETRY_ALL,336.08783385141794,25.0,311.08783385141794,311.08783385141794,0.0,PASS
RECLAIM-V2-002281,RETRY_ALL,RETRY_ALL,223.8617098448958,25.0,198.8617098448958,198.8617098448958,0.0,PASS
RECLAIM-V2-002282,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002283,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002284,RETRY_ALL,RETRY_ALL,214.8203577197574,25.0,189.8203577197574,189.8203577197574,0.0,PASS
RECLAIM-V2-002285,RETRY_ALL,RETRY_ALL,248.45057811286264,25.0,223.45057811286264,223.45057811286264,0.0,PASS
RECLAIM-V2-002286,RETRY_ALL,RETRY_ALL,272.1349216153074,25.0,247.1349216153074,247.1349216153074,0.0,PASS
RECLAIM-V2-002287,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002288,RETRY_ALL,RETRY_ALL,329.41328099814075,25.0,304.41328099814075,304.41328099814075,0.0,PASS
RECLAIM-V2-002289,RETRY_ALL,RETRY_ALL,248.9409350138235,25.0,223.9409350138235,223.9409350138235,0.0,PASS
RECLAIM-V2-002290,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002291,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002292,RETRY_ALL,RETRY_ALL,297.653547745188,25.0,272.653547745188,272.653547745188,0.0,PASS
RECLAIM-V2-002293,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002294,RETRY_ALL,RETRY_ALL,86.7755957589651,25.0,61.775595758965096,61.775595758965096,0.0,PASS
RECLAIM-V2-002295,RETRY_ALL,RETRY_ALL,180.73602076139207,25.0,155.73602076139207,155.73602076139207,0.0,PASS
RECLAIM-V2-002296,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002297,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002298,TARGET,MONITOR,398.3152463663505,10.0,388.3152463663505,388.3152463663505,0.0,PASS
RECLAIM-V2-002299,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002300,RETRY_ALL,RETRY_ALL,121.51147479229036,25.0,96.51147479229036,96.51147479229036,0.0,PASS
RECLAIM-V2-002301,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002302,RETRY_ALL,RETRY_ALL,132.0412257205026,25.0,107.0412257205026,107.04122572050261,1.4210854715202004e-14,PASS
RECLAIM-V2-002303,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002304,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002305,RETRY_ALL,RETRY_ALL,94.63044801025876,25.0,69.63044801025876,69.63044801025876,0.0,PASS
RECLAIM-V2-002306,RETRY_ALL,RETRY_ALL,290.8956767443002,25.0,265.8956767443002,265.8956767443002,0.0,PASS
RECLAIM-V2-002307,RETRY_ALL,RETRY_ALL,300.92366677337174,25.0,275.92366677337174,275.92366677337174,0.0,PASS
RECLAIM-V2-002308,RETRY_ALL,RETRY_ALL,358.551173058732,25.0,333.551173058732,333.551173058732,0.0,PASS
RECLAIM-V2-002309,RETRY_ALL,RETRY_ALL,107.52651421686797,25.0,82.52651421686797,82.52651421686797,0.0,PASS
RECLAIM-V2-002310,RETRY_ALL,RETRY_ALL,207.97284964624936,25.0,182.97284964624936,182.97284964624936,0.0,PASS
RECLAIM-V2-002311,RETRY_ALL,RETRY_ALL,250.4331954210949,25.0,225.4331954210949,225.4331954210949,0.0,PASS
RECLAIM-V2-002312,RETRY_ALL,RETRY_ALL,116.59920422385524,25.0,91.59920422385524,91.59920422385524,0.0,PASS
RECLAIM-V2-002313,TARGET,MONITOR,418.01964366293913,10.0,408.01964366293913,408.01964366293913,0.0,PASS
RECLAIM-V2-002314,RETRY_ALL,RETRY_ALL,389.2775306093842,25.0,364.2775306093842,364.2775306093842,0.0,PASS
RECLAIM-V2-002315,RETRY_ALL,RETRY_ALL,143.5524388428351,25.0,118.5524388428351,118.5524388428351,0.0,PASS
RECLAIM-V2-002316,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002317,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002318,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002319,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002320,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002321,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002322,RETRY_ALL,RETRY_ALL,208.0912649464413,25.0,183.0912649464413,183.0912649464413,0.0,PASS
RECLAIM-V2-002323,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002324,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002325,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002326,RETRY_ALL,RETRY_ALL,181.1365649278872,25.0,156.1365649278872,156.1365649278872,0.0,PASS
RECLAIM-V2-002327,TARGET,MONITOR,418.3900356401789,10.0,408.3900356401789,408.3900356401789,0.0,PASS
RECLAIM-V2-002328,RETRY_ALL,RETRY_ALL,2.4439869705642,25.0,-22.5560130294358,-22.5560130294358,0.0,PASS
RECLAIM-V2-002329,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002330,RETRY_ALL,RETRY_ALL,40.2802836607353,25.0,15.2802836607353,15.2802836607353,0.0,PASS
RECLAIM-V2-002331,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002332,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002333,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002334,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002335,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002336,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002337,RETRY_ALL,RETRY_ALL,136.4849059316529,25.0,111.48490593165288,111.48490593165289,1.4210854715202004e-14,PASS
RECLAIM-V2-002338,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002339,RETRY_ALL,RETRY_ALL,95.10558294579464,25.0,70.10558294579464,70.10558294579464,0.0,PASS
RECLAIM-V2-002340,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002341,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002342,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002343,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002344,RETRY_ALL,RETRY_ALL,35.74480701756435,25.0,10.744807017564348,10.744807017564348,0.0,PASS
RECLAIM-V2-002345,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002346,RETRY_ALL,RETRY_ALL,385.12395343614367,25.0,360.12395343614367,360.12395343614367,0.0,PASS
RECLAIM-V2-002347,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002348,RETRY_ALL,RETRY_ALL,66.20562153719806,25.0,41.205621537198056,41.205621537198056,0.0,PASS
RECLAIM-V2-002349,RETRY_ALL,RETRY_ALL,312.05447381791606,25.0,287.05447381791606,287.05447381791606,0.0,PASS
RECLAIM-V2-002350,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002351,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002352,RETRY_ALL,RETRY_ALL,318.4083827599085,25.0,293.4083827599085,293.4083827599085,0.0,PASS
RECLAIM-V2-002353,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002354,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002355,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002356,RETRY_ALL,RETRY_ALL,42.537387242834704,25.0,17.537387242834704,17.537387242834704,0.0,PASS
RECLAIM-V2-002357,RETRY_ALL,RETRY_ALL,56.41883067542671,25.0,31.41883067542671,31.41883067542671,0.0,PASS
RECLAIM-V2-002358,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002359,RETRY_ALL,RETRY_ALL,230.4361134024668,25.0,205.4361134024668,205.4361134024668,0.0,PASS
RECLAIM-V2-002360,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002361,RETRY_ALL,RETRY_ALL,327.7309479493518,25.0,302.7309479493518,302.7309479493518,0.0,PASS
RECLAIM-V2-002362,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002363,RETRY_ALL,RETRY_ALL,40.497951259146,25.0,15.497951259146,15.497951259146,0.0,PASS
RECLAIM-V2-002364,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002365,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002366,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002367,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002368,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002369,RETRY_ALL,RETRY_ALL,262.1486829922446,25.0,237.14868299224457,237.14868299224457,0.0,PASS
RECLAIM-V2-002370,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002371,RETRY_ALL,RETRY_ALL,124.93532838798556,25.0,99.93532838798556,99.93532838798556,0.0,PASS
RECLAIM-V2-002372,RETRY_ALL,RETRY_ALL,148.680307716039,25.0,123.680307716039,123.68030771603901,1.4210854715202004e-14,PASS
RECLAIM-V2-002373,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002374,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002375,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002376,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002377,RETRY_ALL,RETRY_ALL,33.04801792529055,25.0,8.048017925290551,8.048017925290551,0.0,PASS
RECLAIM-V2-002378,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002379,RETRY_ALL,RETRY_ALL,66.1106972117643,25.0,41.110697211764304,41.110697211764304,0.0,PASS
RECLAIM-V2-002380,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002381,RETRY_ALL,RETRY_ALL,50.3181004411611,25.0,25.3181004411611,25.3181004411611,0.0,PASS
RECLAIM-V2-002382,RETRY_ALL,RETRY_ALL,175.1017371490311,25.0,150.1017371490311,150.1017371490311,0.0,PASS
RECLAIM-V2-002383,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002384,RETRY_ALL,RETRY_ALL,15.5840403977661,25.0,-9.4159596022339,-9.4159596022339,0.0,PASS
RECLAIM-V2-002385,RETRY_ALL,RETRY_ALL,211.7127455858017,25.0,186.7127455858017,186.7127455858017,0.0,PASS
RECLAIM-V2-002386,RETRY_ALL,RETRY_ALL,126.79731961274564,25.0,101.79731961274564,101.79731961274564,0.0,PASS
RECLAIM-V2-002387,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002388,RETRY_ALL,RETRY_ALL,24.6290349077346,25.0,-0.3709650922654006,-0.37096509226540064,-5.551115123125783e-17,PASS
RECLAIM-V2-002389,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002390,RETRY_ALL,RETRY_ALL,315.6469663200462,25.0,290.6469663200462,290.6469663200462,0.0,PASS
RECLAIM-V2-002391,RETRY_ALL,RETRY_ALL,152.4885747940167,25.0,127.4885747940167,127.4885747940167,0.0,PASS
RECLAIM-V2-002392,RETRY_ALL,RETRY_ALL,253.071359628634,25.0,228.071359628634,228.071359628634,0.0,PASS
RECLAIM-V2-002393,RETRY_ALL,RETRY_ALL,37.03102815612705,25.0,12.03102815612705,12.03102815612705,0.0,PASS
RECLAIM-V2-002394,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002395,RETRY_ALL,RETRY_ALL,15.2468197286577,25.0,-9.7531802713423,-9.7531802713423,0.0,PASS
RECLAIM-V2-002396,RETRY_ALL,RETRY_ALL,121.96241128000514,25.0,96.96241128000514,96.96241128000514,0.0,PASS
RECLAIM-V2-002397,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002398,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002399,RETRY_ALL,RETRY_ALL,255.91129805226944,25.0,230.91129805226944,230.91129805226944,0.0,PASS
RECLAIM-V2-002400,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002401,RETRY_ALL,RETRY_ALL,210.036572304972,25.0,185.036572304972,185.036572304972,0.0,PASS
RECLAIM-V2-002402,RETRY_ALL,RETRY_ALL,202.1008399261674,25.0,177.1008399261674,177.1008399261674,0.0,PASS
RECLAIM-V2-002403,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002404,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002405,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002406,RETRY_ALL,RETRY_ALL,371.4347465514029,25.0,346.4347465514029,346.4347465514029,0.0,PASS
RECLAIM-V2-002407,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002408,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002409,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002410,RETRY_ALL,RETRY_ALL,214.91561106167384,25.0,189.91561106167384,189.91561106167384,0.0,PASS
RECLAIM-V2-002411,RETRY_ALL,RETRY_ALL,59.620360442434205,25.0,34.620360442434205,34.620360442434205,0.0,PASS
RECLAIM-V2-002412,RETRY_ALL,RETRY_ALL,173.9620638865218,25.0,148.9620638865218,148.9620638865218,0.0,PASS
RECLAIM-V2-002413,RETRY_ALL,RETRY_ALL,183.5419523971221,25.0,158.5419523971221,158.5419523971221,0.0,PASS
RECLAIM-V2-002414,RETRY_ALL,RETRY_ALL,269.16354938187146,25.0,244.16354938187143,244.16354938187146,2.842170943040401e-14,PASS
RECLAIM-V2-002415,RETRY_ALL,RETRY_ALL,199.2519004980372,25.0,174.2519004980372,174.2519004980372,0.0,PASS
RECLAIM-V2-002416,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002417,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002418,RETRY_ALL,RETRY_ALL,29.03478610178505,25.0,4.034786101785048,4.034786101785048,0.0,PASS
RECLAIM-V2-002419,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002420,RETRY_ALL,RETRY_ALL,16.087470637439548,25.0,-8.912529362560452,-8.912529362560452,0.0,PASS
RECLAIM-V2-002421,TARGET,MONITOR,418.6510314093904,10.0,408.6510314093904,408.6510314093904,0.0,PASS
RECLAIM-V2-002422,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002423,RETRY_ALL,RETRY_ALL,224.1350186830697,25.0,199.1350186830697,199.1350186830697,0.0,PASS
RECLAIM-V2-002424,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002425,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002426,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002427,TARGET,STANDARD_TARGET,495.1724651059182,80.0,415.1724651059182,415.1724651059182,0.0,PASS
RECLAIM-V2-002428,RETRY_ALL,RETRY_ALL,224.91348326143424,25.0,199.91348326143424,199.91348326143424,0.0,PASS
RECLAIM-V2-002429,RETRY_ALL,RETRY_ALL,134.68462872447674,25.0,109.68462872447674,109.68462872447674,0.0,PASS
RECLAIM-V2-002430,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002431,RETRY_ALL,RETRY_ALL,372.4693645411052,25.0,347.4693645411052,347.4693645411052,0.0,PASS
RECLAIM-V2-002432,RETRY_ALL,RETRY_ALL,333.2232170116434,25.0,308.2232170116434,308.2232170116434,0.0,PASS
RECLAIM-V2-002433,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002434,TARGET,MONITOR,423.6661990003482,10.0,413.6661990003482,413.6661990003482,0.0,PASS
RECLAIM-V2-002435,RETRY_ALL,RETRY_ALL,256.1139619248433,25.0,231.1139619248433,231.1139619248433,0.0,PASS
RECLAIM-V2-002436,RETRY_ALL,RETRY_ALL,270.5908428750992,25.0,245.5908428750992,245.5908428750992,0.0,PASS
RECLAIM-V2-002437,RETRY_ALL,RETRY_ALL,214.6834806027687,25.0,189.6834806027687,189.6834806027687,0.0,PASS
RECLAIM-V2-002438,RETRY_ALL,RETRY_ALL,195.70180718631016,25.0,170.70180718631016,170.70180718631016,0.0,PASS
RECLAIM-V2-002439,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002440,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002441,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002442,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002443,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002444,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002445,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002446,RETRY_ALL,RETRY_ALL,193.11823652816204,25.0,168.11823652816204,168.11823652816204,0.0,PASS
RECLAIM-V2-002447,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002448,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002449,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002450,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002451,RETRY_ALL,RETRY_ALL,23.480410923984603,25.0,-1.5195890760153965,-1.5195890760153965,0.0,PASS
RECLAIM-V2-002452,RETRY_ALL,RETRY_ALL,312.67844545230946,25.0,287.67844545230946,287.67844545230946,0.0,PASS
RECLAIM-V2-002453,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002454,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002455,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002456,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002457,TARGET,MONITOR,400.4360710058478,10.0,390.4360710058478,390.4360710058478,0.0,PASS
RECLAIM-V2-002458,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002459,RETRY_ALL,RETRY_ALL,44.59631179593825,25.0,19.59631179593825,19.59631179593825,0.0,PASS
RECLAIM-V2-002460,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002461,RETRY_ALL,RETRY_ALL,315.81510336454323,25.0,290.81510336454323,290.81510336454323,0.0,PASS
RECLAIM-V2-002462,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002463,RETRY_ALL,RETRY_ALL,272.0821444980171,25.0,247.0821444980171,247.0821444980171,0.0,PASS
RECLAIM-V2-002464,RETRY_ALL,RETRY_ALL,172.2124180895625,25.0,147.2124180895625,147.2124180895625,0.0,PASS
RECLAIM-V2-002465,RETRY_ALL,RETRY_ALL,376.6842612122941,25.0,351.6842612122941,351.6842612122941,0.0,PASS
RECLAIM-V2-002466,RETRY_ALL,RETRY_ALL,25.32692469735,25.0,0.3269246973500017,0.32692469735000174,5.551115123125783e-17,PASS
RECLAIM-V2-002467,RETRY_ALL,RETRY_ALL,275.73655062642933,25.0,250.7365506264293,250.73655062642933,2.842170943040401e-14,PASS
RECLAIM-V2-002468,RETRY_ALL,RETRY_ALL,348.3318257751324,25.0,323.3318257751324,323.3318257751324,0.0,PASS
RECLAIM-V2-002469,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002470,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-002471,RETRY_ALL,RETRY_ALL,295.2642830692491,25.0,270.2642830692491,270.2642830692491,0.0,PASS
RECLAIM-V2-002472,RETRY_ALL,RETRY_ALL,247.63473498199244,25.0,222.63473498199244,222.63473498199244,0.0,PASS
RECLAIM-V2-002473,RETRY_ALL,RETRY_ALL,317.9434874108954,25.0,292.9434874108954,292.9434874108954,0.0,PASS
RECLAIM-V2-002474,RETRY_ALL,RETRY_ALL,229.54901973122148,25.0,204.54901973122148,204.54901973122148,0.0,PASS
