transaction_id,customer_id,timestamp,amount,payment_method,status,failure_reason,_simulated_failure_probability
T0037262,C00809,2026-01-09 19:48:15,784.8,CARD,SUCCESS,,0.07019458360815563
T0045363,C00989,2026-01-09 19:48:15,122.21,UPI,SUCCESS,,0.05219583325750788
T0035301,C00768,2026-01-09 19:50:30,961.53,UPI,SUCCESS,,0.06340761803708857
T0032100,C00697,2026-01-09 19:51:18,1105.45,UPI,SUCCESS,,0.040842978525279655
T0038047,C00827,2026-01-09 19:52:21,5310.28,CARD,SUCCESS,,0.05791889567755746
T0038669,C00842,2026-01-09 19:52:38,489.38,CARD,FAILED,BANK_DECLINE,0.0986768421925086
T0000097,C00003,2026-01-09 19:52:40,1457.3,UPI,SUCCESS,,0.05018984685242701
T0030576,C00666,2026-01-09 19:52:55,2875.95,WALLET,SUCCESS,,0.09903964854199274
T0019889,C00437,2026-01-09 19:54:27,1160.85,NETBANKING,FAILED,NETWORK_ERROR,0.06295066482299255
T0029726,C00646,2026-01-09 19:58:22,4010.74,CARD,SUCCESS,,0.05123535263676948
T0018831,C00414,2026-01-09 19:59:25,3211.54,NETBANKING,SUCCESS,,0.0985403318082684
T0019205,C00422,2026-01-09 20:02:58,970.99,UPI,SUCCESS,,0.05711799541937763
T0032441,C00705,2026-01-09 20:03:36,2621.63,UPI,SUCCESS,,0.05644540755946314
T0043343,C00945,2026-01-09 20:03:51,8199.25,CARD,FAILED,PAYMENT_TIMEOUT,0.18191430018684748
T0010458,C00227,2026-01-09 20:04:34,1487.85,NETBANKING,SUCCESS,,0.08137207508955133
T0029045,C00634,2026-01-09 20:04:51,823.22,CARD,SUCCESS,,0.046404415201316315
T0038033,C00827,2026-01-09 20:05:42,1740.53,CARD,SUCCESS,,0.047536458454916206
T0033207,C00722,2026-01-09 20:06:39,767.07,CARD,SUCCESS,,0.06625286067497643
T0043825,C00955,2026-01-09 20:06:58,2212.97,CARD,FAILED,BANK_DECLINE,0.07656611017110623
T0009917,C00216,2026-01-09 20:07:49,1571.16,CARD,SUCCESS,,0.057182813982318725
T0006625,C00144,2026-01-09 20:07:55,695.94,UPI,SUCCESS,,0.04364104319909998
T0015481,C00342,2026-01-09 20:08:09,1423.11,UPI,SUCCESS,,0.05220443656258807
T0027442,C00601,2026-01-09 20:08:28,2294.21,UPI,SUCCESS,,0.0867848465068102
T0028639,C00626,2026-01-09 20:10:09,830.89,UPI,SUCCESS,,0.04299420985847713
T0010944,C00237,2026-01-09 20:10:22,876.07,UPI,SUCCESS,,0.06619370695846116
T0028520,C00624,2026-01-09 20:13:41,653.51,UPI,FAILED,BANK_DECLINE,0.05118749802560632
T0039879,C00869,2026-01-09 20:14:36,3792.68,CARD,SUCCESS,,0.06566680119924209
T0019677,C00433,2026-01-09 20:15:29,2500.27,UPI,FAILED,INSUFFICIENT_FUNDS,0.06855354918281044
T0038940,C00847,2026-01-09 20:15:44,6113.62,CARD,SUCCESS,,0.06899849020626624
T0038235,C00832,2026-01-09 20:19:14,397.21,NETBANKING,SUCCESS,,0.07286507701383776
T0005256,C00117,2026-01-09 20:19:41,1586.51,UPI,SUCCESS,,0.051198387509251445
T0015376,C00339,2026-01-09 20:24:23,2552.32,UPI,SUCCESS,,0.05807707689450853
T0020162,C00444,2026-01-09 20:25:03,2536.66,UPI,SUCCESS,,0.09814241846255219
T0011680,C00255,2026-01-09 20:26:35,960.42,CARD,SUCCESS,,0.05572461869960165
T0018256,C00402,2026-01-09 20:28:12,3502.04,CARD,SUCCESS,,0.0808844845688624
T0041006,C00894,2026-01-09 20:28:38,568.16,CARD,SUCCESS,,0.0628160472662876
T0038014,C00826,2026-01-09 20:29:13,306.84,UPI,SUCCESS,,0.037169679018364175
T0008313,C00180,2026-01-09 20:29:29,10217.29,UPI,SUCCESS,,0.07662989381341695
T0033295,C00724,2026-01-09 20:29:37,695.1,UPI,SUCCESS,,0.03291387138872853
T0009060,C00197,2026-01-09 20:29:46,2667.22,CARD,SUCCESS,,0.058689218811114593
T0026912,C00590,2026-01-09 20:30:20,3055.49,UPI,SUCCESS,,0.10804927887167269
T0032325,C00702,2026-01-09 20:30:32,345.49,NETBANKING,SUCCESS,,0.04369673015461244
T0006570,C00143,2026-01-09 20:31:00,1156.94,CARD,SUCCESS,,0.04892159288630273
T0016189,C00354,2026-01-09 20:31:03,3544.69,UPI,SUCCESS,,0.05738219196776789
T0018420,C00405,2026-01-09 20:31:43,4781.49,UPI,SUCCESS,,0.06772936916770769
T0013703,C00299,2026-01-09 20:32:15,791.85,WALLET,SUCCESS,,0.07833079860320981
T0008299,C00180,2026-01-09 20:32:17,1996.97,UPI,SUCCESS,,0.0563056994175075
T0018527,C00408,2026-01-09 20:32:49,604.42,NETBANKING,SUCCESS,,0.05449698703943555
T0042395,C00927,2026-01-09 20:33:32,601.7,UPI,SUCCESS,,0.030730273253111638
T0025177,C00553,2026-01-09 20:34:01,1203.19,UPI,SUCCESS,,0.05759332800742571
T0019228,C00423,2026-01-09 20:34:03,2364.85,NETBANKING,FAILED,INSUFFICIENT_FUNDS,0.046698170332182876
T0045616,C00995,2026-01-09 20:34:29,5709.7,UPI,SUCCESS,,0.051815353679984646
T0018555,C00409,2026-01-09 20:35:43,308.97,CARD,SUCCESS,,0.026330120684862332
T0042705,C00934,2026-01-09 20:35:57,2611.51,UPI,SUCCESS,,0.04821665205433292
T0020328,C00448,2026-01-09 20:36:20,4929.51,UPI,FAILED,BANK_DECLINE,0.05466697983233065
T0033299,C00724,2026-01-09 20:37:02,555.86,UPI,SUCCESS,,0.03223858087685748
T0010309,C00224,2026-01-09 20:38:20,1442.16,WALLET,SUCCESS,,0.03968485357104243
T0031693,C00687,2026-01-09 20:39:45,1326.39,NETBANKING,SUCCESS,,0.06410429962302212
T0031998,C00695,2026-01-09 20:40:38,486.06,UPI,SUCCESS,,0.07342208875202695
T0019717,C00434,2026-01-09 20:41:51,699.43,CARD,SUCCESS,,0.06002853558730382
T0031905,C00693,2026-01-09 20:42:55,981.52,CARD,SUCCESS,,0.04456424414288063
T0029967,C00652,2026-01-09 20:45:46,275.79,UPI,SUCCESS,,0.07425701322316275
T0004877,C00108,2026-01-09 20:46:21,5011.02,CARD,SUCCESS,,0.06724437699838215
T0020863,C00460,2026-01-09 20:46:54,4270.17,UPI,SUCCESS,,0.06375448381049441
T0015355,C00339,2026-01-09 20:47:46,4369.91,UPI,SUCCESS,,0.06399296428531068
T0020742,C00457,2026-01-09 20:49:10,1743.04,UPI,SUCCESS,,0.09433715462856994
T0040327,C00878,2026-01-09 20:49:25,537.74,UPI,SUCCESS,,0.05612324724308238
T0025223,C00554,2026-01-09 20:50:23,3755.83,WALLET,SUCCESS,,0.09460044034209796
T0037721,C00819,2026-01-09 20:50:51,7137.58,CARD,SUCCESS,,0.10123987678934
T0041780,C00911,2026-01-09 20:51:10,736.78,UPI,FAILED,PAYMENT_TIMEOUT,0.0630565909595471
T0012431,C00273,2026-01-09 20:52:04,1481.02,UPI,SUCCESS,,0.04307067885777936
T0030980,C00674,2026-01-09 20:54:29,1394.51,CARD,SUCCESS,,0.09487808103356674
T0021538,C00474,2026-01-09 20:58:31,3200.41,UPI,SUCCESS,,0.049746146935829495
T0000105,C00003,2026-01-09 20:58:42,3220.19,UPI,SUCCESS,,0.05704139606548371
T0018269,C00402,2026-01-09 20:59:12,1964.94,CARD,SUCCESS,,0.07345373355021158
T0014222,C00313,2026-01-09 20:59:53,1090.0,UPI,SUCCESS,,0.06600790833193557
T0031049,C00676,2026-01-09 21:00:09,1023.52,UPI,SUCCESS,,0.05247343892274104
T0022161,C00487,2026-01-09 21:00:22,1944.36,NETBANKING,SUCCESS,,0.06313349553406647
T0018802,C00414,2026-01-09 21:01:06,4428.88,NETBANKING,SUCCESS,,0.10432437744045692
T0037945,C00825,2026-01-09 21:01:19,1619.4,CARD,SUCCESS,,0.07969545336461585
T0045260,C00987,2026-01-09 21:01:48,2604.45,NETBANKING,SUCCESS,,0.050272945325763284
T0024698,C00543,2026-01-09 21:03:50,2843.68,CARD,SUCCESS,,0.07313419671307458
T0020085,C00442,2026-01-09 21:03:54,665.65,WALLET,SUCCESS,,0.051889204604077234
T0040715,C00888,2026-01-09 21:04:29,2853.7,CARD,SUCCESS,,0.06496907216926953
T0042623,C00933,2026-01-09 21:05:26,4438.19,UPI,SUCCESS,,0.06352366910430521
T0019102,C00420,2026-01-09 21:06:10,1366.31,UPI,SUCCESS,,0.055584765927647606
T0026891,C00590,2026-01-09 21:06:19,554.58,UPI,SUCCESS,,0.08702285967403042
T0023565,C00518,2026-01-09 21:08:35,38501.39,NETBANKING,SUCCESS,,0.11637454889731888
T0006408,C00139,2026-01-09 21:08:55,479.41,CARD,SUCCESS,,0.06090225597280835
T0001672,C00038,2026-01-09 21:10:48,1224.24,CARD,SUCCESS,,0.056950768630898436
T0021182,C00467,2026-01-09 21:10:51,1801.84,UPI,SUCCESS,,0.07590964784423015
T0032197,C00699,2026-01-09 21:13:15,11372.85,UPI,SUCCESS,,0.10360580414572888
T0018626,C00410,2026-01-09 21:13:58,515.33,UPI,SUCCESS,,0.07921873596261897
T0044224,C00964,2026-01-09 21:14:04,947.72,UPI,SUCCESS,,0.07782512494123792
T0035981,C00781,2026-01-09 21:15:31,1460.15,CARD,SUCCESS,,0.04298452760263596
T0030834,C00671,2026-01-09 21:15:40,1383.17,UPI,FAILED,NETWORK_ERROR,0.058454487344724686
T0005939,C00131,2026-01-09 21:20:04,3164.01,UPI,SUCCESS,,0.07417420411096289
T0008979,C00194,2026-01-09 21:20:25,1096.39,UPI,SUCCESS,,0.04034811121972296
T0030250,C00659,2026-01-09 21:20:56,997.55,UPI,FAILED,BANK_DECLINE,0.043546590697195325
T0029243,C00638,2026-01-09 21:22:06,2675.93,UPI,SUCCESS,,0.08840895240382601
T0019386,C00427,2026-01-09 21:22:26,2745.21,UPI,SUCCESS,,0.04498102102002908
T0020236,C00446,2026-01-09 21:24:14,1166.39,WALLET,SUCCESS,,0.06294874935340546
T0005603,C00123,2026-01-09 21:24:41,1005.46,WALLET,SUCCESS,,0.0627501348745772
T0006074,C00133,2026-01-09 21:25:02,380.55,UPI,SUCCESS,,0.05444469293981548
T0025478,C00559,2026-01-09 21:25:58,461.0,CARD,SUCCESS,,0.048109499688927686
T0018544,C00409,2026-01-09 21:26:21,1476.59,CARD,SUCCESS,,0.030740593249986698
T0037104,C00805,2026-01-09 21:26:41,2554.63,UPI,SUCCESS,,0.04201893417559792
T0038641,C00841,2026-01-09 21:27:06,784.63,CARD,SUCCESS,,0.05384377976130755
T0010616,C00230,2026-01-09 21:28:31,3891.32,CARD,SUCCESS,,0.08547853782043098
T0045044,C00983,2026-01-09 21:28:49,360.95,CARD,FAILED,LIMIT_EXCEEDED,0.07053576655409652
T0003792,C00084,2026-01-09 21:29:17,1197.57,UPI,SUCCESS,,0.07662100413289268
T0038253,C00833,2026-01-09 21:29:50,748.6,UPI,SUCCESS,,0.05928493347303144
T0043222,C00943,2026-01-09 21:30:25,1374.41,UPI,SUCCESS,,0.09069927199108928
T0042952,C00938,2026-01-09 21:33:51,3466.23,UPI,SUCCESS,,0.06182197273319488
T0035866,C00779,2026-01-09 21:33:59,1289.58,UPI,FAILED,NETWORK_ERROR,0.06465759962693983
T0036973,C00803,2026-01-09 21:36:08,1460.71,UPI,SUCCESS,,0.04669317244713058
T0039026,C00849,2026-01-09 21:36:25,5840.65,NETBANKING,SUCCESS,,0.061688642651519236
T0003263,C00075,2026-01-09 21:37:18,3184.38,CARD,SUCCESS,,0.07873115041048763
T0004286,C00094,2026-01-09 21:38:30,240.0,CARD,SUCCESS,,0.04809345418507146
T0036303,C00790,2026-01-09 21:39:32,879.6,CARD,SUCCESS,,0.06972595846863977
T0013915,C00304,2026-01-09 21:39:47,2854.41,CARD,SUCCESS,,0.08847639572528625
T0003473,C00079,2026-01-09 21:40:46,680.82,CARD,SUCCESS,,0.07344832716920366
T0041331,C00900,2026-01-09 21:42:36,2070.99,WALLET,SUCCESS,,0.07127180911722276
T0037195,C00808,2026-01-09 21:42:40,818.2,UPI,SUCCESS,,0.05563951353754433
T0026692,C00587,2026-01-09 21:42:44,252.19,UPI,SUCCESS,,0.04519457967730862
T0015558,C00343,2026-01-09 21:43:28,1836.92,CARD,SUCCESS,,0.06481792709990934
T0028741,C00629,2026-01-09 21:45:02,5282.26,CARD,SUCCESS,,0.09711423666462833
T0027335,C00599,2026-01-09 21:45:21,5272.12,WALLET,SUCCESS,,0.09748450240481385
T0020462,C00450,2026-01-09 21:46:26,520.11,CARD,SUCCESS,,0.04794132195766064
T0027933,C00612,2026-01-09 21:47:06,965.89,CARD,SUCCESS,,0.057934771250290035
T0002623,C00060,2026-01-09 21:48:17,4523.44,UPI,SUCCESS,,0.06651780966542409
T0033812,C00734,2026-01-09 21:48:33,2456.99,WALLET,SUCCESS,,0.06681637858449632
T0023173,C00510,2026-01-09 21:53:05,1289.01,UPI,SUCCESS,,0.05958068824742944
T0036690,C00797,2026-01-09 21:53:25,1303.33,UPI,SUCCESS,,0.07592523338888081
T0000655,C00015,2026-01-09 21:55:22,1723.08,CARD,SUCCESS,,0.0522460824413443
T0034188,C00743,2026-01-09 21:56:15,430.39,CARD,SUCCESS,,0.0608593485437768
T0029227,C00637,2026-01-09 21:59:39,2231.76,CARD,SUCCESS,,0.06026546421899987
T0009636,C00210,2026-01-09 22:00:06,1106.49,CARD,SUCCESS,,0.06611167325640194
T0012597,C00276,2026-01-09 22:00:14,5839.38,UPI,SUCCESS,,0.09166263572960606
T0024254,C00534,2026-01-09 22:00:19,2925.58,CARD,SUCCESS,,0.04433895215240778
T0012415,C00272,2026-01-09 22:01:13,272.16,UPI,SUCCESS,,0.04845285845844415
T0040578,C00885,2026-01-09 22:01:27,4979.36,WALLET,SUCCESS,,0.05844047396782659
T0017883,C00393,2026-01-09 22:02:09,4054.06,UPI,SUCCESS,,0.06995756613506565
T0005884,C00129,2026-01-09 22:03:32,1780.08,UPI,SUCCESS,,0.049701470834564554
T0025263,C00555,2026-01-09 22:04:13,2801.44,UPI,SUCCESS,,0.04238724066375736
T0044706,C00976,2026-01-09 22:04:25,2293.58,UPI,SUCCESS,,0.052759462298614015
T0038043,C00827,2026-01-09 22:04:29,2813.42,CARD,SUCCESS,,0.05141891884421683
T0000814,C00018,2026-01-09 22:05:36,3341.49,NETBANKING,SUCCESS,,0.10893539396607073
T0043918,C00957,2026-01-09 22:06:35,854.99,CARD,SUCCESS,,0.048880356349061564
T0006087,C00134,2026-01-09 22:06:59,2179.08,UPI,FAILED,LIMIT_EXCEEDED,0.04283721665488883
T0020948,C00461,2026-01-09 22:08:14,1599.86,NETBANKING,FAILED,NETWORK_ERROR,0.09131445973524588
T0028867,C00631,2026-01-09 22:08:20,3226.15,UPI,SUCCESS,,0.04608759572110192
T0045294,C00988,2026-01-09 22:09:21,2318.46,WALLET,SUCCESS,,0.0804511608375621
T0022128,C00487,2026-01-09 22:09:36,3858.21,NETBANKING,FAILED,BANK_DECLINE,0.07095609489631166
T0016832,C00369,2026-01-09 22:11:38,1557.34,UPI,SUCCESS,,0.07464807830284344
T0041353,C00901,2026-01-09 22:12:14,3409.28,UPI,SUCCESS,,0.058842885993809685
T0016343,C00358,2026-01-09 22:13:09,5160.43,CARD,SUCCESS,,0.07106975798828934
T0012342,C00271,2026-01-09 22:13:35,946.41,CARD,SUCCESS,,0.05988471187493077
T0002704,C00063,2026-01-09 22:13:55,930.53,UPI,SUCCESS,,0.07237056349755962
T0019754,C00434,2026-01-09 22:14:27,399.41,CARD,SUCCESS,,0.05734633441855154
T0007792,C00169,2026-01-09 22:16:04,510.41,CARD,SUCCESS,,0.03575408080689074
T0027762,C00607,2026-01-09 22:17:27,685.3,CARD,SUCCESS,,0.06616387613417309
T0025012,C00550,2026-01-09 22:17:32,6151.41,CARD,FAILED,LIMIT_EXCEEDED,0.08505200299385635
T0027750,C00607,2026-01-09 22:17:48,564.48,CARD,SUCCESS,,0.06502403498245439
T0032134,C00698,2026-01-09 22:19:37,1450.98,CARD,SUCCESS,,0.059672493961770115
T0033707,C00732,2026-01-09 22:19:46,1268.13,WALLET,SUCCESS,,0.05057181692101514
T0007065,C00155,2026-01-09 22:19:47,4298.96,UPI,SUCCESS,,0.07059249309939812
T0025854,C00570,2026-01-09 22:20:03,637.18,WALLET,SUCCESS,,0.06284881885493357
T0002728,C00064,2026-01-09 22:21:58,995.24,CARD,SUCCESS,,0.09041809824146183
T0009566,C00209,2026-01-09 22:23:11,3932.22,CARD,SUCCESS,,0.07301860293130785
T0027364,C00599,2026-01-09 22:23:27,887.32,WALLET,SUCCESS,,0.0740738719160997
T0008837,C00192,2026-01-09 22:24:04,3487.23,CARD,FAILED,LIMIT_EXCEEDED,0.0899517493181907
T0000997,C00022,2026-01-09 22:24:50,1257.31,WALLET,SUCCESS,,0.06043799085339063
T0032389,C00704,2026-01-09 22:27:44,2230.91,CARD,SUCCESS,,0.0551715249551691
T0000348,C00008,2026-01-09 22:28:07,7625.23,CARD,SUCCESS,,0.06369768850541543
T0027867,C00611,2026-01-09 22:28:32,893.75,UPI,SUCCESS,,0.07764228911128007
T0006859,C00151,2026-01-09 22:29:46,2149.87,UPI,SUCCESS,,0.04903835381762372
T0001492,C00034,2026-01-09 22:31:29,984.29,NETBANKING,SUCCESS,,0.06759153496833718
T0026636,C00586,2026-01-09 22:33:39,944.69,UPI,SUCCESS,,0.07736689666490856
T0013996,C00306,2026-01-09 22:34:46,2383.61,UPI,SUCCESS,,0.04679287726883204
T0015269,C00337,2026-01-09 22:38:12,4748.56,UPI,SUCCESS,,0.06307354835782909
T0013327,C00293,2026-01-09 22:38:33,1043.76,CARD,SUCCESS,,0.051163738236023895
T0037004,C00803,2026-01-09 22:38:34,2331.83,UPI,SUCCESS,,0.050184053249612275
T0036568,C00795,2026-01-09 22:38:48,3811.71,WALLET,SUCCESS,,0.07508320236513807
T0040416,C00881,2026-01-09 22:38:58,262.47,CARD,SUCCESS,,0.05341840335594336
T0007398,C00161,2026-01-09 22:40:42,1336.95,CARD,SUCCESS,,0.06716820383995895
T0010274,C00223,2026-01-09 22:42:21,846.5,UPI,SUCCESS,,0.042164016674140076
T0011270,C00246,2026-01-09 22:43:34,1253.91,UPI,SUCCESS,,0.07427030146864155
T0032660,C00710,2026-01-09 22:44:19,1199.46,UPI,FAILED,BANK_DECLINE,0.08190578218844287
T0018925,C00416,2026-01-09 22:45:16,1538.58,CARD,SUCCESS,,0.06015400635497694
T0010190,C00221,2026-01-09 22:48:10,656.46,UPI,SUCCESS,,0.08105778674646988
T0009878,C00216,2026-01-09 22:48:16,1508.79,CARD,SUCCESS,,0.05685273281156465
T0022207,C00489,2026-01-09 22:48:50,757.21,CARD,SUCCESS,,0.04973978963678481
T0023492,C00516,2026-01-09 22:48:57,2290.06,UPI,SUCCESS,,0.08480970944677856
T0004208,C00093,2026-01-09 22:49:13,961.14,NETBANKING,SUCCESS,,0.04064336735767558
T0043475,C00948,2026-01-09 22:50:47,993.61,UPI,SUCCESS,,0.08169154223423145
T0023388,C00514,2026-01-09 22:51:07,4361.18,UPI,SUCCESS,,0.055145013702600845
T0021656,C00478,2026-01-09 22:52:33,1532.32,WALLET,FAILED,INSUFFICIENT_FUNDS,0.06346285100820266
T0033938,C00737,2026-01-09 22:52:59,473.14,UPI,SUCCESS,,0.05892476119484101
T0041267,C00900,2026-01-09 22:55:58,725.23,WALLET,SUCCESS,,0.06229961979592444
T0043612,C00951,2026-01-09 22:56:52,3751.26,CARD,SUCCESS,,0.07642853740628215
T0011792,C00258,2026-01-09 22:57:10,1726.58,UPI,SUCCESS,,0.04356497731955384
T0041012,C00894,2026-01-09 22:57:24,1754.74,CARD,SUCCESS,,0.07163680933922867
T0039542,C00861,2026-01-09 22:57:56,1039.66,WALLET,SUCCESS,,0.05203752476896679
T0043429,C00947,2026-01-09 22:59:43,3072.59,NETBANKING,SUCCESS,,0.06525992050738458
T0041716,C00909,2026-01-09 23:00:12,3637.63,CARD,SUCCESS,,0.08037445319678346
T0022041,C00485,2026-01-09 23:01:56,5631.93,UPI,SUCCESS,,0.08537728925000157
T0017221,C00377,2026-01-09 23:02:05,4093.56,UPI,SUCCESS,,0.06755713969380325
T0032668,C00711,2026-01-09 23:03:43,2319.3,UPI,SUCCESS,,0.054416094479790726
T0040319,C00878,2026-01-09 23:04:55,1229.92,UPI,SUCCESS,,0.06125303867212353
T0043998,C00959,2026-01-09 23:05:33,1333.54,UPI,SUCCESS,,0.04741320925557813
T0014840,C00327,2026-01-09 23:06:16,401.63,CARD,SUCCESS,,0.06864483199800077
T0017279,C00378,2026-01-09 23:06:58,1508.74,UPI,SUCCESS,,0.04333228284296773
T0023139,C00509,2026-01-09 23:07:05,13857.68,UPI,SUCCESS,,0.0673707285606959
T0009460,C00206,2026-01-09 23:07:49,2371.19,CARD,SUCCESS,,0.06132272143040137
T0025940,C00571,2026-01-09 23:08:32,589.58,UPI,SUCCESS,,0.045011569457290755
T0015152,C00335,2026-01-09 23:09:17,420.42,WALLET,SUCCESS,,0.05722109457492601
T0012833,C00281,2026-01-09 23:10:16,3467.02,CARD,FAILED,BANK_DECLINE,0.05850386534360236
T0033152,C00721,2026-01-09 23:10:19,2783.65,NETBANKING,SUCCESS,,0.05335818673017796
T0029631,C00644,2026-01-09 23:12:53,799.13,UPI,SUCCESS,,0.03955214871251926
T0020593,C00453,2026-01-09 23:12:58,3810.21,UPI,FAILED,PAYMENT_TIMEOUT,0.10747634466046646
T0021630,C00476,2026-01-09 23:12:59,615.75,CARD,SUCCESS,,0.058944885918134515
T0004631,C00102,2026-01-09 23:14:06,438.89,CARD,SUCCESS,,0.04061100792859082
T0011331,C00247,2026-01-09 23:15:28,4186.97,WALLET,SUCCESS,,0.07784808585507115
T0006621,C00144,2026-01-09 23:17:47,1392.04,UPI,SUCCESS,,0.04737359028669282
T0007451,C00163,2026-01-09 23:18:44,688.59,UPI,SUCCESS,,0.045258053975899874
T0012663,C00278,2026-01-09 23:19:36,100.0,NETBANKING,FAILED,PAYMENT_TIMEOUT,0.06090169349740936
T0028350,C00620,2026-01-09 23:20:10,1441.57,CARD,SUCCESS,,0.056998686328152956
T0017251,C00378,2026-01-09 23:20:18,208.77,UPI,FAILED,INSUFFICIENT_FUNDS,0.036365115272714875
T0024822,C00546,2026-01-09 23:25:43,417.27,CARD,SUCCESS,,0.05688245538470644
T0006772,C00148,2026-01-09 23:26:12,1441.64,UPI,SUCCESS,,0.04334426115266554
T0036754,C00798,2026-01-09 23:26:49,713.19,UPI,SUCCESS,,0.0531876434549433
T0023151,C00509,2026-01-09 23:27:37,779.29,UPI,SUCCESS,,0.040762632615244855
T0022787,C00501,2026-01-09 23:28:17,3133.82,CARD,SUCCESS,,0.061900919031221135
T0035126,C00763,2026-01-09 23:29:18,6390.64,UPI,SUCCESS,,0.05182493513338223
T0022054,C00485,2026-01-09 23:30:08,854.76,UPI,SUCCESS,,0.06356800356573435
T0027097,C00594,2026-01-09 23:31:33,702.1,UPI,SUCCESS,,0.05514874495585293
T0030781,C00670,2026-01-09 23:32:01,536.97,CARD,SUCCESS,,0.0497587004244515
T0016203,C00354,2026-01-09 23:32:52,3430.61,UPI,SUCCESS,,0.05703938846044439
T0045399,C00990,2026-01-09 23:33:37,693.68,CARD,SUCCESS,,0.06152642304147199
T0024614,C00542,2026-01-09 23:36:45,2292.32,WALLET,SUCCESS,,0.07625859124290706
T0034520,C00749,2026-01-09 23:37:37,546.9,CARD,SUCCESS,,0.08290194118614065
T0022723,C00500,2026-01-09 23:37:48,1914.79,UPI,FAILED,BANK_DECLINE,0.06674536358579432
T0005912,C00130,2026-01-09 23:38:28,1169.66,UPI,SUCCESS,,0.06158529330512707
T0011245,C00244,2026-01-09 23:38:33,635.69,UPI,SUCCESS,,0.05158817168435454
T0041594,C00907,2026-01-09 23:39:04,711.12,UPI,SUCCESS,,0.05888213448901067
T0017263,C00378,2026-01-09 23:39:34,8204.26,UPI,SUCCESS,,0.05898994871298715
T0011394,C00249,2026-01-09 23:39:49,12150.34,CARD,SUCCESS,,0.06708394256419953
T0030167,C00657,2026-01-09 23:40:05,1694.34,NETBANKING,SUCCESS,,0.04757669763463868
T0012071,C00265,2026-01-09 23:40:31,966.56,UPI,SUCCESS,,0.04439505685536761
T0033095,C00720,2026-01-09 23:43:24,2704.21,UPI,SUCCESS,,0.05738226704955345
T0022612,C00497,2026-01-09 23:43:38,679.16,NETBANKING,SUCCESS,,0.0436927652622498
T0029638,C00644,2026-01-09 23:44:44,2376.38,UPI,SUCCESS,,0.045983232112402586
T0044513,C00971,2026-01-09 23:45:27,2919.9,CARD,SUCCESS,,0.08325547875424714
T0031294,C00680,2026-01-09 23:46:43,308.59,UPI,SUCCESS,,0.048443682695533424
T0023909,C00525,2026-01-09 23:47:09,1564.0,CARD,SUCCESS,,0.04705529914834631
T0037681,C00818,2026-01-09 23:48:20,590.67,CARD,SUCCESS,,0.04719112522633169
T0044225,C00964,2026-01-09 23:50:21,1025.85,UPI,FAILED,INSUFFICIENT_FUNDS,0.07853372152695917
T0026656,C00587,2026-01-09 23:51:03,2891.22,UPI,SUCCESS,,0.05912962934962082
T0015095,C00333,2026-01-09 23:52:22,584.44,NETBANKING,SUCCESS,,0.08993138311971981
T0013757,C00301,2026-01-09 23:53:43,1051.42,UPI,FAILED,LIMIT_EXCEEDED,0.0503047722437711
T0029605,C00644,2026-01-09 23:54:01,1487.07,UPI,SUCCESS,,0.04274452709394844
T0029839,C00649,2026-01-09 23:56:14,1283.17,UPI,SUCCESS,,0.059993968250162164
T0003658,C00082,2026-01-09 23:56:45,4302.4,UPI,SUCCESS,,0.11291642387775838
T0017494,C00384,2026-01-09 23:56:46,985.18,UPI,SUCCESS,,0.0394312579367562
T0042908,C00938,2026-01-09 23:57:25,504.53,UPI,SUCCESS,,0.04780239210803796
T0008333,C00181,2026-01-09 23:57:38,3063.56,UPI,SUCCESS,,0.05507492622467895
T0038581,C00840,2026-01-09 23:57:50,2006.65,CARD,SUCCESS,,0.05246663007136656
T0031034,C00675,2026-01-09 23:58:21,403.66,CARD,SUCCESS,,0.04703889265219922
T0002136,C00049,2026-01-10 00:00:41,5093.88,CARD,SUCCESS,,0.06815870891767506
T0012853,C00282,2026-01-10 00:00:41,1147.6,WALLET,SUCCESS,,0.042219073429584364
T0013397,C00294,2026-01-10 00:01:40,6766.32,CARD,SUCCESS,,0.08801470292880197
T0007188,C00157,2026-01-10 00:01:50,3583.85,UPI,SUCCESS,,0.06390381644993864
T0002006,C00046,2026-01-10 00:03:41,1718.04,UPI,SUCCESS,,0.07047950399314484
T0045431,C00990,2026-01-10 00:05:57,2458.51,CARD,SUCCESS,,0.07267514970932408
T0000300,C00008,2026-01-10 00:06:41,1784.37,CARD,SUCCESS,,0.048778484959432905
T0013582,C00297,2026-01-10 00:08:30,1182.06,WALLET,SUCCESS,,0.04725540390044755
T0037237,C00809,2026-01-10 00:09:37,321.06,CARD,SUCCESS,,0.06544122163570278
T0007550,C00165,2026-01-10 00:10:20,216.05,UPI,SUCCESS,,0.03016797604326605
T0027828,C00610,2026-01-10 00:10:32,2045.96,UPI,SUCCESS,,0.06521129912907447
T0007156,C00156,2026-01-10 00:10:32,541.26,CARD,SUCCESS,,0.05628795869540322
T0025883,C00570,2026-01-10 00:11:33,3449.45,WALLET,SUCCESS,,0.07928065112363815
T0019387,C00427,2026-01-10 00:11:48,8289.28,UPI,SUCCESS,,0.05580892627333597
T0032653,C00710,2026-01-10 00:12:59,2284.5,UPI,SUCCESS,,0.089767277439455
T0022043,C00485,2026-01-10 00:13:00,4270.63,UPI,SUCCESS,,0.08099768991131297
