failure_reason,confidence,recovery_rank,actual_recovered,transaction_id,amount,recovery_probability,recovery_flag,recovered_amount,expected_recovery,expected_intervention_cost,expected_friction_cost,expected_net_recovery,incremental_value,reclaim_intervene,reclaim_action,incremental_rank
INSUFFICIENT_FUNDS,0.1964518876864669,140,1,T0011198,2470.25,0.5982259438432335,1,2470.25,1477.7676377787475,1.5,0.25,1476.0176377787475,1476.0176377787475,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.0624501702940534,141,0,T0023604,2765.46,0.5312250851470267,0,0.0,1469.0817239706964,1.5,0.25,1467.3317239706964,1467.3317239706964,False,NO_ACTION,
NETWORK_ERROR,0.1539072655981805,142,1,T0020058,2542.15,0.5769536327990903,1,2542.15,1466.7026776202074,1.5,0.25,1464.9526776202074,1464.9526776202074,False,NO_ACTION,
LIMIT_EXCEEDED,0.2583823066280832,143,0,T0042583,3936.84,0.3708088466859583,0,0.0,1459.8150999871482,1.5,0.25,1458.0650999871482,1458.0650999871482,True,DELAYED_RETRY,51.0
NETWORK_ERROR,0.2047308491740551,144,1,T0032496,2420.0,0.6023654245870276,1,2420.0,1457.7243275006067,1.5,0.25,1455.9743275006067,1455.9743275006067,True,DELAYED_RETRY,52.0
INSUFFICIENT_FUNDS,0.0810798224845654,145,0,T0043325,2691.95,0.5405399112422827,0,0.0,1455.1064140686628,1.5,0.25,1453.3564140686628,1453.3564140686628,False,NO_ACTION,
PAYMENT_TIMEOUT,0.3032358068404179,146,1,T0020767,2221.85,0.651617903420209,1,2221.85,1447.7972387141913,1.5,0.25,1446.0472387141913,1446.0472387141913,True,RETRY_NOW,53.0
PAYMENT_TIMEOUT,0.2859916695682662,147,1,T0021620,2242.72,0.6429958347841331,1,2242.72,1442.0596185870709,1.5,0.25,1440.3096185870709,1440.3096185870709,True,DELAYED_RETRY,54.0
BANK_DECLINE,0.1019545883424042,148,1,T0044611,3200.52,0.4490227058287979,1,3200.52,1437.1061504591842,1.5,0.25,1435.3561504591842,1435.3561504591842,False,NO_ACTION,
BANK_DECLINE,0.1069042433591929,149,1,T0036983,3213.93,0.4465478783204035,1,3213.93,1435.1736225702944,1.5,0.25,1433.4236225702944,1433.4236225702944,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.08352573969915,150,1,T0010564,2648.1,0.541762869849575,1,2648.1,1434.6422556486596,1.5,0.25,1432.8922556486596,1432.8922556486596,False,NO_ACTION,
BANK_DECLINE,0.1279687062446071,151,1,T0016149,3282.18,0.4360156468776964,1,3282.18,1431.0818358690374,1.5,0.25,1429.3318358690374,1429.3318358690374,False,NO_ACTION,
LIMIT_EXCEEDED,0.0988563196618552,152,1,T0041024,3138.11,0.4505718401690723,1,3138.11,1413.9439973529675,1.5,0.25,1412.1939973529675,1412.1939973529675,False,NO_ACTION,
BANK_DECLINE,0.3603167091471855,153,0,T0045776,4416.1,0.3198416454264072,0,0.0,1412.452690367557,1.5,0.25,1410.702690367557,1410.702690367557,True,DELAYED_RETRY,55.0
BANK_DECLINE,0.1499608696382053,154,1,T0006383,3318.78,0.4250195651808973,1,3318.78,1410.5464325310584,1.5,0.25,1408.7964325310584,1408.7964325310584,False,NO_ACTION,
NETWORK_ERROR,0.2424823568581764,155,0,T0027169,2252.63,0.6212411784290882,0,0.0,1399.4265157647171,1.5,0.25,1397.6765157647171,1397.6765157647171,True,DELAYED_RETRY,56.0
BANK_DECLINE,0.2315014581031267,156,1,T0019493,3634.57,0.3842492709484366,1,3634.57,1396.5808727110593,1.5,0.25,1394.8308727110593,1394.8308727110593,True,DELAYED_RETRY,57.0
INSUFFICIENT_FUNDS,0.0080860970036839,157,0,T0020525,2794.57,0.495956951498158,0,0.0,1385.9864179482074,1.5,0.25,1384.2364179482074,1384.2364179482074,False,NO_ACTION,
NETWORK_ERROR,0.1660030801003189,158,0,T0043797,2373.09,0.5830015400501595,0,0.0,1383.5151246776331,1.5,0.25,1381.7651246776331,1381.7651246776331,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.1935364926679159,159,1,T0030260,2282.33,0.596768246333958,1,2282.33,1362.0220716553822,1.5,0.25,1360.2720716553822,1360.2720716553822,False,NO_ACTION,
BANK_DECLINE,0.0534765909403369,160,1,T0036246,2871.05,0.4732617045298315,1,2871.05,1358.758016790373,1.5,0.25,1357.008016790373,1357.008016790373,False,NO_ACTION,
NETWORK_ERROR,0.0356130038628155,161,0,T0044921,2588.01,0.5178065019314078,0,0.0,1340.0884050635027,1.5,0.25,1338.3384050635027,1338.3384050635027,False,NO_ACTION,
BANK_DECLINE,0.2008556736359248,162,0,T0010403,3334.56,0.3995721631820376,0,0.0,1332.3973524602952,1.5,0.25,1330.6473524602952,1330.6473524602952,True,DELAYED_RETRY,58.0
PAYMENT_TIMEOUT,0.3161795833079441,163,0,T0043353,2012.5,0.6580897916539721,0,0.0,1324.4057057036189,1.5,0.25,1322.6557057036189,1322.6557057036189,True,RETRY_NOW,59.0
LIMIT_EXCEEDED,0.1465351575726207,164,0,T0038880,3097.95,0.4267324212136896,0,0.0,1321.9957042989497,1.5,0.25,1320.2457042989497,1320.2457042989497,False,NO_ACTION,
BANK_DECLINE,0.0375260468275422,165,1,T0029558,2736.12,0.4812369765862289,1,2736.12,1316.7221163771126,1.5,0.25,1314.9721163771126,1314.9721163771126,False,NO_ACTION,
NETWORK_ERROR,0.218157808889575,166,0,T0004062,2161.46,0.6090789044447875,0,0.0,1316.4996888012304,1.5,0.25,1314.7496888012304,1314.7496888012304,True,DELAYED_RETRY,60.0
INSUFFICIENT_FUNDS,0.0791364004215715,167,1,T0006303,2431.37,0.5395682002107858,1,2431.37,1311.8899349464982,1.5,0.25,1310.1399349464982,1310.1399349464982,False,NO_ACTION,
PAYMENT_TIMEOUT,0.1307445120297574,168,0,T0009029,2316.16,0.5653722560148787,0,0.0,1309.4926044914214,1.5,0.25,1307.7426044914214,1307.7426044914214,False,NO_ACTION,
BANK_DECLINE,0.1089522801558311,169,1,T0006447,2923.79,0.4455238599220844,1,2923.79,1302.6182064015911,1.5,0.25,1300.8682064015911,1300.8682064015911,False,NO_ACTION,
BANK_DECLINE,0.0001732954090689,170,1,T0000307,2585.76,0.5000866477045345,1,2585.76,1293.1040501684772,1.5,0.25,1291.3540501684772,1291.3540501684772,False,NO_ACTION,
PAYMENT_TIMEOUT,0.2106348741004227,171,1,T0016021,2132.52,0.6053174370502113,1,2132.52,1290.8515408583166,1.5,0.25,1289.1015408583166,1289.1015408583166,True,DELAYED_RETRY,61.0
BANK_DECLINE,0.0963694246213766,172,1,T0020509,2852.75,0.4518152876893117,1,2852.75,1288.916061955684,1.5,0.25,1287.166061955684,1287.166061955684,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.1286079583444104,173,1,T0037561,2283.32,0.5643039791722052,1,2283.32,1288.4865617234798,1.5,0.25,1286.7365617234798,1286.7365617234798,False,NO_ACTION,
LIMIT_EXCEEDED,0.1787365274363603,174,0,T0037832,3137.03,0.4106317362818198,0,0.0,1288.1640756681572,1.5,0.25,1286.4140756681572,1286.4140756681572,False,NO_ACTION,
PAYMENT_TIMEOUT,0.3122129718889435,175,1,T0013303,1956.09,0.6561064859444717,1,1956.09,1283.4033360911217,1.5,0.25,1281.6533360911217,1281.6533360911217,True,RETRY_NOW,62.0
BANK_DECLINE,0.0846380074451109,176,1,T0005856,2777.65,0.4576809962774445,1,2777.65,1271.2776193100437,1.5,0.25,1269.5276193100437,1269.5276193100437,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.1357758804935436,177,1,T0010020,2236.15,0.5678879402467718,1,2236.15,1269.8826175828187,1.5,0.25,1268.1326175828187,1268.1326175828187,False,NO_ACTION,
LIMIT_EXCEEDED,0.1008982560393169,178,0,T0030948,2821.82,0.4495508719803415,0,0.0,1268.5516415715674,1.5,0.25,1266.8016415715674,1266.8016415715674,False,NO_ACTION,
NETWORK_ERROR,0.074273265886247,179,1,T0034422,2357.39,0.5371366329431235,1,2357.39,1266.24052713379,1.5,0.25,1264.49052713379,1264.49052713379,False,NO_ACTION,
NETWORK_ERROR,0.1953862863912958,180,1,T0044879,2116.81,0.5976931431956479,1,2116.81,1265.2028224479795,1.5,0.25,1263.4528224479795,1263.4528224479795,False,NO_ACTION,
BANK_DECLINE,0.208795353763677,181,1,T0041136,3184.36,0.3956023231181614,1,3184.36,1259.7402136445485,1.5,0.25,1257.9902136445485,1257.9902136445485,True,DELAYED_RETRY,63.0
INSUFFICIENT_FUNDS,0.0995047617613005,182,0,T0007597,2249.89,0.5497523808806503,0,0.0,1236.8823842195661,1.5,0.25,1235.1323842195661,1235.1323842195661,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.0057687831062483,183,0,T0041259,2486.33,0.4971156084468758,0,0.0,1235.9934507497208,1.5,0.25,1234.2434507497208,1234.2434507497208,False,NO_ACTION,
BANK_DECLINE,0.1800037938327572,184,1,T0008774,2931.32,0.4099981030836214,1,2931.32,1201.8356395310811,1.5,0.25,1200.0856395310811,1200.0856395310811,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.1686968914540354,185,0,T0026707,2053.36,0.5843484457270177,0,0.0,1199.8777245180293,1.5,0.25,1198.1277245180293,1198.1277245180293,False,NO_ACTION,
BANK_DECLINE,0.21068293623339,186,0,T0014041,3019.33,0.3946585318833049,0,0.0,1191.604345071219,1.5,0.25,1189.854345071219,1189.854345071219,True,DELAYED_RETRY,64.0
BANK_DECLINE,0.0253312032791614,187,1,T0030765,2435.2,0.4873343983604192,1,2435.2,1186.7567268872926,1.5,0.25,1185.0067268872926,1185.0067268872926,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.1982973124283205,188,1,T0013620,1978.42,0.5991486562141602,1,1978.42,1185.367684427219,1.5,0.25,1183.617684427219,1183.617684427219,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.1474996605716458,189,1,T0007071,2026.14,0.5737498302858229,1,2026.14,1162.4974811353172,1.5,0.25,1160.7474811353172,1160.7474811353172,False,NO_ACTION,
BANK_DECLINE,0.2317533203262072,190,1,T0010540,3025.42,0.3841233398368964,1,3025.42,1162.134434809343,1.5,0.25,1160.384434809343,1160.384434809343,True,DELAYED_RETRY,65.0
BANK_DECLINE,0.2552840997256921,191,0,T0028430,3107.28,0.3723579501371539,0,0.0,1157.0204113021757,1.5,0.25,1155.2704113021757,1155.2704113021757,True,DELAYED_RETRY,66.0
BANK_DECLINE,0.1208601321178989,192,0,T0030295,2618.72,0.4395699339410505,0,0.0,1151.1105774101077,1.5,0.25,1149.3605774101077,1149.3605774101077,False,NO_ACTION,
PAYMENT_TIMEOUT,0.3518302931372581,193,0,T0010295,1697.93,0.675915146568629,0,0.0,1147.6566048132725,1.5,0.25,1145.9066048132725,1145.9066048132725,True,RETRY_NOW,67.0
INSUFFICIENT_FUNDS,0.1231044796287841,194,0,T0014296,2042.47,0.5615522398143921,0,0.0,1146.9536032537014,1.5,0.25,1145.2036032537014,1145.2036032537014,False,NO_ACTION,
BANK_DECLINE,0.1913651189970444,195,0,T0018963,2822.68,0.4043174405014778,0,0.0,1141.2587529547113,1.5,0.25,1139.5087529547113,1139.5087529547113,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.0016367105244339,196,1,T0020202,2268.19,0.500818355262217,1,2268.19,1135.9511852222079,1.5,0.25,1134.2011852222079,1134.2011852222079,False,NO_ACTION,
NETWORK_ERROR,0.2216165904806599,197,1,T0026495,1857.06,0.61080829524033,1,1857.06,1134.3076527590072,1.5,0.25,1132.5576527590072,1132.5576527590072,True,DELAYED_RETRY,68.0
BANK_DECLINE,0.2147266085825074,198,0,T0038623,2860.12,0.3926366957087462,0,0.0,1122.9880661304992,1.5,0.25,1121.2380661304992,1121.2380661304992,True,DELAYED_RETRY,69.0
BANK_DECLINE,0.1472334937597031,199,1,T0039647,2625.56,0.4263832531201484,1,2625.56,1119.4948140621368,1.5,0.25,1117.7448140621368,1117.7448140621368,False,NO_ACTION,
LIMIT_EXCEEDED,0.0001695662470628,200,1,T0007247,2223.9,0.5000847831235314,1,2223.9,1112.1385491884216,1.5,0.25,1110.3885491884216,1110.3885491884216,False,NO_ACTION,
BANK_DECLINE,0.0050848617836847,201,0,T0019003,2211.47,0.5025424308918424,0,0.0,1111.3575096443826,1.5,0.25,1109.6075096443826,1109.6075096443826,False,NO_ACTION,
PAYMENT_TIMEOUT,0.027907224863491,202,0,T0008028,2138.02,0.5139536124317455,0,0.0,1098.8431024513206,1.5,0.25,1097.0931024513206,1097.0931024513206,False,NO_ACTION,
BANK_DECLINE,0.1375340269055046,203,1,T0007152,2501.85,0.4312329865472477,1,2501.85,1078.8802473932315,1.5,0.25,1077.1302473932315,1077.1302473932315,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.0474052948674479,204,0,T0031087,2035.08,0.523702647433724,0,0.0,1065.7767837394229,1.5,0.25,1064.0267837394229,1064.0267837394229,False,NO_ACTION,
NETWORK_ERROR,0.0455821414830026,205,1,T0012678,2000.63,0.5227910707415013,1,2000.63,1045.9114998575699,1.5,0.25,1044.1614998575699,1044.1614998575699,False,NO_ACTION,
BANK_DECLINE,0.1750940580189153,206,0,T0022600,2531.67,0.4124529709905423,0,0.0,1044.1948130676262,1.5,0.25,1042.4448130676262,1042.4448130676262,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.1131512022776977,207,0,T0037693,1874.26,0.5565756011388489,0,0.0,1043.1673861904987,1.5,0.25,1041.4173861904987,1041.4173861904987,False,NO_ACTION,
PAYMENT_TIMEOUT,0.0290585369256504,208,1,T0028023,2019.19,0.5145292684628252,1,2019.19,1038.932353587452,1.5,0.25,1037.182353587452,1037.182353587452,False,NO_ACTION,
BANK_DECLINE,0.0825598594145431,209,0,T0019795,2261.81,0.4587200702927284,0,0.0,1037.5376421887959,1.5,0.25,1035.7876421887959,1035.7876421887959,False,NO_ACTION,
NETWORK_ERROR,0.1638967668754691,210,1,T0001406,1775.79,0.5819483834377346,1,1775.79,1033.4181198248946,1.5,0.25,1031.6681198248946,1031.6681198248946,False,NO_ACTION,
PAYMENT_TIMEOUT,0.0922847538739988,211,0,T0023526,1889.73,0.5461423769369994,0,0.0,1032.061633969156,1.5,0.25,1030.311633969156,1030.311633969156,False,NO_ACTION,
BANK_DECLINE,0.1864984538113269,212,0,T0009042,2534.22,0.4067507730943365,0,0.0,1030.7959441911294,1.5,0.25,1029.0459441911294,1029.0459441911294,False,NO_ACTION,
BANK_DECLINE,0.1108389033334422,213,0,T0032545,2317.59,0.4445805483332788,0,0.0,1030.3554330117238,1.5,0.25,1028.6054330117238,1028.6054330117238,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.083696072098591,214,1,T0017280,1892.78,0.5418480360492955,1,1892.78,1025.5991256733855,1.5,0.25,1023.8491256733855,1023.8491256733855,False,NO_ACTION,
NETWORK_ERROR,0.0672878116561008,215,1,T0027780,1916.91,0.5336439058280504,1,1916.91,1022.9473395208482,1.5,0.25,1021.1973395208482,1021.1973395208482,False,NO_ACTION,
BANK_DECLINE,0.0248482269182188,216,1,T0004263,2094.96,0.4875758865408905,1,2094.96,1021.451979267704,1.5,0.25,1019.701979267704,1019.701979267704,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.0399301464476868,217,1,T0008505,1958.08,0.5199650732238434,1,1958.08,1018.1332105781433,1.5,0.25,1016.3832105781433,1016.3832105781433,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.0710727454545574,218,1,T0009240,1893.97,0.5355363727272787,1,1893.97,1014.2898238542841,1.5,0.25,1012.5398238542841,1012.5398238542841,False,NO_ACTION,
LIMIT_EXCEEDED,0.1600868156240329,219,0,T0011407,2414.38,0.4199565921879835,0,0.0,1013.9347970468236,1.5,0.25,1012.1847970468236,1012.1847970468236,False,NO_ACTION,
PAYMENT_TIMEOUT,0.2739518544210093,220,1,T0016479,1580.83,0.6369759272105047,1,1580.83,1006.9506550121821,1.5,0.25,1005.2006550121821,1005.2006550121821,True,DELAYED_RETRY,70.0
LIMIT_EXCEEDED,0.248988430290925,221,0,T0044094,2674.62,0.3755057848545375,0,0.0,1004.335282287643,1.5,0.25,1002.585282287643,1002.585282287643,True,DELAYED_RETRY,71.0
PAYMENT_TIMEOUT,0.1751262036388994,222,1,T0017693,1697.98,0.5875631018194497,1,1697.98,997.6703956273892,1.5,0.25,995.9203956273892,995.9203956273892,False,NO_ACTION,
LIMIT_EXCEEDED,0.2470835658067444,223,0,T0037966,2641.52,0.3764582170966278,0,0.0,994.4219096250843,1.5,0.25,992.6719096250843,992.6719096250843,True,DELAYED_RETRY,72.0
INSUFFICIENT_FUNDS,0.0661968079158028,224,1,T0045458,1863.01,0.5330984039579014,1,1863.01,993.1676575576099,1.5,0.25,991.4176575576099,991.4176575576099,False,NO_ACTION,
BANK_DECLINE,0.1638902553350887,225,1,T0045601,2366.89,0.4180548723324556,1,2366.89,989.4898967749657,1.5,0.25,987.7398967749657,987.7398967749657,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.1485764576324189,226,1,T0034486,1712.88,0.5742882288162094,1,1712.88,983.6868213747089,1.5,0.25,981.9368213747089,981.9368213747089,False,NO_ACTION,
LIMIT_EXCEEDED,0.0215019525018435,227,1,T0033004,2007.06,0.4892490237490782,1,2007.06,981.9521456058249,1.5,0.25,980.2021456058249,980.2021456058249,False,NO_ACTION,
NETWORK_ERROR,0.1977511597398609,228,1,T0019048,1620.69,0.5988755798699305,1,1620.69,970.5916635393976,1.5,0.25,968.8416635393976,968.8416635393976,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.0499419555962872,229,1,T0033768,1844.95,0.5249709777981436,1,1844.95,968.545205488685,1.5,0.25,966.795205488685,966.795205488685,False,NO_ACTION,
BANK_DECLINE,0.177060289146678,230,1,T0017990,2350.94,0.411469855426661,1,2350.94,967.3409419167543,1.5,0.25,965.5909419167543,965.5909419167543,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.3887696898278135,231,0,T0027139,3160.42,0.3056151550860932,0,0.0,965.8722484371907,1.5,0.25,964.1222484371907,964.1222484371907,True,DELAYED_RETRY,73.0
BANK_DECLINE,0.3287304659951263,232,0,T0004376,2866.24,0.3356347670024368,0,0.0,962.0097945730643,1.5,0.25,960.2597945730643,960.2597945730643,True,DELAYED_RETRY,74.0
PAYMENT_TIMEOUT,0.3168908755000683,233,1,T0003869,1444.36,0.6584454377500342,1,1444.36,951.0322524686393,1.5,0.25,949.2822524686393,949.2822524686393,True,RETRY_NOW,75.0
PAYMENT_TIMEOUT,0.2812208547018695,234,1,T0014501,1483.74,0.6406104273509348,1,1483.74,950.499315477676,1.5,0.25,948.749315477676,948.749315477676,True,DELAYED_RETRY,76.0
INSUFFICIENT_FUNDS,0.0611954458656622,235,1,T0019722,2024.57,0.4694022770671688,1,2024.57,950.3377680818779,1.5,0.25,948.5877680818779,948.5877680818779,False,NO_ACTION,
BANK_DECLINE,0.1235356146861909,236,1,T0026121,2162.16,0.4382321926569045,1,2162.16,947.5281176750526,1.5,0.25,945.7781176750526,945.7781176750526,False,NO_ACTION,
NETWORK_ERROR,0.1698204913583618,237,1,T0002943,1617.79,0.5849102456791809,1,1617.79,946.2619463573221,1.5,0.25,944.5119463573221,944.5119463573221,False,NO_ACTION,
LIMIT_EXCEEDED,0.2889937702501545,238,1,T0001000,2656.77,0.3555031148749227,1,2656.77,944.4900105062484,1.5,0.25,942.7400105062484,942.7400105062484,True,DELAYED_RETRY,77.0
INSUFFICIENT_FUNDS,0.0299499691307147,239,0,T0016958,1831.75,0.5149749845653574,0,0.0,943.3054279775935,1.5,0.25,941.5554279775935,941.5554279775935,False,NO_ACTION,
BANK_DECLINE,0.0175369668069156,240,1,T0022723,1914.79,0.4912315165965422,1,1914.79,940.605195663893,1.5,0.25,938.855195663893,938.855195663893,False,NO_ACTION,
NETWORK_ERROR,0.2000411923429272,241,1,T0028584,1563.76,0.6000205961714636,1,1563.76,938.288207469088,1.5,0.25,936.538207469088,936.538207469088,True,DELAYED_RETRY,78.0
NETWORK_ERROR,0.0896998704339134,242,1,T0009806,2059.37,0.4551500647830432,1,2059.37,937.3223889122556,1.5,0.25,935.5723889122556,935.5723889122556,False,NO_ACTION,
BANK_DECLINE,0.1343256447592035,243,1,T0003177,2150.05,0.4328371776203982,1,2150.05,930.6215737427373,1.5,0.25,928.8715737427373,928.8715737427373,False,NO_ACTION,
NETWORK_ERROR,0.1591395701478979,244,1,T0000486,1604.18,0.579569785073949,1,1604.18,929.7342578199275,1.5,0.25,927.9842578199275,927.9842578199275,False,NO_ACTION,
BANK_DECLINE,0.1299537736325254,245,1,T0044966,2134.77,0.4350231131837372,1,2134.77,928.6742913312466,1.5,0.25,926.9242913312466,926.9242913312466,False,NO_ACTION,
BANK_DECLINE,0.074521379147632,246,0,T0025016,1991.77,0.462739310426184,0,0.0,921.6702763275605,1.5,0.25,919.9202763275605,919.9202763275605,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.1148494616119908,247,0,T0043089,1648.54,0.5574247308059954,0,0.0,918.9369657229157,1.5,0.25,917.1869657229157,917.1869657229157,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.026133500662647,248,0,T0006656,1789.21,0.5130667503313235,0,0.0,917.9841603603074,1.5,0.25,916.2341603603074,916.2341603603074,False,NO_ACTION,
PAYMENT_TIMEOUT,0.3235729042723934,249,1,T0020248,1373.02,0.6617864521361967,1,1373.02,908.6460345120407,1.5,0.25,906.8960345120407,906.8960345120407,True,RETRY_NOW,79.0
BANK_DECLINE,0.0892302662808162,250,1,T0005074,1988.54,0.4553848668595919,1,1988.54,905.5510231449729,1.5,0.25,903.8010231449729,903.8010231449729,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.0680791951282264,251,0,T0030852,1695.1,0.5340395975641132,0,0.0,905.2505218309283,1.5,0.25,903.5005218309283,903.5005218309283,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.1830082246135567,252,1,T0037557,1526.22,0.5915041123067784,1,1526.22,902.7654062848512,1.5,0.25,901.0154062848512,901.0154062848512,False,NO_ACTION,
BANK_DECLINE,0.2628076272485018,253,1,T0005549,2446.22,0.3685961863757491,1,2446.22,901.6673630360849,1.5,0.25,899.9173630360849,899.9173630360849,True,DELAYED_RETRY,80.0
NETWORK_ERROR,0.2411992458042495,254,1,T0045689,2374.4,0.3794003770978752,1,2374.4,900.8482553811949,1.5,0.25,899.0982553811949,899.0982553811949,True,DELAYED_RETRY,81.0
BANK_DECLINE,0.1955136016249223,255,0,T0033444,2238.62,0.4022431991875388,0,0.0,900.469670565208,1.5,0.25,898.719670565208,898.719670565208,False,NO_ACTION,
NETWORK_ERROR,0.0965091817815408,256,1,T0039628,1642.36,0.5482545908907704,1,1642.36,900.4314098953657,1.5,0.25,898.6814098953657,898.6814098953657,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.097133569524878,257,0,T0011585,1638.4,0.548566784762439,0,0.0,898.7718201547801,1.5,0.25,897.0218201547801,897.0218201547801,False,NO_ACTION,
LIMIT_EXCEEDED,0.0452683626930812,258,1,T0018726,1699.38,0.5226341813465406,1,1699.38,888.1540750966842,1.5,0.25,886.4040750966842,886.4040750966842,False,NO_ACTION,
BANK_DECLINE,0.1365406042122664,259,1,T0025241,2056.96,0.4317296978938668,1,2056.96,888.0507193797682,1.5,0.25,886.3007193797682,886.3007193797682,False,NO_ACTION,
NETWORK_ERROR,0.0843902387121582,260,0,T0036337,1637.58,0.5421951193560791,0,0.0,887.887883555128,1.5,0.25,886.137883555128,886.137883555128,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.1928058987023952,261,1,T0023888,1481.81,0.5964029493511976,1,1481.81,883.7558543780981,1.5,0.25,882.0058543780981,882.0058543780981,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.0980485942680946,262,1,T0022413,1599.45,0.5490242971340473,1,1599.45,878.136912051052,1.5,0.25,876.386912051052,876.386912051052,False,NO_ACTION,
BANK_DECLINE,0.0650829841104204,263,0,T0024654,1878.39,0.4674585079447897,0,0.0,878.0693867384136,1.5,0.25,876.3193867384136,876.3193867384136,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.1734121169953175,264,0,T0028036,2116.02,0.4132939415023412,0,0.0,874.538246097784,1.5,0.25,872.788246097784,872.788246097784,False,NO_ACTION,
NETWORK_ERROR,0.0648502500809617,265,1,T0002531,1617.0,0.5324251250404809,1,1617.0,860.9314271904576,1.5,0.25,859.1814271904576,859.1814271904576,False,NO_ACTION,
NETWORK_ERROR,0.1786823395531376,266,1,T0042084,1459.62,0.5893411697765688,1,1459.62,860.2141582292753,1.5,0.25,858.4641582292753,858.4641582292753,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.10211753917994,267,1,T0036541,1539.43,0.55105876958997,1,1539.43,848.3164016698876,1.5,0.25,846.5664016698876,846.5664016698876,False,NO_ACTION,
BANK_DECLINE,0.2976083674268285,268,0,T0015813,2413.19,0.3511958162865857,0,0.0,847.5022319046258,1.5,0.25,845.7522319046258,845.7522319046258,True,DELAYED_RETRY,82.0
INSUFFICIENT_FUNDS,0.2048281578457125,269,1,T0011112,2129.3,0.3975859210771437,1,2129.3,846.5797017495621,1.5,0.25,844.8297017495621,844.8297017495621,True,DELAYED_RETRY,83.0
PAYMENT_TIMEOUT,0.2243360389411761,270,1,T0020380,1378.31,0.6121680194705881,1,1378.31,843.7573029165062,1.5,0.25,842.0073029165062,842.0073029165062,True,DELAYED_RETRY,84.0
PAYMENT_TIMEOUT,0.2400070639501992,271,1,T0001779,1350.33,0.6200035319750996,1,1350.33,837.2093693319362,1.5,0.25,835.4593693319362,835.4593693319362,True,DELAYED_RETRY,85.0
BANK_DECLINE,0.2268816264856822,272,0,T0044447,2152.95,0.3865591867571589,0,0.0,832.2426011288252,1.5,0.25,830.4926011288252,830.4926011288252,True,DELAYED_RETRY,86.0
INSUFFICIENT_FUNDS,0.019354439420848,273,0,T0028736,1620.58,0.509677219710424,0,0.0,825.9727087183189,1.5,0.25,824.2227087183189,824.2227087183189,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.0049559252954594,274,1,T0021796,1638.01,0.5024779626477297,1,1638.01,823.0639275966078,1.5,0.25,821.3139275966078,821.3139275966078,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.1638331109086279,275,0,T0024586,1414.13,0.581916555454314,0,0.0,822.9056585646091,1.5,0.25,821.1556585646091,821.1556585646091,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.0803271933749814,276,1,T0025056,1518.16,0.5401635966874907,1,1518.16,820.0547659470809,1.5,0.25,818.3047659470809,818.3047659470809,False,NO_ACTION,
PAYMENT_TIMEOUT,0.2563557156396607,277,1,T0012549,1303.25,0.6281778578198304,1,1303.25,818.6727932036939,1.5,0.25,816.9227932036939,816.9227932036939,True,DELAYED_RETRY,87.0
BANK_DECLINE,0.1392190164600033,278,0,T0023681,1900.6,0.4303904917699983,0,0.0,818.0001686580587,1.5,0.25,816.2501686580587,816.2501686580587,False,NO_ACTION,
NETWORK_ERROR,0.1252870842594444,279,1,T0007500,1453.5,0.5626435421297222,1,1453.5,817.8023884855512,1.5,0.25,816.0523884855512,816.0523884855512,False,NO_ACTION,
BANK_DECLINE,0.2371154094404907,280,0,T0041788,2130.1,0.3814422952797546,0,0.0,812.5102331754052,1.5,0.25,810.7602331754052,810.7602331754052,True,DELAYED_RETRY,88.0
NETWORK_ERROR,0.0785394380946216,281,1,T0037764,1501.11,0.5392697190473108,1,1501.11,809.5031679591086,1.5,0.25,807.7531679591086,807.7531679591086,False,NO_ACTION,
