transaction_id,customer_id,timestamp,amount,payment_method,status,failure_reason,historical_transaction_count,historical_success_count,historical_failure_count,historical_success_rate,hours_since_previous_transaction,previous_transaction_success,previous_failure_reason,transactions_last_7d,successful_payments_last_7d,failed_payments_last_7d,avg_amount_last_7d,failure_rate_last_7d,amount_vs_recent_average,payment_momentum,failure_streak,hours_since_last_success,hours_since_last_failure,method_share,recoverability_score,model_confidence,base_recovery_probability,recommended_action,action_recovery_probability,expected_recovery,intervention_cost,expected_net_recovery,decision_reason,priority,opportunity_rank
T0020180,C00444,2026-01-02 21:56:41,493.12,UPI,FAILED,BANK_DECLINE,1,1.0,0.0,1.0,17.661666666666665,1,NONE,1.0,1.0,0.0,119.74,0.0,4.1182562218139305,1.0,1,17.661666666666665,-1.0,1.0,80.48,12.21,0.7338,RETRY_NOW,0.5283,260.53,1.5,259.03,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2655
T0015765,C00347,2026-01-02 22:04:25,1432.74,WALLET,FAILED,NETWORK_ERROR,4,3.0,1.0,0.75,15.028055555555556,1,NONE,4.0,3.0,1.0,3357.05,0.25,0.4267854217244307,1.0,1,15.028055555555556,16.336388888888887,1.0,69.43,23.86,0.6329,RETRY_NOW,0.5104,731.23,1.5,729.73,elevated recent failure rate; previous payment succeeded,MEDIUM,1725
T0032808,C00714,2026-01-02 22:10:20,1774.83,NETBANKING,FAILED,BANK_DECLINE,3,3.0,0.0,1.0,0.2794444444444444,1,NONE,3.0,3.0,0.0,2809.633333333333,0.0,0.6316945271625004,1.0,1,0.2794444444444444,-1.0,1.0,81.45,16.64,0.7416,RETRY_NOW,0.534,947.67,1.5,946.17,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1384
T0043558,C00950,2026-01-02 22:12:47,11241.32,UPI,FAILED,LIMIT_EXCEEDED,4,4.0,0.0,1.0,5.081111111111111,1,NONE,4.0,4.0,0.0,2484.76,0.0,4.524106956003799,1.0,1,5.081111111111111,-1.0,1.0,81.93,18.86,0.7454,RETRY_NOW,0.5367,6033.08,1.5,6031.58,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,41
T0037127,C00806,2026-01-02 22:22:06,1359.83,UPI,FAILED,NETWORK_ERROR,5,5.0,0.0,1.0,1.93,1,NONE,5.0,5.0,0.0,1278.768,0.0,1.0633907010497603,1.0,1,1.93,-1.0,1.0,82.41,21.07,0.7493,RETRY_NOW,0.6042,821.66,1.5,820.16,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1563
T0017938,C00394,2026-01-02 22:28:02,297.74,NETBANKING,FAILED,NETWORK_ERROR,2,2.0,0.0,1.0,9.760833333333334,1,NONE,2.0,2.0,0.0,4198.3,0.0,0.070919181573494,1.0,1,9.760833333333334,-1.0,1.0,80.96,14.43,0.7377,RETRY_NOW,0.5949,177.12,1.5,175.62,strong historical payment reliability; low recent failure rate; previous payment succeeded,LOW,2801
T0000378,C00009,2026-01-02 22:29:35,2495.87,UPI,FAILED,PAYMENT_TIMEOUT,3,3.0,0.0,1.0,4.905833333333334,1,NONE,3.0,3.0,0.0,1329.55,0.0,1.8772291376781616,1.0,1,4.905833333333334,-1.0,1.0,81.45,16.64,0.7416,RETRY_NOW,0.598,1492.6,1.5,1491.1,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,825
T0041437,C00904,2026-01-02 22:53:47,471.35,CARD,FAILED,LIMIT_EXCEEDED,3,3.0,0.0,1.0,1.6294444444444445,1,NONE,3.0,3.0,0.0,4377.32,0.0,0.1076800416693319,1.0,1,1.6294444444444445,-1.0,1.0,81.45,16.64,0.7416,RETRY_NOW,0.534,251.68,1.5,250.18,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2673
T0036486,C00793,2026-01-02 23:13:48,974.35,NETBANKING,FAILED,NETWORK_ERROR,4,4.0,0.0,1.0,2.31,1,NONE,4.0,4.0,0.0,2330.435,0.0,0.4180979087595234,1.0,1,2.31,-1.0,1.0,81.93,18.86,0.7454,RETRY_NOW,0.6011,585.67,1.5,584.17,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2000
T0009854,C00215,2026-01-02 23:25:45,1786.96,CARD,FAILED,BANK_DECLINE,2,2.0,0.0,1.0,28.107222222222223,1,NONE,2.0,2.0,0.0,487.205,0.0,3.667778450549564,1.0,1,28.107222222222223,-1.0,1.0,80.96,14.43,0.7377,RETRY_NOW,0.5311,949.13,1.5,947.63,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1381
T0037583,C00816,2026-01-02 23:32:13,7914.33,UPI,FAILED,INSUFFICIENT_FUNDS,2,2.0,0.0,1.0,17.52611111111111,1,NONE,2.0,2.0,0.0,1559.25,0.0,5.075728715728716,1.0,1,17.52611111111111,-1.0,1.0,80.96,14.43,0.7377,DELAYED_RETRY,0.5599,4431.35,1.0,4430.35,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,89
T0025452,C00559,2026-01-02 23:39:10,1424.61,CARD,FAILED,PAYMENT_TIMEOUT,3,3.0,0.0,1.0,1.790277777777778,1,NONE,3.0,3.0,0.0,1964.7733333333333,0.0,0.7250760053746658,1.0,1,1.790277777777778,-1.0,1.0,81.45,16.64,0.7416,RETRY_NOW,0.598,851.95,1.5,850.45,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1520
T0014241,C00313,2026-01-02 23:56:54,1929.97,UPI,FAILED,BANK_DECLINE,4,4.0,0.0,1.0,1.6522222222222225,1,NONE,4.0,4.0,0.0,1356.715,0.0,1.4225316297085238,1.0,1,1.6522222222222225,-1.0,1.0,81.93,18.86,0.7454,RETRY_NOW,0.5367,1035.79,1.5,1034.29,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,1263
T0044074,C00960,2026-01-03 00:33:53,2341.44,CARD,FAILED,BANK_DECLINE,0,61.0,1.0,0.9838709677419356,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,69.52,10.0,0.6454,RETRY_NOW,0.4647,1088.04,1.5,1086.54,strong historical payment reliability; low recent failure rate,HIGH,1217
T0019119,C00420,2026-01-03 00:39:48,2502.85,UPI,FAILED,INSUFFICIENT_FUNDS,3,3.0,0.0,1.0,28.8975,1,NONE,3.0,3.0,0.0,2478.9100000000003,0.0,1.0096574704204668,1.0,1,28.8975,-1.0,1.0,81.45,16.64,0.7416,DELAYED_RETRY,0.5629,1408.79,1.0,1407.79,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,897
T0002896,C00068,2026-01-03 00:56:42,3368.7,CARD,FAILED,INSUFFICIENT_FUNDS,6,4.0,2.0,0.6666666666666666,9.370833333333334,1,NONE,6.0,4.0,2.0,2350.8816666666667,0.3333333333333333,1.432951750726146,1.0,1,9.370833333333334,20.0625,1.0,66.23,29.95,0.6032,DELAYED_RETRY,0.4578,1542.29,1.0,1541.29,weak historical payment reliability; elevated recent failure rate; previous payment succeeded,HIGH,786
T0010433,C00227,2026-01-03 01:32:10,2376.68,NETBANKING,FAILED,BANK_DECLINE,7,6.0,1.0,0.8571428571428571,2.279166666666667,1,NONE,7.0,6.0,1.0,1981.9442857142856,0.1428571428571428,1.1991658984215354,1.0,1,2.279166666666667,9.086944444444445,1.0,76.23,28.36,0.6927,RETRY_NOW,0.4987,1185.35,1.5,1183.85,previous payment succeeded,HIGH,1097
T0009618,C00210,2026-01-03 01:37:14,3165.66,CARD,FAILED,INSUFFICIENT_FUNDS,6,6.0,0.0,1.0,19.09722222222222,1,NONE,6.0,6.0,0.0,3213.4149999999995,0.0,0.985138863172046,1.0,1,19.09722222222222,-1.0,1.0,82.89,23.29,0.7531,DELAYED_RETRY,0.5716,1809.5,1.0,1808.5,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,606
T0029888,C00651,2026-01-03 01:55:09,1791.21,CARD,FAILED,PAYMENT_TIMEOUT,3,3.0,0.0,1.0,12.71888888888889,1,NONE,3.0,3.0,0.0,2003.93,0.0,0.8938485875255123,1.0,1,12.71888888888889,-1.0,1.0,81.45,16.64,0.7416,RETRY_NOW,0.598,1071.19,1.5,1069.69,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,1230
T0023179,C00510,2026-01-03 02:04:26,4931.08,UPI,FAILED,PAYMENT_TIMEOUT,1,1.0,0.0,1.0,35.08138888888889,1,NONE,1.0,1.0,0.0,2704.63,0.0,1.823199476453341,1.0,1,35.08138888888889,-1.0,1.0,80.48,12.21,0.7338,RETRY_NOW,0.5917,2917.9,1.5,2916.4,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,244
T0004121,C00090,2026-01-03 02:22:28,6548.38,UPI,FAILED,BANK_DECLINE,1,1.0,0.0,1.0,23.32111111111111,1,NONE,1.0,1.0,0.0,5436.97,0.0,1.2044171661789562,1.0,1,23.32111111111111,-1.0,1.0,80.48,12.21,0.7338,RETRY_NOW,0.5283,3459.74,1.5,3458.24,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,167
T0034615,C00752,2026-01-03 02:24:50,5516.68,UPI,FAILED,NETWORK_ERROR,3,3.0,0.0,1.0,4.4775,1,NONE,3.0,3.0,0.0,2888.23,0.0,1.9100556396131887,1.0,1,4.4775,-1.0,1.0,81.45,16.64,0.7416,RETRY_NOW,0.598,3299.12,1.5,3297.62,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,181
T0033147,C00721,2026-01-03 02:50:49,1994.6,NETBANKING,FAILED,INSUFFICIENT_FUNDS,2,2.0,0.0,1.0,21.14638888888889,1,NONE,2.0,2.0,0.0,1583.91,0.0,1.259288722212752,1.0,1,21.14638888888889,-1.0,1.0,80.96,14.43,0.7377,DELAYED_RETRY,0.5599,1116.81,1.0,1115.81,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,1174
T0031148,C00677,2026-01-03 02:52:27,2308.58,CARD,FAILED,NETWORK_ERROR,3,3.0,0.0,1.0,18.06888888888889,1,NONE,3.0,3.0,0.0,1375.65,0.0,1.6781739541307747,1.0,1,18.06888888888889,-1.0,1.0,81.45,16.64,0.7416,RETRY_NOW,0.598,1380.59,1.5,1379.09,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,925
T0045041,C00983,2026-01-03 03:07:40,2506.69,CARD,FAILED,LIMIT_EXCEEDED,8,8.0,0.0,1.0,22.848055555555558,1,NONE,8.0,8.0,0.0,2532.6575000000003,0.0,0.9897469357779328,1.0,1,22.848055555555558,-1.0,1.0,83.86,27.71,0.7609,RETRY_NOW,0.5478,1373.29,1.5,1371.79,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,931
T0031764,C00689,2026-01-03 03:32:46,539.28,UPI,FAILED,NETWORK_ERROR,5,5.0,0.0,1.0,7.175,1,NONE,5.0,5.0,0.0,1772.0880000000002,0.0,0.3043189728726789,1.0,1,7.175,-1.0,1.0,82.41,21.07,0.7493,RETRY_NOW,0.6042,325.85,1.5,324.35,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2535
T0033688,C00731,2026-01-03 03:49:36,1633.27,UPI,FAILED,BANK_DECLINE,2,2.0,0.0,1.0,14.964722222222225,1,NONE,2.0,2.0,0.0,4409.355,0.0,0.370410184709555,1.0,1,14.964722222222225,-1.0,1.0,80.96,14.43,0.7377,RETRY_NOW,0.5311,867.5,1.5,866.0,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1502
T0007716,C00168,2026-01-03 03:51:16,582.89,UPI,FAILED,NETWORK_ERROR,1,1.0,0.0,1.0,4.3133333333333335,1,NONE,1.0,1.0,0.0,5460.39,0.0,0.1067487853431714,1.0,1,4.3133333333333335,-1.0,1.0,80.48,12.21,0.7338,RETRY_NOW,0.5917,344.92,1.5,343.42,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2496
T0028339,C00620,2026-01-03 04:03:16,1094.87,CARD,FAILED,INSUFFICIENT_FUNDS,4,4.0,0.0,1.0,3.4969444444444444,1,NONE,4.0,4.0,0.0,2140.0725,0.0,0.5116041629430778,1.0,1,3.4969444444444444,-1.0,1.0,81.93,18.86,0.7454,DELAYED_RETRY,0.5658,619.43,1.0,618.43,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1938
T0005003,C00111,2026-01-03 04:05:37,438.38,CARD,FAILED,BANK_DECLINE,4,4.0,0.0,1.0,1.4005555555555556,1,NONE,4.0,4.0,0.0,1260.7325,0.0,0.347718489052991,1.0,1,1.4005555555555556,-1.0,1.0,81.93,18.86,0.7454,RETRY_NOW,0.5367,235.27,1.5,233.77,strong historical payment reliability; low recent failure rate; previous payment succeeded,LOW,2708
T0029028,C00634,2026-01-03 04:14:27,1709.78,CARD,FAILED,BANK_DECLINE,3,3.0,0.0,1.0,15.004722222222222,1,NONE,3.0,3.0,0.0,1879.506666666667,0.0,0.9096961614040564,1.0,1,15.004722222222222,-1.0,1.0,81.45,16.64,0.7416,RETRY_NOW,0.534,912.94,1.5,911.44,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1436
T0024667,C00543,2026-01-03 04:16:26,4094.99,CARD,FAILED,INSUFFICIENT_FUNDS,3,3.0,0.0,1.0,25.799722222222226,1,NONE,3.0,3.0,0.0,3833.226666666667,0.0,1.06828798714399,1.0,1,25.799722222222226,-1.0,1.0,81.45,16.64,0.7416,DELAYED_RETRY,0.5629,2304.97,1.0,2303.97,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,396
T0006851,C00150,2026-01-03 04:31:57,2183.08,CARD,FAILED,PAYMENT_TIMEOUT,3,3.0,0.0,1.0,8.011666666666667,1,NONE,3.0,3.0,0.0,1540.21,0.0,1.4173911349751007,1.0,1,8.011666666666667,-1.0,1.0,81.45,16.64,0.7416,RETRY_NOW,0.598,1305.54,1.5,1304.04,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,979
T0003137,C00072,2026-01-03 04:50:30,4168.67,UPI,FAILED,NETWORK_ERROR,5,4.0,1.0,0.8,4.9816666666666665,1,NONE,5.0,4.0,1.0,727.412,0.2,5.730823797242828,1.0,1,4.9816666666666665,35.88361111111111,1.0,72.41,25.07,0.6593,RETRY_NOW,0.5317,2216.31,1.5,2214.81,previous payment succeeded,HIGH,424
T0024219,C00533,2026-01-03 04:54:17,1860.65,UPI,FAILED,INSUFFICIENT_FUNDS,1,1.0,0.0,1.0,41.80972222222222,1,NONE,1.0,1.0,0.0,803.07,0.0,2.316921314455776,1.0,1,41.80972222222222,-1.0,1.0,80.48,12.21,0.7338,DELAYED_RETRY,0.557,1036.3,1.0,1035.3,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,1260
T0001653,C00038,2026-01-03 05:25:14,2132.02,CARD,FAILED,INSUFFICIENT_FUNDS,5,5.0,0.0,1.0,6.438611111111111,1,NONE,5.0,5.0,0.0,2852.164,0.0,0.7475096102468162,1.0,1,6.438611111111111,-1.0,1.0,82.41,21.07,0.7493,DELAYED_RETRY,0.5687,1212.52,1.0,1211.52,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,1070
T0016817,C00369,2026-01-03 05:44:32,2639.68,UPI,FAILED,NETWORK_ERROR,0,63.0,3.0,0.9545454545454546,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,68.64,10.0,0.6368,RETRY_NOW,0.5135,1355.52,1.5,1354.02,strong historical payment reliability; low recent failure rate,HIGH,943
T0001485,C00034,2026-01-03 05:58:50,4606.37,NETBANKING,FAILED,BANK_DECLINE,3,3.0,0.0,1.0,3.8533333333333335,1,NONE,3.0,3.0,0.0,1833.7333333333331,0.0,2.5120173780266124,1.0,1,3.8533333333333335,-1.0,1.0,81.45,16.64,0.7416,RETRY_NOW,0.534,2459.58,1.5,2458.08,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,340
T0015495,C00342,2026-01-03 06:06:59,3658.94,UPI,FAILED,NETWORK_ERROR,5,5.0,0.0,1.0,1.9619444444444445,1,NONE,5.0,5.0,0.0,1835.322,0.0,1.9936229173954216,1.0,1,1.9619444444444445,-1.0,1.0,82.41,21.07,0.7493,RETRY_NOW,0.6042,2210.86,1.5,2209.36,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,427
T0016747,C00367,2026-01-03 06:09:02,2197.63,UPI,FAILED,BANK_DECLINE,2,2.0,0.0,1.0,18.842777777777776,1,NONE,2.0,2.0,0.0,1324.85,0.0,1.6587764652602184,1.0,1,18.842777777777776,-1.0,1.0,80.96,14.43,0.7377,RETRY_NOW,0.5311,1167.26,1.5,1165.76,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,1112
T0044525,C00971,2026-01-03 06:10:53,416.0,CARD,FAILED,INSUFFICIENT_FUNDS,6,6.0,0.0,1.0,16.70638888888889,1,NONE,6.0,6.0,0.0,816.3966666666666,0.0,0.5095562206280444,1.0,1,16.70638888888889,-1.0,1.0,82.89,23.29,0.7531,DELAYED_RETRY,0.5716,237.79,1.0,236.79,strong historical payment reliability; low recent failure rate; previous payment succeeded,LOW,2700
T0044447,C00969,2026-01-03 06:20:23,2152.95,UPI,FAILED,BANK_DECLINE,1,1.0,0.0,1.0,49.25,1,NONE,1.0,1.0,0.0,629.27,0.0,3.4213453684427986,1.0,1,49.25,-1.0,1.0,80.48,12.21,0.7338,RETRY_NOW,0.5283,1137.48,1.5,1135.98,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,1149
T0038378,C00835,2026-01-03 06:34:50,2928.82,CARD,FAILED,NETWORK_ERROR,3,3.0,0.0,1.0,4.627222222222223,1,NONE,3.0,3.0,0.0,1631.3933333333334,0.0,1.7952874638856764,1.0,1,4.627222222222223,-1.0,1.0,81.45,16.64,0.7416,RETRY_NOW,0.598,1751.51,1.5,1750.01,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,641
T0028893,C00631,2026-01-03 07:44:19,415.78,UPI,FAILED,INSUFFICIENT_FUNDS,5,5.0,0.0,1.0,4.782777777777778,1,NONE,5.0,5.0,0.0,3027.9700000000003,0.0,0.1373131173690624,1.0,1,4.782777777777778,-1.0,1.0,82.41,21.07,0.7493,DELAYED_RETRY,0.5687,236.46,1.0,235.46,strong historical payment reliability; low recent failure rate; previous payment succeeded,LOW,2705
T0002314,C00054,2026-01-03 07:50:11,711.31,NETBANKING,FAILED,BANK_DECLINE,5,5.0,0.0,1.0,11.704444444444444,1,NONE,5.0,5.0,0.0,1715.354,0.0,0.4146724233015458,1.0,1,11.704444444444444,-1.0,1.0,82.41,21.07,0.7493,RETRY_NOW,0.5395,383.75,1.5,382.25,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2397
T0006337,C00138,2026-01-03 08:05:58,2806.38,UPI,FAILED,PAYMENT_TIMEOUT,7,7.0,0.0,1.0,13.476111111111113,1,NONE,7.0,7.0,0.0,2032.282857142857,0.0,1.3809002964997843,1.0,1,13.476111111111113,-1.0,1.0,83.38,25.5,0.757,RETRY_NOW,0.6104,1713.14,1.5,1711.64,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,665
T0019354,C00426,2026-01-03 08:10:10,2873.53,CARD,FAILED,NETWORK_ERROR,3,3.0,0.0,1.0,1.5766666666666669,1,NONE,3.0,3.0,0.0,1551.36,0.0,1.8522651093234328,1.0,1,1.5766666666666669,-1.0,1.0,81.45,16.64,0.7416,RETRY_NOW,0.598,1718.45,1.5,1716.95,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,663
T0027123,C00594,2026-01-03 08:14:31,622.48,UPI,FAILED,BANK_DECLINE,3,3.0,0.0,1.0,5.4775,1,NONE,3.0,3.0,0.0,1629.1466666666668,0.0,0.3820896010999623,1.0,1,5.4775,-1.0,1.0,81.45,16.64,0.7416,RETRY_NOW,0.534,332.37,1.5,330.87,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2520
T0025404,C00558,2026-01-03 08:34:53,1056.45,CARD,FAILED,INSUFFICIENT_FUNDS,4,4.0,0.0,1.0,19.62388888888889,1,NONE,4.0,4.0,0.0,1655.915,0.0,0.6379856453984656,1.0,1,19.62388888888889,-1.0,1.0,81.93,18.86,0.7454,DELAYED_RETRY,0.5658,597.7,1.0,596.7,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1978
T0025031,C00550,2026-01-03 08:38:05,7467.23,CARD,FAILED,BANK_DECLINE,5,5.0,0.0,1.0,39.72666666666667,1,NONE,5.0,5.0,0.0,3438.172,0.0,2.1718605119231964,1.0,1,39.72666666666667,-1.0,1.0,82.41,21.07,0.7493,RETRY_NOW,0.5395,4028.54,1.5,4027.04,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,109
T0037536,C00816,2026-01-03 09:08:26,3043.13,UPI,FAILED,PAYMENT_TIMEOUT,3,2.0,1.0,0.6666666666666666,9.60361111111111,0,INSUFFICIENT_FUNDS,3.0,2.0,1.0,3677.61,0.3333333333333333,0.8274749089762101,1.0,2,27.129722222222224,9.60361111111111,1.0,39.78,23.31,0.3316,RETRY_NOW,0.2674,813.74,1.5,812.24,weak historical payment reliability; elevated recent failure rate; repeated consecutive failures,MEDIUM,1578
T0027139,C00594,2026-01-03 09:54:29,3160.42,UPI,FAILED,INSUFFICIENT_FUNDS,4,3.0,1.0,0.75,1.666111111111111,0,BANK_DECLINE,4.0,3.0,1.0,1377.48,0.25,2.2943491012573687,1.0,2,7.143611111111111,1.666111111111111,1.0,44.43,23.86,0.3729,DELAYED_RETRY,0.283,894.5,1.0,893.5,elevated recent failure rate; repeated consecutive failures,MEDIUM,1459
T0033356,C00725,2026-01-03 09:56:09,862.54,NETBANKING,FAILED,LIMIT_EXCEEDED,4,4.0,0.0,1.0,0.0305555555555555,1,NONE,4.0,4.0,0.0,2693.5725,0.0,0.3202215644835993,1.0,1,0.0305555555555555,-1.0,1.0,81.93,18.86,0.7454,RETRY_NOW,0.5367,462.91,1.5,461.41,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2222
T0036805,C00800,2026-01-03 09:58:43,1399.6,UPI,FAILED,PAYMENT_TIMEOUT,4,4.0,0.0,1.0,14.728333333333332,1,NONE,4.0,4.0,0.0,1333.4425,0.0,1.0496140628486044,1.0,1,14.728333333333332,-1.0,1.0,81.93,18.86,0.7454,RETRY_NOW,0.6011,841.29,1.5,839.79,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1538
T0022061,C00485,2026-01-03 10:20:45,1842.33,UPI,FAILED,PAYMENT_TIMEOUT,2,1.0,1.0,0.5,4.155,1,NONE,2.0,1.0,1.0,890.925,0.5,2.067884502062463,1.0,1,4.155,39.44916666666666,1.0,55.96,24.43,0.5127,RETRY_NOW,0.4134,761.7,1.5,760.2,weak historical payment reliability; elevated recent failure rate; previous payment succeeded,MEDIUM,1677
T0030206,C00658,2026-01-03 10:47:12,1534.97,UPI,FAILED,NETWORK_ERROR,1,1.0,0.0,1.0,46.91833333333334,1,NONE,1.0,1.0,0.0,2496.41,0.0,0.6148709546909362,1.0,1,46.91833333333334,-1.0,1.0,80.48,12.21,0.7338,RETRY_NOW,0.5917,908.3,1.5,906.8,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1442
T0029456,C00641,2026-01-03 11:22:33,3987.46,CARD,FAILED,BANK_DECLINE,7,7.0,0.0,1.0,2.919722222222222,1,NONE,7.0,7.0,0.0,2446.6114285714284,0.0,1.6297888391407829,1.0,1,2.919722222222222,-1.0,1.0,83.38,25.5,0.757,RETRY_NOW,0.545,2173.33,1.5,2171.83,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,438
T0014657,C00323,2026-01-03 11:39:03,1584.61,CARD,FAILED,INSUFFICIENT_FUNDS,5,5.0,0.0,1.0,3.0225,1,NONE,5.0,5.0,0.0,1331.61,0.0,1.1899955692732855,1.0,1,3.0225,-1.0,1.0,82.41,21.07,0.7493,DELAYED_RETRY,0.5687,901.2,1.0,900.2,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1453
T0003931,C00087,2026-01-03 11:39:28,2533.15,WALLET,FAILED,BANK_DECLINE,9,9.0,0.0,1.0,6.301111111111111,1,NONE,9.0,9.0,0.0,5107.774444444444,0.0,0.4959400669611053,1.0,1,6.301111111111111,-1.0,1.0,84.34,29.93,0.7647,RETRY_NOW,0.5506,1394.71,1.5,1393.21,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,914
T0010143,C00221,2026-01-03 11:48:04,933.55,UPI,FAILED,NETWORK_ERROR,6,4.0,2.0,0.6666666666666666,20.50638888888889,1,NONE,6.0,4.0,2.0,1334.29,0.3333333333333333,0.6996604935958449,1.0,1,20.50638888888889,39.36527777777778,1.0,66.23,29.95,0.6032,RETRY_NOW,0.4864,454.1,1.5,452.6,weak historical payment reliability; elevated recent failure rate; previous payment succeeded,MEDIUM,2243
T0020991,C00463,2026-01-03 11:54:20,1115.13,CARD,FAILED,BANK_DECLINE,4,4.0,0.0,1.0,8.198333333333334,1,NONE,4.0,4.0,0.0,1457.4975000000002,0.0,0.7650990825027144,1.0,1,8.198333333333334,-1.0,1.0,81.93,18.86,0.7454,RETRY_NOW,0.5367,598.48,1.5,596.98,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1976
T0022581,C00497,2026-01-03 11:55:29,642.01,NETBANKING,FAILED,BANK_DECLINE,5,5.0,0.0,1.0,7.541666666666667,1,NONE,5.0,5.0,0.0,2739.124,0.0,0.2343851537936946,1.0,1,7.541666666666667,-1.0,1.0,82.41,21.07,0.7493,RETRY_NOW,0.5395,346.36,1.5,344.86,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2493
T0000081,C00002,2026-01-03 12:06:02,192.53,NETBANKING,FAILED,BANK_DECLINE,3,3.0,0.0,1.0,16.611944444444443,1,NONE,3.0,3.0,0.0,3135.5166666666664,0.0,0.0614029585767364,1.0,1,16.611944444444443,-1.0,1.0,81.45,16.64,0.7416,RETRY_NOW,0.534,102.8,1.5,101.3,strong historical payment reliability; low recent failure rate; previous payment succeeded,LOW,2881
T0001704,C00039,2026-01-03 12:11:02,2056.24,UPI,FAILED,BANK_DECLINE,1,1.0,0.0,1.0,21.889722222222225,1,NONE,1.0,1.0,0.0,1883.93,0.0,1.0914630586062113,1.0,1,21.889722222222225,-1.0,1.0,80.48,12.21,0.7338,RETRY_NOW,0.5283,1086.39,1.5,1084.89,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,1219
T0018329,C00403,2026-01-03 12:11:51,1563.48,UPI,FAILED,NETWORK_ERROR,2,2.0,0.0,1.0,2.2041666666666666,1,NONE,2.0,2.0,0.0,2249.56,0.0,0.695015914223226,1.0,1,2.2041666666666666,-1.0,1.0,80.96,14.43,0.7377,RETRY_NOW,0.5949,930.08,1.5,928.58,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1411
T0017889,C00393,2026-01-03 12:16:52,1445.13,UPI,FAILED,NETWORK_ERROR,1,1.0,0.0,1.0,22.84555555555556,1,NONE,1.0,1.0,0.0,935.3,0.0,1.545097829573399,1.0,1,22.84555555555556,-1.0,1.0,80.48,12.21,0.7338,RETRY_NOW,0.5917,855.14,1.5,853.64,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1518
