fields,field_count,source_unique_keys,target_unique_keys,shared_keys,deterministic_matches,ambiguous_matches,source_coverage,target_coverage,source_unique_rows,target_unique_rows,dataset,dataset_rows,direct_transaction_overlap
hours_since_previous_transaction + previous_transaction_success + transactions_last_7d + failure_rate_last_7d,4,2840,2840,2840,2838,2,0.9992957746478873,0.9992957746478873,2838,2838,recovery_opportunities.csv,2904,2904
hours_since_previous_transaction + previous_transaction_success + successful_payments_last_7d + failed_payments_last_7d,4,2840,2840,2840,2838,2,0.9992957746478873,0.9992957746478873,2838,2838,recovery_opportunities.csv,2904,2904
hours_since_previous_transaction + previous_transaction_success + successful_payments_last_7d + failure_rate_last_7d,4,2840,2840,2840,2838,2,0.9992957746478873,0.9992957746478873,2838,2838,recovery_opportunities.csv,2904,2904
hours_since_previous_transaction + previous_failure_reason + transactions_last_7d + successful_payments_last_7d,4,2840,2840,2840,2838,2,0.9992957746478873,0.9992957746478873,2838,2838,recovery_opportunities.csv,2904,2904
hours_since_previous_transaction + previous_failure_reason + transactions_last_7d + failed_payments_last_7d,4,2840,2840,2840,2838,2,0.9992957746478873,0.9992957746478873,2838,2838,recovery_opportunities.csv,2904,2904
hours_since_previous_transaction + previous_failure_reason + transactions_last_7d + failure_rate_last_7d,4,2840,2840,2840,2838,2,0.9992957746478873,0.9992957746478873,2838,2838,recovery_opportunities.csv,2904,2904
hours_since_previous_transaction + previous_failure_reason + successful_payments_last_7d + failed_payments_last_7d,4,2840,2840,2840,2838,2,0.9992957746478873,0.9992957746478873,2838,2838,recovery_opportunities.csv,2904,2904
hours_since_previous_transaction + previous_failure_reason + successful_payments_last_7d + failure_rate_last_7d,4,2840,2840,2840,2838,2,0.9992957746478873,0.9992957746478873,2838,2838,recovery_opportunities.csv,2904,2904
hours_since_previous_transaction + transactions_last_7d + successful_payments_last_7d + failed_payments_last_7d,4,2840,2840,2840,2838,2,0.9992957746478873,0.9992957746478873,2838,2838,recovery_opportunities.csv,2904,2904
hours_since_previous_transaction + transactions_last_7d + successful_payments_last_7d + failure_rate_last_7d,4,2840,2840,2840,2838,2,0.9992957746478873,0.9992957746478873,2838,2838,recovery_opportunities.csv,2904,2904
hours_since_previous_transaction + transactions_last_7d + failed_payments_last_7d + failure_rate_last_7d,4,2840,2840,2840,2838,2,0.9992957746478873,0.9992957746478873,2838,2838,recovery_opportunities.csv,2904,2904
hours_since_previous_transaction + successful_payments_last_7d + failed_payments_last_7d + failure_rate_last_7d,4,2840,2840,2840,2838,2,0.9992957746478873,0.9992957746478873,2838,2838,recovery_opportunities.csv,2904,2904
previous_transaction_success + previous_failure_reason + failed_payments_last_7d + avg_amount_last_7d,4,2840,2840,2840,2838,2,0.9992957746478873,0.9992957746478873,2838,2838,recovery_opportunities.csv,2904,2904
previous_transaction_success + previous_failure_reason + avg_amount_last_7d + failure_rate_last_7d,4,2840,2840,2840,2838,2,0.9992957746478873,0.9992957746478873,2838,2838,recovery_opportunities.csv,2904,2904
previous_transaction_success + failed_payments_last_7d + avg_amount_last_7d + failure_rate_last_7d,4,2840,2840,2840,2838,2,0.9992957746478873,0.9992957746478873,2838,2838,recovery_opportunities.csv,2904,2904
previous_failure_reason + failed_payments_last_7d + avg_amount_last_7d + failure_rate_last_7d,4,2840,2840,2840,2838,2,0.9992957746478873,0.9992957746478873,2838,2838,recovery_opportunities.csv,2904,2904
hours_since_previous_transaction + successful_payments_last_7d,2,2839,2839,2839,2836,3,0.9989432898908066,0.9989432898908066,2836,2836,economic_opportunities.csv,2904,2904
hours_since_previous_transaction + successful_payments_last_7d,2,2839,2839,2839,2836,3,0.9989432898908066,0.9989432898908066,2836,2836,recovery_opportunities.csv,2904,2904
hours_since_previous_transaction + previous_transaction_success + successful_payments_last_7d,3,2839,2839,2839,2836,3,0.9989432898908066,0.9989432898908066,2836,2836,economic_opportunities.csv,2904,2904
hours_since_previous_transaction + previous_failure_reason + successful_payments_last_7d,3,2839,2839,2839,2836,3,0.9989432898908066,0.9989432898908066,2836,2836,economic_opportunities.csv,2904,2904
hours_since_previous_transaction + previous_transaction_success + successful_payments_last_7d,3,2839,2839,2839,2836,3,0.9989432898908066,0.9989432898908066,2836,2836,recovery_opportunities.csv,2904,2904
hours_since_previous_transaction + previous_failure_reason + successful_payments_last_7d,3,2839,2839,2839,2836,3,0.9989432898908066,0.9989432898908066,2836,2836,recovery_opportunities.csv,2904,2904
hours_since_previous_transaction + previous_transaction_success + previous_failure_reason + successful_payments_last_7d,4,2839,2839,2839,2836,3,0.9989432898908066,0.9989432898908066,2836,2836,economic_opportunities.csv,2904,2904
hours_since_previous_transaction + previous_transaction_success + previous_failure_reason + successful_payments_last_7d,4,2839,2839,2839,2836,3,0.9989432898908066,0.9989432898908066,2836,2836,recovery_opportunities.csv,2904,2904
historical_failure_count + historical_success_rate + hours_since_previous_transaction,3,2890,2890,2842,2834,8,0.9806228373702423,0.9806228373702423,2882,2882,recovery_context.csv,2904,2904
historical_failure_count + historical_success_rate + hours_since_previous_transaction + previous_transaction_success,4,2890,2890,2842,2834,8,0.9806228373702423,0.9806228373702423,2882,2882,recovery_context.csv,2904,2904
historical_failure_count + historical_success_rate + hours_since_previous_transaction + previous_failure_reason,4,2890,2890,2842,2834,8,0.9806228373702423,0.9806228373702423,2882,2882,recovery_context.csv,2904,2904
historical_failure_count + historical_success_rate + hours_since_previous_transaction + failed_payments_last_7d,4,2890,2890,2842,2834,8,0.9806228373702423,0.9806228373702423,2882,2882,recovery_context.csv,2904,2904
historical_failure_count + historical_success_rate + hours_since_previous_transaction + failure_rate_last_7d,4,2890,2890,2842,2834,8,0.9806228373702423,0.9806228373702423,2882,2882,recovery_context.csv,2904,2904
historical_success_rate + hours_since_previous_transaction + failed_payments_last_7d,3,2889,2889,2841,2832,9,0.980269989615784,0.980269989615784,2880,2880,recovery_context.csv,2904,2904
historical_success_rate + hours_since_previous_transaction + failure_rate_last_7d,3,2889,2889,2841,2832,9,0.980269989615784,0.980269989615784,2880,2880,recovery_context.csv,2904,2904
historical_success_rate + hours_since_previous_transaction + previous_transaction_success + failed_payments_last_7d,4,2889,2889,2841,2832,9,0.980269989615784,0.980269989615784,2880,2880,recovery_context.csv,2904,2904
historical_success_rate + hours_since_previous_transaction + previous_transaction_success + failure_rate_last_7d,4,2889,2889,2841,2832,9,0.980269989615784,0.980269989615784,2880,2880,recovery_context.csv,2904,2904
historical_success_rate + hours_since_previous_transaction + previous_failure_reason + failed_payments_last_7d,4,2889,2889,2841,2832,9,0.980269989615784,0.980269989615784,2880,2880,recovery_context.csv,2904,2904
historical_success_rate + hours_since_previous_transaction + previous_failure_reason + failure_rate_last_7d,4,2889,2889,2841,2832,9,0.980269989615784,0.980269989615784,2880,2880,recovery_context.csv,2904,2904
historical_success_rate + hours_since_previous_transaction + failed_payments_last_7d + failure_rate_last_7d,4,2889,2889,2841,2832,9,0.980269989615784,0.980269989615784,2880,2880,recovery_context.csv,2904,2904
historical_failure_count + hours_since_previous_transaction + failure_rate_last_7d,3,2844,2844,2844,2831,13,0.9954289732770746,0.9954289732770746,2831,2831,economic_opportunities.csv,2904,2904
historical_failure_count + hours_since_previous_transaction + failure_rate_last_7d,3,2844,2844,2844,2831,13,0.9954289732770746,0.9954289732770746,2831,2831,recovery_opportunities.csv,2904,2904
historical_failure_count + hours_since_previous_transaction + previous_transaction_success + failure_rate_last_7d,4,2844,2844,2844,2831,13,0.9954289732770746,0.9954289732770746,2831,2831,economic_opportunities.csv,2904,2904
historical_failure_count + hours_since_previous_transaction + previous_failure_reason + failure_rate_last_7d,4,2844,2844,2844,2831,13,0.9954289732770746,0.9954289732770746,2831,2831,economic_opportunities.csv,2904,2904
historical_failure_count + hours_since_previous_transaction + failed_payments_last_7d + failure_rate_last_7d,4,2844,2844,2844,2831,13,0.9954289732770746,0.9954289732770746,2831,2831,economic_opportunities.csv,2904,2904
historical_failure_count + hours_since_previous_transaction + previous_transaction_success + failure_rate_last_7d,4,2844,2844,2844,2831,13,0.9954289732770746,0.9954289732770746,2831,2831,recovery_opportunities.csv,2904,2904
historical_failure_count + hours_since_previous_transaction + previous_failure_reason + failure_rate_last_7d,4,2844,2844,2844,2831,13,0.9954289732770746,0.9954289732770746,2831,2831,recovery_opportunities.csv,2904,2904
historical_failure_count + hours_since_previous_transaction + failed_payments_last_7d + failure_rate_last_7d,4,2844,2844,2844,2831,13,0.9954289732770746,0.9954289732770746,2831,2831,recovery_opportunities.csv,2904,2904
customer_id + historical_success_count + transactions_last_7d,3,2867,2867,2867,2830,37,0.9870945238925707,0.9870945238925707,2830,2830,economic_opportunities.csv,2904,2904
customer_id + historical_success_count + transactions_last_7d,3,2867,2867,2867,2830,37,0.9870945238925707,0.9870945238925707,2830,2830,recovery_context.csv,2904,2904
customer_id + historical_success_count + transactions_last_7d,3,2867,2867,2867,2830,37,0.9870945238925707,0.9870945238925707,2830,2830,recovery_opportunities.csv,2904,2904
historical_success_rate + hours_since_previous_transaction,2,2888,2888,2840,2830,10,0.9799168975069252,0.9799168975069252,2878,2878,recovery_context.csv,2904,2904
historical_success_rate + hours_since_previous_transaction + previous_transaction_success,3,2888,2888,2840,2830,10,0.9799168975069252,0.9799168975069252,2878,2878,recovery_context.csv,2904,2904
historical_success_rate + hours_since_previous_transaction + previous_failure_reason,3,2888,2888,2840,2830,10,0.9799168975069252,0.9799168975069252,2878,2878,recovery_context.csv,2904,2904
historical_success_rate + hours_since_previous_transaction + previous_transaction_success + previous_failure_reason,4,2888,2888,2840,2830,10,0.9799168975069252,0.9799168975069252,2878,2878,recovery_context.csv,2904,2904
historical_failure_count + hours_since_previous_transaction + failed_payments_last_7d,3,2842,2842,2842,2827,15,0.9947220267417312,0.9947220267417312,2827,2827,economic_opportunities.csv,2904,2904
historical_failure_count + hours_since_previous_transaction + failed_payments_last_7d,3,2842,2842,2842,2827,15,0.9947220267417312,0.9947220267417312,2827,2827,recovery_opportunities.csv,2904,2904
historical_failure_count + hours_since_previous_transaction + previous_transaction_success + failed_payments_last_7d,4,2842,2842,2842,2827,15,0.9947220267417312,0.9947220267417312,2827,2827,economic_opportunities.csv,2904,2904
historical_failure_count + hours_since_previous_transaction + previous_failure_reason + failed_payments_last_7d,4,2842,2842,2842,2827,15,0.9947220267417312,0.9947220267417312,2827,2827,economic_opportunities.csv,2904,2904
historical_failure_count + hours_since_previous_transaction + previous_transaction_success + failed_payments_last_7d,4,2842,2842,2842,2827,15,0.9947220267417312,0.9947220267417312,2827,2827,recovery_opportunities.csv,2904,2904
historical_failure_count + hours_since_previous_transaction + previous_failure_reason + failed_payments_last_7d,4,2842,2842,2842,2827,15,0.9947220267417312,0.9947220267417312,2827,2827,recovery_opportunities.csv,2904,2904
customer_id + historical_success_rate + previous_transaction_success,3,2862,2862,2862,2823,39,0.9863731656184487,0.9863731656184487,2823,2823,economic_opportunities.csv,2904,2904
customer_id + historical_success_rate + previous_transaction_success,3,2862,2862,2862,2823,39,0.9863731656184487,0.9863731656184487,2823,2823,recovery_context.csv,2904,2904
customer_id + historical_success_rate + previous_transaction_success,3,2862,2862,2862,2823,39,0.9863731656184487,0.9863731656184487,2823,2823,recovery_opportunities.csv,2904,2904
customer_id + historical_success_rate + previous_transaction_success + previous_failure_reason,4,2862,2862,2862,2823,39,0.9863731656184487,0.9863731656184487,2823,2823,economic_opportunities.csv,2904,2904
customer_id + historical_success_rate + previous_transaction_success + previous_failure_reason,4,2862,2862,2862,2823,39,0.9863731656184487,0.9863731656184487,2823,2823,recovery_context.csv,2904,2904
customer_id + historical_success_rate + previous_transaction_success + previous_failure_reason,4,2862,2862,2862,2823,39,0.9863731656184487,0.9863731656184487,2823,2823,recovery_opportunities.csv,2904,2904
customer_id + historical_success_rate + previous_failure_reason,3,2861,2861,2861,2821,40,0.9860188745193988,0.9860188745193988,2821,2821,economic_opportunities.csv,2904,2904
customer_id + historical_success_rate + previous_failure_reason,3,2861,2861,2861,2821,40,0.9860188745193988,0.9860188745193988,2821,2821,recovery_context.csv,2904,2904
customer_id + historical_success_rate + previous_failure_reason,3,2861,2861,2861,2821,40,0.9860188745193988,0.9860188745193988,2821,2821,recovery_opportunities.csv,2904,2904
hours_since_previous_transaction + failed_payments_last_7d + failure_rate_last_7d,3,2831,2831,2831,2820,11,0.996114447191805,0.996114447191805,2820,2820,economic_opportunities.csv,2904,2904
hours_since_previous_transaction + failed_payments_last_7d + failure_rate_last_7d,3,2831,2831,2831,2820,11,0.996114447191805,0.996114447191805,2820,2820,recovery_opportunities.csv,2904,2904
hours_since_previous_transaction + previous_transaction_success + failed_payments_last_7d + failure_rate_last_7d,4,2831,2831,2831,2820,11,0.996114447191805,0.996114447191805,2820,2820,economic_opportunities.csv,2904,2904
hours_since_previous_transaction + previous_failure_reason + failed_payments_last_7d + failure_rate_last_7d,4,2831,2831,2831,2820,11,0.996114447191805,0.996114447191805,2820,2820,economic_opportunities.csv,2904,2904
hours_since_previous_transaction + previous_transaction_success + failed_payments_last_7d + failure_rate_last_7d,4,2831,2831,2831,2820,11,0.996114447191805,0.996114447191805,2820,2820,recovery_opportunities.csv,2904,2904
hours_since_previous_transaction + previous_failure_reason + failed_payments_last_7d + failure_rate_last_7d,4,2831,2831,2831,2820,11,0.996114447191805,0.996114447191805,2820,2820,recovery_opportunities.csv,2904,2904
hours_since_previous_transaction + failure_rate_last_7d,2,2830,2830,2830,2818,12,0.9957597173144876,0.9957597173144876,2818,2818,economic_opportunities.csv,2904,2904
hours_since_previous_transaction + failure_rate_last_7d,2,2830,2830,2830,2818,12,0.9957597173144876,0.9957597173144876,2818,2818,recovery_opportunities.csv,2904,2904
hours_since_previous_transaction + previous_transaction_success + failure_rate_last_7d,3,2830,2830,2830,2818,12,0.9957597173144876,0.9957597173144876,2818,2818,economic_opportunities.csv,2904,2904
hours_since_previous_transaction + previous_failure_reason + failure_rate_last_7d,3,2830,2830,2830,2818,12,0.9957597173144876,0.9957597173144876,2818,2818,economic_opportunities.csv,2904,2904
hours_since_previous_transaction + previous_transaction_success + failure_rate_last_7d,3,2830,2830,2830,2818,12,0.9957597173144876,0.9957597173144876,2818,2818,recovery_opportunities.csv,2904,2904
hours_since_previous_transaction + previous_failure_reason + failure_rate_last_7d,3,2830,2830,2830,2818,12,0.9957597173144876,0.9957597173144876,2818,2818,recovery_opportunities.csv,2904,2904
hours_since_previous_transaction + previous_transaction_success + previous_failure_reason + failure_rate_last_7d,4,2830,2830,2830,2818,12,0.9957597173144876,0.9957597173144876,2818,2818,economic_opportunities.csv,2904,2904
hours_since_previous_transaction + previous_transaction_success + previous_failure_reason + failure_rate_last_7d,4,2830,2830,2830,2818,12,0.9957597173144876,0.9957597173144876,2818,2818,recovery_opportunities.csv,2904,2904
historical_failure_count + hours_since_previous_transaction + previous_transaction_success,3,2837,2837,2837,2817,20,0.9929502996122664,0.9929502996122664,2817,2817,economic_opportunities.csv,2904,2904
historical_failure_count + hours_since_previous_transaction + previous_failure_reason,3,2837,2837,2837,2817,20,0.9929502996122664,0.9929502996122664,2817,2817,economic_opportunities.csv,2904,2904
historical_failure_count + hours_since_previous_transaction + previous_transaction_success,3,2837,2837,2837,2817,20,0.9929502996122664,0.9929502996122664,2817,2817,recovery_opportunities.csv,2904,2904
historical_failure_count + hours_since_previous_transaction + previous_failure_reason,3,2837,2837,2837,2817,20,0.9929502996122664,0.9929502996122664,2817,2817,recovery_opportunities.csv,2904,2904
historical_failure_count + hours_since_previous_transaction + previous_transaction_success + previous_failure_reason,4,2837,2837,2837,2817,20,0.9929502996122664,0.9929502996122664,2817,2817,economic_opportunities.csv,2904,2904
historical_failure_count + hours_since_previous_transaction + previous_transaction_success + previous_failure_reason,4,2837,2837,2837,2817,20,0.9929502996122664,0.9929502996122664,2817,2817,recovery_opportunities.csv,2904,2904
historical_success_count + avg_amount_last_7d,2,2878,2878,2836,2816,20,0.9784572619874913,0.9784572619874913,2858,2858,recovery_context.csv,2904,2904
historical_transaction_count + historical_success_count + avg_amount_last_7d,3,2878,2878,2836,2816,20,0.9784572619874913,0.9784572619874913,2858,2858,recovery_context.csv,2904,2904
historical_success_count + previous_transaction_success + avg_amount_last_7d,3,2878,2878,2836,2816,20,0.9784572619874913,0.9784572619874913,2858,2858,recovery_context.csv,2904,2904
historical_success_count + previous_failure_reason + avg_amount_last_7d,3,2878,2878,2836,2816,20,0.9784572619874913,0.9784572619874913,2858,2858,recovery_context.csv,2904,2904
historical_success_count + transactions_last_7d + avg_amount_last_7d,3,2878,2878,2836,2816,20,0.9784572619874913,0.9784572619874913,2858,2858,recovery_context.csv,2904,2904
historical_success_count + successful_payments_last_7d + avg_amount_last_7d,3,2878,2878,2836,2816,20,0.9784572619874913,0.9784572619874913,2858,2858,recovery_context.csv,2904,2904
historical_success_count + failed_payments_last_7d + avg_amount_last_7d,3,2878,2878,2836,2816,20,0.9784572619874913,0.9784572619874913,2858,2858,recovery_context.csv,2904,2904
historical_success_count + avg_amount_last_7d + failure_rate_last_7d,3,2878,2878,2836,2816,20,0.9784572619874913,0.9784572619874913,2858,2858,recovery_context.csv,2904,2904
historical_transaction_count + historical_success_count + previous_transaction_success + avg_amount_last_7d,4,2878,2878,2836,2816,20,0.9784572619874913,0.9784572619874913,2858,2858,recovery_context.csv,2904,2904
historical_transaction_count + historical_success_count + previous_failure_reason + avg_amount_last_7d,4,2878,2878,2836,2816,20,0.9784572619874913,0.9784572619874913,2858,2858,recovery_context.csv,2904,2904
historical_transaction_count + historical_success_count + transactions_last_7d + avg_amount_last_7d,4,2878,2878,2836,2816,20,0.9784572619874913,0.9784572619874913,2858,2858,recovery_context.csv,2904,2904
historical_transaction_count + historical_success_count + successful_payments_last_7d + avg_amount_last_7d,4,2878,2878,2836,2816,20,0.9784572619874913,0.9784572619874913,2858,2858,recovery_context.csv,2904,2904
historical_transaction_count + historical_success_count + failed_payments_last_7d + avg_amount_last_7d,4,2878,2878,2836,2816,20,0.9784572619874913,0.9784572619874913,2858,2858,recovery_context.csv,2904,2904
historical_transaction_count + historical_success_count + avg_amount_last_7d + failure_rate_last_7d,4,2878,2878,2836,2816,20,0.9784572619874913,0.9784572619874913,2858,2858,recovery_context.csv,2904,2904
historical_success_count + previous_transaction_success + previous_failure_reason + avg_amount_last_7d,4,2878,2878,2836,2816,20,0.9784572619874913,0.9784572619874913,2858,2858,recovery_context.csv,2904,2904
historical_success_count + previous_transaction_success + transactions_last_7d + avg_amount_last_7d,4,2878,2878,2836,2816,20,0.9784572619874913,0.9784572619874913,2858,2858,recovery_context.csv,2904,2904
historical_success_count + previous_transaction_success + successful_payments_last_7d + avg_amount_last_7d,4,2878,2878,2836,2816,20,0.9784572619874913,0.9784572619874913,2858,2858,recovery_context.csv,2904,2904
historical_success_count + previous_transaction_success + failed_payments_last_7d + avg_amount_last_7d,4,2878,2878,2836,2816,20,0.9784572619874913,0.9784572619874913,2858,2858,recovery_context.csv,2904,2904
historical_success_count + previous_transaction_success + avg_amount_last_7d + failure_rate_last_7d,4,2878,2878,2836,2816,20,0.9784572619874913,0.9784572619874913,2858,2858,recovery_context.csv,2904,2904
historical_success_count + previous_failure_reason + transactions_last_7d + avg_amount_last_7d,4,2878,2878,2836,2816,20,0.9784572619874913,0.9784572619874913,2858,2858,recovery_context.csv,2904,2904
historical_success_count + previous_failure_reason + successful_payments_last_7d + avg_amount_last_7d,4,2878,2878,2836,2816,20,0.9784572619874913,0.9784572619874913,2858,2858,recovery_context.csv,2904,2904
historical_success_count + previous_failure_reason + failed_payments_last_7d + avg_amount_last_7d,4,2878,2878,2836,2816,20,0.9784572619874913,0.9784572619874913,2858,2858,recovery_context.csv,2904,2904
historical_success_count + previous_failure_reason + avg_amount_last_7d + failure_rate_last_7d,4,2878,2878,2836,2816,20,0.9784572619874913,0.9784572619874913,2858,2858,recovery_context.csv,2904,2904
historical_success_count + transactions_last_7d + successful_payments_last_7d + avg_amount_last_7d,4,2878,2878,2836,2816,20,0.9784572619874913,0.9784572619874913,2858,2858,recovery_context.csv,2904,2904
historical_success_count + transactions_last_7d + failed_payments_last_7d + avg_amount_last_7d,4,2878,2878,2836,2816,20,0.9784572619874913,0.9784572619874913,2858,2858,recovery_context.csv,2904,2904
historical_success_count + transactions_last_7d + avg_amount_last_7d + failure_rate_last_7d,4,2878,2878,2836,2816,20,0.9784572619874913,0.9784572619874913,2858,2858,recovery_context.csv,2904,2904
historical_success_count + successful_payments_last_7d + failed_payments_last_7d + avg_amount_last_7d,4,2878,2878,2836,2816,20,0.9784572619874913,0.9784572619874913,2858,2858,recovery_context.csv,2904,2904
historical_success_count + successful_payments_last_7d + avg_amount_last_7d + failure_rate_last_7d,4,2878,2878,2836,2816,20,0.9784572619874913,0.9784572619874913,2858,2858,recovery_context.csv,2904,2904
historical_success_count + failed_payments_last_7d + avg_amount_last_7d + failure_rate_last_7d,4,2878,2878,2836,2816,20,0.9784572619874913,0.9784572619874913,2858,2858,recovery_context.csv,2904,2904
historical_failure_count + hours_since_previous_transaction,2,2836,2836,2836,2815,21,0.9925952045133991,0.9925952045133991,2815,2815,economic_opportunities.csv,2904,2904
historical_failure_count + hours_since_previous_transaction,2,2836,2836,2836,2815,21,0.9925952045133991,0.9925952045133991,2815,2815,recovery_opportunities.csv,2904,2904
customer_id + hours_since_previous_transaction + avg_amount_last_7d,3,2904,2904,2815,2815,0,0.9693526170798898,0.9693526170798898,2904,2904,recovery_context.csv,2904,2904
timestamp + hours_since_previous_transaction + avg_amount_last_7d,3,2904,2904,2815,2815,0,0.9693526170798898,0.9693526170798898,2904,2904,recovery_context.csv,2904,2904
amount + hours_since_previous_transaction + avg_amount_last_7d,3,2904,2904,2815,2815,0,0.9693526170798898,0.9693526170798898,2904,2904,recovery_context.csv,2904,2904
customer_id + timestamp + hours_since_previous_transaction + avg_amount_last_7d,4,2904,2904,2815,2815,0,0.9693526170798898,0.9693526170798898,2904,2904,recovery_context.csv,2904,2904
customer_id + amount + hours_since_previous_transaction + avg_amount_last_7d,4,2904,2904,2815,2815,0,0.9693526170798898,0.9693526170798898,2904,2904,recovery_context.csv,2904,2904
customer_id + historical_transaction_count + hours_since_previous_transaction + avg_amount_last_7d,4,2904,2904,2815,2815,0,0.9693526170798898,0.9693526170798898,2904,2904,recovery_context.csv,2904,2904
customer_id + historical_success_count + hours_since_previous_transaction + avg_amount_last_7d,4,2904,2904,2815,2815,0,0.9693526170798898,0.9693526170798898,2904,2904,recovery_context.csv,2904,2904
customer_id + historical_failure_count + hours_since_previous_transaction + avg_amount_last_7d,4,2904,2904,2815,2815,0,0.9693526170798898,0.9693526170798898,2904,2904,recovery_context.csv,2904,2904
customer_id + historical_success_rate + hours_since_previous_transaction + avg_amount_last_7d,4,2904,2904,2815,2815,0,0.9693526170798898,0.9693526170798898,2904,2904,recovery_context.csv,2904,2904
customer_id + hours_since_previous_transaction + previous_transaction_success + avg_amount_last_7d,4,2904,2904,2815,2815,0,0.9693526170798898,0.9693526170798898,2904,2904,recovery_context.csv,2904,2904
customer_id + hours_since_previous_transaction + previous_failure_reason + avg_amount_last_7d,4,2904,2904,2815,2815,0,0.9693526170798898,0.9693526170798898,2904,2904,recovery_context.csv,2904,2904
customer_id + hours_since_previous_transaction + transactions_last_7d + avg_amount_last_7d,4,2904,2904,2815,2815,0,0.9693526170798898,0.9693526170798898,2904,2904,recovery_context.csv,2904,2904
customer_id + hours_since_previous_transaction + successful_payments_last_7d + avg_amount_last_7d,4,2904,2904,2815,2815,0,0.9693526170798898,0.9693526170798898,2904,2904,recovery_context.csv,2904,2904
customer_id + hours_since_previous_transaction + failed_payments_last_7d + avg_amount_last_7d,4,2904,2904,2815,2815,0,0.9693526170798898,0.9693526170798898,2904,2904,recovery_context.csv,2904,2904
customer_id + hours_since_previous_transaction + avg_amount_last_7d + failure_rate_last_7d,4,2904,2904,2815,2815,0,0.9693526170798898,0.9693526170798898,2904,2904,recovery_context.csv,2904,2904
timestamp + amount + hours_since_previous_transaction + avg_amount_last_7d,4,2904,2904,2815,2815,0,0.9693526170798898,0.9693526170798898,2904,2904,recovery_context.csv,2904,2904
timestamp + historical_transaction_count + hours_since_previous_transaction + avg_amount_last_7d,4,2904,2904,2815,2815,0,0.9693526170798898,0.9693526170798898,2904,2904,recovery_context.csv,2904,2904
timestamp + historical_success_count + hours_since_previous_transaction + avg_amount_last_7d,4,2904,2904,2815,2815,0,0.9693526170798898,0.9693526170798898,2904,2904,recovery_context.csv,2904,2904
timestamp + historical_failure_count + hours_since_previous_transaction + avg_amount_last_7d,4,2904,2904,2815,2815,0,0.9693526170798898,0.9693526170798898,2904,2904,recovery_context.csv,2904,2904
timestamp + historical_success_rate + hours_since_previous_transaction + avg_amount_last_7d,4,2904,2904,2815,2815,0,0.9693526170798898,0.9693526170798898,2904,2904,recovery_context.csv,2904,2904
timestamp + hours_since_previous_transaction + previous_transaction_success + avg_amount_last_7d,4,2904,2904,2815,2815,0,0.9693526170798898,0.9693526170798898,2904,2904,recovery_context.csv,2904,2904
timestamp + hours_since_previous_transaction + previous_failure_reason + avg_amount_last_7d,4,2904,2904,2815,2815,0,0.9693526170798898,0.9693526170798898,2904,2904,recovery_context.csv,2904,2904
timestamp + hours_since_previous_transaction + transactions_last_7d + avg_amount_last_7d,4,2904,2904,2815,2815,0,0.9693526170798898,0.9693526170798898,2904,2904,recovery_context.csv,2904,2904
timestamp + hours_since_previous_transaction + successful_payments_last_7d + avg_amount_last_7d,4,2904,2904,2815,2815,0,0.9693526170798898,0.9693526170798898,2904,2904,recovery_context.csv,2904,2904
timestamp + hours_since_previous_transaction + failed_payments_last_7d + avg_amount_last_7d,4,2904,2904,2815,2815,0,0.9693526170798898,0.9693526170798898,2904,2904,recovery_context.csv,2904,2904
timestamp + hours_since_previous_transaction + avg_amount_last_7d + failure_rate_last_7d,4,2904,2904,2815,2815,0,0.9693526170798898,0.9693526170798898,2904,2904,recovery_context.csv,2904,2904
amount + historical_transaction_count + hours_since_previous_transaction + avg_amount_last_7d,4,2904,2904,2815,2815,0,0.9693526170798898,0.9693526170798898,2904,2904,recovery_context.csv,2904,2904
amount + historical_success_count + hours_since_previous_transaction + avg_amount_last_7d,4,2904,2904,2815,2815,0,0.9693526170798898,0.9693526170798898,2904,2904,recovery_context.csv,2904,2904
amount + historical_failure_count + hours_since_previous_transaction + avg_amount_last_7d,4,2904,2904,2815,2815,0,0.9693526170798898,0.9693526170798898,2904,2904,recovery_context.csv,2904,2904
amount + historical_success_rate + hours_since_previous_transaction + avg_amount_last_7d,4,2904,2904,2815,2815,0,0.9693526170798898,0.9693526170798898,2904,2904,recovery_context.csv,2904,2904
amount + hours_since_previous_transaction + previous_transaction_success + avg_amount_last_7d,4,2904,2904,2815,2815,0,0.9693526170798898,0.9693526170798898,2904,2904,recovery_context.csv,2904,2904
amount + hours_since_previous_transaction + previous_failure_reason + avg_amount_last_7d,4,2904,2904,2815,2815,0,0.9693526170798898,0.9693526170798898,2904,2904,recovery_context.csv,2904,2904
amount + hours_since_previous_transaction + transactions_last_7d + avg_amount_last_7d,4,2904,2904,2815,2815,0,0.9693526170798898,0.9693526170798898,2904,2904,recovery_context.csv,2904,2904
amount + hours_since_previous_transaction + successful_payments_last_7d + avg_amount_last_7d,4,2904,2904,2815,2815,0,0.9693526170798898,0.9693526170798898,2904,2904,recovery_context.csv,2904,2904
amount + hours_since_previous_transaction + failed_payments_last_7d + avg_amount_last_7d,4,2904,2904,2815,2815,0,0.9693526170798898,0.9693526170798898,2904,2904,recovery_context.csv,2904,2904
amount + hours_since_previous_transaction + avg_amount_last_7d + failure_rate_last_7d,4,2904,2904,2815,2815,0,0.9693526170798898,0.9693526170798898,2904,2904,recovery_context.csv,2904,2904
