transaction_id,amount_prediction,failure_reason_prediction,recovery_probability,calibrated_probability,confidence,recovery_flag,recovered_amount_prediction,recommended_policy,policy_threshold,expected_recovery_prediction,expected_intervention_cost,expected_friction_cost,expected_net_recovery_prediction,customer_id,timestamp,amount,payment_method,status,failure_reason,historical_transaction_count,historical_success_count,historical_failure_count,historical_success_rate,hours_since_previous_transaction,previous_transaction_success,previous_failure_reason,transactions_last_7d,successful_payments_last_7d,failed_payments_last_7d,avg_amount_last_7d,failure_rate_last_7d,amount_vs_recent_average,payment_momentum,failure_streak,hours_since_last_success,hours_since_last_failure,method_share,recoverability_score,model_confidence,base_recovery_probability,recommended_action,action_recovery_probability,expected_recovery,intervention_cost,expected_net_recovery,decision_reason,priority,opportunity_rank,actual_recovery_probability,recovered,recovered_amount,customer_friction_cost,net_recovered_value,recovery_status,experiment_source_transaction_id,source_repeat,experiment_transaction_id,base_probability,treatment_effect,treatment,control,treatment_group,treatment_assignment_before_outcome,experiment_version,random_seed,control_recovery_probability,treatment_recovery_probability,incremental_recovery_probability,observed_recovery_probability,expected_control_recovery,expected_treatment_recovery,expected_incremental_recovery,expected_incremental_net_value
RECLAIM-V2-000988,1031.94,LIMIT_EXCEEDED,0.4651022539634424,0.6461347002701021,0.069795492073115,1,1031.94,INTERVENE,0.475,666.7722425967293,1.5,0.25,665.0222425967293,C00882,2026-01-26 08:40:58,1031.94,UPI,FAILED,LIMIT_EXCEEDED,28,27.0,1.0,0.9642857142857144,19.51944444444445,1,NONE,13.0,13.0,0.0,2599.746923076923,0.0,0.3969386369264938,0.4642857142857143,1,19.51944444444445,545.7108333333333,1.0,87.07,61.29,0.7848,RETRY_NOW,0.5651,583.1,1.5,581.6,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2004,0.6131996849999999,1,1031.94,0.5,1029.94,RECOVERED,T0040449,3,RECLAIM-V2-000988,0.6461347002701021,0.056814914261631565,1,0,TREATMENT,True,V2,2026,0.6461347002701021,0.7029496145317337,0.056814914261631544,0.7029496145317337,666.7722425967293,725.4018252198773,58.62958262314805,56.62958262314805
RECLAIM-V2-000989,956.35,INSUFFICIENT_FUNDS,0.1145907131744675,0.3973107665998682,0.770818573651065,0,0.0,ABSTAIN,0.475,379.96815163778393,0.0,0.0,0.0,C00089,2026-01-01 14:03:22,956.35,UPI,FAILED,INSUFFICIENT_FUNDS,1,0.0,1.0,0.0,7.855277777777777,0,BANK_DECLINE,1.0,0.0,1.0,3258.67,1.0,0.2934786277837277,1.0,2,-1.0,7.855277777777777,1.0,5.48,12.21,0.0238,NO_ACTION,0.0,0.0,1.5,0.0,weak historical payment reliability; elevated recent failure rate; repeated consecutive failures,NONE,2898,0.0,0,0.0,0.5,-2.0,NOT_RECOVERED,T0004058,2,RECLAIM-V2-000989,0.3973107665998682,0.0325,1,0,TREATMENT,True,V2,2026,0.3973107665998682,0.42981076659986817,0.03249999999999997,0.42981076659986817,379.96815163778393,411.0495266377839,31.08137499999998,29.08137499999998
RECLAIM-V2-000990,753.19,BANK_DECLINE,0.4285314995312989,0.6214712048129295,0.1429370009374022,0,753.19,INTERVENE,0.475,468.0858967530504,1.5,0.25,466.3358967530504,C00304,2026-01-14 03:10:28,753.19,CARD,FAILED,BANK_DECLINE,16,15.0,1.0,0.9375,11.987777777777778,1,NONE,13.0,12.0,1.0,2087.9738461538464,0.0769230769230769,0.3607276984754451,0.8125,1,11.987777777777778,176.17694444444444,1.0,83.23,44.82,0.7527,RETRY_NOW,0.5419,408.19,0.0,406.69,strong historical payment reliability; previous payment succeeded,MEDIUM,2341,0.6151923346634616,0,0.0,0.0,0.0,NOT_RECOVERED,T0013884,2,RECLAIM-V2-000990,0.6214712048129295,0.05793770736986943,0,1,CONTROL,True,V2,2026,0.6214712048129295,0.679408912182799,0.05793770736986947,0.6214712048129295,468.0858967530504,511.7239985669624,43.63810181391199,41.63810181391199
RECLAIM-V2-000991,3815.13,PAYMENT_TIMEOUT,0.6069349046238178,0.7338673547780701,0.2138698092476356,1,3815.13,INTERVENE,0.475,2799.7993612344585,1.5,0.25,2798.0493612344585,C00378,2026-01-04 07:43:31,3815.13,UPI,FAILED,PAYMENT_TIMEOUT,5,5.0,0.0,1.0,0.8155555555555556,1,NONE,5.0,5.0,0.0,1121.2379999999998,0.0,3.4026049777121368,1.0,1,0.8155555555555556,-1.0,1.0,82.41,21.07,0.7493,RETRY_NOW,0.6042,2305.24,1.5,2303.74,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,397,0.7581802999999999,1,3815.13,0.5,3813.13,RECOVERED,T0017254,3,RECLAIM-V2-000991,0.7338673547780701,0.058275083484614514,1,0,TREATMENT,True,V2,2026,0.7338673547780701,0.7921424382626846,0.05827508348461452,0.7921424382626846,2799.7993612344585,3022.126380489116,222.32701925465744,220.32701925465744
RECLAIM-V2-000992,685.21,INSUFFICIENT_FUNDS,0.5272903237040195,0.6862926427622507,0.054580647408039,1,685.21,INTERVENE,0.475,470.2545817471218,1.5,0.25,468.5045817471218,C00809,2026-01-10 08:54:54,685.21,CARD,FAILED,INSUFFICIENT_FUNDS,16,15.0,1.0,0.9375,8.754722222222222,1,NONE,12.0,11.0,1.0,2048.2691666666665,0.0833333333333333,0.334531228195513,0.75,1,8.754722222222222,87.92027777777778,1.0,82.74,44.24,0.7488,DELAYED_RETRY,0.5683,389.43,1.5,388.43,strong historical payment reliability; previous payment succeeded,MEDIUM,2378,0.7258609264062501,1,685.21,0.5,683.21,RECOVERED,T0037232,1,RECLAIM-V2-000992,0.6862926427622507,0.05697065854522668,1,0,TREATMENT,True,V2,2026,0.6862926427622507,0.7432633013074773,0.05697065854522665,0.7432633013074773,470.2545817471218,509.29144668889654,39.03686494177475,37.03686494177475
RECLAIM-V2-000993,1387.59,LIMIT_EXCEEDED,0.427114650552562,0.6205019544547797,0.145770698894876,1,1387.59,INTERVENE,0.475,861.0023069819077,1.5,0.25,859.2523069819077,C00142,2026-01-27 14:35:11,1387.59,CARD,FAILED,LIMIT_EXCEEDED,35,33.0,2.0,0.9428571428571428,43.16722222222222,1,NONE,10.0,9.0,1.0,1488.9540000000002,0.1,0.9319226786052488,0.2857142857142857,1,43.16722222222222,92.47027777777778,1.0,84.23,71.64,0.761,RETRY_NOW,0.5479,760.29,0.0,758.79,strong historical payment reliability; previous payment succeeded,MEDIUM,1678,0.6012465816,1,1387.59,0.0,1387.59,RECOVERED,T0006532,3,RECLAIM-V2-000993,0.6205019544547797,0.05609168578967043,0,1,CONTROL,True,V2,2026,0.6205019544547797,0.6765936402444501,0.05609168578967039,0.6205019544547797,861.0023069819077,938.8345692667965,77.83226228488877,75.83226228488877
RECLAIM-V2-000994,1542.26,BANK_DECLINE,0.4283280146839702,0.6213320625751488,0.1433439706320595,1,0.0,INTERVENE,0.475,958.255586827149,1.5,0.25,956.505586827149,C00266,2026-01-08 20:28:28,1542.26,UPI,FAILED,BANK_DECLINE,9,9.0,0.0,1.0,25.381666666666668,1,NONE,9.0,9.0,0.0,1995.6922222222224,0.0,0.7727945135160565,1.0,1,25.381666666666668,-1.0,1.0,84.34,29.93,0.7647,RETRY_NOW,0.5506,849.14,0.0,847.64,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1522,0.6264265000000001,1,1542.26,0.0,1542.26,RECOVERED,T0012101,4,RECLAIM-V2-000994,0.6213320625751488,0.05898712003942924,0,1,CONTROL,True,V2,2026,0.6213320625751488,0.680319182614578,0.058987120039429186,0.6213320625751488,958.255586827149,1049.229062579159,90.97347575201002,88.97347575201002
RECLAIM-V2-000995,3654.98,LIMIT_EXCEEDED,0.4480321224934166,0.6347100141735135,0.1039357550131667,1,0.0,INTERVENE,0.475,2319.8524076039084,1.5,0.25,2318.1024076039084,C00834,2026-01-12 17:25:39,3654.98,UPI,FAILED,LIMIT_EXCEEDED,18,18.0,0.0,1.0,3.897777777777778,1,NONE,12.0,12.0,0.0,1674.3625,0.0,2.1829084203689466,0.6666666666666666,1,3.897777777777778,-1.0,1.0,86.54,45.57,0.7823,RETRY_NOW,0.5633,2058.69,0.0,2057.19,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,481,0.6061143,1,3654.98,0.0,3654.98,RECOVERED,T0038307,3,RECLAIM-V2-000995,0.6347100141735135,0.05898392704880611,0,1,CONTROL,True,V2,2026,0.6347100141735135,0.6936939412223195,0.05898392704880606,0.6347100141735135,2319.8524076039084,2535.4374812887536,215.58507368484516,213.58507368484516
RECLAIM-V2-000996,2035.08,INSUFFICIENT_FUNDS,0.523702647433724,0.6840432586543304,0.0474052948674479,1,0.0,INTERVENE,0.475,1392.0827548222546,1.5,0.25,1390.3327548222546,C00676,2026-01-05 17:21:35,2035.08,UPI,FAILED,INSUFFICIENT_FUNDS,7,7.0,0.0,1.0,8.51361111111111,1,NONE,7.0,7.0,0.0,2411.497142857143,0.0,0.8439072822573765,1.0,1,8.51361111111111,-1.0,1.0,83.38,25.5,0.757,DELAYED_RETRY,0.5746,1169.28,0.0,1168.28,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,1109,0.7283649999999999,1,2035.08,0.0,2035.08,RECOVERED,T0031087,1,RECLAIM-V2-000996,0.6840432586543304,0.05842987591734414,0,1,CONTROL,True,V2,2026,0.6840432586543304,0.7424731345716745,0.058429875917344165,0.6840432586543304,1392.0827548222546,1510.9922267041234,118.90947188186874,116.90947188186874
RECLAIM-V2-000997,2019.19,PAYMENT_TIMEOUT,0.5145292684628252,0.6782526150805467,0.0290585369256504,1,2019.19,INTERVENE,0.475,1369.5208978444891,1.5,0.25,1367.7708978444891,C00614,2026-01-18 04:16:09,2019.19,WALLET,FAILED,PAYMENT_TIMEOUT,29,24.0,5.0,0.8275862068965517,16.078055555555554,0,INSUFFICIENT_FUNDS,15.0,13.0,2.0,1856.9126666666668,0.1333333333333333,1.0873909345584014,0.5172413793103449,2,17.041944444444443,16.078055555555554,1.0,56.14,66.88,0.4705,RETRY_NOW,0.3794,766.1,1.5,764.6,repeated consecutive failures,MEDIUM,1667,0.6215092799999999,1,2019.19,0.5,2017.19,RECOVERED,T0028023,3,RECLAIM-V2-000997,0.6782526150805467,0.04192333304947721,1,0,TREATMENT,True,V2,2026,0.6782526150805467,0.7201759481300238,0.04192333304947715,0.7201759481300238,1369.5208978444891,1454.172072704663,84.6511748601738,82.6511748601738
RECLAIM-V2-000998,3505.26,PAYMENT_TIMEOUT,0.627323636652685,0.7452798019043162,0.2546472733053699,1,0.0,INTERVENE,0.475,2612.399478423124,1.5,0.25,2610.649478423124,C00458,2026-01-23 09:22:55,3505.26,UPI,FAILED,PAYMENT_TIMEOUT,31,29.0,2.0,0.935483870967742,8.880833333333333,1,NONE,6.0,6.0,0.0,1637.345,0.0,2.140819436343593,0.1935483870967742,1,8.880833333333333,250.45055555555555,1.0,84.08,60.79,0.7594,RETRY_NOW,0.6124,2146.55,1.5,2145.05,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,446,0.794117253548387,1,3505.26,0.5,3503.26,RECOVERED,T0020800,2,RECLAIM-V2-000998,0.7452798019043162,0.05362123790995103,1,0,TREATMENT,True,V2,2026,0.7452798019043162,0.7989010398142672,0.05362123790995099,0.7989010398142672,2612.3994784231236,2800.355858819358,187.95638039623464,185.95638039623464
RECLAIM-V2-000999,2042.47,INSUFFICIENT_FUNDS,0.5615522398143921,0.7073249175879331,0.1231044796287841,1,0.0,INTERVENE,0.475,1444.689924425826,1.5,0.25,1442.939924425826,C00315,2026-01-20 07:13:18,2042.47,CARD,FAILED,INSUFFICIENT_FUNDS,37,34.0,3.0,0.918918918918919,6.886666666666667,1,NONE,16.0,15.0,1.0,1858.563125,0.0625,1.098951105037124,0.4324324324324324,1,6.886666666666667,97.11166666666666,1.0,86.66,78.18,0.7792,DELAYED_RETRY,0.5914,1207.94,1.5,1206.94,strong historical payment reliability; previous payment succeeded,HIGH,1076,0.7653527959755067,1,2042.47,0.5,2040.47,RECOVERED,T0014296,2,RECLAIM-V2-000999,0.7073249175879331,0.059272196665976426,1,0,TREATMENT,True,V2,2026,0.7073249175879331,0.7665971142539095,0.059272196665976384,0.7665971142539095,1444.689924425826,1565.7516079501827,121.0616835243568,119.0616835243568
RECLAIM-V2-001000,3070.19,NETWORK_ERROR,0.6003269619459125,0.7300994537914953,0.200653923891825,0,0.0,INTERVENE,0.475,2241.544042036111,1.5,0.25,2239.794042036111,C00131,2026-01-16 19:40:59,3070.19,UPI,FAILED,NETWORK_ERROR,32,31.0,1.0,0.96875,49.53361111111112,1,NONE,12.0,12.0,0.0,2971.534166666667,0.0,1.0332003025373258,0.375,1,49.53361111111112,297.5830555555556,1.0,87.35,66.57,0.7872,RETRY_NOW,0.6348,1948.95,0.0,1947.45,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,532,0.8093951918749999,0,0.0,0.0,0.0,NOT_RECOVERED,T0005932,2,RECLAIM-V2-001000,0.7300994537914953,0.0576949631207178,0,1,CONTROL,True,V2,2026,0.7300994537914953,0.7877944169122131,0.05769496312071776,0.7300994537914953,2241.544042036111,2418.6785408597075,177.13449882359646,175.13449882359646
RECLAIM-V2-001001,1617.0,NETWORK_ERROR,0.5324251250404809,0.689496842919585,0.0648502500809617,1,1617.0,INTERVENE,0.475,1114.916395000969,1.5,0.25,1113.166395000969,C00058,2026-01-01 19:37:40,1617.0,UPI,FAILED,NETWORK_ERROR,1,1.0,0.0,1.0,18.260277777777777,1,NONE,1.0,1.0,0.0,597.88,0.0,2.7045560982136885,1.0,1,18.260277777777777,-1.0,1.0,80.48,12.21,0.7338,RETRY_NOW,0.5917,956.84,1.5,955.34,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1371,0.7467509,1,1617.0,0.5,1615.0,RECOVERED,T0002531,1,RECLAIM-V2-001001,0.689496842919585,0.05551080404316005,1,0,TREATMENT,True,V2,2026,0.689496842919585,0.745007646962745,0.05551080404316,0.745007646962745,1114.916395000969,1204.6773651387587,89.76097013778963,87.76097013778963
RECLAIM-V2-001002,503.45,INSUFFICIENT_FUNDS,0.5572764289242884,0.7047455465303172,0.1145528578485768,1,503.45,INTERVENE,0.475,354.8041454006882,1.5,0.25,353.0541454006882,C00135,2026-01-14 12:00:34,503.45,UPI,FAILED,INSUFFICIENT_FUNDS,23,23.0,0.0,1.0,11.14222222222222,1,NONE,12.0,12.0,0.0,1729.0675,0.0,0.2911685055673072,0.5217391304347826,1,11.14222222222222,-1.0,1.0,87.16,53.07,0.7873,DELAYED_RETRY,0.5976,300.84,0.0,299.84,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2577,0.7622761,1,503.45,0.0,503.45,RECOVERED,T0006144,2,RECLAIM-V2-001002,0.7047455465303172,0.056080311076810274,0,1,CONTROL,True,V2,2026,0.7047455465303172,0.7608258576071274,0.05608031107681022,0.7047455465303172,354.8041454006882,383.03777801230825,28.233632611620067,26.233632611620067
RECLAIM-V2-001003,778.06,INSUFFICIENT_FUNDS,0.5360978166845447,0.6917775883719495,0.0721956333690894,0,0.0,INTERVENE,0.475,538.2444704086789,1.5,0.25,536.4944704086789,C00809,2026-01-06 16:59:41,778.06,CARD,FAILED,INSUFFICIENT_FUNDS,9,9.0,0.0,1.0,0.9180555555555556,1,NONE,9.0,9.0,0.0,2493.8922222222222,0.0,0.3119862169932497,1.0,1,0.9180555555555556,-1.0,1.0,84.34,29.93,0.7647,DELAYED_RETRY,0.5804,451.59,0.0,450.59,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2245,0.7338138999999999,0,0.0,0.0,0.0,NOT_RECOVERED,T0037261,4,RECLAIM-V2-001003,0.6917775883719495,0.058191582298353035,0,1,CONTROL,True,V2,2026,0.6917775883719495,0.7499691706703026,0.058191582298353084,0.6917775883719495,538.2444704086789,583.5210129317355,45.276542523056605,43.276542523056605
RECLAIM-V2-001004,2252.63,NETWORK_ERROR,0.6212411784290882,0.7419091522767429,0.2424823568581764,1,0.0,INTERVENE,0.475,1671.2468136931595,1.5,0.25,1669.4968136931595,C00595,2026-01-16 23:23:39,2252.63,UPI,FAILED,NETWORK_ERROR,27,26.0,1.0,0.9629629629629628,0.5644444444444444,1,NONE,18.0,18.0,0.0,3103.7988888888885,0.0,0.725765450868631,0.6666666666666666,1,0.5644444444444444,283.7502777777778,1.0,88.69,63.36,0.7977,RETRY_NOW,0.6433,1449.04,0.0,1447.54,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,858,0.8039140266666666,1,2252.63,0.0,2252.63,RECOVERED,T0027169,2,RECLAIM-V2-001004,0.7419091522767429,0.060906960672440204,0,1,CONTROL,True,V2,2026,0.7419091522767429,0.8028161129491831,0.06090696067244017,0.7419091522767429,1671.2468136931595,1808.4476605127184,137.20084681955882,135.20084681955882
RECLAIM-V2-001005,1542.26,BANK_DECLINE,0.4283280146839702,0.6213320625751488,0.1433439706320595,1,0.0,INTERVENE,0.475,958.255586827149,1.5,0.25,956.505586827149,C00266,2026-01-08 20:28:28,1542.26,UPI,FAILED,BANK_DECLINE,9,9.0,0.0,1.0,25.381666666666668,1,NONE,9.0,9.0,0.0,1995.6922222222224,0.0,0.7727945135160565,1.0,1,25.381666666666668,-1.0,1.0,84.34,29.93,0.7647,RETRY_NOW,0.5506,849.14,0.0,847.64,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1522,0.6264265000000001,1,1542.26,0.0,1542.26,RECOVERED,T0012101,5,RECLAIM-V2-001005,0.6213320625751488,0.05898712003942924,0,1,CONTROL,True,V2,2026,0.6213320625751488,0.680319182614578,0.058987120039429186,0.6213320625751488,958.255586827149,1049.229062579159,90.97347575201002,88.97347575201002
RECLAIM-V2-001006,795.89,BANK_DECLINE,0.3216986421710826,0.5461888934235075,0.3566027156578347,1,795.89,INTERVENE,0.475,434.7062783868354,1.5,0.25,432.9562783868354,C00683,2026-01-12 11:06:01,795.89,UPI,FAILED,BANK_DECLINE,30,26.0,4.0,0.8666666666666667,4.024444444444445,0,NETWORK_ERROR,17.0,14.0,3.0,1701.8058823529411,0.1764705882352941,0.4676737859782169,0.5666666666666667,2,9.073611111111113,4.024444444444445,1.0,57.29,70.67,0.4817,RETRY_NOW,0.3468,276.03,0.0,274.53,repeated consecutive failures,MEDIUM,2631,0.4742909511764706,1,795.89,0.0,795.89,RECOVERED,T0031500,1,RECLAIM-V2-001006,0.5461888934235075,0.04307747075514752,0,1,CONTROL,True,V2,2026,0.5461888934235075,0.5892663641786551,0.04307747075514756,0.5461888934235075,434.7062783868354,468.99120658614976,34.28492819931438,32.28492819931438
RECLAIM-V2-001007,300.35,NETWORK_ERROR,0.5817220425677668,0.7193119745242124,0.1634440851355336,1,300.35,INTERVENE,0.475,216.0453515483472,1.5,0.25,214.2953515483472,C00005,2026-01-16 11:38:41,300.35,NETBANKING,FAILED,NETWORK_ERROR,27,25.0,2.0,0.925925925925926,2.7197222222222224,1,NONE,13.0,12.0,1.0,1691.6384615384616,0.0769230769230769,0.1775497583135149,0.4814814814814814,1,2.7197222222222224,115.78666666666666,1.0,84.26,61.32,0.7604,RETRY_NOW,0.6132,184.17,1.5,182.67,strong historical payment reliability; previous payment succeeded,LOW,2788,0.7798145199999998,1,300.35,0.5,298.35,RECOVERED,T0000191,1,RECLAIM-V2-001007,0.7193119745242124,0.05522467933794692,1,0,TREATMENT,True,V2,2026,0.7193119745242124,0.7745366538621593,0.05522467933794695,0.7745366538621593,216.0453515483472,232.63208398749956,16.586732439152343,14.586732439152343
RECLAIM-V2-001008,2821.82,LIMIT_EXCEEDED,0.4495508719803415,0.6357328741046281,0.1008982560393169,0,0.0,INTERVENE,0.475,1793.9237388059216,1.5,0.25,1792.1737388059216,C00673,2026-01-24 02:12:00,2821.82,NETBANKING,FAILED,LIMIT_EXCEEDED,31,30.0,1.0,0.967741935483871,6.074722222222222,1,NONE,14.0,13.0,1.0,2060.432857142857,0.0714285714285714,1.3695277621969866,0.4516129032258064,1,6.074722222222222,73.76583333333333,1.0,86.48,67.93,0.7802,RETRY_NOW,0.5617,1585.14,1.5,1583.64,strong historical payment reliability; previous payment succeeded,HIGH,755,0.6084122431451614,0,0.0,0.5,-2.0,NOT_RECOVERED,T0030948,2,RECLAIM-V2-001008,0.6357328741046281,0.05922204786306597,1,0,TREATMENT,True,V2,2026,0.6357328741046281,0.694954921967694,0.05922204786306595,0.694954921967694,1793.9237388059216,1961.0376979068785,167.1139591009569,165.1139591009569
RECLAIM-V2-001009,2357.39,NETWORK_ERROR,0.5371366329431235,0.692421006797717,0.074273265886247,1,2357.39,INTERVENE,0.475,1632.30635721487,1.5,0.25,1630.55635721487,C00747,2026-01-02 05:45:09,2357.39,CARD,FAILED,NETWORK_ERROR,2,2.0,0.0,1.0,7.383611111111111,1,NONE,2.0,2.0,0.0,1156.72,0.0,2.0379953662078982,1.0,1,7.383611111111111,-1.0,1.0,80.96,14.43,0.7377,RETRY_NOW,0.5949,1402.37,0.0,1400.87,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,904,0.7496147,1,2357.39,0.0,2357.39,RECOVERED,T0034422,3,RECLAIM-V2-001009,0.692421006797717,0.056389525959739666,0,1,CONTROL,True,V2,2026,0.692421006797717,0.7488105327574567,0.05638952595973967,0.692421006797717,1632.30635721487,1765.2384618171006,132.93210460223054,130.93210460223054
RECLAIM-V2-001010,4222.16,PAYMENT_TIMEOUT,0.676245375669082,0.7713212657248496,0.3524907513381641,1,4222.16,INTERVENE,0.475,3256.641795292831,1.5,0.25,3254.891795292831,C00695,2026-01-19 02:19:51,4222.16,UPI,FAILED,PAYMENT_TIMEOUT,43,42.0,1.0,0.9767441860465116,2.2952777777777778,1,NONE,17.0,17.0,0.0,1299.6276470588234,0.0,3.248745907764532,0.3953488372093023,1,2.2952777777777778,423.0138888888889,1.0,90.37,82.14,0.8118,RETRY_NOW,0.6546,2763.98,0.0,2762.48,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,274,0.8312571367441859,1,4222.16,0.0,4222.16,RECOVERED,T0032003,2,RECLAIM-V2-001010,0.7713212657248496,0.06114688135972002,0,1,CONTROL,True,V2,2026,0.7713212657248496,0.8324681470845696,0.06114688135972002,0.7713212657248496,3256.641795292831,3514.8137118945865,258.1719166017556,256.1719166017556
RECLAIM-V2-001011,961.12,BANK_DECLINE,0.4023526051451178,0.6034132593805658,0.1952947897097644,1,0.0,INTERVENE,0.475,579.9525518558494,1.5,0.25,578.2025518558494,C00780,2026-01-01 11:55:43,961.12,UPI,FAILED,BANK_DECLINE,2,2.0,0.0,1.0,3.5327777777777776,1,NONE,2.0,2.0,0.0,4102.085,0.0,0.2343003618891368,1.0,1,3.5327777777777776,-1.0,1.0,80.96,14.43,0.7377,RETRY_NOW,0.5311,510.49,0.0,508.99,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2133,0.6101515000000001,1,961.12,0.0,961.12,RECOVERED,T0035909,4,RECLAIM-V2-001011,0.6034132593805658,0.05534606098148305,0,1,CONTROL,True,V2,2026,0.6034132593805658,0.6587593203620489,0.05534606098148309,0.6034132593805658,579.9525518558494,633.1467579863724,53.19420613052307,51.19420613052307
RECLAIM-V2-001012,2923.79,BANK_DECLINE,0.4455238599220844,0.6330180673910611,0.1089522801558311,0,2923.79,INTERVENE,0.475,1850.8118952573109,1.5,0.25,1849.0618952573109,C00140,2026-01-16 22:52:39,2923.79,CARD,FAILED,BANK_DECLINE,29,27.0,2.0,0.9310344827586208,26.911944444444444,1,NONE,15.0,14.0,1.0,2389.692666666667,0.0666666666666666,1.2235004278095454,0.5172413793103449,1,26.911944444444444,68.83638888888889,1.0,85.58,65.55,0.7712,RETRY_NOW,0.5553,1623.48,0.0,1621.98,strong historical payment reliability; previous payment succeeded,HIGH,721,0.6362410527586208,0,0.0,0.0,0.0,NOT_RECOVERED,T0006447,4,RECLAIM-V2-001012,0.6330180673910611,0.05913463835315154,0,1,CONTROL,True,V2,2026,0.6330180673910611,0.6921527057442127,0.05913463835315158,0.6330180673910611,1850.8118952573107,2023.7091595278716,172.89726427056098,170.89726427056098
RECLAIM-V2-001013,2019.19,PAYMENT_TIMEOUT,0.5145292684628252,0.6782526150805467,0.0290585369256504,1,2019.19,INTERVENE,0.475,1369.5208978444891,1.5,0.25,1367.7708978444891,C00614,2026-01-18 04:16:09,2019.19,WALLET,FAILED,PAYMENT_TIMEOUT,29,24.0,5.0,0.8275862068965517,16.078055555555554,0,INSUFFICIENT_FUNDS,15.0,13.0,2.0,1856.9126666666668,0.1333333333333333,1.0873909345584014,0.5172413793103449,2,17.041944444444443,16.078055555555554,1.0,56.14,66.88,0.4705,RETRY_NOW,0.3794,766.1,0.0,764.6,repeated consecutive failures,MEDIUM,1667,0.6215092799999999,1,2019.19,0.0,2019.19,RECOVERED,T0028023,4,RECLAIM-V2-001013,0.6782526150805467,0.04192333304947721,0,1,CONTROL,True,V2,2026,0.6782526150805467,0.7201759481300238,0.04192333304947715,0.6782526150805467,1369.5208978444891,1454.172072704663,84.6511748601738,82.6511748601738
RECLAIM-V2-001014,1863.01,INSUFFICIENT_FUNDS,0.5330984039579014,0.6899156441479839,0.0661968079158028,1,1863.01,INTERVENE,0.475,1285.3197442041355,1.5,0.25,1283.5697442041355,C00991,2026-01-15 00:20:47,1863.01,UPI,FAILED,INSUFFICIENT_FUNDS,23,20.0,3.0,0.8695652173913043,0.9988888888888888,1,NONE,16.0,14.0,2.0,1527.37875,0.125,1.2197433020460706,0.6956521739130435,1,0.9988888888888888,154.23694444444445,1.0,82.18,58.43,0.7409,DELAYED_RETRY,0.5623,1047.65,0.0,1046.65,previous payment succeeded,HIGH,1256,0.7221611844633151,1,1863.01,0.0,1863.01,RECOVERED,T0045458,1,RECLAIM-V2-001014,0.6899156441479839,0.058922539579570464,0,1,CONTROL,True,V2,2026,0.6899156441479839,0.7488381837275544,0.0589225395795705,0.6899156441479839,1285.3197442041355,1395.093024666271,109.77328046213552,107.77328046213552
RECLAIM-V2-001015,4975.57,LIMIT_EXCEEDED,0.4499772724616433,0.6360198299096729,0.1000454550767133,0,4975.57,INTERVENE,0.475,3164.561185103671,1.5,0.25,3162.811185103671,C00343,2026-01-25 09:06:03,4975.57,CARD,FAILED,LIMIT_EXCEEDED,45,44.0,1.0,0.9777777777777776,25.92861111111111,1,NONE,13.0,12.0,1.0,1820.342307692308,0.0769230769230769,2.733315585192134,0.2888888888888888,1,25.92861111111111,49.97472222222222,1.0,87.44,80.82,0.7884,RETRY_NOW,0.5676,2824.37,0.0,2822.87,strong historical payment reliability; previous payment succeeded,HIGH,263,0.622229706,0,0.0,0.0,0.0,NOT_RECOVERED,T0015518,2,RECLAIM-V2-001015,0.6360198299096729,0.05976430205228926,0,1,CONTROL,True,V2,2026,0.6360198299096729,0.6957841319619621,0.05976430205228922,0.6360198299096729,3164.561185103671,3461.9226534659797,297.36146836230864,295.36146836230864
