transaction_id,customer_id,v7_decision,v7_intervention_selected,v7_production_rank,production_target_rate,v8_decision,v8_intervention_selected,v8_production_rank,target_group,v12_cohort_status,v10_2_target_rate,artificial_outcome,artificial_transaction_id
RECLAIM-V2-000830,C00395,RETRY_ALL,0,8635,0.05,RETRY_ALL,0,8635,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000831,C00249,RETRY_ALL,0,7624,0.05,RETRY_ALL,0,7624,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000832,C00746,RETRY_ALL,0,6235,0.05,RETRY_ALL,0,6235,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000833,C00232,RETRY_ALL,0,8175,0.05,RETRY_ALL,0,8175,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000834,C00108,RETRY_ALL,0,1345,0.05,RETRY_ALL,0,1345,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000835,C00927,RETRY_ALL,0,4755,0.05,RETRY_ALL,0,4755,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000836,C00935,TARGET,1,178,0.05,TARGET,1,178,TARGET,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000837,C00352,RETRY_ALL,0,5639,0.05,RETRY_ALL,0,5639,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000838,C00107,RETRY_ALL,0,3349,0.05,RETRY_ALL,0,3349,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000839,C00614,RETRY_ALL,0,9307,0.05,RETRY_ALL,0,9307,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000840,C00126,RETRY_ALL,0,2155,0.05,RETRY_ALL,0,2155,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000841,C00163,RETRY_ALL,0,7348,0.05,RETRY_ALL,0,7348,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000842,C00832,RETRY_ALL,0,1730,0.05,RETRY_ALL,0,1730,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000843,C00783,RETRY_ALL,0,8891,0.05,RETRY_ALL,0,8891,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000844,C00542,RETRY_ALL,0,3498,0.05,RETRY_ALL,0,3498,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000845,C00427,RETRY_ALL,0,1605,0.05,RETRY_ALL,0,1605,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000846,C00461,RETRY_ALL,0,1179,0.05,RETRY_ALL,0,1179,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000847,C00138,RETRY_ALL,0,5152,0.05,RETRY_ALL,0,5152,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000848,C00789,RETRY_ALL,0,3448,0.05,RETRY_ALL,0,3448,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000849,C00624,RETRY_ALL,0,9847,0.05,RETRY_ALL,0,9847,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000850,C00140,RETRY_ALL,0,683,0.05,RETRY_ALL,0,683,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000851,C00404,TARGET,1,182,0.05,TARGET,1,182,TARGET,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000852,C00102,RETRY_ALL,0,4215,0.05,RETRY_ALL,0,4215,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000853,C00325,TARGET,1,472,0.05,TARGET,1,472,TARGET,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000854,C00223,RETRY_ALL,0,4536,0.05,RETRY_ALL,0,4536,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000855,C00463,RETRY_ALL,0,4825,0.05,RETRY_ALL,0,4825,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000856,C00265,RETRY_ALL,0,3622,0.05,RETRY_ALL,0,3622,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000857,C00988,RETRY_ALL,0,4014,0.05,RETRY_ALL,0,4014,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000858,C00670,RETRY_ALL,0,6335,0.05,RETRY_ALL,0,6335,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000859,C00810,RETRY_ALL,0,3645,0.05,RETRY_ALL,0,3645,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000860,C00709,RETRY_ALL,0,1860,0.05,RETRY_ALL,0,1860,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000861,C00764,RETRY_ALL,0,3704,0.05,RETRY_ALL,0,3704,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000862,C00538,RETRY_ALL,0,4864,0.05,RETRY_ALL,0,4864,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000863,C00517,RETRY_ALL,0,4603,0.05,RETRY_ALL,0,4603,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000864,C00112,RETRY_ALL,0,4840,0.05,RETRY_ALL,0,4840,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000865,C00117,RETRY_ALL,0,7867,0.05,RETRY_ALL,0,7867,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000866,C00378,RETRY_ALL,0,6938,0.05,RETRY_ALL,0,6938,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000867,C00855,RETRY_ALL,0,3851,0.05,RETRY_ALL,0,3851,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000868,C00670,RETRY_ALL,0,6552,0.05,RETRY_ALL,0,6552,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000869,C00790,RETRY_ALL,0,3808,0.05,RETRY_ALL,0,3808,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000870,C00762,RETRY_ALL,0,919,0.05,RETRY_ALL,0,919,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000871,C00190,RETRY_ALL,0,2050,0.05,RETRY_ALL,0,2050,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000872,C00080,TARGET,1,60,0.05,TARGET,1,60,TARGET,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000873,C00598,RETRY_ALL,0,2239,0.05,RETRY_ALL,0,2239,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000874,C00441,RETRY_ALL,0,5738,0.05,RETRY_ALL,0,5738,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000875,C00713,RETRY_ALL,0,8808,0.05,RETRY_ALL,0,8808,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000876,C00129,RETRY_ALL,0,1495,0.05,RETRY_ALL,0,1495,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000877,C00886,RETRY_ALL,0,7908,0.05,RETRY_ALL,0,7908,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000878,C00500,RETRY_ALL,0,2949,0.05,RETRY_ALL,0,2949,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000879,C00702,RETRY_ALL,0,2846,0.05,RETRY_ALL,0,2846,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000880,C00372,RETRY_ALL,0,2281,0.05,RETRY_ALL,0,2281,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000881,C00145,RETRY_ALL,0,8388,0.05,RETRY_ALL,0,8388,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000882,C00146,RETRY_ALL,0,890,0.05,RETRY_ALL,0,890,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000883,C00847,RETRY_ALL,0,7376,0.05,RETRY_ALL,0,7376,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000884,C00542,RETRY_ALL,0,3375,0.05,RETRY_ALL,0,3375,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000885,C00461,RETRY_ALL,0,1133,0.05,RETRY_ALL,0,1133,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000886,C00391,RETRY_ALL,0,6391,0.05,RETRY_ALL,0,6391,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000887,C00482,RETRY_ALL,0,2228,0.05,RETRY_ALL,0,2228,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000888,C00599,RETRY_ALL,0,1805,0.05,RETRY_ALL,0,1805,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000889,C00461,RETRY_ALL,0,6259,0.05,RETRY_ALL,0,6259,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000890,C00140,RETRY_ALL,0,710,0.05,RETRY_ALL,0,710,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000891,C00622,RETRY_ALL,0,6765,0.05,RETRY_ALL,0,6765,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000892,C00570,RETRY_ALL,0,9667,0.05,RETRY_ALL,0,9667,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000893,C00488,RETRY_ALL,0,3104,0.05,RETRY_ALL,0,3104,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000894,C00971,RETRY_ALL,0,4017,0.05,RETRY_ALL,0,4017,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000895,C00888,RETRY_ALL,0,7408,0.05,RETRY_ALL,0,7408,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000896,C00004,RETRY_ALL,0,8526,0.05,RETRY_ALL,0,8526,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000897,C00174,RETRY_ALL,0,1443,0.05,RETRY_ALL,0,1443,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000898,C00828,RETRY_ALL,0,3880,0.05,RETRY_ALL,0,3880,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000899,C00842,RETRY_ALL,0,1784,0.05,RETRY_ALL,0,1784,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000900,C00538,RETRY_ALL,0,5432,0.05,RETRY_ALL,0,5432,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000901,C00156,RETRY_ALL,0,8156,0.05,RETRY_ALL,0,8156,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000902,C00907,RETRY_ALL,0,9890,0.05,RETRY_ALL,0,9890,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000903,C00789,RETRY_ALL,0,2235,0.05,RETRY_ALL,0,2235,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000904,C00445,RETRY_ALL,0,6238,0.05,RETRY_ALL,0,6238,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000905,C00392,RETRY_ALL,0,9959,0.05,RETRY_ALL,0,9959,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000906,C00906,RETRY_ALL,0,9646,0.05,RETRY_ALL,0,9646,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000907,C00622,RETRY_ALL,0,5443,0.05,RETRY_ALL,0,5443,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000908,C00010,RETRY_ALL,0,8121,0.05,RETRY_ALL,0,8121,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000909,C00622,RETRY_ALL,0,5533,0.05,RETRY_ALL,0,5533,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000910,C00223,RETRY_ALL,0,4596,0.05,RETRY_ALL,0,4596,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000911,C00347,RETRY_ALL,0,3927,0.05,RETRY_ALL,0,3927,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000912,C00448,RETRY_ALL,0,7564,0.05,RETRY_ALL,0,7564,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000913,C00884,TARGET,1,183,0.05,TARGET,1,183,TARGET,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000914,C00751,RETRY_ALL,0,1916,0.05,RETRY_ALL,0,1916,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000915,C00174,RETRY_ALL,0,1529,0.05,RETRY_ALL,0,1529,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000916,C00317,RETRY_ALL,0,3511,0.05,RETRY_ALL,0,3511,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000917,C00347,RETRY_ALL,0,7026,0.05,RETRY_ALL,0,7026,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000918,C00702,RETRY_ALL,0,2651,0.05,RETRY_ALL,0,2651,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000919,C00270,RETRY_ALL,0,8513,0.05,RETRY_ALL,0,8513,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000920,C00899,RETRY_ALL,0,3050,0.05,RETRY_ALL,0,3050,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000921,C00246,RETRY_ALL,0,4082,0.05,RETRY_ALL,0,4082,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000922,C00450,RETRY_ALL,0,780,0.05,RETRY_ALL,0,780,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000923,C00449,RETRY_ALL,0,5236,0.05,RETRY_ALL,0,5236,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000924,C00126,RETRY_ALL,0,2026,0.05,RETRY_ALL,0,2026,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000925,C00391,RETRY_ALL,0,6545,0.05,RETRY_ALL,0,6545,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000926,C00669,RETRY_ALL,0,1599,0.05,RETRY_ALL,0,1599,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000927,C00397,TARGET,1,167,0.05,TARGET,1,167,TARGET,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000928,C00123,RETRY_ALL,0,5892,0.05,RETRY_ALL,0,5892,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000929,C00372,RETRY_ALL,0,2713,0.05,RETRY_ALL,0,2713,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000930,C00102,RETRY_ALL,0,4511,0.05,RETRY_ALL,0,4511,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000931,C00616,RETRY_ALL,0,5298,0.05,RETRY_ALL,0,5298,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000932,C00136,RETRY_ALL,0,6783,0.05,RETRY_ALL,0,6783,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000933,C00445,RETRY_ALL,0,4207,0.05,RETRY_ALL,0,4207,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000934,C00073,RETRY_ALL,0,8951,0.05,RETRY_ALL,0,8951,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000935,C00791,RETRY_ALL,0,7508,0.05,RETRY_ALL,0,7508,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000936,C00003,RETRY_ALL,0,1766,0.05,RETRY_ALL,0,1766,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000937,C00565,RETRY_ALL,0,2171,0.05,RETRY_ALL,0,2171,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000938,C00018,RETRY_ALL,0,982,0.05,RETRY_ALL,0,982,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000939,C00345,RETRY_ALL,0,9425,0.05,RETRY_ALL,0,9425,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000940,C00395,RETRY_ALL,0,8866,0.05,RETRY_ALL,0,8866,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000941,C00709,RETRY_ALL,0,1739,0.05,RETRY_ALL,0,1739,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000942,C00434,RETRY_ALL,0,9598,0.05,RETRY_ALL,0,9598,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000943,C00145,RETRY_ALL,0,8507,0.05,RETRY_ALL,0,8507,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000944,C00416,RETRY_ALL,0,2957,0.05,RETRY_ALL,0,2957,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000945,C00585,RETRY_ALL,0,4726,0.05,RETRY_ALL,0,4726,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000946,C00570,RETRY_ALL,0,9655,0.05,RETRY_ALL,0,9655,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000947,C00416,RETRY_ALL,0,3071,0.05,RETRY_ALL,0,3071,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000948,C00279,RETRY_ALL,0,1408,0.05,RETRY_ALL,0,1408,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000949,C00624,RETRY_ALL,0,9880,0.05,RETRY_ALL,0,9880,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000950,C00155,TARGET,1,390,0.05,TARGET,1,390,TARGET,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000951,C00365,RETRY_ALL,0,6159,0.05,RETRY_ALL,0,6159,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000952,C00427,RETRY_ALL,0,1608,0.05,RETRY_ALL,0,1608,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000953,C00700,RETRY_ALL,0,5944,0.05,RETRY_ALL,0,5944,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000954,C00427,RETRY_ALL,0,1534,0.05,RETRY_ALL,0,1534,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000955,C00936,RETRY_ALL,0,2926,0.05,RETRY_ALL,0,2926,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000956,C00103,RETRY_ALL,0,2041,0.05,RETRY_ALL,0,2041,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000957,C00135,RETRY_ALL,0,3728,0.05,RETRY_ALL,0,3728,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000958,C00353,RETRY_ALL,0,3095,0.05,RETRY_ALL,0,3095,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000959,C00064,RETRY_ALL,0,5093,0.05,RETRY_ALL,0,5093,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000960,C00221,RETRY_ALL,0,8180,0.05,RETRY_ALL,0,8180,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000961,C00049,RETRY_ALL,0,5361,0.05,RETRY_ALL,0,5361,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000962,C00642,RETRY_ALL,0,4667,0.05,RETRY_ALL,0,4667,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000963,C00906,RETRY_ALL,0,9704,0.05,RETRY_ALL,0,9704,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000964,C00086,RETRY_ALL,0,9058,0.05,RETRY_ALL,0,9058,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000965,C00070,RETRY_ALL,0,4129,0.05,RETRY_ALL,0,4129,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000966,C00512,RETRY_ALL,0,9708,0.05,RETRY_ALL,0,9708,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000967,C00816,RETRY_ALL,0,4993,0.05,RETRY_ALL,0,4993,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000968,C00696,RETRY_ALL,0,8734,0.05,RETRY_ALL,0,8734,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000969,C00109,RETRY_ALL,0,703,0.05,RETRY_ALL,0,703,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000970,C00112,RETRY_ALL,0,4910,0.05,RETRY_ALL,0,4910,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000971,C00117,RETRY_ALL,0,7932,0.05,RETRY_ALL,0,7932,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000972,C00418,RETRY_ALL,0,5456,0.05,RETRY_ALL,0,5456,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000973,C00352,RETRY_ALL,0,5781,0.05,RETRY_ALL,0,5781,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000974,C00319,RETRY_ALL,0,1059,0.05,RETRY_ALL,0,1059,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000975,C00441,RETRY_ALL,0,9725,0.05,RETRY_ALL,0,9725,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000976,C00599,RETRY_ALL,0,1912,0.05,RETRY_ALL,0,1912,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000977,C00360,RETRY_ALL,0,966,0.05,RETRY_ALL,0,966,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000978,C00131,RETRY_ALL,0,8840,0.05,RETRY_ALL,0,8840,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000979,C00157,RETRY_ALL,0,6688,0.05,RETRY_ALL,0,6688,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000980,C00938,RETRY_ALL,0,8045,0.05,RETRY_ALL,0,8045,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000981,C00680,RETRY_ALL,0,1897,0.05,RETRY_ALL,0,1897,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000982,C00577,RETRY_ALL,0,7236,0.05,RETRY_ALL,0,7236,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000983,C00136,RETRY_ALL,0,4178,0.05,RETRY_ALL,0,4178,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000984,C00199,RETRY_ALL,0,8918,0.05,RETRY_ALL,0,8918,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000985,C00834,RETRY_ALL,0,8089,0.05,RETRY_ALL,0,8089,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000986,C00653,RETRY_ALL,0,6355,0.05,RETRY_ALL,0,6355,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000987,C00652,RETRY_ALL,0,5656,0.05,RETRY_ALL,0,5656,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
RECLAIM-V2-000988,C00882,RETRY_ALL,0,4501,0.05,RETRY_ALL,0,4501,RETRY_ALL,IMMUTABLE_PRODUCTION_COHORT,0.05,False,False
