transaction_id,customer_id,timestamp,amount,payment_method,status,failure_reason,historical_transaction_count,historical_success_count,historical_failure_count,historical_success_rate,hours_since_previous_transaction,previous_transaction_success,previous_failure_reason,transactions_last_7d,successful_payments_last_7d,failed_payments_last_7d,avg_amount_last_7d,failure_rate_last_7d,amount_vs_recent_average,payment_momentum,failure_streak,hours_since_last_success,hours_since_last_failure,method_share,recoverability_score,model_confidence,base_recovery_probability,recommended_action,action_recovery_probability,expected_recovery,intervention_cost,expected_net_recovery,decision_reason,priority,opportunity_rank,actual_recovery_probability,recovered,recovered_amount,customer_friction_cost,net_recovered_value,recovery_status
T0029341,C00639,2026-01-04 13:39:36,1791.25,UPI,FAILED,PAYMENT_TIMEOUT,7,6.0,1.0,0.8571428571428571,0.785,1,NONE,7.0,6.0,1.0,2605.3028571428576,0.1428571428571428,0.6875400282500744,1.0,1,0.785,10.129444444444443,1.0,76.23,28.36,0.6927,RETRY_NOW,0.5586,1000.58,1.5,999.08,previous payment succeeded,MEDIUM,1314,0.7136494828571428,1,1791.25,0.25,1789.5,RECOVERED
T0001097,C00024,2026-01-04 14:01:54,1432.83,WALLET,FAILED,BANK_DECLINE,4,4.0,0.0,1.0,29.35333333333333,1,NONE,4.0,4.0,0.0,732.8775,0.0,1.9550743473500003,1.0,1,29.35333333333333,-1.0,1.0,81.93,18.86,0.7454,RETRY_NOW,0.5367,768.98,1.5,767.48,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1660,0.6148030000000001,1,1432.83,0.25,1431.08,RECOVERED
T0026059,C00573,2026-01-04 14:06:33,3723.21,UPI,FAILED,BANK_DECLINE,12,12.0,0.0,1.0,7.578055555555555,1,NONE,12.0,12.0,0.0,1977.345,0.0,1.882933934138959,1.0,1,7.578055555555555,-1.0,1.0,85.79,36.57,0.7763,RETRY_NOW,0.5589,2081.04,1.5,2079.54,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,468,0.6333985000000001,1,3723.21,0.25,3721.46,RECOVERED
T0005719,C00126,2026-01-04 14:09:08,632.75,UPI,FAILED,BANK_DECLINE,2,2.0,0.0,1.0,0.7086111111111111,1,NONE,2.0,2.0,0.0,3529.555,0.0,0.1792718912157481,1.0,1,0.7086111111111111,-1.0,1.0,80.96,14.43,0.7377,RETRY_NOW,0.5311,336.08,1.5,334.58,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2513,0.6101515000000001,0,0.0,0.25,0.0,NOT_RECOVERED
T0009149,C00198,2026-01-04 14:32:50,1895.97,UPI,FAILED,PAYMENT_TIMEOUT,7,7.0,0.0,1.0,0.0472222222222222,1,NONE,7.0,7.0,0.0,2202.49,0.0,0.860830242135038,1.0,1,0.0472222222222222,-1.0,1.0,83.38,25.5,0.757,RETRY_NOW,0.6104,1157.39,1.5,1155.89,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,1125,0.763895,1,1895.97,0.25,1894.22,RECOVERED
T0035217,C00766,2026-01-04 14:48:56,1030.12,CARD,FAILED,NETWORK_ERROR,6,6.0,0.0,1.0,2.158888888888889,1,NONE,6.0,6.0,0.0,1808.865,0.0,0.5694841793058077,1.0,1,2.158888888888889,-1.0,1.0,82.89,23.29,0.7531,RETRY_NOW,0.6073,625.59,1.5,624.09,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1919,0.7610441,1,1030.12,0.25,1028.37,RECOVERED
T0001617,C00036,2026-01-04 14:49:00,1447.16,UPI,FAILED,BANK_DECLINE,3,3.0,0.0,1.0,8.823888888888888,1,NONE,3.0,3.0,0.0,3636.2000000000007,0.0,0.3979869094109234,1.0,1,8.823888888888888,-1.0,1.0,81.45,16.64,0.7416,RETRY_NOW,0.534,772.71,1.5,771.21,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1654,0.612472,0,0.0,0.25,0.0,NOT_RECOVERED
T0028397,C00622,2026-01-04 14:53:05,1624.36,UPI,FAILED,PAYMENT_TIMEOUT,5,4.0,1.0,0.8,17.414722222222224,1,NONE,5.0,4.0,1.0,1316.272,0.2,1.2340610451335283,1.0,1,17.414722222222224,51.40805555555556,1.0,72.41,25.07,0.6593,RETRY_NOW,0.5317,863.61,1.5,862.11,previous payment succeeded,MEDIUM,1508,0.6888879925999998,1,1624.36,0.25,1622.61,RECOVERED
T0026939,C00591,2026-01-04 15:18:33,1908.18,UPI,FAILED,NETWORK_ERROR,7,7.0,0.0,1.0,3.2622222222222224,1,NONE,7.0,7.0,0.0,2379.8385714285714,0.0,0.8018106870393971,1.0,1,3.2622222222222224,-1.0,1.0,83.38,25.5,0.757,RETRY_NOW,0.6104,1164.84,1.5,1163.34,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,1114,0.763895,0,0.0,0.25,0.0,NOT_RECOVERED
T0036343,C00791,2026-01-04 15:27:28,4700.9,WALLET,FAILED,NETWORK_ERROR,2,1.0,1.0,0.5,18.5625,1,NONE,2.0,1.0,1.0,1788.1950000000002,0.5,2.628851998803262,1.0,1,18.5625,66.255,1.0,55.96,24.43,0.5127,RETRY_NOW,0.4134,1943.55,1.5,1942.05,weak historical payment reliability; elevated recent failure rate; previous payment succeeded,HIGH,537,0.5849640387499999,0,0.0,0.25,0.0,NOT_RECOVERED
T0018855,C00415,2026-01-04 15:43:16,2705.34,UPI,FAILED,BANK_DECLINE,6,6.0,0.0,1.0,0.7497222222222222,1,NONE,6.0,6.0,0.0,1380.8083333333334,0.0,1.9592436797286608,1.0,1,0.7497222222222222,-1.0,1.0,82.89,23.29,0.7531,RETRY_NOW,0.5422,1466.92,1.5,1465.42,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,843,0.6194545000000001,1,2705.34,0.25,2703.59,RECOVERED
T0030375,C00662,2026-01-04 16:02:16,2714.34,UPI,FAILED,INSUFFICIENT_FUNDS,5,4.0,1.0,0.8,4.906111111111112,0,NETWORK_ERROR,5.0,4.0,1.0,2542.05,0.2,1.0677760075529592,1.0,2,11.612222222222222,4.906111111111112,1.0,47.41,25.07,0.3993,DELAYED_RETRY,0.3031,822.63,1.0,821.63,repeated consecutive failures,MEDIUM,1561,0.53532345155,1,2714.34,0.15,2713.19,RECOVERED
T0024825,C00546,2026-01-04 16:43:49,4083.1,CARD,FAILED,LIMIT_EXCEEDED,5,4.0,1.0,0.8,3.0883333333333334,1,NONE,5.0,4.0,1.0,1498.42,0.2,2.724936933570027,1.0,1,3.0883333333333334,15.277222222222225,1.0,72.41,25.07,0.6593,RETRY_NOW,0.4747,1938.23,1.5,1936.73,previous payment succeeded,HIGH,542,0.5113669925999998,0,0.0,0.25,0.0,NOT_RECOVERED
T0007204,C00158,2026-01-04 16:49:57,2259.71,CARD,FAILED,LIMIT_EXCEEDED,6,4.0,2.0,0.6666666666666666,16.511666666666667,0,INSUFFICIENT_FUNDS,6.0,4.0,2.0,4044.391666666667,0.3333333333333333,0.558726796572208,1.0,2,31.59805555555556,16.511666666666667,1.0,41.23,29.95,0.3432,RETRY_NOW,0.2471,558.38,1.5,556.88,weak historical payment reliability; elevated recent failure rate; repeated consecutive failures,MEDIUM,2049,0.3427562750000001,0,0.0,0.25,0.0,NOT_RECOVERED
T0002382,C00055,2026-01-04 16:52:17,1012.79,WALLET,FAILED,BANK_DECLINE,10,10.0,0.0,1.0,11.440277777777778,1,NONE,10.0,10.0,0.0,2550.3740000000003,0.0,0.3971143055881215,1.0,1,11.440277777777778,-1.0,1.0,84.82,32.14,0.7686,RETRY_NOW,0.5534,560.47,1.5,558.97,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2045,0.6287470000000001,0,0.0,0.25,0.0,NOT_RECOVERED
T0038459,C00836,2026-01-04 16:54:31,1509.31,NETBANKING,FAILED,BANK_DECLINE,9,8.0,1.0,0.8888888888888888,30.086666666666662,1,NONE,9.0,8.0,1.0,2126.628888888889,0.1111111111111111,0.7097195038992333,1.0,1,30.086666666666662,63.11527777777778,1.0,78.78,32.15,0.7147,RETRY_NOW,0.5146,776.67,1.5,775.17,previous payment succeeded,MEDIUM,1638,0.5863413194444445,1,1509.31,0.25,1507.56,RECOVERED
T0042442,C00928,2026-01-04 16:56:54,1299.38,UPI,FAILED,NETWORK_ERROR,7,7.0,0.0,1.0,19.990277777777777,1,NONE,7.0,7.0,0.0,1900.2514285714285,0.0,0.6837937235373365,1.0,1,19.990277777777777,-1.0,1.0,83.38,25.5,0.757,RETRY_NOW,0.6104,793.2,1.5,791.7,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1610,0.763895,0,0.0,0.25,0.0,NOT_RECOVERED
T0034511,C00749,2026-01-04 17:17:12,2153.77,CARD,FAILED,NETWORK_ERROR,8,6.0,2.0,0.75,14.631944444444445,1,NONE,8.0,6.0,2.0,1191.6225,0.25,1.807426429091428,1.0,1,14.631944444444445,24.389166666666668,1.0,71.36,32.71,0.6484,RETRY_NOW,0.5229,1126.14,1.5,1124.64,elevated recent failure rate; previous payment succeeded,HIGH,1165,0.6796369484374999,1,2153.77,0.25,2152.02,RECOVERED
T0041511,C00906,2026-01-04 17:20:06,2597.54,CARD,FAILED,PAYMENT_TIMEOUT,7,7.0,0.0,1.0,14.356111111111112,1,NONE,7.0,7.0,0.0,1293.312857142857,0.0,2.008439014314292,1.0,1,14.356111111111112,-1.0,1.0,83.38,25.5,0.757,RETRY_NOW,0.6104,1585.65,1.5,1584.15,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,753,0.763895,1,2597.54,0.25,2595.79,RECOVERED
T0030446,C00663,2026-01-04 17:20:53,1000.83,UPI,FAILED,BANK_DECLINE,6,5.0,1.0,0.8333333333333334,34.08166666666666,1,NONE,6.0,5.0,1.0,1526.9799999999998,0.1666666666666666,0.655430981414295,1.0,1,34.08166666666666,67.17305555555555,1.0,74.56,26.62,0.6781,RETRY_NOW,0.4882,488.64,1.5,487.14,previous payment succeeded,MEDIUM,2170,0.5604334175,0,0.0,0.25,0.0,NOT_RECOVERED
T0001458,C00033,2026-01-04 17:44:36,1745.65,UPI,FAILED,INSUFFICIENT_FUNDS,6,6.0,0.0,1.0,8.851111111111111,1,NONE,6.0,6.0,0.0,1524.715,0.0,1.144902489973536,1.0,1,8.851111111111111,-1.0,1.0,82.89,23.29,0.7531,DELAYED_RETRY,0.5716,997.82,1.0,996.82,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1316,0.7256467,1,1745.65,0.15,1744.5,RECOVERED
T0009995,C00218,2026-01-04 17:54:29,512.37,CARD,FAILED,BANK_DECLINE,7,6.0,1.0,0.8571428571428571,46.11388888888889,1,NONE,7.0,6.0,1.0,3493.09,0.1428571428571428,0.1466810188114248,1.0,1,46.11388888888889,73.17055555555555,1.0,76.23,28.36,0.6927,RETRY_NOW,0.4987,255.54,1.5,254.04,previous payment succeeded,MEDIUM,2662,0.5708430828571428,1,512.37,0.25,510.62,RECOVERED
T0027598,C00605,2026-01-04 17:58:00,776.23,CARD,FAILED,NETWORK_ERROR,10,10.0,0.0,1.0,1.8388888888888888,1,NONE,10.0,10.0,0.0,1899.436,0.0,0.4086634137712457,1.0,1,1.8388888888888888,-1.0,1.0,84.82,32.14,0.7686,RETRY_NOW,0.6198,481.11,1.5,479.61,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2187,0.7724605999999999,1,776.23,0.25,774.48,RECOVERED
T0008303,C00180,2026-01-04 18:01:17,539.39,UPI,FAILED,NETWORK_ERROR,1,1.0,0.0,1.0,87.93416666666667,1,NONE,1.0,1.0,0.0,2104.12,0.0,0.2563494477501283,1.0,1,87.93416666666667,-1.0,1.0,80.48,12.21,0.7338,RETRY_NOW,0.5917,319.18,1.5,317.68,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2541,0.7467509,0,0.0,0.25,0.0,NOT_RECOVERED
T0022129,C00487,2026-01-04 18:01:58,823.55,NETBANKING,FAILED,BANK_DECLINE,7,7.0,0.0,1.0,10.461388888888887,1,NONE,7.0,7.0,0.0,2045.1914285714288,0.0,0.4026762426709619,1.0,1,10.461388888888887,-1.0,1.0,83.38,25.5,0.757,RETRY_NOW,0.545,448.87,1.5,447.37,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2258,0.6217750000000001,1,823.55,0.25,821.8,RECOVERED
T0008036,C00174,2026-01-04 18:06:48,197.03,UPI,FAILED,INSUFFICIENT_FUNDS,7,5.0,2.0,0.7142857142857143,0.7919444444444445,1,NONE,7.0,5.0,2.0,1807.5128571428568,0.2857142857142857,0.1090061402448036,1.0,1,0.7919444444444445,16.04277777777778,1.0,69.09,31.21,0.6284,DELAYED_RETRY,0.477,93.97,1.0,92.97,elevated recent failure rate; previous payment succeeded,LOW,2886,0.6381479307142857,1,197.03,0.15,195.88,RECOVERED
T0016149,C00353,2026-01-04 18:06:48,3282.18,CARD,FAILED,BANK_DECLINE,11,11.0,0.0,1.0,0.375,1,NONE,11.0,11.0,0.0,2701.976363636364,0.0,1.214733053986745,1.0,1,0.375,-1.0,1.0,85.3,34.36,0.7724,RETRY_NOW,0.5561,1825.31,1.5,1823.81,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,597,0.631078,1,3282.18,0.25,3280.43,RECOVERED
T0011356,C00248,2026-01-04 18:33:24,1055.05,UPI,FAILED,NETWORK_ERROR,4,4.0,0.0,1.0,3.841666666666667,1,NONE,4.0,4.0,0.0,2031.22,0.0,0.5194169021573242,1.0,1,3.841666666666667,-1.0,1.0,81.93,18.86,0.7454,RETRY_NOW,0.6011,634.18,1.5,632.68,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1907,0.7553294,1,1055.05,0.25,1053.3,RECOVERED
T0012181,C00268,2026-01-04 18:40:16,1167.93,WALLET,FAILED,NETWORK_ERROR,5,4.0,1.0,0.8,26.782777777777778,1,NONE,5.0,4.0,1.0,2015.71,0.2,0.5794137053445189,1.0,1,26.782777777777778,59.94083333333333,1.0,72.41,25.07,0.6593,RETRY_NOW,0.5317,620.94,1.5,619.44,previous payment succeeded,MEDIUM,1934,0.6888879925999998,0,0.0,0.25,0.0,NOT_RECOVERED
T0011075,C00240,2026-01-04 18:52:20,4028.3,CARD,FAILED,BANK_DECLINE,10,8.0,2.0,0.8,0.4675,1,NONE,10.0,8.0,2.0,2041.589,0.2,1.97311995705306,1.0,1,0.4675,45.86083333333333,1.0,74.82,36.14,0.6786,RETRY_NOW,0.4886,1968.2,1.5,1966.7,previous payment succeeded,HIGH,524,0.5571018651999998,0,0.0,0.25,0.0,NOT_RECOVERED
T0002745,C00064,2026-01-04 19:01:39,2075.7,CARD,FAILED,BANK_DECLINE,4,4.0,0.0,1.0,26.49083333333333,1,NONE,4.0,4.0,0.0,2579.7725,0.0,0.8046058324910432,1.0,1,26.49083333333333,-1.0,1.0,81.93,18.86,0.7454,RETRY_NOW,0.5367,1114.0,1.5,1112.5,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,1179,0.6148030000000001,1,2075.7,0.25,2073.95,RECOVERED
T0019716,C00434,2026-01-04 19:17:40,439.27,CARD,FAILED,INSUFFICIENT_FUNDS,3,3.0,0.0,1.0,14.508888888888889,1,NONE,3.0,3.0,0.0,1123.66,0.0,0.3909278607407934,1.0,1,14.508888888888889,-1.0,1.0,81.45,16.64,0.7416,DELAYED_RETRY,0.5629,247.25,1.0,246.25,strong historical payment reliability; low recent failure rate; previous payment succeeded,LOW,2681,0.7174672,0,0.0,0.15,0.0,NOT_RECOVERED
T0018825,C00414,2026-01-04 19:40:09,451.37,NETBANKING,FAILED,PAYMENT_TIMEOUT,4,4.0,0.0,1.0,21.03361111111111,1,NONE,4.0,4.0,0.0,2828.745,0.0,0.159565461008327,1.0,1,21.03361111111111,-1.0,1.0,81.93,18.86,0.7454,RETRY_NOW,0.6011,271.31,1.5,269.81,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2642,0.7553294,0,0.0,0.25,0.0,NOT_RECOVERED
T0028556,C00625,2026-01-04 19:49:48,3141.2,WALLET,FAILED,PAYMENT_TIMEOUT,9,9.0,0.0,1.0,6.918611111111111,1,NONE,9.0,9.0,0.0,1711.168888888889,0.0,1.835704248947438,1.0,1,6.918611111111111,-1.0,1.0,84.34,29.93,0.7647,RETRY_NOW,0.6167,1937.03,1.5,1935.53,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,544,0.7696097,1,3141.2,0.25,3139.45,RECOVERED
T0040547,C00884,2026-01-04 20:04:28,2361.19,NETBANKING,FAILED,NETWORK_ERROR,7,7.0,0.0,1.0,0.7866666666666666,1,NONE,7.0,7.0,0.0,1309.962857142857,0.0,1.802486220983365,1.0,1,0.7866666666666666,-1.0,1.0,83.38,25.5,0.757,RETRY_NOW,0.6104,1441.38,1.5,1439.88,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,871,0.763895,0,0.0,0.25,0.0,NOT_RECOVERED
T0002470,C00057,2026-01-04 20:11:50,562.34,UPI,FAILED,INSUFFICIENT_FUNDS,3,2.0,1.0,0.6666666666666666,8.071666666666667,1,NONE,3.0,2.0,1.0,1153.8033333333333,0.3333333333333333,0.4873794205251617,1.0,1,8.071666666666667,65.08555555555556,1.0,64.78,23.31,0.5916,DELAYED_RETRY,0.449,252.5,1.0,251.5,weak historical payment reliability; elevated recent failure rate; previous payment succeeded,MEDIUM,2671,0.6145344454166666,1,562.34,0.15,561.19,RECOVERED
T0031496,C00683,2026-01-04 20:33:04,902.49,UPI,FAILED,NETWORK_ERROR,12,12.0,0.0,1.0,6.188888888888889,1,NONE,12.0,12.0,0.0,2091.1525,0.0,0.4315754111668087,1.0,1,6.188888888888889,-1.0,1.0,85.79,36.57,0.7763,RETRY_NOW,0.626,564.97,1.5,563.47,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2034,0.7781752999999999,0,0.0,0.25,0.0,NOT_RECOVERED
T0040793,C00889,2026-01-04 21:09:12,199.48,CARD,FAILED,LIMIT_EXCEEDED,6,6.0,0.0,1.0,32.187222222222225,1,NONE,6.0,6.0,0.0,1560.8233333333335,0.0,0.1278043425798777,1.0,1,32.187222222222225,-1.0,1.0,82.89,23.29,0.7531,RETRY_NOW,0.5422,108.16,1.5,106.66,strong historical payment reliability; low recent failure rate; previous payment succeeded,LOW,2877,0.5840571,0,0.0,0.25,0.0,NOT_RECOVERED
T0021238,C00468,2026-01-04 21:30:23,1952.43,NETBANKING,FAILED,INSUFFICIENT_FUNDS,4,3.0,1.0,0.75,27.269166666666667,0,PAYMENT_TIMEOUT,4.0,3.0,1.0,2866.5825,0.25,0.6811002299776825,1.0,2,50.43,27.269166666666667,1.0,44.43,23.86,0.3729,DELAYED_RETRY,0.283,552.6,1.0,551.6,elevated recent failure rate; repeated consecutive failures,MEDIUM,2062,0.5178411382812501,0,0.0,0.15,0.0,NOT_RECOVERED
T0020907,C00460,2026-01-04 21:35:41,5813.15,UPI,FAILED,INSUFFICIENT_FUNDS,3,2.0,1.0,0.6666666666666666,12.126944444444444,0,INSUFFICIENT_FUNDS,3.0,2.0,1.0,829.3366666666667,0.3333333333333333,7.009397068339757,1.0,2,43.33611111111111,12.126944444444444,1.0,39.78,23.31,0.3316,DELAYED_RETRY,0.2517,1463.08,1.0,1462.08,weak historical payment reliability; elevated recent failure rate; repeated consecutive failures,HIGH,846,0.4729400454166667,1,5813.15,0.15,5812.0,RECOVERED
T0004775,C00107,2026-01-04 21:36:20,4265.12,WALLET,FAILED,INSUFFICIENT_FUNDS,8,7.0,1.0,0.875,40.86083333333333,1,NONE,8.0,7.0,1.0,2385.0025,0.125,1.7883083979995826,1.0,1,40.86083333333333,60.990833333333335,1.0,77.61,30.21,0.7046,DELAYED_RETRY,0.5348,2280.95,1.0,2279.95,previous payment succeeded,HIGH,401,0.6906480893945313,0,0.0,0.15,0.0,NOT_RECOVERED
T0041502,C00906,2026-01-04 21:37:29,1949.37,CARD,FAILED,NETWORK_ERROR,8,7.0,1.0,0.875,4.289722222222222,0,PAYMENT_TIMEOUT,8.0,7.0,1.0,1456.34125,0.125,1.3385393018291558,1.0,2,18.64583333333333,4.289722222222222,1.0,52.61,30.21,0.4446,RETRY_NOW,0.3585,698.9,1.5,697.4,repeated consecutive failures,MEDIUM,1780,0.5971611157031249,1,1949.37,0.25,1947.62,RECOVERED
T0000779,C00017,2026-01-04 21:38:42,1348.31,WALLET,FAILED,NETWORK_ERROR,9,7.0,2.0,0.7777777777777778,5.362222222222222,1,NONE,9.0,7.0,2.0,2646.702222222222,0.2222222222222222,0.5094301839773773,1.0,1,5.362222222222222,22.46638888888889,1.0,73.23,34.37,0.6647,RETRY_NOW,0.536,722.71,1.5,721.21,previous payment succeeded,MEDIUM,1748,0.6915928577777778,1,1348.31,0.25,1346.56,RECOVERED
T0030678,C00668,2026-01-04 21:49:49,1618.63,CARD,FAILED,LIMIT_EXCEEDED,4,3.0,1.0,0.75,31.563333333333333,1,NONE,4.0,3.0,1.0,2406.23,0.25,0.672682993728779,1.0,1,31.563333333333333,49.397777777777776,1.0,69.43,23.86,0.6329,RETRY_NOW,0.4557,737.59,1.5,736.09,elevated recent failure rate; previous payment succeeded,MEDIUM,1714,0.49244387812499985,1,1618.63,0.25,1616.88,RECOVERED
T0033444,C00727,2026-01-04 22:04:06,2238.62,NETBANKING,FAILED,BANK_DECLINE,4,4.0,0.0,1.0,3.031111111111111,1,NONE,4.0,4.0,0.0,1459.5075,0.0,1.533818771058045,1.0,1,3.031111111111111,-1.0,1.0,81.93,18.86,0.7454,RETRY_NOW,0.5367,1201.44,1.5,1199.94,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,1082,0.6148030000000001,0,0.0,0.25,0.0,NOT_RECOVERED
T0003202,C00074,2026-01-04 22:17:34,1500.9,CARD,FAILED,NETWORK_ERROR,11,11.0,0.0,1.0,16.42972222222222,1,NONE,11.0,11.0,0.0,1742.9845454545457,0.0,0.8611091841945085,1.0,1,16.42972222222222,-1.0,1.0,85.3,34.36,0.7724,RETRY_NOW,0.6229,934.86,1.5,933.36,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1403,0.7753244,1,1500.9,0.25,1499.15,RECOVERED
T0009365,C00204,2026-01-04 22:22:42,6569.58,UPI,FAILED,NETWORK_ERROR,3,3.0,0.0,1.0,8.2,1,NONE,3.0,3.0,0.0,722.9433333333333,0.0,9.087268250623609,1.0,1,8.2,-1.0,1.0,81.45,16.64,0.7416,RETRY_NOW,0.598,3928.78,1.5,3927.28,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,123,0.7349663999999999,0,0.0,0.25,0.0,NOT_RECOVERED
T0019720,C00434,2026-01-04 22:37:02,443.83,CARD,FAILED,LIMIT_EXCEEDED,4,3.0,1.0,0.75,3.3227777777777776,0,INSUFFICIENT_FUNDS,4.0,3.0,1.0,952.5625,0.25,0.4659326815825733,1.0,2,17.831666666666667,3.3227777777777776,1.0,44.43,23.86,0.3729,RETRY_NOW,0.2685,119.16,1.5,117.66,elevated recent failure rate; repeated consecutive failures,LOW,2866,0.36843327812499993,0,0.0,0.25,0.0,NOT_RECOVERED
T0028435,C00623,2026-01-04 23:10:21,579.15,CARD,FAILED,PAYMENT_TIMEOUT,7,7.0,0.0,1.0,36.774166666666666,1,NONE,7.0,7.0,0.0,1996.672857142857,0.0,0.2900575314219155,1.0,1,36.774166666666666,-1.0,1.0,83.38,25.5,0.757,RETRY_NOW,0.6104,353.54,1.5,352.04,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2477,0.763895,1,579.15,0.25,577.4,RECOVERED
T0032259,C00701,2026-01-04 23:29:46,6082.9,CARD,FAILED,INSUFFICIENT_FUNDS,6,6.0,0.0,1.0,10.0375,1,NONE,6.0,6.0,0.0,1861.871666666667,0.0,3.26708876283095,1.0,1,10.0375,-1.0,1.0,82.89,23.29,0.7531,DELAYED_RETRY,0.5716,3477.0,1.0,3476.0,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,163,0.7079479999999999,1,6082.9,0.15,6081.75,RECOVERED
T0041621,C00908,2026-01-05 00:01:54,8270.53,CARD,FAILED,PAYMENT_TIMEOUT,8,8.0,0.0,1.0,3.794722222222222,1,NONE,8.0,8.0,0.0,2220.345,0.0,3.7248850966854254,1.0,1,3.794722222222222,-1.0,1.0,83.86,27.71,0.7609,RETRY_NOW,0.6136,5074.71,1.5,5073.21,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,72,0.7489145999999999,1,8270.53,0.25,8268.78,RECOVERED
T0000329,C00008,2026-01-05 00:33:46,393.29,CARD,FAILED,LIMIT_EXCEEDED,9,9.0,0.0,1.0,5.209444444444444,1,NONE,9.0,9.0,0.0,2960.5066666666667,0.0,0.1328455039227519,1.0,1,5.209444444444444,-1.0,1.0,84.34,29.93,0.7647,RETRY_NOW,0.5506,216.54,1.5,215.04,strong historical payment reliability; low recent failure rate; previous payment succeeded,LOW,2746,0.5906307000000001,0,0.0,0.25,0.0,NOT_RECOVERED
T0013687,C00299,2026-01-05 00:41:09,1669.36,WALLET,FAILED,LIMIT_EXCEEDED,3,3.0,0.0,1.0,29.239444444444445,1,NONE,3.0,3.0,0.0,2151.596666666667,0.0,0.7758703226596062,1.0,1,29.239444444444445,-1.0,1.0,81.45,16.64,0.7416,RETRY_NOW,0.534,891.36,1.5,889.86,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1462,0.5774736,0,0.0,0.25,0.0,NOT_RECOVERED
T0013306,C00292,2026-01-05 00:50:53,5937.3,CARD,FAILED,NETWORK_ERROR,6,6.0,0.0,1.0,3.764166666666666,1,NONE,6.0,6.0,0.0,1332.7733333333333,0.0,4.454846035334841,1.0,1,3.764166666666666,-1.0,1.0,82.89,23.29,0.7531,RETRY_NOW,0.6073,3605.72,1.5,3604.22,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,153,0.7433454,1,5937.3,0.25,5935.55,RECOVERED
T0023369,C00514,2026-01-05 00:57:17,3241.25,UPI,FAILED,PAYMENT_TIMEOUT,6,6.0,0.0,1.0,12.450555555555557,1,NONE,6.0,6.0,0.0,1920.9583333333333,0.0,1.6873088519185304,1.0,1,12.450555555555557,-1.0,1.0,82.89,23.29,0.7531,RETRY_NOW,0.6073,1968.41,1.5,1966.91,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,523,0.7610441,0,0.0,0.25,0.0,NOT_RECOVERED
T0029724,C00646,2026-01-05 01:26:40,5312.11,CARD,FAILED,LIMIT_EXCEEDED,3,3.0,0.0,1.0,9.457222222222224,1,NONE,3.0,3.0,0.0,1732.5233333333333,0.0,3.0661116637197767,1.0,1,9.457222222222224,-1.0,1.0,81.45,16.64,0.7416,RETRY_NOW,0.534,2836.41,1.5,2834.91,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,261,0.5599744,1,5312.11,0.25,5310.36,RECOVERED
T0033170,C00722,2026-01-05 01:32:00,430.9,CARD,FAILED,BANK_DECLINE,9,9.0,0.0,1.0,0.1730555555555555,1,NONE,9.0,9.0,0.0,1806.2577777777776,0.0,0.2385595263872758,1.0,1,0.1730555555555555,-1.0,1.0,84.34,29.93,0.7647,RETRY_NOW,0.5506,237.25,1.5,235.75,strong historical payment reliability; low recent failure rate; previous payment succeeded,LOW,2701,0.6264265000000001,0,0.0,0.25,0.0,NOT_RECOVERED
