policy,intervention_rate,policy_value_per_transaction,advantage_vs_retry_per_transaction,seed,selected_policy
TOP_50,0.5,1607.0306333333335,-28.090326666666442,216,TOP_100
TOP_60,0.6,1608.6031266666669,-26.5178333333331,216,TOP_100
TOP_70,0.7,1626.7936533333336,-8.327306666666345,216,TOP_100
TOP_80,0.8,1598.8678866666667,-36.253073333333305,216,TOP_100
TOP_90,0.9,1572.7461733333332,-62.37478666666675,216,TOP_100
TOP_100,1.0,1635.12096,0.0,216,TOP_100
ECONOMIC_GE_0,0.6516666666666666,1617.336873333333,-17.784086666667008,216,TOP_100
ECONOMIC_GE_25,0.586,1617.56428,-17.556679999999915,216,TOP_100
ECONOMIC_GE_50,0.5243333333333333,1608.3008800000002,-26.820079999999734,216,TOP_100
ECONOMIC_GE_100,0.42833333333333334,1596.4360733333333,-38.68488666666667,216,TOP_100
ECONOMIC_GE_150,0.3556666666666667,1592.3345866666666,-42.78637333333336,216,TOP_100
ECONOMIC_GE_250,0.24766666666666667,1615.0437133333335,-20.077246666666497,216,TOP_100
ECONOMIC_GE_500,0.11666666666666667,1551.2261999999998,-83.89476000000013,216,TOP_100
NO_INTERVENTION,0.0,1521.6359666666667,-127.3134666666665,217,TOP_100
RETRY_ALL,1.0,1648.9494333333332,0.0,217,TOP_100
TOP_5,0.05,1521.9021666666667,-127.04726666666647,217,TOP_100
TOP_10,0.1,1533.8608133333332,-115.08861999999999,217,TOP_100
TOP_15,0.15,1559.567766666667,-89.3816666666662,217,TOP_100
TOP_20,0.2,1603.8930333333333,-45.05639999999994,217,TOP_100
TOP_25,0.25,1616.3382866666664,-32.611146666666855,217,TOP_100
TOP_30,0.3,1629.1169466666665,-19.832486666666682,217,TOP_100
TOP_40,0.4,1644.6418,-4.307633333333115,217,TOP_100
TOP_50,0.5,1643.9692066666664,-4.980226666666795,217,TOP_100
TOP_60,0.6,1644.4564599999999,-4.492973333333339,217,TOP_100
TOP_70,0.7,1618.0670066666669,-30.882426666666333,217,TOP_100
TOP_80,0.8,1623.4347733333334,-25.51465999999982,217,TOP_100
TOP_90,0.9,1637.3935399999998,-11.555893333333415,217,TOP_100
TOP_100,1.0,1648.9494333333332,0.0,217,TOP_100
ECONOMIC_GE_0,0.6386666666666667,1645.0772333333332,-3.8722000000000207,217,TOP_100
ECONOMIC_GE_25,0.5543333333333333,1644.5800866666666,-4.369346666666615,217,TOP_100
ECONOMIC_GE_50,0.5173333333333333,1644.8210866666666,-4.12834666666663,217,TOP_100
ECONOMIC_GE_100,0.41533333333333333,1642.94036,-6.009073333333163,217,TOP_100
ECONOMIC_GE_150,0.318,1629.1590800000001,-19.790353333333087,217,TOP_100
ECONOMIC_GE_250,0.20666666666666667,1603.09768,-45.851753333333136,217,TOP_100
ECONOMIC_GE_500,0.08033333333333334,1533.4191266666662,-115.530306666667,217,TOP_100
NO_INTERVENTION,0.0,1474.6149466666666,-109.8234600000003,218,TOP_100
RETRY_ALL,1.0,1584.4384066666669,0.0,218,TOP_100
TOP_5,0.05,1471.111126666667,-113.32727999999997,218,TOP_100
TOP_10,0.1,1503.9606333333334,-80.47777333333352,218,TOP_100
TOP_15,0.15,1534.8239133333334,-49.614493333333485,218,TOP_100
TOP_20,0.2,1552.8826733333333,-31.555733333333592,218,TOP_100
TOP_25,0.25,1581.1230066666665,-3.315400000000409,218,TOP_100
TOP_30,0.3,1586.67118,2.2327733333331707,218,TOP_100
TOP_40,0.4,1580.1664466666666,-4.271960000000263,218,TOP_100
TOP_50,0.5,1640.9847733333331,56.546366666666245,218,TOP_100
TOP_60,0.6,1628.042326666667,43.603920000000016,218,TOP_100
TOP_70,0.7,1625.8654733333333,41.427066666666406,218,TOP_100
TOP_80,0.8,1631.8949933333336,47.45658666666668,218,TOP_100
TOP_90,0.9,1629.4390200000003,45.000613333333376,218,TOP_100
TOP_100,1.0,1584.4384066666669,0.0,218,TOP_100
ECONOMIC_GE_0,0.6393333333333333,1629.9416133333332,45.5032066666663,218,TOP_100
ECONOMIC_GE_25,0.57,1624.6873600000001,40.24895333333325,218,TOP_100
ECONOMIC_GE_50,0.528,1639.3081533333336,54.86974666666674,218,TOP_100
ECONOMIC_GE_100,0.4266666666666667,1585.7126333333335,1.2742266666666637,218,TOP_100
ECONOMIC_GE_150,0.3626666666666667,1580.4672466666668,-3.9711600000000544,218,TOP_100
ECONOMIC_GE_250,0.21466666666666667,1561.5478466666666,-22.890560000000278,218,TOP_100
ECONOMIC_GE_500,0.086,1492.5340533333333,-91.90435333333357,218,TOP_100
NO_INTERVENTION,0.0,1511.6845466666668,-171.8987466666665,219,TOP_100
RETRY_ALL,1.0,1683.5832933333334,0.0,219,TOP_100
TOP_5,0.05,1539.4855133333333,-144.09778000000006,219,TOP_100
TOP_10,0.1,1567.56398,-116.01931333333346,219,TOP_100
TOP_15,0.15,1519.9262133333336,-163.65707999999972,219,TOP_100
TOP_20,0.2,1508.60472,-174.97857333333332,219,TOP_100
TOP_25,0.25,1520.1271199999999,-163.45617333333348,219,TOP_100
TOP_30,0.3,1556.1652733333335,-127.41801999999984,219,TOP_100
TOP_40,0.4,1566.2355333333333,-117.34776000000011,219,TOP_100
TOP_50,0.5,1599.9310200000002,-83.65227333333314,219,TOP_100
TOP_60,0.6,1610.3956333333335,-73.18765999999982,219,TOP_100
TOP_70,0.7,1623.0424933333336,-60.54079999999976,219,TOP_100
TOP_80,0.8,1638.9974466666665,-44.58584666666684,219,TOP_100
TOP_90,0.9,1698.1415200000001,14.55822666666677,219,TOP_100
TOP_100,1.0,1683.5832933333334,0.0,219,TOP_100
ECONOMIC_GE_0,0.6106666666666667,1610.8789800000002,-72.70431333333318,219,TOP_100
ECONOMIC_GE_25,0.556,1608.47682,-75.10647333333327,219,TOP_100
ECONOMIC_GE_50,0.506,1598.7801933333333,-84.80310000000009,219,TOP_100
ECONOMIC_GE_100,0.4063333333333333,1562.950466666667,-120.63282666666646,219,TOP_100
ECONOMIC_GE_150,0.2996666666666667,1555.7098,-127.87349333333327,219,TOP_100
ECONOMIC_GE_250,0.18733333333333332,1515.42128,-168.16201333333333,219,TOP_100
ECONOMIC_GE_500,0.10333333333333333,1565.8250933333331,-117.75820000000022,219,TOP_100
