transaction_id,customer_id,timestamp,amount,payment_method,status,failure_reason,historical_transaction_count,historical_success_count,historical_failure_count,historical_success_rate,hours_since_previous_transaction,previous_transaction_success,previous_failure_reason,transactions_last_7d,successful_payments_last_7d,failed_payments_last_7d,avg_amount_last_7d,failure_rate_last_7d,amount_vs_recent_average,payment_momentum,failure_streak,hours_since_last_success,hours_since_last_failure,method_share,base_recovery_probability,model_confidence,retry_now_probability,delayed_retry_probability,retry_now_expected_net,delayed_retry_expected_net,recommended_action,selected_recovery_probability,expected_recovery,uncertainty_penalty,risk_adjusted_recovery,intervention_cost,friction_cost,expected_net_recovery,decision_reason
T0016072,C00352,2026-01-11 06:57:14,4508.07,UPI,FAILED,LIMIT_EXCEEDED,22,20.0,2.0,0.9090909090909092,10.836388888888887,1,NONE,16.0,14.0,2.0,2085.059375,0.125,2.1620823148021864,0.7272727272727273,1,10.836388888888887,21.47361111111111,1.0,0.6516666666666667,0.7075,0.6116666666666667,0.6816666666666668,2352.4111130625,2622.0746464375,DELAYED_RETRY,0.6816666666666668,3073.0010500000003,449.4264035625,2623.5746464375,1.0,0.5,2622.0746464375,INTERVENE_POSITIVE_EXPECTED_VALUE
T0012278,C00270,2026-01-11 07:21:31,3027.42,WALLET,FAILED,LIMIT_EXCEEDED,18,18.0,0.0,1.0,19.17888888888889,1,NONE,15.0,15.0,0.0,3008.293333333333,0.0,1.0063579792750708,0.8333333333333334,1,19.17888888888889,-1.0,1.0,0.76,0.6425000000000001,0.72,0.79,1788.363446,1962.6522532500003,DELAYED_RETRY,0.79,2391.6618000000003,427.50954674999997,1964.1522532500003,1.0,0.5,1962.6522532500003,INTERVENE_POSITIVE_EXPECTED_VALUE
T0026882,C00590,2026-01-11 07:31:15,785.65,UPI,FAILED,NETWORK_ERROR,20,18.0,2.0,0.9,12.095555555555556,0,LIMIT_EXCEEDED,16.0,15.0,1.0,1738.6674999999998,0.0625,0.4518690318879257,0.8,2,34.41555555555556,12.095555555555556,1.0,0.8025000000000001,0.675,0.8825000000000001,0.7825000000000001,578.9190046875001,513.3708171875,RETRY_NOW,0.8825000000000001,693.336125,112.66712031249999,580.6690046875001,1.5,0.25,578.9190046875001,INTERVENE_POSITIVE_EXPECTED_VALUE
T0041575,C00907,2026-01-11 07:32:01,357.06,UPI,FAILED,BANK_DECLINE,15,14.0,1.0,0.9333333333333332,14.6575,1,NONE,11.0,10.0,1.0,2474.8536363636363,0.0909090909090909,0.1442751986435194,0.7333333333333333,1,14.6575,95.37972222222224,1.0,0.7318181818181817,0.5004166666666667,0.7318181818181817,0.7818181818181817,194.28168812499996,207.92515749999995,DELAYED_RETRY,0.7818181818181817,279.15599999999995,69.73084249999998,209.42515749999995,1.0,0.5,207.92515749999995,INTERVENE_POSITIVE_EXPECTED_VALUE
T0030577,C00666,2026-01-11 07:57:42,547.18,WALLET,FAILED,INSUFFICIENT_FUNDS,11,10.0,1.0,0.9090909090909092,36.07972222222222,1,NONE,4.0,4.0,0.0,2104.9,0.0,0.2599553422965461,0.3636363636363636,1,36.07972222222222,230.99027777777775,1.0,0.6733333333333336,0.27208333333333334,0.6133333333333335,0.7533333333333335,211.70795788888893,260.68205697222226,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0018720,C00413,2026-01-11 08:07:54,3034.85,CARD,FAILED,BANK_DECLINE,34,33.0,1.0,0.9705882352941176,5.623888888888889,1,NONE,24.0,23.0,1.0,2317.61,0.0416666666666666,1.3094739839748706,0.7058823529411765,1,5.623888888888889,134.82916666666668,1.0,0.7925490196078431,0.9025,0.7925490196078431,0.8425490196078431,2286.2606067892157,2430.8556599142153,DELAYED_RETRY,0.8425490196078431,2557.0098921568624,124.65423224264708,2432.3556599142153,1.0,0.5,2430.8556599142153,INTERVENE_POSITIVE_EXPECTED_VALUE
T0025710,C00566,2026-01-11 08:13:18,866.56,UPI,FAILED,NETWORK_ERROR,7,7.0,0.0,1.0,93.465,1,NONE,4.0,4.0,0.0,1309.9075,0.0,0.6615428952044323,0.5714285714285714,1,93.465,-1.0,1.0,0.8733333333333333,0.2070833333333333,0.95,0.8533333333333333,495.10481333333325,444.79765688888887,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0022157,C00487,2026-01-11 08:56:23,1654.15,NETBANKING,FAILED,BANK_DECLINE,20,18.0,2.0,0.9,12.655555555555557,1,NONE,14.0,12.0,2.0,2473.865714285714,0.1428571428571428,0.6686498747477921,0.7,1,12.655555555555557,34.77972222222222,1.0,0.6964285714285714,0.6516666666666666,0.6964285714285714,0.7464285714285714,949.6077879464285,1018.1603983630953,DELAYED_RETRY,0.7464285714285714,1234.7048214285714,215.04442306547622,1019.6603983630953,1.0,0.5,1018.1603983630953,INTERVENE_POSITIVE_EXPECTED_VALUE
T0039688,C00865,2026-01-11 09:04:38,1906.32,UPI,FAILED,BANK_DECLINE,14,14.0,0.0,1.0,24.54,1,NONE,9.0,9.0,0.0,1839.447777777778,0.0,1.0363545097773907,0.6428571428571429,1,24.54,-1.0,1.0,0.7666666666666666,0.4375,0.7666666666666666,0.8166666666666667,1048.71175,1117.470125,DELAYED_RETRY,0.8166666666666667,1556.828,437.857875,1118.970125,1.0,0.5,1117.470125,INTERVENE_POSITIVE_EXPECTED_VALUE
T0000252,C00006,2026-01-11 09:10:53,3055.95,UPI,FAILED,NETWORK_ERROR,16,14.0,2.0,0.875,25.15138888888889,1,NONE,13.0,11.0,2.0,2472.623076923077,0.1538461538461538,1.2359142113171624,0.8125,1,25.15138888888889,87.1,1.0,0.797147435897436,0.5633333333333334,0.8771474358974359,0.777147435897436,2093.522122427885,1854.8986974278848,RETRY_NOW,0.8771474358974359,2680.5187067307693,585.2465843028846,2095.272122427885,1.5,0.25,2093.522122427885,INTERVENE_POSITIVE_EXPECTED_VALUE
T0027300,C00598,2026-01-11 09:16:35,902.2,UPI,FAILED,LIMIT_EXCEEDED,15,15.0,0.0,1.0,12.555555555555555,1,NONE,11.0,11.0,0.0,1580.1318181818183,0.0,0.5709650230561892,0.7333333333333333,1,12.555555555555555,-1.0,1.0,0.75,0.5004166666666667,0.71,0.78,478.80495041666666,526.4336075,DELAYED_RETRY,0.78,703.716,175.7823925,527.9336075,1.0,0.5,526.4336075,INTERVENE_POSITIVE_EXPECTED_VALUE
T0029262,C00638,2026-01-11 09:37:08,910.79,UPI,FAILED,INSUFFICIENT_FUNDS,19,17.0,2.0,0.8947368421052632,25.973333333333333,1,NONE,13.0,12.0,1.0,1883.9984615384612,0.0769230769230769,0.4834345773596091,0.6842105263157895,1,25.973333333333333,61.344166666666666,1.0,0.6733873144399461,0.6120833333333333,0.6133873144399462,0.7533873144399461,448.55890568072437,551.587762222391,DELAYED_RETRY,0.7533873144399461,686.1776321187585,133.08986989636756,553.087762222391,1.0,0.5,551.587762222391,INTERVENE_POSITIVE_EXPECTED_VALUE
T0043325,C00945,2026-01-11 09:57:26,2691.95,CARD,FAILED,INSUFFICIENT_FUNDS,27,25.0,2.0,0.925925925925926,15.984166666666669,1,NONE,16.0,14.0,2.0,2383.55875,0.125,1.1293826930005395,0.5925925925925926,1,15.984166666666669,37.89305555555556,1.0,0.6875925925925929,0.7887500000000001,0.6275925925925929,0.7675925925925928,1509.2499473437508,1846.5657367187507,DELAYED_RETRY,0.7675925925925928,2066.3208796296303,218.25514291087964,1848.0657367187507,1.0,0.5,1846.5657367187507,INTERVENE_POSITIVE_EXPECTED_VALUE
T0033862,C00735,2026-01-11 10:37:13,759.17,UPI,FAILED,NETWORK_ERROR,17,15.0,2.0,0.8823529411764706,41.7375,0,LIMIT_EXCEEDED,13.0,11.0,2.0,1518.8123076923075,0.1538461538461538,0.4998445141345261,0.7647058823529411,3,85.90555555555555,41.7375,1.0,0.7045248868778282,0.5795833333333333,0.7845248868778282,0.6845248868778282,468.64024833012826,408.931634371795,RETRY_NOW,0.7845248868778282,595.5877583710408,125.19751004091252,470.39024833012826,1.5,0.25,468.64024833012826,INTERVENE_POSITIVE_EXPECTED_VALUE
T0028884,C00631,2026-01-11 11:05:32,2022.71,UPI,FAILED,INSUFFICIENT_FUNDS,16,14.0,2.0,0.875,14.488333333333332,1,NONE,11.0,9.0,2.0,1758.7263636363634,0.1818181818181818,1.1500993229087786,0.6875,1,14.488333333333332,119.82027777777778,1.0,0.6115530303030304,0.5166666666666666,0.5515530303030305,0.6915530303030304,844.2708043592174,1059.2651826925505,DELAYED_RETRY,0.6915530303030304,1398.8112299242425,338.046047231692,1060.7651826925505,1.0,0.5,1059.2651826925505,INTERVENE_POSITIVE_EXPECTED_VALUE
T0008391,C00182,2026-01-11 11:09:44,2429.2,UPI,FAILED,INSUFFICIENT_FUNDS,23,20.0,3.0,0.8695652173913043,9.03888888888889,1,NONE,16.0,15.0,1.0,1629.925625,0.0625,1.4903747525289688,0.6956521739130435,1,9.03888888888889,70.09805555555556,1.0,0.6524275362318841,0.7237499999999999,0.592427536231884,0.7324275362318841,1238.5958343931156,1531.9591793931158,DELAYED_RETRY,0.7324275362318841,1779.2129710144927,245.7537916213769,1533.4591793931158,1.0,0.5,1531.9591793931158,INTERVENE_POSITIVE_EXPECTED_VALUE
T0003138,C00072,2026-01-11 11:29:58,4312.75,UPI,FAILED,INSUFFICIENT_FUNDS,26,23.0,3.0,0.8846153846153846,20.256944444444443,1,NONE,18.0,18.0,0.0,1478.9705555555554,0.0,2.9160485878503333,0.6923076923076923,1,20.256944444444443,191.04777777777775,1.0,0.6432051282051282,0.7725,0.5832051282051283,0.7232051282051282,2227.3618786458337,2762.716334895833,DELAYED_RETRY,0.7232051282051282,3119.0029166666664,354.7865817708334,2764.216334895833,1.0,0.5,2762.716334895833,INTERVENE_POSITIVE_EXPECTED_VALUE
T0013354,C00293,2026-01-11 12:13:30,4761.0,CARD,FAILED,PAYMENT_TIMEOUT,21,20.0,1.0,0.9523809523809524,5.1875,1,NONE,19.0,18.0,1.0,1272.2715789473684,0.0526315789473684,3.742125564055341,0.9047619047619048,1,5.1875,43.41361111111111,1.0,0.7699498746867168,0.69125,0.8199498746867169,0.7899498746867168,3299.3851069548878,3178.8544882048873,RETRY_NOW,0.8199498746867169,3903.781353383459,602.6462464285714,3301.1351069548878,1.5,0.25,3299.3851069548878,INTERVENE_POSITIVE_EXPECTED_VALUE
T0041788,C00911,2026-01-11 12:27:22,2130.1,UPI,FAILED,BANK_DECLINE,20,16.0,4.0,0.8,3.7925,1,NONE,13.0,10.0,3.0,1381.5069230769232,0.2307692307692307,1.5418670470762417,0.65,1,3.7925,16.57888888888889,1.0,0.6171794871794872,0.6283333333333334,0.6171794871794872,0.6671794871794873,1068.5974858760685,1155.560306709402,DELAYED_RETRY,0.6671794871794873,1421.159025641026,264.0987189316239,1157.060306709402,1.0,0.5,1155.560306709402,INTERVENE_POSITIVE_EXPECTED_VALUE
T0006032,C00133,2026-01-11 12:32:02,1742.01,UPI,FAILED,NETWORK_ERROR,21,19.0,2.0,0.9047619047619048,8.256944444444445,1,NONE,19.0,17.0,2.0,2184.067894736842,0.1052631578947368,0.7975988311525886,0.9047619047619048,1,8.256944444444445,31.12472222222222,1.0,0.8398997493734337,0.69125,0.9198997493734337,0.8198997493734337,1353.3425518345866,1206.2838312095867,RETRY_NOW,0.9198997493734337,1602.4745624060151,247.38201057142857,1355.0925518345866,1.5,0.25,1353.3425518345866,INTERVENE_POSITIVE_EXPECTED_VALUE
T0030606,C00667,2026-01-11 12:45:46,370.97,CARD,FAILED,BANK_DECLINE,22,20.0,2.0,0.9090909090909092,19.926388888888887,1,NONE,16.0,14.0,2.0,1936.889375,0.125,0.1915287495446145,0.7272727272727273,1,19.926388888888887,135.4175,1.0,0.7316666666666668,0.7075,0.7316666666666668,0.7816666666666668,229.98027477083338,246.0660566458334,DELAYED_RETRY,0.7816666666666668,289.9748833333334,42.40882668750001,247.5660566458334,1.0,0.5,246.0660566458334,INTERVENE_POSITIVE_EXPECTED_VALUE
T0029916,C00651,2026-01-11 13:06:41,656.25,CARD,FAILED,BANK_DECLINE,12,10.0,2.0,0.8333333333333334,12.677777777777775,1,NONE,7.0,6.0,1.0,2478.0814285714287,0.1428571428571428,0.2648218062706344,0.5833333333333334,1,12.677777777777775,13.037222222222224,1.0,0.6530952380952382,0.35833333333333334,0.6530952380952382,0.7030952380952382,289.33658854166674,311.87174479166674,DELAYED_RETRY,0.7030952380952382,461.40625000000006,148.03450520833334,313.37174479166674,1.0,0.5,311.87174479166674,INTERVENE_POSITIVE_EXPECTED_VALUE
T0025056,C00551,2026-01-11 13:39:12,1518.16,CARD,FAILED,INSUFFICIENT_FUNDS,15,14.0,1.0,0.9333333333333332,29.601388888888888,1,NONE,11.0,11.0,0.0,1573.7854545454545,0.0,0.9646549951362204,0.7333333333333333,1,29.601388888888888,220.35722222222225,1.0,0.68,0.5004166666666667,0.6200000000000001,0.76,704.3904956666669,864.0915753333334,DELAYED_RETRY,0.76,1153.8016,288.21002466666664,865.5915753333334,1.0,0.5,864.0915753333334,INTERVENE_POSITIVE_EXPECTED_VALUE
T0041387,C00902,2026-01-11 14:00:33,1235.66,NETBANKING,FAILED,INSUFFICIENT_FUNDS,7,6.0,1.0,0.8571428571428571,70.84861111111111,1,NONE,5.0,4.0,1.0,2239.846,0.2,0.5516718560115293,0.7142857142857143,1,70.84861111111111,93.58361111111113,1.0,0.5714285714285715,0.23041666666666666,0.5114285714285716,0.6514285714285715,387.03203120238106,493.70839728571434,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0035160,C00764,2026-01-11 14:15:45,1117.31,UPI,FAILED,INSUFFICIENT_FUNDS,15,10.0,5.0,0.6666666666666666,35.75277777777778,1,NONE,10.0,6.0,4.0,1529.069,0.4,0.7307126100915001,0.6666666666666666,1,35.75277777777778,50.84666666666666,1.0,0.44,0.4770833333333333,0.38,0.52,311.81839604166663,427.59359458333336,DELAYED_RETRY,0.52,581.0012,151.90760541666668,429.09359458333336,1.0,0.5,427.59359458333336,INTERVENE_POSITIVE_EXPECTED_VALUE
T0012090,C00266,2026-01-11 14:35:56,1752.96,UPI,FAILED,INSUFFICIENT_FUNDS,16,15.0,1.0,0.9375,7.370277777777778,1,NONE,9.0,8.0,1.0,2474.635555555556,0.1111111111111111,0.7083709744914178,0.5625,1,7.370277777777778,66.12444444444445,1.0,0.6634027777777779,0.47,0.603402777777778,0.7434027777777779,775.6895860000002,956.3191700000002,DELAYED_RETRY,0.7434027777777779,1303.1553333333336,345.33616333333345,957.8191700000002,1.0,0.5,956.3191700000002,INTERVENE_POSITIVE_EXPECTED_VALUE
T0030691,C00668,2026-01-11 14:59:44,3869.15,CARD,FAILED,BANK_DECLINE,14,12.0,2.0,0.8571428571428571,2.767777777777778,1,NONE,11.0,10.0,1.0,2837.821818181818,0.0909090909090909,1.3634224584540513,0.7857142857142857,1,2.767777777777778,161.1652777777778,1.0,0.6632467532467532,0.48416666666666663,0.6632467532467532,0.7132467532467532,1902.5851221888527,2046.396708647186,DELAYED_RETRY,0.7132467532467532,2759.658675324675,711.7619666774892,2047.896708647186,1.0,0.5,2046.396708647186,INTERVENE_POSITIVE_EXPECTED_VALUE
T0024881,C00547,2026-01-11 15:12:57,1501.61,CARD,FAILED,INSUFFICIENT_FUNDS,23,21.0,2.0,0.9130434782608696,4.460833333333333,1,NONE,17.0,15.0,2.0,2455.4076470588234,0.1176470588235294,0.6115522209921774,0.7391304347826086,1,4.460833333333333,53.0875,1.0,0.6686445012787726,0.7237499999999999,0.6086445012787727,0.7486445012787726,785.9577858315221,967.395802456522,DELAYED_RETRY,0.7486445012787726,1124.1720695652177,155.27626710869575,968.895802456522,1.0,0.5,967.395802456522,INTERVENE_POSITIVE_EXPECTED_VALUE
T0001126,C00025,2026-01-11 15:27:32,2207.1,UPI,FAILED,NETWORK_ERROR,16,15.0,1.0,0.9375,19.055,1,NONE,14.0,13.0,1.0,1446.0421428571428,0.0714285714285714,1.5263040644438834,0.875,1,19.055,30.288611111111116,1.0,0.8513392857142857,0.5866666666666667,0.9313392857142857,0.8313392857142857,1628.99342375,1454.1468237499998,RETRY_NOW,0.9313392857142857,2055.5589375,424.81551375,1630.74342375,1.5,0.25,1628.99342375,INTERVENE_POSITIVE_EXPECTED_VALUE
T0042581,C00931,2026-01-11 15:34:06,1724.42,CARD,FAILED,INSUFFICIENT_FUNDS,9,6.0,3.0,0.6666666666666666,13.623333333333331,1,NONE,7.0,6.0,1.0,1757.4771428571428,0.1428571428571428,0.9811905702492372,0.7777777777777778,1,13.623333333333331,98.5411111111111,1.0,0.4780952380952382,0.3095833333333333,0.4180952380952382,0.5580952380952382,470.33632030555566,628.6653387222224,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0006912,C00151,2026-01-11 15:35:56,1648.94,UPI,FAILED,PAYMENT_TIMEOUT,19,18.0,1.0,0.9473684210526316,27.57,1,NONE,15.0,14.0,1.0,2437.275333333333,0.0666666666666666,0.6765505634297098,0.7894736842105263,1,27.57,37.42138888888889,1.0,0.8377192982456141,0.65875,0.8877192982456141,0.8577192982456141,1212.2856910964913,1171.5080027214913,RETRY_NOW,0.8877192982456141,1463.795859649123,249.76016855263165,1214.0356910964913,1.5,0.25,1212.2856910964913,INTERVENE_POSITIVE_EXPECTED_VALUE
T0002943,C00069,2026-01-11 15:37:31,1617.79,UPI,FAILED,NETWORK_ERROR,11,11.0,0.0,1.0,6.663611111111111,1,NONE,10.0,10.0,0.0,4107.968,0.0,0.3938175759889074,0.9090909090909092,1,6.663611111111111,-1.0,1.0,0.9066666666666666,0.41208333333333336,0.95,0.8866666666666666,1083.3657905208333,1011.2747378194442,RETRY_NOW,0.95,1536.9005,451.7847094791666,1085.1157905208333,1.5,0.25,1083.3657905208333,INTERVENE_POSITIVE_EXPECTED_VALUE
T0001558,C00035,2026-01-11 15:43:55,374.45,UPI,FAILED,BANK_DECLINE,19,17.0,2.0,0.8947368421052632,4.870277777777778,1,NONE,10.0,9.0,1.0,1620.5,0.1,0.2310706572045665,0.5263157894736842,1,4.870277777777778,154.91,1.0,0.7187719298245614,0.5420833333333333,0.7187719298245614,0.7687719298245614,205.77135331323097,220.45718091739764,DELAYED_RETRY,0.7687719298245614,287.866649122807,65.90946820540937,221.95718091739764,1.0,0.5,220.45718091739764,INTERVENE_POSITIVE_EXPECTED_VALUE
T0012316,C00271,2026-01-11 15:49:04,317.62,CARD,FAILED,LIMIT_EXCEEDED,24,23.0,1.0,0.9583333333333334,0.5122222222222222,1,NONE,18.0,17.0,1.0,2812.1905555555554,0.0555555555555555,0.1129439821823359,0.75,1,0.5122222222222222,67.09944444444444,1.0,0.7626388888888889,0.74,0.7226388888888888,0.7926388888888889,197.93637058333331,217.52942858333333,DELAYED_RETRY,0.7926388888888889,251.7579638888889,32.72853530555556,219.02942858333333,1.0,0.5,217.52942858333333,INTERVENE_POSITIVE_EXPECTED_VALUE
T0000204,C00005,2026-01-11 15:51:29,879.93,NETBANKING,FAILED,BANK_DECLINE,17,16.0,1.0,0.9411764705882352,0.8183333333333334,1,NONE,11.0,10.0,1.0,2050.78,0.0909090909090909,0.429070890100352,0.6470588235294118,1,0.8183333333333334,98.85944444444443,1.0,0.7427985739750446,0.5329166666666667,0.7427985739750446,0.7927985739750446,499.21540547894386,533.1868895414439,DELAYED_RETRY,0.7927985739750446,697.6072491978609,162.9203596564171,534.6868895414439,1.0,0.5,533.1868895414439,INTERVENE_POSITIVE_EXPECTED_VALUE
T0009308,C00203,2026-01-11 16:06:34,4891.79,UPI,FAILED,INSUFFICIENT_FUNDS,19,18.0,1.0,0.9473684210526316,1.4077777777777778,1,NONE,14.0,14.0,0.0,4141.647142857143,0.0,1.1811218655931577,0.7368421052631579,1,1.4077777777777778,179.27055555555555,1.0,0.7010526315789475,0.6354166666666666,0.6410526315789475,0.7810526315789474,2562.497353453948,3122.7553961622807,DELAYED_RETRY,0.7810526315789474,3820.745452631579,696.4900564692983,3124.2553961622807,1.0,0.5,3122.7553961622807,INTERVENE_POSITIVE_EXPECTED_VALUE
T0041719,C00909,2026-01-11 16:08:21,846.45,CARD,FAILED,BANK_DECLINE,24,24.0,0.0,1.0,2.2247222222222223,1,NONE,13.0,13.0,0.0,2052.855384615385,0.0,0.4123281193324719,0.5416666666666666,1,2.2247222222222223,-1.0,1.0,0.8200000000000001,0.6933333333333334,0.8200000000000001,0.8700000000000001,585.9120200000001,621.9950700000002,DELAYED_RETRY,0.8700000000000001,736.4115000000002,112.91643000000002,623.4950700000002,1.0,0.5,621.9950700000002,INTERVENE_POSITIVE_EXPECTED_VALUE
T0009458,C00206,2026-01-11 16:50:38,225.68,CARD,FAILED,BANK_DECLINE,12,11.0,1.0,0.9166666666666666,2.168888888888889,1,NONE,8.0,7.0,1.0,1208.01,0.125,0.1868196455327356,0.6666666666666666,1,2.168888888888889,78.23222222222222,1.0,0.7058333333333333,0.38166666666666665,0.7058333333333333,0.7558333333333334,108.29454572222221,116.33990905555555,DELAYED_RETRY,0.7558333333333334,170.57646666666668,52.73655761111112,117.83990905555555,1.0,0.5,116.33990905555555,INTERVENE_POSITIVE_EXPECTED_VALUE
T0009682,C00211,2026-01-11 16:52:11,9398.43,UPI,FAILED,NETWORK_ERROR,16,15.0,1.0,0.9375,0.5052777777777778,1,NONE,14.0,13.0,1.0,1746.68,0.0714285714285714,5.380739460004122,0.875,1,0.5052777777777778,82.82861111111112,1.0,0.7713392857142858,0.5866666666666667,0.8513392857142857,0.7513392857142858,6345.910461875001,5600.551681875,RETRY_NOW,0.8513392857142857,8001.252683035715,1653.5922211607144,6347.660461875001,1.5,0.25,6345.910461875001,INTERVENE_POSITIVE_EXPECTED_VALUE
T0038699,C00842,2026-01-11 16:55:25,1519.6,CARD,FAILED,LIMIT_EXCEEDED,18,15.0,3.0,0.8333333333333334,6.780555555555556,1,NONE,14.0,11.0,3.0,1754.7257142857145,0.2142857142857142,0.8660042920830932,0.7777777777777778,1,6.780555555555556,21.794444444444444,1.0,0.6154761904761905,0.6191666666666666,0.5754761904761905,0.6454761904761905,706.2254590873015,792.592457420635,DELAYED_RETRY,0.6454761904761905,980.8656190476191,186.77316162698415,794.092457420635,1.0,0.5,792.592457420635,INTERVENE_POSITIVE_EXPECTED_VALUE
T0000667,C00015,2026-01-11 17:01:05,695.21,CARD,FAILED,INSUFFICIENT_FUNDS,23,20.0,3.0,0.8695652173913043,8.289444444444445,1,NONE,17.0,15.0,2.0,2035.7917647058823,0.1176470588235294,0.3414936694669453,0.7391304347826086,1,8.289444444444445,30.482777777777777,1.0,0.6613981244671783,0.7237499999999999,0.6013981244671782,0.7413981244671782,358.598205226769,442.733981851769,DELAYED_RETRY,0.7413981244671782,515.427390110827,71.193408259058,444.233981851769,1.0,0.5,442.733981851769,INTERVENE_POSITIVE_EXPECTED_VALUE
T0027274,C00597,2026-01-11 17:34:12,3091.65,UPI,FAILED,NETWORK_ERROR,13,12.0,1.0,0.9230769230769232,5.106944444444444,1,NONE,10.0,9.0,1.0,1138.588,0.1,2.715336890956167,0.7692307692307693,1,5.106944444444444,231.1525,1.0,0.7876923076923078,0.44458333333333333,0.8676923076923078,0.7676923076923078,1935.8702917307692,1712.8129886057693,RETRY_NOW,0.8676923076923078,2682.600923076923,744.9806313461539,1937.6202917307692,1.5,0.25,1935.8702917307692,INTERVENE_POSITIVE_EXPECTED_VALUE
T0015183,C00335,2026-01-11 18:17:03,1612.69,WALLET,FAILED,INSUFFICIENT_FUNDS,19,19.0,0.0,1.0,43.129444444444445,1,NONE,12.0,12.0,0.0,2330.965,0.0,0.6918550900592674,0.631578947368421,1,43.129444444444445,-1.0,1.0,0.7333333333333334,0.5887499999999999,0.6733333333333333,0.8133333333333334,860.8442832916667,1040.4455699166665,DELAYED_RETRY,0.8133333333333334,1311.6545333333333,269.70896341666673,1041.9455699166665,1.0,0.5,1040.4455699166665,INTERVENE_POSITIVE_EXPECTED_VALUE
T0029510,C00642,2026-01-11 18:18:59,2655.3,UPI,FAILED,INSUFFICIENT_FUNDS,12,11.0,1.0,0.9166666666666666,14.126111111111111,1,NONE,12.0,11.0,1.0,2284.5983333333334,0.0833333333333333,1.1622611998170358,1.0,1,14.126111111111111,65.0925,1.0,0.6441666666666667,0.475,0.5841666666666667,0.7241666666666666,1142.2140906250002,1416.6238156250001,DELAYED_RETRY,0.7241666666666666,1922.87975,504.75593437500004,1418.1238156250001,1.0,0.5,1416.6238156250001,INTERVENE_POSITIVE_EXPECTED_VALUE
T0030574,C00666,2026-01-11 18:28:26,2271.73,WALLET,FAILED,NETWORK_ERROR,12,10.0,2.0,0.8333333333333334,10.512222222222222,0,INSUFFICIENT_FUNDS,5.0,4.0,1.0,1793.3560000000002,0.2,1.266747929580072,0.4166666666666667,2,46.59194444444445,10.512222222222222,1.0,0.6916666666666668,0.31166666666666665,0.7716666666666667,0.6716666666666667,1147.937846013889,999.2002201805557,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0043973,C00957,2026-01-11 18:39:41,8966.98,CARD,FAILED,BANK_DECLINE,17,17.0,0.0,1.0,5.4927777777777775,1,NONE,12.0,12.0,0.0,1532.753333333333,0.0,5.850243352920452,0.7058823529411765,1,5.4927777777777775,-1.0,1.0,0.6966666666666667,0.5562499999999999,0.6966666666666667,0.7466666666666667,4859.193814374999,5208.31538,DELAYED_RETRY,0.7466666666666667,6695.345066666667,1485.529686666667,5209.81538,1.0,0.5,5208.31538,INTERVENE_POSITIVE_EXPECTED_VALUE
T0008368,C00182,2026-01-11 19:08:56,913.32,UPI,FAILED,NETWORK_ERROR,25,21.0,4.0,0.84,3.9705555555555554,1,NONE,18.0,16.0,2.0,1785.0344444444445,0.1111111111111111,0.5116539923599358,0.72,1,3.9705555555555554,7.986666666666666,1.0,0.8097777777777778,0.75625,0.8897777777777778,0.7897777777777778,711.859897,631.9089845000001,RETRY_NOW,0.8897777777777778,812.65184,99.041943,713.609897,1.5,0.25,711.859897,INTERVENE_POSITIVE_EXPECTED_VALUE
T0041998,C00916,2026-01-11 19:29:54,578.05,UPI,FAILED,NETWORK_ERROR,15,15.0,0.0,1.0,4.934444444444445,1,NONE,13.0,13.0,0.0,1474.819230769231,0.0,0.3919463402294414,0.8666666666666667,1,4.934444444444445,-1.0,1.0,0.92,0.5470833333333334,0.95,0.9,423.0384723958333,400.93118437500004,RETRY_NOW,0.95,549.1474999999999,124.35902760416664,424.7884723958333,1.5,0.25,423.0384723958333,INTERVENE_POSITIVE_EXPECTED_VALUE
T0044879,C00979,2026-01-11 19:56:56,2116.81,UPI,FAILED,NETWORK_ERROR,17,17.0,0.0,1.0,14.81638888888889,1,NONE,13.0,13.0,0.0,3198.214615384616,0.0,0.6618724052530269,0.7647058823529411,1,14.81638888888889,-1.0,1.0,0.9066666666666666,0.5795833333333333,0.95,0.8866666666666666,1586.4969530208332,1480.8638228194443,RETRY_NOW,0.95,2010.9695,422.7225469791666,1588.2469530208332,1.5,0.25,1586.4969530208332,INTERVENE_POSITIVE_EXPECTED_VALUE
