transaction_id,customer_id,timestamp,amount,payment_method,status,failure_reason,historical_transaction_count,historical_success_count,historical_failure_count,historical_success_rate,hours_since_previous_transaction,previous_transaction_success,previous_failure_reason,transactions_last_7d,successful_payments_last_7d,failed_payments_last_7d,avg_amount_last_7d,failure_rate_last_7d,amount_vs_recent_average,payment_momentum,failure_streak,hours_since_last_success,hours_since_last_failure,method_share
T0001969,C00045,2026-01-06 20:22:07,3555.17,CARD,FAILED,INSUFFICIENT_FUNDS,7,7.0,0.0,1.0,2.9019444444444447,1,NONE,7.0,7.0,0.0,2950.952857142857,0.0,1.2047532346694798,1.0,1,2.9019444444444447,-1.0,1.0
T0033148,C00721,2026-01-06 20:53:40,2503.35,NETBANKING,FAILED,BANK_DECLINE,4,3.0,1.0,0.75,28.93027777777778,1,NONE,4.0,3.0,1.0,2250.7725,0.25,1.1122181384391359,1.0,1,28.93027777777778,90.0475,1.0
T0011642,C00255,2026-01-06 20:59:55,4127.94,CARD,FAILED,INSUFFICIENT_FUNDS,19,18.0,1.0,0.9473684210526315,8.285833333333333,1,NONE,19.0,18.0,1.0,1764.5452631578949,0.05263157894736842,2.3393789245238668,1.0,1,8.285833333333333,110.74527777777777,1.0
T0000794,C00018,2026-01-06 21:07:58,3249.84,NETBANKING,FAILED,INSUFFICIENT_FUNDS,14,12.0,2.0,0.8571428571428571,3.425,1,NONE,14.0,12.0,2.0,2129.039285714286,0.14285714285714285,1.5264349614430384,1.0,1,3.425,30.6775,1.0
T0023239,C00511,2026-01-06 21:27:03,1123.88,NETBANKING,FAILED,BANK_DECLINE,11,11.0,0.0,1.0,4.424166666666666,1,NONE,11.0,11.0,0.0,2311.895454545455,0.0,0.48612924853081985,1.0,1,4.424166666666666,-1.0,1.0
T0002784,C00065,2026-01-06 21:46:09,4234.55,UPI,FAILED,INSUFFICIENT_FUNDS,9,9.0,0.0,1.0,10.544722222222223,1,NONE,9.0,9.0,0.0,1634.2522222222224,0.0,2.5911239051227644,1.0,1,10.544722222222223,-1.0,1.0
T0034082,C00740,2026-01-06 22:17:58,536.76,CARD,FAILED,INSUFFICIENT_FUNDS,8,8.0,0.0,1.0,18.70861111111111,1,NONE,8.0,8.0,0.0,1442.77,0.0,0.372034350589491,1.0,1,18.70861111111111,-1.0,1.0
T0018800,C00414,2026-01-06 22:47:58,1843.83,NETBANKING,FAILED,NETWORK_ERROR,5,4.0,1.0,0.8,51.13027777777778,0,PAYMENT_TIMEOUT,5.0,4.0,1.0,2353.27,0.2,0.783518253324098,1.0,2,72.16388888888889,51.13027777777778,1.0
T0007632,C00167,2026-01-06 22:48:22,2103.2,UPI,FAILED,INSUFFICIENT_FUNDS,17,17.0,0.0,1.0,4.1725,1,NONE,17.0,17.0,0.0,2225.6476470588236,0.0,0.9449833637320636,1.0,1,4.1725,-1.0,1.0
T0012222,C00269,2026-01-06 22:59:17,2675.13,WALLET,FAILED,LIMIT_EXCEEDED,10,10.0,0.0,1.0,9.158333333333333,1,NONE,10.0,10.0,0.0,2646.9719999999998,0.0,1.0106378155870182,1.0,1,9.158333333333333,-1.0,1.0
T0005126,C00114,2026-01-06 23:23:09,5690.7,CARD,FAILED,LIMIT_EXCEEDED,5,5.0,0.0,1.0,50.765,1,NONE,5.0,5.0,0.0,1933.6200000000001,0.0,2.9430291370589874,1.0,1,50.765,-1.0,1.0
T0039240,C00855,2026-01-06 23:36:07,317.38,NETBANKING,FAILED,BANK_DECLINE,13,13.0,0.0,1.0,5.439722222222223,1,NONE,13.0,13.0,0.0,1599.4284615384615,0.0,0.19843338269391422,1.0,1,5.439722222222223,-1.0,1.0
T0016915,C00371,2026-01-06 23:37:46,1447.32,UPI,FAILED,INSUFFICIENT_FUNDS,9,9.0,0.0,1.0,43.17805555555555,1,NONE,9.0,9.0,0.0,2979.9744444444445,0.0,0.4856820174073081,1.0,1,43.17805555555555,-1.0,1.0
T0022824,C00502,2026-01-07 00:11:09,2879.41,NETBANKING,FAILED,NETWORK_ERROR,13,11.0,2.0,0.8461538461538461,14.395555555555555,1,NONE,13.0,11.0,2.0,1474.746153846154,0.15384615384615385,1.9524783926308047,1.0,1,14.395555555555555,70.63388888888889,1.0
T0039027,C00849,2026-01-07 00:39:46,1224.77,NETBANKING,FAILED,INSUFFICIENT_FUNDS,12,11.0,1.0,0.9166666666666666,6.246944444444445,1,NONE,12.0,11.0,1.0,2898.9874999999997,0.08333333333333333,0.422481987245547,1.0,1,6.246944444444445,75.34194444444445,1.0
T0002891,C00068,2026-01-07 00:47:10,611.99,CARD,FAILED,BANK_DECLINE,16,13.0,3.0,0.8125,19.912222222222223,1,NONE,16.0,13.0,3.0,2355.81,0.1875,0.25977901443664814,1.0,1,19.912222222222223,95.8411111111111,1.0
T0008318,C00180,2026-01-07 01:02:38,100.0,UPI,FAILED,PAYMENT_TIMEOUT,3,2.0,1.0,0.6666666666666666,41.27861111111111,1,NONE,3.0,2.0,1.0,968.4966666666666,0.3333333333333333,0.1032528076159271,1.0,1,41.27861111111111,55.0225,1.0
T0044123,C00962,2026-01-07 01:21:51,7316.7,CARD,FAILED,LIMIT_EXCEEDED,6,6.0,0.0,1.0,16.044722222222223,1,NONE,6.0,6.0,0.0,973.0983333333334,0.0,7.518972902704248,1.0,1,16.044722222222223,-1.0,1.0
T0008905,C00193,2026-01-07 01:21:52,5656.13,UPI,FAILED,INSUFFICIENT_FUNDS,11,7.0,4.0,0.6363636363636364,2.5483333333333333,1,NONE,11.0,7.0,4.0,1639.186363636364,0.36363636363636365,3.450571652787829,1.0,1,2.5483333333333333,32.85027777777778,1.0
T0016323,C00357,2026-01-07 01:33:15,1195.56,CARD,FAILED,INSUFFICIENT_FUNDS,3,3.0,0.0,1.0,39.772777777777776,1,NONE,3.0,3.0,0.0,706.6766666666666,0.0,1.6918062480247922,1.0,1,39.772777777777776,-1.0,1.0
T0006984,C00153,2026-01-07 01:49:28,1318.64,UPI,FAILED,BANK_DECLINE,14,12.0,2.0,0.8571428571428571,9.345555555555556,1,NONE,14.0,12.0,2.0,2120.737857142857,0.14285714285714285,0.6217835908189636,1.0,1,9.345555555555556,81.40638888888888,1.0
T0014488,C00319,2026-01-07 02:13:09,9490.22,UPI,FAILED,NETWORK_ERROR,5,5.0,0.0,1.0,20.512777777777778,1,NONE,5.0,5.0,0.0,1539.178,0.0,6.165771600165802,1.0,1,20.512777777777778,-1.0,1.0
T0036312,C00790,2026-01-07 02:21:35,470.57,CARD,FAILED,NETWORK_ERROR,9,8.0,1.0,0.8888888888888888,3.391111111111111,1,NONE,9.0,8.0,1.0,1162.388888888889,0.1111111111111111,0.4048300912871003,1.0,1,3.391111111111111,62.36,1.0
T0038102,C00828,2026-01-07 02:35:03,3866.02,CARD,FAILED,BANK_DECLINE,4,4.0,0.0,1.0,84.2786111111111,1,NONE,4.0,4.0,0.0,6639.2475,0.0,0.5822979185517635,1.0,1,84.2786111111111,-1.0,1.0
T0027359,C00599,2026-01-07 02:52:49,2397.26,WALLET,FAILED,NETWORK_ERROR,8,6.0,2.0,0.75,17.429444444444446,1,NONE,8.0,6.0,2.0,1900.9412499999999,0.25,1.261091051604041,1.0,1,17.429444444444446,78.61444444444444,1.0
T0015986,C00350,2026-01-07 03:05:55,6901.57,NETBANKING,FAILED,PAYMENT_TIMEOUT,10,9.0,1.0,0.9,18.078611111111112,0,BANK_DECLINE,10.0,9.0,1.0,2122.674,0.1,3.2513565436802825,1.0,2,22.698611111111113,18.078611111111112,1.0
T0020157,C00444,2026-01-07 03:38:37,591.35,UPI,FAILED,PAYMENT_TIMEOUT,7,6.0,1.0,0.8571428571428571,19.572222222222223,1,NONE,7.0,6.0,1.0,1201.0571428571427,0.14285714285714285,0.4923579227823109,1.0,1,19.572222222222223,101.69888888888889,1.0
T0031337,C00681,2026-01-07 03:39:25,755.36,UPI,FAILED,BANK_DECLINE,11,10.0,1.0,0.9090909090909091,20.733055555555556,1,NONE,11.0,10.0,1.0,1608.611818181818,0.09090909090909091,0.4695725789542989,1.0,1,20.733055555555556,144.86888888888888,1.0
T0036923,C00802,2026-01-07 04:06:55,2081.44,CARD,FAILED,INSUFFICIENT_FUNDS,14,13.0,1.0,0.9285714285714286,2.0241666666666664,1,NONE,14.0,13.0,1.0,2314.2,0.07142857142857142,0.8994209662086251,1.0,1,2.0241666666666664,118.86027777777778,1.0
T0016803,C00368,2026-01-07 04:17:01,4359.51,UPI,FAILED,PAYMENT_TIMEOUT,7,7.0,0.0,1.0,17.838333333333335,1,NONE,7.0,7.0,0.0,1543.32,0.0,2.824760905061815,1.0,1,17.838333333333335,-1.0,1.0
T0016525,C00361,2026-01-07 04:18:42,2761.89,UPI,FAILED,INSUFFICIENT_FUNDS,10,7.0,3.0,0.7,11.865277777777777,1,NONE,10.0,7.0,3.0,2292.339,0.3,1.2048348869866106,1.0,1,11.865277777777777,113.9713888888889,1.0
T0042241,C00923,2026-01-07 04:19:40,3417.52,CARD,FAILED,BANK_DECLINE,4,4.0,0.0,1.0,65.67555555555556,1,NONE,4.0,4.0,0.0,2341.2149999999997,0.0,1.4597207005764103,1.0,1,65.67555555555556,-1.0,1.0
T0004005,C00088,2026-01-07 04:25:59,1133.97,UPI,FAILED,BANK_DECLINE,5,5.0,0.0,1.0,20.174722222222222,1,NONE,5.0,5.0,0.0,1019.128,0.0,1.1126865320156054,1.0,1,20.174722222222222,-1.0,1.0
T0000665,C00015,2026-01-07 04:26:29,668.64,CARD,FAILED,INSUFFICIENT_FUNDS,11,10.0,1.0,0.9090909090909091,16.77111111111111,1,NONE,11.0,10.0,1.0,1956.4581818181819,0.09090909090909091,0.3417604353692944,1.0,1,16.77111111111111,81.6588888888889,1.0
T0010575,C00230,2026-01-07 04:27:32,6688.65,CARD,FAILED,INSUFFICIENT_FUNDS,14,13.0,1.0,0.9285714285714286,7.648611111111111,1,NONE,14.0,13.0,1.0,2085.85,0.07142857142857142,3.20667833257425,1.0,1,7.648611111111111,116.68333333333334,1.0
T0042881,C00937,2026-01-07 05:01:33,2107.02,CARD,FAILED,BANK_DECLINE,11,11.0,0.0,1.0,11.543611111111112,1,NONE,11.0,11.0,0.0,1626.0163636363636,0.0,1.2958172175389044,1.0,1,11.543611111111112,-1.0,1.0
T0006656,C00145,2026-01-07 05:23:33,1789.21,CARD,FAILED,INSUFFICIENT_FUNDS,11,10.0,1.0,0.9090909090909091,25.32027777777778,1,NONE,11.0,10.0,1.0,2198.3690909090906,0.09090909090909091,0.8138806205922905,1.0,1,25.32027777777778,35.827777777777776,1.0
T0006209,C00136,2026-01-07 05:43:52,488.4,UPI,FAILED,INSUFFICIENT_FUNDS,16,16.0,0.0,1.0,5.714444444444444,1,NONE,16.0,16.0,0.0,1359.4625,0.0,0.35925963386264786,1.0,1,5.714444444444444,-1.0,1.0
T0003557,C00080,2026-01-07 06:28:00,6070.59,CARD,FAILED,BANK_DECLINE,16,15.0,1.0,0.9375,55.03888888888889,1,NONE,16.0,15.0,1.0,3110.556875,0.0625,1.951608745299023,1.0,1,55.03888888888889,125.2525,1.0
T0009874,C00216,2026-01-07 06:32:51,956.37,CARD,FAILED,NETWORK_ERROR,11,10.0,1.0,0.9090909090909091,6.223333333333334,1,NONE,11.0,10.0,1.0,1612.4490909090907,0.09090909090909091,0.5931164000103739,1.0,1,6.223333333333334,138.56222222222223,1.0
T0032072,C00696,2026-01-07 06:42:43,985.5,UPI,FAILED,NETWORK_ERROR,9,9.0,0.0,1.0,4.576388888888889,1,NONE,9.0,9.0,0.0,2351.9577777777777,0.0,0.4190126239983522,1.0,1,4.576388888888889,-1.0,1.0
T0041794,C00911,2026-01-07 07:15:26,420.9,UPI,FAILED,BANK_DECLINE,11,10.0,1.0,0.9090909090909091,10.73611111111111,1,NONE,11.0,10.0,1.0,1685.040909090909,0.09090909090909091,0.24978622045863466,1.0,1,10.73611111111111,83.35472222222222,1.0
T0043205,C00943,2026-01-07 07:33:28,709.92,UPI,FAILED,BANK_DECLINE,8,8.0,0.0,1.0,12.257777777777777,1,NONE,8.0,8.0,0.0,1946.09,0.0,0.3647929951852175,1.0,1,12.257777777777777,-1.0,1.0
T0041571,C00907,2026-01-07 08:09:14,2509.11,UPI,FAILED,NETWORK_ERROR,8,8.0,0.0,1.0,19.5475,1,NONE,8.0,8.0,0.0,1987.99375,0.0,1.262131734569085,1.0,1,19.5475,-1.0,1.0
T0038693,C00842,2026-01-07 08:15:30,1046.27,CARD,FAILED,INSUFFICIENT_FUNDS,11,11.0,0.0,1.0,1.4730555555555556,1,NONE,11.0,11.0,0.0,1857.411818181818,0.0,0.5632945746109078,1.0,1,1.4730555555555556,-1.0,1.0
T0038439,C00836,2026-01-07 08:28:53,17420.97,NETBANKING,FAILED,PAYMENT_TIMEOUT,13,11.0,2.0,0.8461538461538461,2.9586111111111113,1,NONE,13.0,11.0,2.0,2008.6115384615384,0.15384615384615385,8.673140458678882,1.0,1,2.9586111111111113,63.57277777777778,1.0
T0024664,C00543,2026-01-07 08:36:06,3092.56,CARD,FAILED,LIMIT_EXCEEDED,8,7.0,1.0,0.875,5.716944444444445,1,NONE,8.0,7.0,1.0,3812.36375,0.125,0.8111922688384601,1.0,1,5.716944444444445,100.32777777777778,1.0
T0015416,C00341,2026-01-07 09:08:17,2459.87,CARD,FAILED,INSUFFICIENT_FUNDS,6,6.0,0.0,1.0,51.441944444444445,1,NONE,6.0,6.0,0.0,1591.075,0.0,1.5460427698254324,1.0,1,51.441944444444445,-1.0,1.0
T0001480,C00034,2026-01-07 09:54:48,1007.25,NETBANKING,FAILED,NETWORK_ERROR,14,13.0,1.0,0.9285714285714286,8.4575,1,NONE,14.0,13.0,1.0,2462.305714285714,0.07142857142857142,0.4090678075253508,1.0,1,8.4575,99.93277777777777,1.0
T0012538,C00275,2026-01-07 09:56:36,624.01,UPI,FAILED,INSUFFICIENT_FUNDS,15,14.0,1.0,0.9333333333333333,1.3205555555555555,1,NONE,15.0,14.0,1.0,2069.5226666666667,0.06666666666666667,0.30152363636832197,1.0,1,1.3205555555555555,82.21638888888889,1.0
T0037870,C00824,2026-01-07 10:19:24,2108.76,WALLET,FAILED,LIMIT_EXCEEDED,9,9.0,0.0,1.0,10.924722222222222,1,NONE,9.0,9.0,0.0,1379.8166666666666,0.0,1.5282899902160918,1.0,1,10.924722222222222,-1.0,1.0
T0044338,C00966,2026-01-07 10:32:26,516.71,CARD,FAILED,BANK_DECLINE,13,13.0,0.0,1.0,13.276666666666667,1,NONE,13.0,13.0,0.0,2114.256923076923,0.0,0.24439319288027728,1.0,1,13.276666666666667,-1.0,1.0
T0019237,C00423,2026-01-07 10:36:11,2202.92,NETBANKING,FAILED,BANK_DECLINE,7,7.0,0.0,1.0,8.000833333333333,1,NONE,7.0,7.0,0.0,3293.944285714286,0.0,0.6687787676172856,1.0,1,8.000833333333333,-1.0,1.0
T0028069,C00615,2026-01-07 10:47:10,5554.95,UPI,FAILED,BANK_DECLINE,11,10.0,1.0,0.9090909090909091,18.147777777777776,1,NONE,11.0,10.0,1.0,1772.7354545454546,0.09090909090909091,3.1335470759365727,1.0,1,18.147777777777776,69.48638888888888,1.0
T0007679,C00167,2026-01-07 11:15:23,4038.42,UPI,FAILED,NETWORK_ERROR,19,18.0,1.0,0.9473684210526315,3.667222222222222,1,NONE,19.0,18.0,1.0,2139.3447368421052,0.05263157894736842,1.8876901559872612,1.0,1,3.667222222222222,12.450277777777778,1.0
T0023406,C00515,2026-01-07 11:26:00,1582.64,UPI,FAILED,INSUFFICIENT_FUNDS,11,11.0,0.0,1.0,36.1825,1,NONE,11.0,11.0,0.0,1344.9554545454544,0.0,1.1767229871080558,1.0,1,36.1825,-1.0,1.0
T0027586,C00604,2026-01-07 11:55:14,817.69,WALLET,FAILED,INSUFFICIENT_FUNDS,10,10.0,0.0,1.0,17.24138888888889,1,NONE,10.0,10.0,0.0,1467.709,0.0,0.5571199740548024,1.0,1,17.24138888888889,-1.0,1.0
T0011407,C00249,2026-01-07 11:58:45,2414.38,CARD,FAILED,LIMIT_EXCEEDED,12,11.0,1.0,0.9166666666666666,3.6230555555555557,1,NONE,12.0,11.0,1.0,1736.865,0.08333333333333333,1.3900792519856178,1.0,1,3.6230555555555557,35.585277777777776,1.0
T0006704,C00146,2026-01-07 12:01:45,836.96,CARD,FAILED,PAYMENT_TIMEOUT,7,6.0,1.0,0.8571428571428571,37.492777777777775,1,NONE,7.0,6.0,1.0,955.7928571428572,0.14285714285714285,0.8756709089686199,1.0,1,37.492777777777775,90.1061111111111,1.0
T0040713,C00888,2026-01-07 12:34:25,278.43,CARD,FAILED,INSUFFICIENT_FUNDS,13,13.0,0.0,1.0,13.851944444444445,1,NONE,13.0,13.0,0.0,2292.6576923076923,0.0,0.12144420902177688,1.0,1,13.851944444444445,-1.0,1.0
T0000183,C00005,2026-01-07 12:59:55,806.92,NETBANKING,FAILED,PAYMENT_TIMEOUT,10,10.0,0.0,1.0,5.73,1,NONE,10.0,10.0,0.0,1383.342,0.0,0.5833120081657319,1.0,1,5.73,-1.0,1.0
T0042579,C00931,2026-01-07 13:01:38,1124.12,CARD,FAILED,BANK_DECLINE,6,4.0,2.0,0.6666666666666666,2.274722222222222,1,NONE,6.0,4.0,2.0,2291.161666666667,0.3333333333333333,0.49063320862706467,1.0,1,2.274722222222222,88.1613888888889,1.0
T0014849,C00327,2026-01-07 13:17:22,328.13,CARD,FAILED,LIMIT_EXCEEDED,12,12.0,0.0,1.0,0.7469444444444444,1,NONE,12.0,12.0,0.0,3023.51,0.0,0.1085261831447556,1.0,1,0.7469444444444444,-1.0,1.0
T0038875,C00846,2026-01-07 14:32:02,4781.54,WALLET,FAILED,PAYMENT_TIMEOUT,10,10.0,0.0,1.0,5.073333333333333,1,NONE,10.0,10.0,0.0,1680.618,0.0,2.845108168542762,1.0,1,5.073333333333333,-1.0,1.0
T0034858,C00757,2026-01-07 14:34:16,1247.7,UPI,FAILED,INSUFFICIENT_FUNDS,12,11.0,1.0,0.9166666666666666,19.070555555555554,1,NONE,12.0,11.0,1.0,2224.5325,0.08333333333333333,0.5608818931618217,1.0,1,19.070555555555554,114.44416666666666,1.0
T0028673,C00627,2026-01-07 14:52:50,494.84,CARD,FAILED,INSUFFICIENT_FUNDS,11,11.0,0.0,1.0,1.9377777777777778,1,NONE,11.0,11.0,0.0,1377.2427272727275,0.0,0.35929759526115085,1.0,1,1.9377777777777778,-1.0,1.0
T0030981,C00674,2026-01-07 14:57:56,606.82,CARD,FAILED,BANK_DECLINE,11,11.0,0.0,1.0,52.36666666666667,1,NONE,11.0,11.0,0.0,1819.7318181818182,0.0,0.3334667196215227,1.0,1,52.36666666666667,-1.0,1.0
T0036121,C00785,2026-01-07 15:13:04,1241.56,UPI,FAILED,INSUFFICIENT_FUNDS,9,9.0,0.0,1.0,15.59361111111111,1,NONE,9.0,9.0,0.0,2987.2233333333334,0.0,0.4156234273299508,1.0,1,15.59361111111111,-1.0,1.0
T0022684,C00499,2026-01-07 15:19:59,1022.68,UPI,FAILED,INSUFFICIENT_FUNDS,8,8.0,0.0,1.0,29.30472222222222,1,NONE,8.0,8.0,0.0,2525.01625,0.0,0.4050191756191668,1.0,1,29.30472222222222,-1.0,1.0
T0014913,C00328,2026-01-07 15:34:55,2155.17,CARD,FAILED,BANK_DECLINE,8,8.0,0.0,1.0,11.358888888888888,1,NONE,8.0,8.0,0.0,1459.33125,0.0,1.4768202901157637,1.0,1,11.358888888888888,-1.0,1.0
T0012207,C00269,2026-01-07 15:38:06,2547.22,WALLET,FAILED,INSUFFICIENT_FUNDS,11,10.0,1.0,0.9090909090909091,16.646944444444443,0,LIMIT_EXCEEDED,11.0,10.0,1.0,2649.531818181818,0.09090909090909091,0.961384944509922,1.0,2,25.80527777777778,16.646944444444443,1.0
T0010414,C00227,2026-01-07 15:40:57,739.92,NETBANKING,FAILED,PAYMENT_TIMEOUT,15,12.0,3.0,0.8,0.7613888888888889,1,NONE,15.0,12.0,3.0,2236.884,0.2,0.3307815693616656,1.0,1,0.7613888888888889,93.59805555555556,1.0
T0021188,C00467,2026-01-07 15:57:43,3183.58,UPI,FAILED,INSUFFICIENT_FUNDS,11,9.0,2.0,0.8181818181818182,16.605555555555554,1,NONE,11.0,9.0,2.0,2205.588181818182,0.18181818181818182,1.443415423715051,1.0,1,16.605555555555554,114.1975,1.0
T0041388,C00902,2026-01-07 16:25:32,1701.58,NETBANKING,FAILED,INSUFFICIENT_FUNDS,4,4.0,0.0,1.0,31.781666666666666,1,NONE,4.0,4.0,0.0,1602.6974999999998,0.0,1.061697544296413,1.0,1,31.781666666666666,-1.0,1.0
T0009615,C00210,2026-01-07 16:29:31,2074.29,CARD,FAILED,NETWORK_ERROR,17,15.0,2.0,0.8823529411764706,16.0625,1,NONE,17.0,15.0,2.0,2742.958235294118,0.11764705882352941,0.7562236906525779,1.0,1,16.0625,91.43277777777777,1.0
T0010290,C00223,2026-01-07 16:58:53,567.4,UPI,FAILED,NETWORK_ERROR,12,12.0,0.0,1.0,10.054722222222223,1,NONE,12.0,12.0,0.0,2994.5641666666666,0.0,0.18947665450481524,1.0,1,10.054722222222223,-1.0,1.0
T0013404,C00294,2026-01-07 17:15:01,763.6,CARD,FAILED,BANK_DECLINE,12,11.0,1.0,0.9166666666666666,30.560555555555556,1,NONE,12.0,11.0,1.0,3041.7000000000003,0.08333333333333333,0.2510438241772693,1.0,1,30.560555555555556,93.19444444444444,1.0
T0021895,C00482,2026-01-07 17:31:04,3974.88,UPI,FAILED,NETWORK_ERROR,9,9.0,0.0,1.0,58.58111111111111,1,NONE,9.0,9.0,0.0,2702.1744444444444,0.0,1.4709931137762717,1.0,1,58.58111111111111,-1.0,1.0
T0033943,C00737,2026-01-07 17:32:52,2634.54,UPI,FAILED,LIMIT_EXCEEDED,5,5.0,0.0,1.0,11.374444444444444,1,NONE,5.0,5.0,0.0,1892.3080000000002,0.0,1.3922363589859577,1.0,1,11.374444444444444,-1.0,1.0
T0027124,C00594,2026-01-07 17:52:24,4722.87,UPI,FAILED,LIMIT_EXCEEDED,9,7.0,2.0,0.7777777777777778,86.74222222222222,1,NONE,9.0,7.0,2.0,2415.44,0.2222222222222222,1.955283509422714,1.0,1,86.74222222222222,103.96527777777777,1.0
T0000236,C00006,2026-01-07 18:04:53,1392.94,UPI,FAILED,INSUFFICIENT_FUNDS,10,9.0,1.0,0.9,35.579166666666666,0,INSUFFICIENT_FUNDS,10.0,9.0,1.0,1624.5040000000001,0.1,0.8574555679764407,1.0,2,37.549166666666665,35.579166666666666,1.0
T0010059,C00219,2026-01-07 18:15:02,1315.88,NETBANKING,FAILED,NETWORK_ERROR,6,6.0,0.0,1.0,10.094166666666666,1,NONE,6.0,6.0,0.0,2455.5266666666666,0.0,0.5358850375615279,1.0,1,10.094166666666666,-1.0,1.0
T0039094,C00851,2026-01-07 18:17:18,759.31,WALLET,FAILED,LIMIT_EXCEEDED,7,6.0,1.0,0.8571428571428571,2.033611111111111,1,NONE,7.0,6.0,1.0,2170.6642857142856,0.14285714285714285,0.3498053591231124,1.0,1,2.033611111111111,31.158055555555556,1.0
T0006332,C00138,2026-01-07 18:51:10,2823.82,UPI,FAILED,INSUFFICIENT_FUNDS,19,17.0,2.0,0.8947368421052632,6.2425,1,NONE,19.0,17.0,2.0,1886.9931578947367,0.10526315789473684,1.496465415460464,1.0,1,6.2425,45.945,1.0
T0038064,C00827,2026-01-07 18:51:51,707.33,CARD,FAILED,BANK_DECLINE,19,17.0,2.0,0.8947368421052632,9.304444444444444,1,NONE,19.0,17.0,2.0,1937.0668421052633,0.10526315789473684,0.36515518443919687,1.0,1,9.304444444444444,44.45333333333333,1.0
T0013482,C00295,2026-01-07 19:00:30,1069.44,CARD,FAILED,PAYMENT_TIMEOUT,13,13.0,0.0,1.0,2.0283333333333333,1,NONE,13.0,13.0,0.0,1698.943076923077,0.0,0.6294737089937364,1.0,1,2.0283333333333333,-1.0,1.0
T0022507,C00495,2026-01-07 19:00:32,1919.17,CARD,FAILED,PAYMENT_TIMEOUT,15,15.0,0.0,1.0,7.173055555555556,1,NONE,15.0,15.0,0.0,1968.0639999999999,0.0,0.9751562957302202,1.0,1,7.173055555555556,-1.0,1.0
T0030476,C00664,2026-01-07 19:46:30,2102.22,WALLET,FAILED,PAYMENT_TIMEOUT,10,10.0,0.0,1.0,8.561111111111112,1,NONE,10.0,10.0,0.0,3754.113,0.0,0.559977816331048,1.0,1,8.561111111111112,-1.0,1.0
T0039443,C00858,2026-01-07 20:12:39,1205.15,NETBANKING,FAILED,INSUFFICIENT_FUNDS,6,6.0,0.0,1.0,8.131944444444445,1,NONE,6.0,6.0,0.0,1345.7283333333332,0.0,0.8955373608095741,1.0,1,8.131944444444445,-1.0,1.0
T0025824,C00569,2026-01-07 20:31:58,1812.89,UPI,FAILED,INSUFFICIENT_FUNDS,12,11.0,1.0,0.9166666666666666,6.336666666666667,1,NONE,12.0,11.0,1.0,2213.8166666666666,0.08333333333333333,0.8188979816154606,1.0,1,6.336666666666667,145.58666666666667,1.0
T0001962,C00045,2026-01-07 20:44:08,5300.62,CARD,FAILED,INSUFFICIENT_FUNDS,9,8.0,1.0,0.8888888888888888,15.575277777777778,1,NONE,9.0,8.0,1.0,3543.8277777777776,0.1111111111111111,1.4957329566742803,1.0,1,15.575277777777778,24.366944444444446,1.0
T0035129,C00764,2026-01-07 21:06:23,476.71,UPI,FAILED,INSUFFICIENT_FUNDS,10,7.0,3.0,0.7,23.621944444444445,1,NONE,10.0,7.0,3.0,1799.7630000000001,0.3,0.26487376393447354,1.0,1,23.621944444444445,30.33277777777778,1.0
T0030342,C00661,2026-01-07 21:14:16,581.32,UPI,FAILED,NETWORK_ERROR,7,7.0,0.0,1.0,16.02861111111111,1,NONE,7.0,7.0,0.0,2005.6399999999999,0.0,0.28984264374464014,1.0,1,16.02861111111111,-1.0,1.0
T0025613,C00562,2026-01-07 21:25:00,5747.59,CARD,FAILED,BANK_DECLINE,3,3.0,0.0,1.0,5.422777777777778,1,NONE,3.0,3.0,0.0,1500.8100000000002,0.0,3.829658650995129,1.0,1,5.422777777777778,-1.0,1.0
T0006054,C00133,2026-01-07 21:38:51,4664.56,UPI,FAILED,NETWORK_ERROR,8,8.0,0.0,1.0,7.589444444444444,1,NONE,8.0,8.0,0.0,2361.13125,0.0,1.9755615025636548,1.0,1,7.589444444444444,-1.0,1.0
T0039794,C00868,2026-01-07 21:40:26,5658.8,UPI,FAILED,PAYMENT_TIMEOUT,13,13.0,0.0,1.0,25.4425,1,NONE,13.0,13.0,0.0,1734.7284615384617,0.0,3.262066730018043,1.0,1,25.4425,-1.0,1.0
T0016838,C00369,2026-01-07 22:30:24,1953.99,UPI,FAILED,BANK_DECLINE,3,2.0,1.0,0.6666666666666666,23.571666666666665,1,NONE,3.0,2.0,1.0,4757.47,0.3333333333333333,0.41072040391216336,1.0,1,23.571666666666665,112.76444444444445,1.0
T0021613,C00476,2026-01-07 22:44:28,5993.9,CARD,FAILED,INSUFFICIENT_FUNDS,5,5.0,0.0,1.0,0.8177777777777778,1,NONE,5.0,5.0,0.0,3080.094,0.0,1.9460120372949654,1.0,1,0.8177777777777778,-1.0,1.0
T0004518,C00099,2026-01-07 22:52:52,24960.29,CARD,FAILED,INSUFFICIENT_FUNDS,6,6.0,0.0,1.0,3.3358333333333334,1,NONE,6.0,6.0,0.0,2659.4583333333335,0.0,9.385478872577435,1.0,1,3.3358333333333334,-1.0,1.0
T0017603,C00386,2026-01-07 23:21:07,2633.92,NETBANKING,FAILED,PAYMENT_TIMEOUT,17,17.0,0.0,1.0,21.249444444444446,1,NONE,17.0,17.0,0.0,1956.2582352941176,0.0,1.3464071115355576,1.0,1,21.249444444444446,-1.0,1.0
